Subawardee UEI,Program,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description
FNQSY3S2MCM9,DDG,"STS OPERATING, INC.",333996,Fluid Power Pump and Motor Manufacturing
TAB4FBLR5UM1,DDG,ANIXTER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
HA3GWLK3JK58,DDG,Evoqua Water Technologies LLC,221310,Water Supply and Irrigation Systems
LSGYNGHKB863,DDG,DEBAN ENTERPRISES INC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
GNFJGT9MKJW5,DDG,"CONNECTICUT VALLEY INDUSTRIES, LLC",335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
FX3GHG9B79N5,DDG,"TC/AMERICAN MONORAIL, INC.",,"n/a (SAM record, no NAICS)"
GCDKJTM3RJX6,DDG,"RAPID DEPLOYABLE SYSTEMS, INC",332312,Fabricated Structural Metal Manufacturing
QH1NZM6TK6C9,DDG,"TEATR MUZYKI I POEZII P/R E.KAMBUROVOI, GBU",,"n/a (foreign, no SAM record)"
HQYTCMF5RGE4,DDG,SHERBURN ELECTRONICS INC.,423690,Other Electronic Parts and Equipment Merchant Wholesalers
HYN4GBTR6TF3,DDG,GULF COAST MARINE SUPPLY CO,423840,Industrial Supplies Merchant Wholesalers
NHDSASKCSSS9,DDG,SUPERIOR-LIDGERWOOD-MUNDY CORPORATION,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
KN2BBGWNLKJ8,DDG,"ASCO POWER TECHNOLOGIES, L.P.",335313,Switchgear and Switchboard Apparatus Manufacturing
WQAKKCKH9LM8,DDG,"SECURITAS CRITICAL INFRASTRUCTURE SERVICES, INC.",561612,Security Guards and Patrol Services
VJSTD8U7QBD9,DDG,"SAFARILAND, LLC",332311,Prefabricated Metal Building and Component Manufacturing
XTB5UHKL6VE8,DDG,"SEA-TECH PRODUCTS, INC.",336611,Ship Building and Repairing
J2DMF1YRKD96,DDG,STANDARD CALIBRATIONS INC,811210,Electronic and Precision Equipment Repair and Maintenance
MAKYNVTMNZX1,DDG,"TRAC REGULATOR CO., INC.",332911,Industrial Valve Manufacturing
YULJLSW1N2G4,DDG,CYGNUS L.L.C.,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
LJLZRNS9DYC6,DDG,ANIXTER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
JJRDPJY9GQA8,DDG,FLETCHER CONSTRUCTION CO INC,236220,Commercial and Institutional Building Construction
J6DMEL935CD1,DDG,XYLEM INC.,221310,WATER SUPPLY AND IRRIGATION SYSTEMS
R1M8JJH7J5W5,DDG,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting)
CWM4UN76ZQW8,DDG,LOCKHEED MARTIN CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
JLREE96WGKM5,DDG,DRS LAUREL TECHNOLOGIES,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
KKRXVDJZQ5V5,DDG,KEYSTONE FIRE PROTECTION CO.,238990,All Other Specialty Trade Contractors
U8SDJVH8SQ19,DDG,CITY ELECTRIC SUPPLY COMPANY,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
VE86LWM6ABF6,DDG,MASON FOREST PRODUCTS INC,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
RYYRAAAGPXB5,DDG,"STOCKERT, LAURA",339950,Sign Manufacturing
U4MMR7DR2DR7,DDG,"JAL ENTERPRISES, INC.",336611,Ship Building and Repairing
W547TUQXJ8Y4,DDG,CARVER PUMP COMPANY,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
S1TGQ9L36486,DDG,"TOOL-SMITH COMPANY, INCORPORATED",423830,Industrial Machinery and Equipment Merchant Wholesalers
L14LNGXH8M26,DDG,CURTIS WRIGHT BUILDERS LLC,236220,Commercial and Institutional Building Construction
VWX3JEES4FF7,DDG,TRIMAN INDUSTRIES INC,423710,Hardware Merchant Wholesalers
J7JGTBNSM619,DDG,MEGATOR CORPORATION,333248,All Other Industrial Machinery Manufacturing
FD69PPCVM2B8,DDG,PASCAGOULA LAUNCH SERVICE INC,488330,Navigational Services to Shipping
GJU6WW45U4F4,DDG,ARROWHEAD GLOBAL LLC,332510,Hardware Manufacturing
JL4THZCMNKR7,DDG,JACKSON PLATING CO.,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
UES5F4AAZJK5,DDG,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
K8FJZDHMEP65,DDG,AMERICAN VULKAN CORPORATION,333613,Mechanical Power Transmission Equipment Manufacturing
KXWXRYB3FBW3,DDG,FLOWSERVE CORPORATION,333995,Fluid Power Cylinder and Actuator Manufacturing
HJFAW5KCG7N7,DDG,"MAST TECHNOLOGIES, LLC",339999,All Other Miscellaneous Manufacturing
FVFNV3NERP36,DDG,"POWERSTAR, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
MUD4KL77FK98,DDG,TURNBULL LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
C18KXNHETC95,DDG,"KITCO FIBER OPTICS, INC.",334417,Electronic Connector Manufacturing
ED16VKVTCHC8,DDG,ECI DEFENSE GROUP INC,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers
R71XN254HA36,DDG,AKRON BRASS COMPANY,332919,Other Metal Valve and Pipe Fitting Manufacturing
K574V7KEQUC8,DDG,"CIRCOR AEROSPACE, INC.",336412,Aircraft Engine and Engine Parts Manufacturing
RL6KA2EUSUC8,DDG,ABACUS INDUSTRIES INC,423690,Other Electronic Parts and Equipment Merchant Wholesalers
V6JXCLR8QR37,DDG,RHINESTAHL CORPORATION,336412,Aircraft Engine and Engine Parts Manufacturing
XNR9ZJ9VKZG5,DDG,"TEMEKU TECHNOLOGIES, INC.",,"n/a (SAM record, no NAICS)"
FREEMCLKFXE3,DDG,BATH IRON WORKS CORPORATION,336611,Ship Building and Repairing
LGEFMM39NGN4,DDG,ANIXTER INC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
ZVCNH5GL1Z83,DDG,Core Active Fixed Income,,n/a (no SAM record)
EJ8LYVPT4KR9,DDG,THE WHITMOR CO. INC.,335931,Current-Carrying Wiring Device Manufacturing
E383LRP25MY6,DDG,YOUNG ENGINEERING COMPANY INC.,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
GU9WXNREUPZ1,DDG,FORENTA L.P.,333310,Commercial and Service Industry Machinery Manufacturing
GN82WS7LRJ77,DDG,SPACE MACHINE & ENGINEERING CORP.,334419,Other Electronic Component Manufacturing
CLJ5AQLQ8L29,DDG,"MACKAY COMMUNICATIONS, INC",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
N3K7U4MKPSE4,DDG,"J & R TOOL, INC",332710,Machine Shops
N5BYYW3MMFP7,DDG,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",326291,Rubber Product Manufacturing for Mechanical Use
NK1RB5VKXES9,DDG,"DETROIT SWITCH, INC.",335313,Switchgear and Switchboard Apparatus Manufacturing
ZYRVDBTNPD25,DDG,UNITED REFRIGERATION INC,423740,Refrigeration Equipment and Supplies Merchant Wholesalers
EDJPMQN1HSJ1,DDG,"MSA SAFETY SALES, LLC",339113,Surgical Appliance and Supplies Manufacturing
MSSQQ551LG41,DDG,"IMPRES TECHNOLOGY SOLUTIONS, INC.",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
YYVHWZMPP3F8,DDG,"DRS NAVAL POWER SYSTEMS, INC.",,n/a (no SAM record)
SVHJHMJH65S8,DDG,ULTRA ELECTRONICS OCEAN SYSTEMS INC,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
FG7CGCHSNML9,DDG,L-3 COMMUNICATIONS CORPORATION,561621,Security Systems Services (except Locksmiths)
D28HQ4AA2ZL8,DDG,"EFFORT FOUNDRY, INC.",331513,Steel Foundries (except Investment)
YLHLLLEUTKC1,DDG,"TELEDYNE FLIR SURVEILLANCE, INC.",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
JZXZSN3BBL98,DDG,SIEMENS INDUSTRY INC.,236220,Commercial and Institutional Building Construction
XECCFU26TTP9,DDG,"Moniteq, Inc.",334290,Other Communications Equipment Manufacturing
NH4LSVC35EH7,DDG,"LAIRD R & F PRODUCTS, INC.",326299,All Other Rubber Product Manufacturing
KNY4J2WMVJX3,DDG,ASC ENGINEERED SOLUTIONS LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
U5DDDFM4LJS3,DDG,"PRIME TECHNOLOGY, LLC",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
DYJZZ9DANLM3,DDG,Ralph & Dorothy Moore,,n/a (no SAM record)
PB11V1KH3KV4,DDG,SOUTHWEST RESEARCH INSTITUTE,541330,Engineering Services
CYJ3L6SQANB4,DDG,"SPARTON AYDIN, LLC",334111,Electronic Computer Manufacturing
FNQARYRJJEL5,DDG,"COSPOLICH, INC.",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
LKXHMX1K3AC5,DDG,NATIONAL INSTRUMENTS CORPORATION,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
PGNTKH2XZAN5,DDG,"DEFENSE TECHNOLOGIES, INC.",423840,Industrial Supplies Merchant Wholesalers
NB2HLRTJJJQ7,DDG,WATTS WATER TECHNOLOGIES INC,,n/a (no SAM record)
M2XAYNY2P889,DDG,"POWELL ELECTRONICS, INC.",334417,Electronic Connector Manufacturing
WH4DRDKB7RR8,DDG,SYSTEMS ENGINEERING SUPPORT CO.,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
YNJNTZWVC3H6,DDG,BAE SYSTEMS LAND & ARMAMENTS L.P.,336611,Ship Building and Repairing
GJEXETZX4N96,DDG,SHIELD TECHNOLOGIES CORPORATION,314910,Textile Bag and Canvas Mills
QF3MD1MU1651,DDG,"J.G.B. ENTERPRISES, INC.",326220,Rubber and Plastics Hoses and Belting Manufacturing
FECPDA1S8WJ1,DDG,D. W. BOYD CORPORATION,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
SBKKUUHKGXQ1,DDG,"GENUINE CABLE GROUP, LLC",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
DLRDDPVKLLA1,DDG,"HEGEDUS ALUMINUM INDUSTRIES, INC",331524,Aluminum Foundries (except Die-Casting)
P3ZZEMCBYSK7,DDG,"JANSENEERING, INC.",326199,All Other Plastics Product Manufacturing
NY66W8KMH427,DDG,"WALZ & KRENZER, INC.",332312,Fabricated Structural Metal Manufacturing
L6EMG925NF78,DDG,KADANT UNAFLEX LLC,326220,Rubber and Plastics Hoses and Belting Manufacturing
ERR4X5JLJWV5,DDG,"NCP COATINGS, LLC",325510,Paint and Coating Manufacturing
G871GBTQ94M7,DDG,Lona Slade,,n/a (no SAM record)
HUKGWGAFW4C7,DDG,SOUNDOWN CORPORATION,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing
JN16VPC2PXN4,DDG,"BAY CITY MARINE, INC.",,"n/a (long-tail, not researched)"
LUEGYMGV9N31,DDG,"INGRAM TECHNOLOGIES, LLC",,"n/a (long-tail, not researched)"
XR3UT8BLTKP7,DDG,"ENERGY MACHINERY, INC.",,"n/a (long-tail, not researched)"
N16ET1YJ6QZ3,DDG,"ROMAC INDUSTRIES, INC.",332911,Industrial Valve Manufacturing
LCKATM42Y1M1,DDG,"ARGON ST, INC.",,"n/a (long-tail, not researched)"
X9C7KVWCMQJ6,DDG,"VALKYRIE ENTERPRISES, LLC",,"n/a (long-tail, not researched)"
G58FFJ6F2CA7,DDG,GK MECHANICAL SYSTEMS LLC,336611,Ship Building and Repairing
M647MA6E64V1,DDG,DEWEY ELECTRONICS CORPORATION,,"n/a (long-tail, not researched)"
TJ2MWNHN22G8,DDG,"FAIRBANKS MORSE, LLC",,"n/a (long-tail, not researched)"
H12BMH6V6495,DDG,"PIMA VALVE, INC.",,n/a (no SAM record)
UR5TFK3LAVL5,DDG,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",339999,All Other Miscellaneous Manufacturing
KB8ALFD8K1X8,DDG,Higgins Marine Services Inc,,"n/a (long-tail, not researched)"
Q4LMAMECTR44,DDG,"CONNECTOR SPECIALISTS, INC.",,"n/a (long-tail, not researched)"
N5HGL94UC1D6,DDG,PIERCE ALUMINUM CO INC,,"n/a (long-tail, not researched)"
DSVCC3S92J21,DDG,BOLAND MARINE & INDUSTRIAL LLC,,"n/a (long-tail, not researched)"
CZKYJKB7H9J7,DDG,"VEGAS FASTENER MANUFACTURING, LLC",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
K783PK4DZEE3,DDG,"ADVANTEC MANUFACTURING USA, INC.",,"n/a (long-tail, not researched)"
ZE1KT2MPBGM3,DDG,"HARDING COMPANY, INC",,"n/a (long-tail, not researched)"
CQQUMMDARBG3,DDG,THE DEWEY ELECTRONICS CORPORATION,,"n/a (long-tail, not researched)"
NCG7W2K7P7R6,DDG,DB CONTROL,,"n/a (long-tail, not researched)"
EQ2TN2GMDFT5,DDG,"ADVANCED ACOUSTIC CONCEPTS, LLC",,"n/a (long-tail, not researched)"
E83TNKA9JCY6,DDG,AIR SYSTEMS COMPONENTS INC,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
JH61GLV2MCA7,DDG,"PRIME SCIENCE & TECHNOLOGY, LLC",,"n/a (long-tail, not researched)"
ZQ11WUWJGAA4,DDG,"KIDDE-FENWAL, INC.",,"n/a (long-tail, not researched)"
F4GNMTCCXGM8,DDG,"HUTCHINSON INDUSTRIES, INC",,"n/a (long-tail, not researched)"
GGERZB4A1FB3,DDG,"WBPARTS, INC.",,"n/a (long-tail, not researched)"
UDMKPLHU8N48,DDG,US TOOL GRINDING INC,,"n/a (long-tail, not researched)"
D497LKJGKS84,DDG,MESTEK INC,,"n/a (long-tail, not researched)"
FMKADN1KAXH6,DDG,"HOSE-MCCANN TELEPHONE CO., INC.",,"n/a (long-tail, not researched)"
H3R3VV5YN8G4,DDG,KW BOATS,,"n/a (long-tail, not researched)"
X51YWDJN2ED6,DDG,HORIZONS INCORPORATED,,"n/a (long-tail, not researched)"
QMXJLLJZ5QY4,DDG,TORK SYSTEMS INC,,"n/a (long-tail, not researched)"
FVGUCFG6HLK7,DDG,Blackmer,,"n/a (long-tail, not researched)"
K7SAUMHPLDJ9,DDG,SIVYER STEEL CASTINGS LLC,,"n/a (long-tail, not researched)"
ZTBRMLGP4JF5,DDG,"VALLEN DISTRIBUTION, INC.",,"n/a (long-tail, not researched)"
YVDFW51N3N61,DDG,"WALDO BROTHERS, INC.",,"n/a (long-tail, not researched)"
MQSPAE7NQQR8,DDG,"VITA MOTIVATOR CO., INC.",,"n/a (long-tail, not researched)"
HEUNPCKQLMN5,DDG,KLUMB LUMBER COMPANY,,"n/a (long-tail, not researched)"
JAM1MGE5VDJ7,DDG,"PACIFIC WESTERN LUMBER, INC.",,"n/a (long-tail, not researched)"
XMLNYKT139G8,DDG,CRESTWOOD TECHNOLOGY GROUP CORP.,,"n/a (long-tail, not researched)"
HQEUSUQSKVK7,DDG,"ADMARTEC, INC.",,"n/a (long-tail, not researched)"
QLNMVC12KWY3,DDG,"LEIDOS, INC.",,"n/a (long-tail, not researched)"
JGLLLKELFB57,DDG,ITT CORPORATION,,"n/a (long-tail, not researched)"
RHLAM7GSJGJ4,DDG,"HOTTINGER BALDWIN MEASUREMENTS, INC.",,"n/a (long-tail, not researched)"
KWHXKLAL87T5,DDG,"IN-PLACE MACHINING COMPANY, LLC",336611,Ship Building and Repairing
RDQDMFHFM8K3,DDG,R P M SUPPLY CORPORATION,,"n/a (long-tail, not researched)"
MNZGEAM8WG31,DDG,"MAZZELLA LIFTING TECHNOLOGIES, INC.",,"n/a (long-tail, not researched)"
DQAYCKTDLND5,DDG,"EAGLE INDUSTRIES OF LOUISIANA, L.L.C.",,"n/a (long-tail, not researched)"
KAJ2U4MCB329,DDG,"CHELSEA CLOCK, LLC, THE",,"n/a (long-tail, not researched)"
KFP8JR5HL191,DDG,ARA SERVICES LLC.,,"n/a (long-tail, not researched)"
M8JLMEHJADQ5,DDG,"BOEING COMPANY, THE",,"n/a (long-tail, not researched)"
ZSJFXM833NA3,DDG,Xerox Corporation,,"n/a (long-tail, not researched)"
V72KJGHK3JF2,DDG,MGR EQUIPMENT CORP,,"n/a (long-tail, not researched)"
YK4TPH3YV3S3,DDG,MARITIME APPLIED PHYSICS CORP,,"n/a (long-tail, not researched)"
YA86NYHUA353,DDG,BRENNTAG LUBRICANTS,,"n/a (long-tail, not researched)"
ZZG5TB4JCKE1,DDG,"KAHN AND COMPANY, INCORPORATED",,"n/a (long-tail, not researched)"
QFG7EC12DQK4,DDG,"UNITED RENTALS (NORTH AMERICA), INC.",532310,General Rental Centers
JFN9TTCMKQH8,DDG,"TEXSTARS, LLC",,"n/a (long-tail, not researched)"
WXRTZLL25AE5,DDG,"SEEMANN COMPOSITES, LLC",325991,Custom Compounding of Purchased Resins
G319AMB56SW5,DDG,"901 D, LLC",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
KCDDKU78L9P7,DDG,CHASE CORPORATION,,"n/a (long-tail, not researched)"
LCTCMUR9KYB6,DDG,"CAJUN PROCESS SOLUTIONS, LLC",,"n/a (long-tail, not researched)"
EPK7A98BB4B6,DDG,"HEILIND MIL-AERO, LLC",,"n/a (long-tail, not researched)"
GDK9ANY21DY6,DDG,"TEAM HOUSING SOLUTIONS, INC.",,"n/a (long-tail, not researched)"
E6ACL8BWKN47,DDG,"ENERGY FOCUS, INC.",,"n/a (long-tail, not researched)"
VJFKVNQBYVL5,DDG,GREENE RUBBER CO INC,326291,Rubber Product Manufacturing for Mechanical Use
DY2JXQ22MA14,DDG,KSARIA SERVICE CORPORATION,,"n/a (long-tail, not researched)"
MNS7TJ9KVTJ1,DDG,"HDT EXPEDITIONARY SYSTEMS, INC.",,"n/a (long-tail, not researched)"
K7L6DELLDU47,DDG,"GULF SALES AND SUPPLY, INCORPORATED",,"n/a (long-tail, not researched)"
UUK2QMVKDKN1,DDG,"MANSFIELD INDUSTRIAL, INC.",,"n/a (long-tail, not researched)"
N6U1EU32U9J1,DDG,"EST GROUP, INC.",,"n/a (long-tail, not researched)"
X4YDGJ1UE973,DDG,Sunbelt Supply L.P.,,"n/a (long-tail, not researched)"
NUMJXMNFTW19,DDG,SECHAN ELECTRONICS INC,,"n/a (long-tail, not researched)"
GMVJD1H9JQX8,DDG,"MICROFLEX, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
K6CEGCM3YCX3,DDG,"WESCO GAS & WELDING SUPPLY, INC.",,"n/a (long-tail, not researched)"
K8T6RF8WAKC3,DDG,"WING INFLATABLES, INC.",,"n/a (long-tail, not researched)"
G9XVDY2MZMX5,DDG,INSINGER MACHINE CO,,"n/a (long-tail, not researched)"
MP5UJHMEHFV1,DDG,"TRIDENT MARITIME SYSTEMS, INC.",336611,Ship Building and Repairing
CR99X5Q2KQS1,DDG,LBI INC,336611,Ship Building and Repairing
S6F5JLBSADM7,DDG,MIL-SPEC WIRE & CABLE CO,,"n/a (long-tail, not researched)"
NTREK31GP8N3,DDG,KSARIA CORPORATION,334417,Electronic Connector Manufacturing
HUYTR5ZGSSN6,DDG,"W. & O. SUPPLY, INC.",,"n/a (long-tail, not researched)"
CRJJZA4KFZ42,DDG,LGS INNOVATIONS LLC,,"n/a (long-tail, not researched)"
RU3QHCAJP492,DDG,"HOFFER FLOW CONTROLS, INC.",,"n/a (long-tail, not researched)"
LS77JJSDUXH9,DDG,HYDRADYNE LLC,,"n/a (long-tail, not researched)"
JUN5EFMB2NZ7,DDG,THOMPSON SUPPLY CO INC,,"n/a (long-tail, not researched)"
GC3AEESM5MT3,DDG,"IDEAL SUPPLY, INC.",,"n/a (long-tail, not researched)"
NC39YCMEXVJ8,DDG,COLUMBUS MCKINNON CORPORATION,,"n/a (long-tail, not researched)"
PAH8M4BJACA5,DDG,TELEDYNE INSTRUMENTS INC,334417,Electronic Connector Manufacturing
VHCPBNRMLK33,DDG,"ASSOCIATED FOOD EQUIPMENT AND SUPPLIES, INC.",,"n/a (long-tail, not researched)"
DMZLNDQW1RD6,DDG,HARDWARE SPECIALTY CO,,"n/a (long-tail, not researched)"
DA2CMNNJWSZ4,DDG,Captain Freds Sea Trial Support LLC,,"n/a (long-tail, not researched)"
CVMQHCRDBVT7,DDG,"KEVIN GROS CONSULTING & MARINE SERVICES, INC.",,"n/a (long-tail, not researched)"
QB7EKDNK2E83,DDG,TIM BRIERE,332710,Machine Shops
NE3DARLAMEN6,DDG,"PROCESS ENGINEERING COMPANY, INC.",,"n/a (long-tail, not researched)"
EEE8FHKK1YR9,DDG,"LAFAYETTE RESTAURANT SUPPLY, INC.",,"n/a (long-tail, not researched)"
EJ1DW3A8BFM8,DDG,CORE INDUSTRIES INC.,,"n/a (long-tail, not researched)"
MMTME6UEFEC5,DDG,"EIS, INC.",,"n/a (long-tail, not researched)"
NFTFCKNL7Z57,DDG,"COASTAL MARINE EQUIPMENT, INC.",,"n/a (long-tail, not researched)"
YGFEZY19YQR9,DDG,NORTHROP GRUMMAN SYSTEMS CORP,,"n/a (long-tail, not researched)"
FVC6G8L6UZ95,DDG,H & C TOOL SUPPLY CORP.,,"n/a (long-tail, not researched)"
GV6WMAJUK1R9,DDG,SIOUX MANUFACTURING CORPORATION,,"n/a (long-tail, not researched)"
L2R3JUN9CL49,DDG,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,"n/a (long-tail, not researched)"
J5AJWFZ9H8Q6,DDG,"MCNALLY INDUSTRIES, LLC",,"n/a (long-tail, not researched)"
HJUAXSF12JR6,DDG,"CUSTOM HYDRAULIC & MACHINE, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing
MD21J51WM123,DDG,TYCO FIRE PRODUCTS LIMITED PARTNERSHIP,333999,All Other Miscellaneous General Purpose Machinery Manufacturing
N1PJDANWUJ61,DDG,SCOT FORGE COMPANY,332111,Iron and Steel Forging
XJWLF38U74P3,DDG,"FLUID HANDLING, LLC",332410,Power Boiler and Heat Exchanger Manufacturing
YET2PMM1L7J4,DDG,AUTOMATED PRECISION INC.,,"n/a (long-tail, not researched)"
DBQGN324ULK3,DDG,"W.W. GRAINGER, INC.",423840,Industrial Supplies Merchant Wholesalers
C12YPM9YKQA5,DDG,PANAMETRICS LLC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
YLE5AAYNVPK6,DDG,"NOBLE SUPPLY & LOGISTICS, LLC",,"n/a (long-tail, not researched)"
P4NMA2SHLR53,DDG,"CORNET TECHNOLOGY, INC.",,"n/a (long-tail, not researched)"
ZTAFBECM35Z6,DDG,TECNICO CORPORATION,,"n/a (long-tail, not researched)"
NYEMFJ7MMJB5,DDG,"L-COM, INC.",,"n/a (long-tail, not researched)"
LXUMZZ3LETN5,DDG,"TEAM INDUSTRIAL SERVICES, INC.",,"n/a (long-tail, not researched)"
YVBHN7GKLQ44,DDG,GLENAIR INC,335929,Other Communication and Energy Wire Manufacturing
TPN7LAC6HGW3,DDG,"WARTSILA DEFENSE, INC.",336611,Ship Building and Repairing
VNP2L293JWL6,DDG,"CONTINENTAL MICROWAVE AND TOOL CO., INC.",,"n/a (long-tail, not researched)"
DHGJVCVAFYE3,DDG,"CALIFORNIA MARINE CLEANING, INC.",,"n/a (long-tail, not researched)"
F99CKJDLYZR3,DDG,"WESCO DISTRIBUTION, INC.",,"n/a (long-tail, not researched)"
KJWPVM8EMCN5,DDG,"M2 GLOBAL TECHNOLOGY, LTD.",,"n/a (long-tail, not researched)"
H46AXTX9X648,DDG,"ALLIED ELECTRONICS, INC",,"n/a (long-tail, not researched)"
TC76NMCGN4F4,DDG,"DISTRIBUTION INTERNATIONAL SOUTHWEST, INC.",,"n/a (long-tail, not researched)"
XKM7WDHK1DA7,DDG,"RECLAMATION TECHNOLOGIES, INC.",,"n/a (long-tail, not researched)"
QQ7DAUGJ6MC7,DDG,CPI RADANT TECHNOLOGIES DIVISION INC.,,"n/a (long-tail, not researched)"
DZTKCR7BXVJ5,DDG,"LABORDE PRODUCTS, INC.",,"n/a (long-tail, not researched)"
EKBRGQ6L48L8,DDG,"BRIARTEK, INC.",,"n/a (long-tail, not researched)"
K8KAE356N7N5,DDG,"BAT CONSERVATION AND MANAGEMENT, INC.",,"n/a (long-tail, not researched)"
HZVFYESM3PZ3,DDG,"PRECISION HOSE, INC.",,"n/a (long-tail, not researched)"
KC78MF1CL9B8,DDG,KINNAMAN ELECTRIC INC,,"n/a (long-tail, not researched)"
J51ULX3CNCZ4,DDG,"MERCURY SYSTEMS, INC.",,"n/a (long-tail, not researched)"
FG19HT8C3MM4,DDG,"AMERICAN TRADE GROUP, INC., THE",,"n/a (long-tail, not researched)"
KF3NGNBNQ271,DDG,"DELPHINUS ENGINEERING, INC.",,"n/a (long-tail, not researched)"
LPN2BLLPK366,DDG,"EGGELHOF, INC.",,"n/a (long-tail, not researched)"
NX47A388J7L3,DDG,LOEFFLER CORPORATION,,"n/a (long-tail, not researched)"
C7RWMXEE6SD3,DDG,"Johnson Controls, Inc.",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
HHFGANSDJXN8,DDG,"Southern Rubber & Specialties, , Inc.",,"n/a (long-tail, not researched)"
LYV8XEV314F6,DDG,UNIVERSAL MANUFACTURING CORP.,332323,Ornamental and Architectural Metal Work Manufacturing
J6MHT1L54CG4,DDG,"DEZURIK, INC.",,"n/a (long-tail, not researched)"
J683M8AF97Q5,DDG,ELLISON BRONZE INC,,"n/a (long-tail, not researched)"
PTVDFVF3JNX6,DDG,SILICO SYSTEMS LLC,,"n/a (long-tail, not researched)"
LCV2N9FVV739,Virginia,NORTHROP GRUMMAN SYSTEMS CORPORATION,335312,Motor and Generator Manufacturing
YNJNTZWVC3H6,Virginia,BAE SYSTEMS LAND & ARMAMENTS L.P.,336611,Ship Building and Repairing
E8LNMDLEKM35,Virginia,D.C. FABRICATORS INC.,332312,Fabricated Structural Metal Manufacturing
FLDEFFBLR5P3,Virginia,"GLOBE COMPOSITE SOLUTIONS, LLC",325212,Synthetic Rubber Manufacturing
WYDAKCJ5K219,Virginia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
N1PJDANWUJ61,Virginia,SCOT FORGE COMPANY,332111,Iron and Steel Forging
YD1GK53355R5,Virginia,"PRECISION CUSTOM COMPONENTS, LLC",332313,Plate Work Manufacturing
WMXDDH6HJNA5,Virginia,HUNTINGTON INGALLS INCORPORATED,336611,Ship Building and Repairing
JEP5GQGFPUL9,Virginia,PORTLAND VALVE LLC,332911,Industrial Valve Manufacturing
PAH8M4BJACA5,Virginia,"TELEDYNE INSTRUMENTS, INC.",334417,Electronic Connector Manufacturing
G9HKMXL5L973,Virginia,"OIL STATES INDUSTRIES, INC",326291,Rubber Product Manufacturing for Mechanical Use
