program,family,piid,work_type,wave_seq,vendor_uei,vendor_name,naics4,capability,wave_vendor_dollars_m,wave_vendor_dollars_positive_m,wave_vendor_share,records,first_date_in_wave,last_date_in_wave,entrant_flag
virginia,Submarines,N0002412C2115,unbucketed,3,ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",,,0.677,0.677,0.006,12,2016-10-03,2018-10-18,yes
virginia,Submarines,N0002412C2115,unbucketed,3,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",,,0.674,0.674,0.006,5,2016-07-26,2017-08-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,,,0.618,0.618,0.0055,7,2017-05-10,2018-01-09,yes
virginia,Submarines,N0002412C2115,unbucketed,3,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.617,0.617,0.0055,1,2018-03-16,2018-03-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QLTXH525A671,"RAPID PREP, LLC",5324,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.6,0.628,0.0053,22,2016-11-28,2018-05-14,yes
virginia,Submarines,N0002412C2115,unbucketed,3,YVBHN7GKLQ44,"GLENAIR, INC.",3359,Other Communication and Energy Wire Manufacturing,0.574,0.574,0.0051,9,2016-12-02,2017-11-14,yes
virginia,Submarines,N0002412C2115,unbucketed,3,Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",,,0.568,0.568,0.0051,11,2016-04-29,2018-09-14,yes
virginia,Submarines,N0002412C2115,unbucketed,3,X8JFENV4HTS5,SSS MANAGEMENT CORP,,,0.567,0.567,0.0051,6,2016-07-05,2017-10-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",4234,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.549,0.549,0.0049,10,2017-07-27,2018-05-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,H4ZMPGLLZ8D9,ARTCRAFT FABRICATORS INC,3327,Machine Shops,0.546,0.591,0.0049,10,2017-09-06,2018-08-07,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DNDLL934GK55,CDW CORPORATION,,,0.537,0.537,0.0048,6,2016-05-10,2018-07-06,yes
virginia,Submarines,N0002412C2115,unbucketed,3,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,,,0.527,0.527,0.0047,2,2017-11-27,2018-07-30,yes
virginia,Submarines,N0002412C2115,unbucketed,3,S3NBXGNJ5433,"CORSERVA, INC.",,,0.508,0.508,0.0045,7,2016-04-26,2018-07-12,yes
virginia,Submarines,N0002412C2115,unbucketed,3,GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,,,0.476,0.476,0.0042,3,2017-09-05,2017-09-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",,,0.469,0.469,0.0042,12,2016-04-12,2018-07-31,yes
virginia,Submarines,N0002412C2115,unbucketed,3,VCFNC31LV829,CRANE CO,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.453,0.453,0.004,2,2016-04-08,2017-05-22,yes
virginia,Submarines,N0002412C2115,unbucketed,3,FH3GTQ8ZKNT8,"ATLAS HOLDINGS, LLC",,,0.434,0.434,0.0039,9,2016-07-21,2018-10-25,yes
virginia,Submarines,N0002412C2115,unbucketed,3,H33DK44BJZE1,HAWTHORNE MACHINERY CO.,,,0.431,0.431,0.0038,4,2017-10-30,2018-10-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,PVUKF83PZZM6,"INTEGRO, LLC",,,0.418,0.418,0.0037,3,2016-10-07,2018-04-06,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MK6AGEN4XM53,"POWERSTATION, LLC",,,0.418,0.418,0.0037,2,2018-11-05,2018-11-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,R2D6XY1EM6J8,"SENSARAS, LLC",3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.412,0.412,0.0037,4,2016-04-25,2017-08-14,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UUWJVAA5CK71,INSULATED WIRE INC.,,,0.41,0.41,0.0037,2,2016-07-11,2018-05-08,yes
virginia,Submarines,N0002412C2115,unbucketed,3,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,4238,Industrial Supplies Merchant Wholesalers,0.402,0.402,0.0036,9,2016-08-02,2018-09-24,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,,,0.385,0.385,0.0034,4,2017-02-20,2018-08-07,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.38,0.38,0.0034,5,2016-02-12,2018-11-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",,,0.367,0.367,0.0033,2,2017-04-04,2017-06-30,yes
virginia,Submarines,N0002412C2115,unbucketed,3,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.365,0.365,0.0033,1,2017-08-01,2017-08-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,M2MJR8KTEQU9,BARNHART CRANE AND RIGGING CO.,,,0.364,0.364,0.0032,5,2016-11-07,2018-09-24,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KM5NRZNTUDY8,ACTUANT CORPORATION,,,0.351,0.351,0.0031,7,2016-08-02,2018-03-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,,,0.35,0.35,0.0031,3,2016-05-11,2017-09-21,yes
virginia,Submarines,N0002412C2115,unbucketed,3,PFUMVMAUF5K2,THG CORPORATION,,,0.326,0.326,0.0029,2,2016-09-22,2017-06-12,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",,,0.325,0.325,0.0029,2,2016-02-24,2017-09-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UPMWNA8Y25L1,"GEODETIC SERVICES, INC",,,0.312,0.313,0.0028,8,2016-02-15,2018-07-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QAANUA3XNWD3,PREECE INCORPORATED,,,0.308,0.308,0.0027,3,2016-02-12,2017-06-19,yes
virginia,Submarines,N0002412C2115,unbucketed,3,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,,,0.303,0.303,0.0027,1,2018-08-14,2018-08-14,yes
virginia,Submarines,N0002412C2115,unbucketed,3,N5KEKMFCWUR1,AMETEK INC.,3344,Other Electronic Component Manufacturing,0.302,0.302,0.0027,3,2017-02-22,2018-05-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,X25CWCMUL417,"CARLLO, INC.",,,0.28,0.28,0.0025,2,2018-10-16,2018-10-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JMFNDVNJ67A3,CM-MATRIX CORPORATION,,,0.279,0.279,0.0025,4,2017-10-11,2018-10-09,yes
virginia,Submarines,N0002412C2115,unbucketed,3,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,,,0.274,0.274,0.0024,4,2018-05-23,2018-05-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,PCELDZMEAL25,"MICROPORE, INC.",,,0.274,0.274,0.0024,2,2016-04-25,2016-10-11,yes
virginia,Submarines,N0002412C2115,unbucketed,3,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",,,0.273,0.273,0.0024,3,2016-05-13,2017-08-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,,,0.27,0.27,0.0024,7,2016-02-03,2018-05-07,yes
virginia,Submarines,N0002412C2115,unbucketed,3,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",,,0.267,0.267,0.0024,6,2016-09-20,2018-02-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",,,0.262,0.262,0.0023,1,2016-02-29,2016-02-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,3364,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,0.258,0.258,0.0023,2,2018-06-29,2018-06-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,3364,Aircraft Engine and Engine Parts Manufacturing,0.257,0.257,0.0023,3,2017-01-10,2017-06-19,yes
virginia,Submarines,N0002412C2115,unbucketed,3,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,,,0.245,0.245,0.0022,1,2018-08-09,2018-08-09,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CBY1P9UHMVK1,"D.S. SEWING, INC.",,,0.236,0.236,0.0021,5,2018-05-09,2018-06-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",3344,Other Electronic Component Manufacturing,0.235,0.235,0.0021,5,2017-02-08,2017-10-19,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MHNEK1CGNJS9,INVESTMENT AB LATOUR,,,0.232,0.232,0.0021,3,2017-04-13,2017-09-08,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,3353,Switchgear and Switchboard Apparatus Manufacturing,0.225,0.225,0.002,3,2017-04-10,2017-09-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,,,0.223,0.223,0.002,4,2017-06-23,2018-02-19,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,,,0.216,0.216,0.0019,3,2017-01-26,2017-01-30,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KP54PU9M3GY5,TE CONNECTIVITY SEACON PHOENIX INC.,,,0.216,0.216,0.0019,3,2017-11-30,2018-03-13,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,,,0.211,0.211,0.0019,3,2017-03-30,2017-05-25,yes
virginia,Submarines,N0002412C2115,unbucketed,3,GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",,,0.209,0.209,0.0019,5,2017-02-23,2018-05-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DZ4JXAPAU222,"UNITED RENTALS, INC.",,,0.205,0.205,0.0018,3,2017-11-13,2018-04-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",,,0.204,0.204,0.0018,1,2016-08-26,2016-08-26,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QJCBMJ8NX5P5,"FOAMPAK, INC.",,,0.203,0.203,0.0018,2,2017-02-07,2018-10-02,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,,,0.2,0.227,0.0018,13,2017-03-24,2018-07-24,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",3329,Industrial Valve Manufacturing,0.199,0.199,0.0018,1,2017-01-12,2017-01-12,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MME9X24LUXP1,"ACROMAG, INCORPORATED",,,0.197,0.197,0.0018,5,2016-10-25,2018-10-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,,0.194,0.194,0.0017,4,2017-01-11,2018-06-18,yes
virginia,Submarines,N0002412C2115,unbucketed,3,Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",,,0.193,0.193,0.0017,2,2017-02-27,2017-03-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,YUHMEUENEET4,LAWRENCE LEASING CORP.,,,0.189,0.189,0.0017,2,2017-06-02,2017-06-02,yes
virginia,Submarines,N0002412C2115,unbucketed,3,YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",,,0.186,0.186,0.0017,3,2017-07-28,2018-11-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,3334,Heating Equipment (except Warm Air Furnaces) Manufacturing,0.184,0.184,0.0016,5,2017-03-13,2018-01-30,yes
virginia,Submarines,N0002412C2115,unbucketed,3,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,,0.18,0.18,0.0016,3,2018-01-26,2018-09-25,yes
virginia,Submarines,N0002412C2115,unbucketed,3,HB74FFGNFK17,THE DYSON CORPORATION,,,0.178,0.178,0.0016,2,2016-02-03,2017-01-03,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC.,,,0.169,0.169,0.0015,3,2017-05-12,2018-07-06,yes
virginia,Submarines,N0002412C2115,unbucketed,3,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",,,0.169,0.169,0.0015,4,2016-10-05,2018-01-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,NTUCRA5YV1N5,DUBAI HOLDING LLC,,,0.167,0.167,0.0015,8,2017-03-02,2018-08-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,TCCLSQU7ZMW5,ITT INC.,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.165,0.165,0.0015,1,2018-04-16,2018-04-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,K2JGXQQ8HLE5,COMPONENTS CORPORATION OF AMERICA,,,0.164,0.164,0.0015,2,2016-10-26,2017-03-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,WNDYZX3ALFB1,"COMARK, LLC",3341,Electronic Computer Manufacturing,0.163,0.163,0.0015,4,2017-09-19,2017-11-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,T68XSQLJ53F5,BLACK BOX CORPORATION,,,0.158,0.158,0.0014,3,2016-07-12,2017-07-07,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",3399,All Other Miscellaneous Manufacturing,0.155,0.155,0.0014,3,2016-04-21,2017-09-21,yes
virginia,Submarines,N0002412C2115,unbucketed,3,K1M4HECUHKR4,AEA EUROPE FUND L.P.,,,0.152,0.152,0.0014,2,2016-02-26,2016-02-26,yes
virginia,Submarines,N0002412C2115,unbucketed,3,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",,,0.152,0.153,0.0014,5,2017-06-23,2018-05-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",,,0.151,0.151,0.0013,1,2018-08-29,2018-08-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,G42SVPMNBDA1,THOMSON LINEAR LLC,,,0.145,0.145,0.0013,4,2016-02-08,2018-05-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,YSLPMSZFE3M5,"INSCO INTERMEDIATE HOLDINGS, INC",,,0.139,0.139,0.0012,2,2017-08-01,2017-08-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,,,0.136,0.136,0.0012,1,2017-01-30,2017-01-30,yes
virginia,Submarines,N0002412C2115,unbucketed,3,C12PGLEW9KW4,"UNAFLEX, INC.",,,0.136,0.136,0.0012,3,2017-06-09,2017-10-03,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UNG7G6S4JRA6,"5TH AXIS, LLC",3399,All Other Miscellaneous Manufacturing,0.135,0.135,0.0012,1,2017-03-16,2017-03-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KK4TAQ8YKEY6,WINWHOLESALE INC.,,,0.133,0.133,0.0012,2,2017-09-08,2018-07-26,yes
virginia,Submarines,N0002412C2115,unbucketed,3,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,,,0.127,0.127,0.0011,3,2016-05-03,2016-08-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,,0.126,0.126,0.0011,1,2017-03-24,2017-03-24,yes
virginia,Submarines,N0002412C2115,unbucketed,3,HJEXMNM5EJE5,F. W. WEBB COMPANY,,,0.126,0.126,0.0011,3,2018-01-29,2018-03-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,TCSFXP5TD5P6,"BLOWERS, LLC",,,0.125,0.125,0.0011,1,2017-09-06,2017-09-06,yes
virginia,Submarines,N0002412C2115,unbucketed,3,SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,,,0.124,0.124,0.0011,1,2017-11-17,2017-11-17,yes
virginia,Submarines,N0002412C2115,unbucketed,3,C59LDR2KN4U6,"FIN-TECH, INC.",,,0.122,0.122,0.0011,6,2016-05-03,2017-07-21,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,,,0.121,0.121,0.0011,3,2017-04-11,2018-09-10,yes
virginia,Submarines,N0002412C2115,unbucketed,3,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",,,0.118,0.118,0.0011,1,2016-11-17,2016-11-17,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CTVBA1WN13S3,"SYNERGY FLOW SYSTEMS, LLC",,,0.116,0.116,0.001,2,2016-09-15,2017-02-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,,,0.111,0.111,0.001,1,2017-06-20,2017-06-20,yes
virginia,Submarines,N0002412C2115,unbucketed,3,H5MUP1BXBAB1,"METRO BUSINESS SYSTEMS, INC.",,,0.109,0.109,0.001,1,2016-04-25,2016-04-25,yes
virginia,Submarines,N0002412C2115,unbucketed,3,ZKKURBCSEX58,OPUS INVESTMENT,,,0.108,0.108,0.001,1,2017-08-01,2017-08-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,X62UR1BYLVG1,E. I. DU PONT DE NEMOURS AND COMPANY,,,0.107,0.107,0.001,2,2016-04-04,2017-12-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,,,0.107,0.107,0.0009,2,2018-03-05,2018-07-09,yes
virginia,Submarines,N0002412C2115,unbucketed,3,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",,,0.104,0.104,0.0009,2,2016-02-10,2018-06-26,yes
virginia,Submarines,N0002412C2115,unbucketed,3,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",,,0.101,0.101,0.0009,2,2017-02-24,2017-06-20,yes
virginia,Submarines,N0002412C2115,unbucketed,3,NTP7NWDS9Y49,"MSC INDUSTRIAL DIRECT CO., INC.",,,0.1,0.1,0.0009,4,2016-11-02,2018-08-08,yes
virginia,Submarines,N0002412C2115,unbucketed,3,C11GZDT8UL88,"SILKTOWN ROOFING, INCORPORATED",,,0.099,0.099,0.0009,1,2018-08-15,2018-08-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QT9LCNSYE637,MATERION CORPORATION,3314,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",0.095,0.095,0.0009,2,2018-09-24,2018-09-24,yes
virginia,Submarines,N0002412C2115,unbucketed,3,S987C2WHMF29,PNC EQUITY PARTNERS LP,,,0.094,0.094,0.0008,1,2017-10-30,2017-10-30,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MNPUJ84L1AK7,A & A COMPANY INC,,,0.093,0.093,0.0008,1,2016-08-08,2016-08-08,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CZXNLVL5TBN3,ROANWELL CORPORATION,,,0.09,0.09,0.0008,2,2016-12-01,2018-03-22,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KK9MJ7GHSJ96,"BRADKEN - ATLAS, LLC",,,0.088,0.088,0.0008,1,2016-10-19,2016-10-19,yes
virginia,Submarines,N0002412C2115,unbucketed,3,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,,,0.088,0.088,0.0008,1,2017-11-03,2017-11-03,yes
virginia,Submarines,N0002412C2115,unbucketed,3,CDP5GEUN3JG1,PULSAFEEDER INC A UNIT OF IDEX,,,0.088,0.088,0.0008,1,2018-01-31,2018-01-31,yes
virginia,Submarines,N0002412C2115,unbucketed,3,PA1YD43KKTW3,INA-HOLDING SCHAEFFLER GMBH & CO. KG,,,0.085,0.16,0.0008,3,2017-03-03,2017-03-03,yes
virginia,Submarines,N0002412C2115,unbucketed,3,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",,,0.083,0.083,0.0007,2,2017-07-10,2017-08-11,yes
virginia,Submarines,N0002412C2115,unbucketed,3,H4FZBFXLJ636,"TIMKEN COMPANY, THE",3336,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0.081,0.081,0.0007,4,2016-06-14,2018-10-15,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JG24FKGD5Z77,"JOHN WATTS ASSOCIATES, INC.",,,0.081,0.081,0.0007,1,2017-05-31,2017-05-31,yes
virginia,Submarines,N0002412C2115,unbucketed,3,C1VMWS2KV645,"OMNI SERVICES, INC.",,,0.081,0.081,0.0007,3,2017-08-14,2018-04-03,yes
virginia,Submarines,N0002412C2115,unbucketed,3,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",,,0.078,0.078,0.0007,1,2016-12-13,2016-12-13,yes
virginia,Submarines,N0002412C2115,unbucketed,3,VC8CKKWDRPD6,SKILLS FOR RHODE ISLAND'S FUTURE,,,0.075,0.075,0.0007,1,2018-10-17,2018-10-17,yes
virginia,Submarines,N0002412C2115,unbucketed,3,D3QEMKB2X4N5,LEXAIR INC,3329,Fluid Power Valve and Hose Fitting Manufacturing,0.075,0.075,0.0007,2,2018-04-24,2018-08-02,yes
virginia,Submarines,N0002412C2115,unbucketed,3,UJMKRGKNXML7,DIEBOLT & COMPANY,,,0.074,0.074,0.0007,1,2017-12-01,2017-12-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,ZKYHLH1VELN7,MUNTERS GROUP AB,,,0.072,0.072,0.0006,1,2018-03-06,2018-03-06,yes
virginia,Submarines,N0002412C2115,unbucketed,3,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",3262,Rubber Product Manufacturing for Mechanical Use,0.071,0.071,0.0006,2,2017-02-01,2018-05-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,WFM2KCAVDX59,REXNORD CORPORATION,,,0.07,0.07,0.0006,1,2016-11-03,2016-11-03,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DGRNR5KG8QU1,"BRADDOCK METALLURGICAL, INC",,,0.069,0.07,0.0006,15,2016-10-31,2018-09-04,yes
virginia,Submarines,N0002412C2115,unbucketed,3,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",,,0.069,0.069,0.0006,1,2018-09-26,2018-09-26,yes
virginia,Submarines,N0002412C2115,unbucketed,3,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",,,0.068,0.068,0.0006,1,2017-06-23,2017-06-23,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JALPQSJHLBV5,DOWDUPONT INC.,,,0.068,0.068,0.0006,1,2018-05-09,2018-05-09,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QLMUV48L7HP4,KADANT INC.,,,0.067,0.067,0.0006,1,2018-02-22,2018-02-22,yes
virginia,Submarines,N0002412C2115,unbucketed,3,NDF9CNKGHWR3,"CURTIS UNIVERSAL JOINT CO, INC.",,,0.066,0.066,0.0006,1,2016-05-11,2016-05-11,yes
virginia,Submarines,N0002412C2115,unbucketed,3,LK9BTBWNLY96,"BEK, INC.",,,0.065,0.065,0.0006,2,2018-01-24,2018-01-24,yes
virginia,Submarines,N0002412C2115,unbucketed,3,KKPLLYQNK495,"BARTOL HEATING AND COOLING, INC.",,,0.063,0.063,0.0006,1,2017-08-14,2017-08-14,yes
virginia,Submarines,N0002412C2115,unbucketed,3,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,,,0.062,0.062,0.0006,2,2017-02-10,2017-02-16,yes
virginia,Submarines,N0002412C2115,unbucketed,3,VAX5URMCQMM5,"SI TECHNOLOGIES, INC",,,0.057,0.057,0.0005,1,2018-02-21,2018-02-21,yes
virginia,Submarines,N0002412C2115,unbucketed,3,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",3329,Industrial Valve Manufacturing,0.057,0.057,0.0005,2,2016-04-19,2017-02-10,yes
virginia,Submarines,N0002412C2115,unbucketed,3,NSEVFLRKSUV1,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",,,0.057,0.057,0.0005,2,2018-01-11,2018-01-11,yes
virginia,Submarines,N0002412C2115,unbucketed,3,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,,0.053,0.053,0.0005,1,2017-06-29,2017-06-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,VK1WGWEKJRS4,MORRIS CAPITAL MANAGEMENT LLC,,,0.052,0.052,0.0005,1,2016-08-11,2016-08-11,yes
virginia,Submarines,N0002412C2115,unbucketed,3,DKSJBNE34MJ7,"Q-MATION, INC.",,,0.052,0.052,0.0005,1,2018-06-29,2018-06-29,yes
virginia,Submarines,N0002412C2115,unbucketed,3,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,,0.051,0.051,0.0005,1,2017-07-26,2017-07-26,yes
virginia,Submarines,N0002412C2115,unbucketed,3,JCY9NCTJF9J3,AIRSAN CORPORATION,,,0.049,0.049,0.0004,1,2016-04-21,2016-04-21,yes
virginia,Submarines,N0002412C2115,unbucketed,3,LC2GUL767WN4,DUBAI INTERNATIONAL CAPITAL LLC,,,0.047,0.047,0.0004,1,2018-03-28,2018-03-28,yes
virginia,Submarines,N0002412C2115,unbucketed,3,L6V2CGVQP844,RDF CORPORATION,,,0.047,0.047,0.0004,1,2016-08-17,2016-08-17,yes
virginia,Submarines,N0002412C2115,unbucketed,3,QATEDMDR46E4,FORTIVE CORPORATION,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.045,0.045,0.0004,2,2018-07-02,2018-07-02,yes
virginia,Submarines,N0002412C2115,unbucketed,3,MUDRJ4V89NN8,CONSTELLATIONS ENTERPRISE LLC,,,0.044,0.044,0.0004,1,2017-06-05,2017-06-05,yes
virginia,Submarines,N0002412C2115,unbucketed,3,YLQMY5SGNE55,3M COMPANY,,,0.044,0.044,0.0004,1,2017-11-01,2017-11-01,yes
virginia,Submarines,N0002412C2115,unbucketed,3,RW9ZRN3J3KB3,"POWERHOUSE EQUIPMENT & ENGINEERING COMPANY, INC.",,,0.042,0.042,0.0004,1,2018-10-11,2018-10-11,yes
