program,vendor_uei,vendor_name,work_type,cut_profile,first_award,last_award,n_records,le_fy12,fy2013,fy2014,fy2015,fy2016,fy2017,fy2018,fy2019,fy2020,fy2021,fy2022,fy2023,fy2024,fy2025,fy2026,total
virginia,ND7DTJ18YXU8,KEYENCE CORPORATION,unbucketed,Virginia-only,2016-12-12,2017-04-24,4,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231
virginia,DD7KGPMP93C1,HEH HOLDINGS LLC,hvac,both,2017-02-20,2019-08-09,4,0.0,0.0,0.0,0.0,0.0,0.101,0.043,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
virginia,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",unbucketed,Virginia-only,2017-06-23,2024-09-18,7,0.0,0.0,0.0,0.0,0.0,0.028,0.124,0.0,0.0,0.0,0.043,0.0,0.034,0.0,0.0,0.229
virginia,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",unbucketed,both,2023-09-27,2023-09-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.228
virginia,NYWQLNAXE9G4,"ISLAND HOSE & SEALS, INC.",unbucketed,Virginia-only,2019-06-07,2022-10-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.227
virginia,XMRBFR868NS3,"WURTH REVCAR FASTENERS, INC.",machining,both,2024-11-15,2024-11-15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.0,0.226
virginia,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",unbucketed,both,2018-01-19,2018-04-13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225
virginia,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,piping,Virginia-only,2022-12-14,2024-07-17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.179,0.0,0.0,0.224
virginia,LC2GUL767WN4,DUBAI INTERNATIONAL CAPITAL LLC,unbucketed,Virginia-only,2018-03-28,2018-07-03,3,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
virginia,QLUGMNNMV4L8,"DONALDSON COMPANY, INC.",hvac,both,2022-10-14,2022-10-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.219
virginia,TCSFXP5TD5P6,"BLOWERS, LLC",unbucketed,Virginia-only,2017-09-06,2024-08-07,2,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.219
virginia,UE9ZP9KJKQ67,AMERICAN TOOL COMPANY,unbucketed,Virginia-only,2025-02-07,2025-02-07,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.218
virginia,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,unbucketed,both,2017-03-24,2024-08-19,5,0.0,0.0,0.0,0.0,0.0,0.029,0.04,0.041,0.043,0.0,0.0,0.0,0.065,0.0,0.0,0.218
virginia,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",unbucketed,Virginia-only,2018-04-11,2019-08-06,4,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218
virginia,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",unbucketed,Virginia-only,2018-09-26,2023-06-22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.06,0.0,0.088,0.0,0.0,0.0,0.217
virginia,KP54PU9M3GY5,TE CONNECTIVITY SEACON PHOENIX INC.,unbucketed,Virginia-only,2017-11-30,2018-03-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216
virginia,Z7AEB4WP45P3,ITT INC,unbucketed,Virginia-only,2022-04-26,2023-03-06,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.144,0.0,0.0,0.0,0.214
virginia,JFHLZNJLWAN5,"DYNAMIC PRECISION GROUP, INC.",machining,Virginia-only,2021-05-24,2021-12-17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.143,0.0,0.0,0.0,0.0,0.214
virginia,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",unbucketed,both,2017-07-26,2022-05-09,7,0.0,0.0,0.0,0.0,0.0,0.051,0.025,0.0,0.082,0.0,0.052,0.0,0.0,0.0,0.0,0.21
virginia,ZTPCCBA4M5N5,DOERFER ACQUISITION COMPANY,unbucketed,both,2018-09-27,2018-09-27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209
virginia,C1VMWS2KV645,"OMNI SERVICES, INC.",unbucketed,Virginia-only,2017-08-14,2020-04-16,5,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.209
virginia,GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",unbucketed,Virginia-only,2017-02-23,2018-05-16,5,0.0,0.0,0.0,0.0,0.0,0.039,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209
virginia,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,unbucketed,both,2018-05-01,2022-02-24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.077,0.076,0.0,0.0,0.0,0.0,0.207
virginia,QJCBMJ8NX5P5,"FOAMPAK, INC.",unbucketed,Virginia-only,2017-02-07,2018-10-02,2,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203
virginia,CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,unbucketed,Virginia-only,2017-03-24,2018-07-24,13,0.0,0.0,0.0,0.0,0.0,0.083,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
virginia,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",unbucketed,Virginia-only,2019-01-15,2020-11-05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.197
virginia,CWU4C613AB25,THE AIRFLO INSTRUMENT COMPANY,unbucketed,Virginia-only,2022-02-02,2024-10-04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.052,0.0,0.196
virginia,F6JXYKQB4QL6,H.C. STARCK,unbucketed,Virginia-only,2023-12-01,2023-12-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.0,0.196
virginia,TRJPK4ELKDR3,M & P INTERNATIONAL INC,unbucketed,Virginia-only,2018-06-18,2018-06-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195
virginia,Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",unbucketed,Virginia-only,2017-02-27,2017-03-01,2,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193
virginia,Z7NHE6ADMH29,NIANTIC SEAL INC,unbucketed,both,2022-10-28,2025-05-15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.058,0.077,0.0,0.189
virginia,YSLPMSZFE3M5,"INSCO INTERMEDIATE HOLDINGS, INC",unbucketed,both,2017-08-01,2018-11-02,4,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189
virginia,YUHMEUENEET4,LAWRENCE LEASING CORP.,unbucketed,Virginia-only,2017-06-02,2017-06-02,2,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189
virginia,YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",unbucketed,Virginia-only,2017-07-28,2018-11-05,3,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186
virginia,CDP5GEUN3JG1,PULSAFEEDER INC A UNIT OF IDEX,unbucketed,Virginia-only,2018-01-31,2020-01-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.184
virginia,FKEYGBAYJLH3,"MERCURY SYSTEMS, INC.",unbucketed,Virginia-only,2022-03-23,2022-03-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.0,0.0,0.181
virginia,DJH3J8S4C481,NTS HOLDING CORPORATION INC,unbucketed,both,2018-11-02,2018-11-02,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181
virginia,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",unbucketed,Virginia-only,2017-06-29,2020-03-03,8,0.0,0.0,0.0,0.0,0.0,0.053,0.03,0.096,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.18
virginia,DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,unbucketed,Virginia-only,2023-03-29,2023-07-27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18
virginia,UJJWGFAEB7S8,JANUS ENGINEERING AMERICAS CORPORATION,unbucketed,Virginia-only,2023-12-06,2023-12-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.179
virginia,EG67WFES7DT3,OMEGA ENGINEERING INC,unbucketed,both,2022-04-14,2024-11-01,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.134,0.0,0.179
virginia,HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",unbucketed,Virginia-only,2022-03-29,2022-03-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.175
virginia,QF82VVEDYFC3,"PUROLATOR FACET, INC.",unbucketed,both,2020-04-27,2020-04-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,0.0,0.0,0.0,0.0,0.0,0.174
virginia,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",unbucketed,Virginia-only,2018-09-05,2019-01-31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
virginia,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,unbucketed,Virginia-only,2019-03-27,2019-03-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169
virginia,NTUCRA5YV1N5,DUBAI HOLDING LLC,unbucketed,Virginia-only,2017-03-02,2018-08-23,8,0.0,0.0,0.0,0.0,0.0,0.043,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167
virginia,R7UCMAWL4H87,THE CREDIT SCHOLARS,unbucketed,Virginia-only,2018-04-05,2018-04-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165
virginia,KPFHQNYN8R54,"PACKAGE ONE INDUSTRIES, LLC",unbucketed,Virginia-only,2021-06-25,2022-02-22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.093,0.0,0.0,0.0,0.0,0.165
virginia,SLBCZQAMG3Q1,"SOLFLOWER COMPUTER, INC",unbucketed,Virginia-only,2018-08-01,2019-04-11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164
virginia,Y32LYMHRGTL8,APPLIED PRODUCTS INC,unbucketed,Virginia-only,2023-02-21,2023-02-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.161
virginia,TUU9F6CG3XC7,"ROBERT FAMILY HOLDINGS, INC.",piping,Virginia-only,2018-05-31,2018-05-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161
virginia,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,structural,both,2018-04-20,2018-04-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
virginia,Q9MRTNQZ3K94,DLT MERGERCO LLC,unbucketed,both,2019-02-08,2019-05-09,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159
virginia,JCY9NCTJF9J3,AIRSAN CORPORATION,unbucketed,Virginia-only,2016-04-21,2023-09-29,10,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.04,0.003,0.0,0.033,0.033,0.0,0.0,0.0,0.158
virginia,T68XSQLJ53F5,BLACK BOX CORPORATION,unbucketed,Virginia-only,2016-07-12,2017-07-07,3,0.0,0.0,0.0,0.0,0.068,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158
virginia,K1M4HECUHKR4,AEA EUROPE FUND L.P.,unbucketed,Virginia-only,2016-02-26,2016-02-26,2,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152
virginia,P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,unbucketed,Virginia-only,2021-09-24,2022-10-25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.084,0.0,0.0,0.0,0.15
virginia,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",unbucketed,both,2017-03-30,2019-11-07,4,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.148
virginia,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",unbucketed,both,2016-02-10,2022-01-27,4,0.0,0.0,0.0,0.0,0.032,0.0,0.072,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.147
virginia,PRKVJMMJYJM3,WILLIFORD PLASTICS INC,unbucketed,Virginia-only,2024-10-15,2024-10-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.141
virginia,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",unbucketed,Virginia-only,2018-06-21,2018-09-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139
virginia,FFKCVFLHNTE7,WARTSILA OYJ ABP,unbucketed,Virginia-only,2021-11-18,2021-11-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.138
virginia,TPMWFAWVG1N8,"OZOP ENERGY SOLUTIONS, INC.",unbucketed,Virginia-only,2019-08-06,2020-07-30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.138
virginia,NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,unbucketed,Virginia-only,2024-04-18,2024-04-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.138
virginia,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",electrical,Virginia-only,2018-06-25,2018-06-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136
virginia,C12PGLEW9KW4,"UNAFLEX, INC.",unbucketed,Virginia-only,2017-06-09,2017-10-03,3,0.0,0.0,0.0,0.0,0.0,0.051,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136
virginia,W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",unbucketed,both,2022-04-22,2022-04-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.133
virginia,KK4TAQ8YKEY6,WINWHOLESALE INC.,unbucketed,Virginia-only,2017-09-08,2018-07-26,2,0.0,0.0,0.0,0.0,0.0,0.08,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133
virginia,HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",unbucketed,Virginia-only,2019-06-26,2019-06-26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
virginia,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",unbucketed,both,2019-09-05,2019-09-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129
virginia,MGFUP827VKV2,"ROSS MACHINERY SALES, INC",unbucketed,both,2020-11-17,2020-11-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.126
virginia,HB2WNJ5NL6G4,POLISCOM SRL,unbucketed,Virginia-only,2019-12-19,2021-01-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.031,0.0,0.0,0.0,0.0,0.0,0.126
virginia,HJEXMNM5EJE5,F. W. WEBB COMPANY,unbucketed,Virginia-only,2018-01-29,2018-03-28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126
virginia,SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,unbucketed,both,2017-11-17,2017-11-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124
virginia,T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",unbucketed,Virginia-only,2022-11-23,2024-04-02,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.037,0.0,0.0,0.124
virginia,PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",unbucketed,Virginia-only,2021-11-08,2022-06-22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.122
virginia,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,unbucketed,both,2017-04-11,2018-09-10,3,0.0,0.0,0.0,0.0,0.0,0.07,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121
virginia,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",unbucketed,both,2016-11-17,2016-11-17,1,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118
virginia,WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",unbucketed,Virginia-only,2018-08-30,2020-05-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.118
virginia,CTVBA1WN13S3,"SYNERGY FLOW SYSTEMS, LLC",unbucketed,Virginia-only,2016-09-15,2017-02-28,2,0.0,0.0,0.0,0.0,0.114,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116
virginia,SBJMSMKJ9M93,"FITCHBURG WELDING CO., INC.",unbucketed,both,2016-11-01,2018-03-06,3,0.0,0.0,0.0,0.0,0.0,0.03,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115
virginia,UCNMVD1EMHN4,NORTECH SYSTEMS INCORPORATED,electrical,Virginia-only,2018-01-31,2018-01-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114
virginia,XWWGV5ZMALW1,CHROMALOX INC,unbucketed,Virginia-only,2022-11-23,2022-11-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.114
virginia,W9MTG3DEVQN5,VULCAN ELECTRIC COMPANY,unbucketed,Virginia-only,2019-09-17,2024-06-25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.114
virginia,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,unbucketed,Virginia-only,2017-06-20,2017-06-20,1,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111
virginia,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,unbucketed,Virginia-only,2017-02-10,2019-06-27,3,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
virginia,GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",unbucketed,Virginia-only,2019-03-13,2019-03-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
virginia,H5MUP1BXBAB1,"METRO BUSINESS SYSTEMS, INC.",unbucketed,Virginia-only,2016-04-25,2016-04-25,1,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109
virginia,X62UR1BYLVG1,E. I. DU PONT DE NEMOURS AND COMPANY,unbucketed,Virginia-only,2016-04-04,2017-12-01,2,0.0,0.0,0.0,0.0,0.069,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107
virginia,RQQYADH1UBU8,AIR TOOL SALES & SERVICE CO INC,unbucketed,Virginia-only,2020-05-11,2021-07-07,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.047,0.0,0.0,0.0,0.0,0.0,0.107
virginia,W67WSNENMZF7,ARCELORMITTAL SA,structural,both,2017-09-01,2018-12-21,2,0.0,0.0,0.0,0.0,0.0,0.145,0.0,-0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106
virginia,KAG7VEFLUZQ4,"SARGENT AEROSPACE & DEFENSE, LLC",piping,both,2024-04-10,2024-04-10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.106
virginia,GAJ1F3WQCWY5,THE SHERWIN-WILLIAMS COMPANY,unbucketed,both,2018-11-08,2025-04-01,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,0.0,0.0,0.0,0.035,0.0,0.086,0.0,0.104
virginia,Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",unbucketed,both,2019-06-11,2019-06-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103
virginia,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",unbucketed,Virginia-only,2016-04-19,2020-01-08,3,0.0,0.0,0.0,0.0,0.029,0.029,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.102
virginia,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",unbucketed,Virginia-only,2017-02-24,2017-06-20,2,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101
virginia,NTP7NWDS9Y49,"MSC INDUSTRIAL DIRECT CO., INC.",unbucketed,Virginia-only,2016-11-02,2018-08-08,4,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
virginia,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",machining,both,2023-01-25,2023-01-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.099
virginia,RJGEKQDTZKT8,ELECTRIC HEATER CO,hvac,both,2022-10-31,2022-10-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.099
virginia,C11GZDT8UL88,"SILKTOWN ROOFING, INCORPORATED",unbucketed,Virginia-only,2018-08-15,2018-08-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099
virginia,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",unbucketed,both,2021-09-28,2023-05-16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.037,0.054,0.0,0.0,0.0,0.098
virginia,TF2HVUYPRMV1,"CHASE SUPPLY, INC.",unbucketed,Virginia-only,2021-12-06,2023-04-19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.043,0.0,0.0,0.0,0.096
virginia,WREEAHYMRQ45,AMPHENOL CORPORATION,electrical,both,2017-11-20,2018-01-29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095
virginia,XW6ZAJKNHM65,VERSAMIL INC,unbucketed,Virginia-only,2020-10-01,2022-04-07,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.035,0.0,0.0,0.0,0.0,0.095
virginia,XJJ6S8U3NAR9,JULES BOREL & CO.,unbucketed,Virginia-only,2017-10-06,2017-10-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095
virginia,QLNRJJK28MJ7,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",unbucketed,Virginia-only,2016-10-27,2016-10-27,1,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094
virginia,KXWXRYB3FBW3,FLOWSERVE CORPORATION,piping,Virginia-only,2021-11-30,2021-11-30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.094
virginia,S987C2WHMF29,PNC EQUITY PARTNERS LP,unbucketed,Virginia-only,2017-10-30,2017-10-30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094
virginia,JE8QAT3GGJN6,LINTECH COMPONENTS CO INC,unbucketed,Virginia-only,2016-12-15,2017-06-28,2,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093
