program,family,piid,work_type,vendor_uei,vendor_name,award_date,fy,dollar_m,report_id,naics4,capability
virginia,Submarines,N0002412C2115,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",2016-02-01,2016,0.089,20693242,3315,Other Nonferrous Metal Foundries (except Die-Casting)
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2016-02-05,2016,0.048,20693674,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2016-02-08,2016,0.176,20693683,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2016-07-05,2016,0.188,20693685,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2016-07-28,2016,0.052,20693677,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",2016-12-19,2017,0.058,20693241,3315,Other Nonferrous Metal Foundries (except Die-Casting)
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-01-10,2017,0.116,20693681,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-01-11,2017,0.036,20693672,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-01-11,2017,0.031,20693671,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",2017-01-11,2017,0.042,20693239,3315,Other Nonferrous Metal Foundries (except Die-Casting)
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-01-24,2017,0.037,20693673,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-01-27,2017,0.099,20693680,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-02-06,2017,0.287,20693686,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",2017-08-14,2017,0.142,20693243,3315,Other Nonferrous Metal Foundries (except Die-Casting)
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2018-02-16,2018,0.065,20693679,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2018-02-16,2018,0.026,20693668,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,2018-03-16,2018,0.054,20693130,3321,Nonferrous Forging
virginia,Submarines,N0002412C2115,castings,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,2018-03-16,2018,0.049,20693129,3321,Nonferrous Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2018-04-03,2018,0.136,20693682,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2018-04-23,2018,0.028,20693669,3321,Iron and Steel Forging
virginia,Submarines,N0002412C2115,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",2018-05-07,2018,0.055,20693240,3315,Other Nonferrous Metal Foundries (except Die-Casting)
virginia,Submarines,N0002412C2115,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-02-03,2016,0.029,20693392,3262,Rubber Product Manufacturing for Mechanical Use
virginia,Submarines,N0002412C2115,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-10-12,2017,0.059,20693397,3262,Rubber Product Manufacturing for Mechanical Use
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2017-02-17,2017,0.053,20692721,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-06-05,2017,0.03,20693394,3262,Rubber Product Manufacturing for Mechanical Use
virginia,Submarines,N0002412C2115,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-07-31,2017,0.052,20693396,3262,Rubber Product Manufacturing for Mechanical Use
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2017-08-02,2017,0.117,20692726,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2017-10-20,2018,0.036,20692719,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2017-11-08,2018,0.17,20692728,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2017-11-30,2018,1.204,20692731,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2017-11-30,2018,1.204,20692730,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-01-02,2018,0.062,20692724,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-01-02,2018,0.062,20692723,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-02-01,2018,0.062,20692725,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2018-03-06,2018,0.034,20693395,3262,Rubber Product Manufacturing for Mechanical Use
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-04-02,2018,0.033,20692718,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-04-18,2018,0.124,20692727,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-04-30,2018,0.06,20692722,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-09-20,2018,0.626,20692729,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,2018-10-04,2019,0.047,20692720,3259,All Other Miscellaneous Chemical Product and Preparation Manufacturing
virginia,Submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2016-02-03,2016,0.134,20692322,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,NTREK31GP8N3,KSARIA CORPORATION,2016-04-21,2016,0.313,20693029,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002412C2115,electrical,NTREK31GP8N3,KSARIA CORPORATION,2016-04-21,2016,0.313,20693028,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2016-05-09,2016,0.227,20692323,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2016-08-30,2016,0.142,20693441,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2017-01-06,2017,0.015,20692504,3331,Construction Machinery Manufacturing
virginia,Submarines,N0002412C2115,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2017-01-06,2017,0.015,20692503,3331,Construction Machinery Manufacturing
virginia,Submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-01-30,2017,0.229,20692579,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2017-02-07,2017,0.103,20692631,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",2017-02-21,2017,0.031,20693039,,
virginia,Submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2017-02-27,2017,0.434,20692324,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2017-02-27,2017,0.021,20692318,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2017-03-03,2017,0.227,20693870,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2017-03-09,2017,0.082,20692643,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,NTREK31GP8N3,KSARIA CORPORATION,2017-03-27,2017,0.078,20693027,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002412C2115,electrical,NTREK31GP8N3,KSARIA CORPORATION,2017-04-25,2017,0.034,20693026,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2017-05-09,2017,0.003,20692632,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2017-05-12,2017,0.451,20693443,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,2017-05-26,2017,0.081,20692715,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",2017-06-19,2017,0.046,20693040,,
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2017-06-20,2017,0.227,20693869,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2017-06-20,2017,0.057,20693866,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2017-07-13,2017,0.031,20693862,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2017-07-17,2017,0.029,20692634,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2017-07-27,2017,0.964,20692256,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2017-07-28,2017,0.078,20692321,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2017-07-28,2017,0.048,20692320,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-08-16,2017,0.038,20692569,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002412C2115,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,2017-09-14,2017,0.081,20692716,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2017-11-20,2018,0.511,20693444,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,WREEAHYMRQ45,AMPHENOL CORPORATION,2017-11-20,2018,0.003,20693440,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-01-09,2018,0.034,20692637,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-01-09,2018,0.034,20692636,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2018-01-19,2018,0.078,20692255,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2018-01-19,2018,-0.006,20692254,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2018-01-19,2018,-0.006,20692253,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2018-01-22,2018,0.169,20692578,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-01-23,2018,0.095,20692640,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,UCNMVD1EMHN4,NORTECH SYSTEMS INCORPORATED,2018-01-31,2018,0.114,20693343,3359,Current-Carrying Wiring Device Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-02-02,2018,0.07,20692639,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2018-02-15,2018,0.039,20692570,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002412C2115,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2018-03-05,2018,0.034,20692505,3331,Construction Machinery Manufacturing
virginia,Submarines,N0002412C2115,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-03-09,2018,1.151,20692467,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002412C2115,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",2018-03-12,2018,0.092,20693496,,
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-03-15,2018,0.027,20692633,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-03-28,2018,0.257,20692641,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2018-03-29,2018,0.08,20693868,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2018-03-29,2018,0.08,20693867,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-03-29,2018,0.03,20692635,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2018-04-02,2018,0.057,20692572,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2018-04-06,2018,0.04,20693864,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2018-04-06,2018,0.037,20693863,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2018-04-09,2018,0.028,20693861,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-04-11,2018,0.041,20692638,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-04-24,2018,0.272,20693363,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",2018-04-25,2018,-0.003,20693494,,
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-03,2018,0.596,20693367,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2018-05-09,2018,0.124,20692577,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-10,2018,0.056,20693353,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",2018-05-16,2018,0.025,20693495,,
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-23,2018,0.047,20693350,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-24,2018,1.746,20693372,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-25,2018,0.488,20693366,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-25,2018,0.037,20693349,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-25,2018,0.037,20693348,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-31,2018,0.078,20693358,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-05-31,2018,0.078,20693357,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD CT LLC,2018-06-01,2018,0.05,20693865,3353,Motor and Generator Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-06-04,2018,0.066,20693354,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,2018-06-15,2018,0.054,20692630,3364,Aircraft Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-08-23,2018,0.382,20693364,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-08-29,2018,0.484,20693365,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-09-21,2018,0.035,20692466,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-10-31,2019,0.64,20693371,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-10-31,2019,0.64,20693370,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-08,2019,0.078,20693356,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-08,2019,0.078,20693355,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-08,2019,0.032,20693347,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-08,2019,0.032,20693346,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-09,2019,0.115,20693360,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-09,2019,0.115,20693359,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-19,2019,0.05,20693352,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-11-19,2019,0.05,20693351,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2016-02-19,2016,0.032,20693894,,
virginia,Submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2016-05-02,2016,0.124,20693896,,
virginia,Submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2016-09-08,2016,0.032,20693895,,
virginia,Submarines,N0002412C2115,hvac,DD7KGPMP93C1,HEH HOLDINGS LLC,2017-02-20,2017,0.062,20692667,3334,Heating Equipment (except Warm Air Furnaces) Manufacturing
virginia,Submarines,N0002412C2115,hvac,DD7KGPMP93C1,HEH HOLDINGS LLC,2017-05-22,2017,0.039,20692665,3334,Heating Equipment (except Warm Air Furnaces) Manufacturing
virginia,Submarines,N0002412C2115,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2017-05-31,2017,0.047,20692515,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2017-06-05,2017,0.043,20692514,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,2017-10-10,2018,0.315,20692904,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,DD7KGPMP93C1,HEH HOLDINGS LLC,2017-10-17,2018,0.043,20692666,3334,Heating Equipment (except Warm Air Furnaces) Manufacturing
virginia,Submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2017-11-16,2018,0.127,20692994,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2018-01-02,2018,0.037,20692513,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2018-01-02,2018,0.037,20692512,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2018-11-19,2019,0.062,20692993,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
virginia,Submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2018-11-19,2019,0.062,20692992,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-02-01,2016,0.121,20692215,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,2016-02-16,2016,0.026,20692469,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2016-02-19,2016,0.37,20692390,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",2016-02-24,2016,0.031,20693873,,
virginia,Submarines,N0002412C2115,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2016-02-24,2016,0.109,20692842,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2016-02-29,2016,0.043,20692836,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2016-04-11,2016,0.053,20692380,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",2016-04-13,2016,0.111,20693284,3327,Precision Turned Product Manufacturing
virginia,Submarines,N0002412C2115,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2016-04-19,2016,0.078,20692383,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",2016-05-09,2016,0.034,20693874,,
virginia,Submarines,N0002412C2115,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",2016-05-10,2016,0.029,20693264,3327,Precision Turned Product Manufacturing
virginia,Submarines,N0002412C2115,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2016-05-20,2016,0.034,20692368,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.097,20692214,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.005,20692195,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.002,20692193,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.002,20692192,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.002,20692191,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.002,20692190,3327,Machine Shops
virginia,Submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2016-07-05,2016,0.0,20692188,3327,Machine Shops
