program,family,piid,work_type,vendor_uei,vendor_name,award_date,fy,dollar_m,report_id,naics4,capability
virginia,Submarines,N0002416C2111,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2017-05-01,2017,0.15,20750656,3331,Construction Machinery Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-05-09,2017,17.3,20751074,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-05-09,2017,1.8,20751073,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-05-09,2017,1.795,20751072,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-05-09,2017,0.5,20751070,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-05-09,2017,0.4,20751069,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-06-05,2017,0.675,20750732,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-06-05,2017,0.298,20750731,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-06-05,2017,0.298,20750730,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-06-05,2017,0.2,20750729,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,electrical,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",2017-06-06,2017,0.05,20751094,,
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2017-06-06,2017,0.043,20750784,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,MS4MJ49T13Q8,QINETIQ HOLDINGS LIMITED,2017-07-07,2017,1.4,20750836,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2017-08-04,2017,0.166,20750601,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2017-08-04,2017,0.032,20750599,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-10-02,2018,0.166,20750637,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-10-31,2018,0.087,20750632,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-11-07,2018,0.063,20750629,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2017-11-21,2018,3.5,20750562,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2017-11-21,2018,0.188,20750561,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,2017-11-21,2018,0.002,20750560,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,WREEAHYMRQ45,AMPHENOL CORPORATION,2018-01-29,2018,0.093,20751086,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-02-28,2018,0.096,20750634,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-03-26,2018,0.08,20750630,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-03-26,2018,0.062,20750628,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2018-04-09,2018,0.053,20750779,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2018-04-23,2018,0.101,20750655,3331,Construction Machinery Manufacturing
virginia,Submarines,N0002416C2111,electrical,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",2018-06-19,2018,0.427,20751090,3353,Switchgear and Switchboard Apparatus Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2018-06-19,2018,0.427,20750782,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",2018-06-25,2018,0.136,20751048,,
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-06-25,2018,0.241,20750638,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-06-28,2018,0.084,20750631,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-07-02,2018,0.058,20750627,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-08-09,2018,0.107,20750636,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2018-08-16,2018,0.107,20750635,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2018-08-29,2018,0.073,20750780,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2018-08-29,2018,0.005,20750777,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2018-08-29,2018,0.005,20750776,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-09-11,2018,0.186,20751066,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2018-09-11,2018,0.067,20751062,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2018-09-27,2018,0.296,20751087,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,2018-09-27,2018,0.102,20750805,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,2018-09-27,2018,0.079,20750804,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2019-01-09,2019,0.561,20751089,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2019-01-09,2019,0.561,20751088,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2019-01-09,2019,0.016,20751082,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2019-01-29,2019,0.039,20750626,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2019-03-19,2019,0.159,20750781,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,1.585,20750837,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,0.143,20750833,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,0.143,20750832,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,0.143,20750831,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,0.143,20750830,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,-0.128,20750828,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2019-04-24,2019,-0.508,20750827,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2019-05-24,2019,1.029,20750783,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2019-05-24,2019,0.032,20750772,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2019-06-12,2019,0.03,20750625,3344,Electronic Connector Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2019-07-16,2019,0.05,20750778,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2019-08-07,2019,0.186,20750602,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2019-10-07,2020,0.059,20751084,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2021-01-26,2021,56.255,20751076,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,2021-02-05,2021,-0.019,20750598,3359,All Other Miscellaneous Electrical Equipment and Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2021-02-24,2021,0.093,20750829,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2021-06-09,2021,0.5,20750834,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,2021-07-15,2021,0.758,20750835,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-07-30,2021,0.391,20750774,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",2021-09-24,2021,3.28,20751097,3353,"Power, Distribution, and Specialty Transformer Manufacturing"
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-10-01,2022,0.347,20750773,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-11-17,2022,6.523,20750775,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-1.255,20750771,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-1.255,20750770,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-1.255,20750769,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-3.603,20750768,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-3.603,20750767,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-3.603,20750766,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,-3.603,20750765,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2021-12-17,2022,6.016,20750764,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,2021-12-17,2022,-1.158,20750753,,
virginia,Submarines,N0002416C2111,electrical,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",2021-12-20,2022,1.089,20751096,3353,"Power, Distribution, and Specialty Transformer Manufacturing"
virginia,Submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2022-04-06,2022,0.714,20751071,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-04-08,2022,-5.887,20750748,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-05-06,2022,1.255,20750759,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,2022-06-23,2022,0.012,20751211,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,electrical,E57FS3E4CQ19,ENGINEERED COIL COMPANY,2022-07-26,2022,5.951,20750763,,
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,4.793,20750761,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,3.474,20750760,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,1.158,20750758,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,-0.161,20750757,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,E57FS3E4CQ19,ENGINEERED COIL COMPANY,2022-07-26,2022,-0.161,20750756,,
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,-1.158,20750754,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,-2.316,20750752,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2022-07-26,2022,-5.79,20750751,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,E57FS3E4CQ19,ENGINEERED COIL COMPANY,2022-07-26,2022,-5.79,20750749,,
virginia,Submarines,N0002416C2111,electrical,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",2022-09-20,2022,0.129,20750839,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",2022-11-16,2023,0.1,20750838,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",2022-12-15,2023,0.377,20750841,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",2023-03-29,2023,0.975,20751095,3353,"Power, Distribution, and Specialty Transformer Manufacturing"
virginia,Submarines,N0002416C2111,electrical,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",2023-06-09,2023,0.327,20750840,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2023-10-03,2024,5.854,20750762,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,E57FS3E4CQ19,ENGINEERED COIL COMPANY,2023-10-03,2024,-0.161,20750755,,
virginia,Submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,2023-10-03,2024,-5.79,20750750,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,electrical,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,2025-04-08,2025,0.069,30071344,3344,Other Electronic Component Manufacturing
virginia,Submarines,N0002416C2111,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,2016-11-23,2017,0.031,20750929,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002416C2111,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,2017-09-07,2017,0.045,20750930,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002416C2111,hvac,W8PTMRME1496,LEONARDO SPA,2018-07-02,2018,0.054,20750802,3364,Aircraft Manufacturing
virginia,Submarines,N0002416C2111,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2019-06-18,2019,0.105,20750659,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002416C2111,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2019-06-18,2019,0.064,20750658,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
virginia,Submarines,N0002416C2111,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2020-01-22,2020,0.029,20750942,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
virginia,Submarines,N0002416C2111,machining,HKNRUKPH42N6,CLYDE BLOWERS LIMITED,2016-11-29,2017,0.092,20750710,3336,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2017-02-15,2017,0.136,20750523,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2017-02-15,2017,0.002,20750517,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,PM2FDF7CCNC2,"MARISCO, LTD.",2018-07-05,2018,0.234,20750567,,
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2019-01-09,2019,0.297,20750526,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2019-01-09,2019,0.297,20750525,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2019-01-09,2019,0.02,20750518,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",2019-04-08,2019,0.059,20751031,3327,Precision Turned Product Manufacturing
virginia,Submarines,N0002416C2111,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2019-05-14,2019,0.035,20750605,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2019-11-01,2020,-0.002,20750516,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2020-01-17,2020,0.058,20750520,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2020-02-12,2020,0.031,20750519,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2020-02-28,2020,0.201,20750524,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2020-03-02,2020,0.111,20750522,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2020-03-11,2020,0.074,20750521,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,2020-08-31,2020,0.01,20750651,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,2020-08-31,2020,0.01,20750650,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,2020-08-31,2020,0.01,20750649,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,2020-08-31,2020,0.01,20750648,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,2020-08-31,2020,0.01,20750647,3327,Machine Shops
virginia,Submarines,N0002416C2111,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,2020-08-31,2020,0.01,20750646,3327,Machine Shops
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2016-09-20,2016,-0.002,20750481,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2016-11-29,2017,0.083,20750727,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-03-31,2017,0.028,20750489,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-05-08,2017,0.08,20750726,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-05-08,2017,0.047,20750725,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-05-08,2017,0.034,20750724,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
virginia,Submarines,N0002416C2111,piping,V1MQFNQB56Z5,RIX INDUSTRIES,2017-05-11,2017,0.076,20751142,3339,Air and Gas Compressor Manufacturing
virginia,Submarines,N0002416C2111,piping,V1MQFNQB56Z5,RIX INDUSTRIES,2017-05-11,2017,0.018,20751140,3339,Air and Gas Compressor Manufacturing
virginia,Submarines,N0002416C2111,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-06-12,2017,0.745,20751232,5511,"Corporate, Subsidiary, and Regional Managing Offices"
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-06-28,2017,0.312,20750820,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-06-28,2017,-0.02,20750819,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-06-29,2017,0.05,20750497,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-07-11,2017,0.131,20750502,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-09-12,2017,0.13,20750734,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-09-12,2017,0.13,20750733,3329,Industrial Valve Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-09-20,2017,0.275,20750505,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-09-20,2017,0.004,20750485,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2017-10-10,2018,0.117,20750728,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
virginia,Submarines,N0002416C2111,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-10-24,2018,0.403,20751231,5511,"Corporate, Subsidiary, and Regional Managing Offices"
virginia,Submarines,N0002416C2111,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-10-24,2018,0.403,20751230,5511,"Corporate, Subsidiary, and Regional Managing Offices"
virginia,Submarines,N0002416C2111,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-10-24,2018,0.403,20751229,5511,"Corporate, Subsidiary, and Regional Managing Offices"
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-10-24,2018,0.099,20750500,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-10-24,2018,0.049,20750491,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2017-10-24,2018,0.023,20750488,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,L4ZMKLM4MPL3,MOOG INC.,2018-02-08,2018,0.535,20751052,3339,Fluid Power Cylinder and Actuator Manufacturing
virginia,Submarines,N0002416C2111,piping,V1MQFNQB56Z5,RIX INDUSTRIES,2018-02-12,2018,0.054,20751141,3339,Air and Gas Compressor Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2018-04-19,2018,0.087,20750499,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
virginia,Submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",2018-05-11,2018,0.05,20750498,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
