piid,in_scope_17,records,total_dollars,eb_dollars,eb_pct,hii_dollars,hii_pct,other_us_dollars,other_us_pct,foreign_dollars,foreign_pct,unknown_dollars,unknown_pct,top_pop_state,top_pop_state_pct,top_pop_city,top_pop_city_pct
N0010422PCB03,no,2,36367.11,0,0.0,0,0.0,36367.11,100.0,0,0.0,0,0.0,MI,100.0,"NOVI, MI",100.0
N4008525F4934,no,1,36193.0,0,0.0,0,0.0,36193.0,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
M0068119P0054,no,6,36071.38,0,0.0,0,0.0,36071.38,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
M6785416F4301,no,2,36016.5,0,0.0,0,0.0,36016.5,100.0,0,0.0,0,0.0,VA,100.0,"QUANTICO, VA",100.0
N0018923PG064,no,6,36000.0,0,0.0,0,0.0,36000.0,100.0,0,0.0,0,0.0,CT,100.0,"WALLINGFORD, CT",100.0
N6227123F0319,no,1,35977.16,0,0.0,0,0.0,35977.16,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N4008525F4939,no,1,35961.0,0,0.0,0,0.0,35961.0,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
M6700118F1026,no,2,35951.3,0,0.0,0,0.0,35951.3,100.0,0,0.0,0,0.0,MD,100.0,"DERWOOD, MD",100.0
N4033919PF118,no,4,35938.0,0,0.0,0,0.0,0,0.0,35938.0,100.0,0,0.0,,0.0,,0.0
N6133118F0177,no,2,35908.55,0,0.0,0,0.0,35908.55,100.0,0,0.0,0,0.0,FL,100.0,"PANAMA CITY BEACH, FL",100.0
N0016420FS028,no,1,35820.8,0,0.0,0,0.0,35820.8,100.0,0,0.0,0,0.0,NY,100.0,"ORISKANY, NY",100.0
N0010426PYB44,no,1,35782.13,0,0.0,0,0.0,35782.13,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
1161,no,2,35773.0,0,0.0,0,0.0,35773.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0017419F0176,no,3,35697.76,0,0.0,0,0.0,35697.76,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N3904019P0264,no,5,35694.0,0,0.0,0,0.0,35694.0,100.0,0,0.0,0,0.0,IL,100.0,"SPRING GROVE, IL",100.0
M6740021F0093,no,1,35683.78,0,0.0,0,0.0,35683.78,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
N0040625P0237,no,4,35613.76,0,0.0,0,0.0,35613.76,100.0,0,0.0,0,0.0,ID,100.0,"TWIN FALLS, ID",100.0
1002,no,3,35601.91,-5000.0,-14.04,0,0.0,40601.91,114.04,0,0.0,0,0.0,OH,121.35,"CINCINNATI, OH",121.35
M6700418F1079,no,1,35577.75,0,0.0,0,0.0,35577.75,100.0,0,0.0,0,0.0,FL,100.0,"JACKSONVILLE, FL",100.0
N0010420PBT45,no,1,35535.0,0,0.0,0,0.0,35535.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
L602,no,2,35531.0,0,0.0,0,0.0,35531.0,100.0,0,0.0,0,0.0,CA,100.0,"PORT HUENEME CBC BASE, CA",100.0
M0026321F1078,no,1,35518.08,0,0.0,0,0.0,35518.08,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0010425PYB08,no,1,35515.8,0,0.0,0,0.0,35515.8,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
M0068125F0006,no,2,35501.95,0,0.0,0,0.0,35501.95,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
M0026320F1044,no,1,35497.81,0,0.0,0,0.0,35497.81,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0010422PDD95,no,4,35398.0,0,0.0,0,0.0,35398.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0016423F0088,no,1,35325.14,0,0.0,0,0.0,35325.14,100.0,0,0.0,0,0.0,IN,100.0,"CRANE, IN",100.0
N0010421PCC38,no,2,35313.0,0,0.0,0,0.0,35313.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0060425F4037,no,1,35293.35,0,0.0,0,0.0,35293.35,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N0040622P0430,no,1,35201.0,0,0.0,0,0.0,35201.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0017421F0011,no,1,35130.0,0,0.0,0,0.0,35130.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0018918PZ210,no,1,35040.26,0,0.0,0,0.0,35040.26,100.0,0,0.0,0,0.0,DC,100.0,"WASHINGTON, DC",100.0
N0017319P0909,no,1,35031.0,0,0.0,0,0.0,35031.0,100.0,0,0.0,0,0.0,CA,100.0,"IRVINE, CA",100.0
N3220520F0409,no,1,35028.28,0,0.0,0,0.0,35028.28,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N3220519F8097,no,3,35028.08,0,0.0,0,0.0,35028.08,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
M0068124F0037,no,1,35000.0,0,0.0,0,0.0,35000.0,100.0,0,0.0,0,0.0,CA,100.0,"CAMP PENDLETON, CA",100.0
M0068121F0259,no,1,34999.86,0,0.0,0,0.0,34999.86,100.0,0,0.0,0,0.0,CA,100.0,"CAMP PENDLETON, CA",100.0
N4008019P1039,no,1,34996.0,0,0.0,0,0.0,34996.0,100.0,0,0.0,0,0.0,VA,100.0,"STAFFORD, VA",100.0
N4008525F0699,no,1,34992.0,0,0.0,0,0.0,34992.0,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
M0026320F1042,no,2,34941.8,0,0.0,0,0.0,34941.8,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N4008525F0800,no,1,34929.0,0,0.0,0,0.0,34929.0,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
N0001924F2587,no,3,34884.66,0,0.0,0,0.0,34884.66,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N4008520F5671,no,1,34819.0,0,0.0,0,0.0,34819.0,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
N4008522F5287,no,1,34788.0,0,0.0,0,0.0,34788.0,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
M0026318F1208,no,1,34693.5,0,0.0,0,0.0,34693.5,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
N4008520F5811,no,1,34681.5,0,0.0,0,0.0,34681.5,100.0,0,0.0,0,0.0,IL,100.0,"GREAT LAKES, IL",100.0
N4008523F6611,no,1,34650.0,0,0.0,0,0.0,34650.0,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
N0040619P0174,no,1,34601.0,0,0.0,0,0.0,0,0.0,34601.0,100.0,0,0.0,,0.0,,0.0
N0040624P0026,no,3,34588.97,0,0.0,0,0.0,34588.97,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N6600118F1333,no,1,34525.0,0,0.0,0,0.0,34525.0,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N4033918PF095,no,2,34498.66,0,0.0,0,0.0,0,0.0,34498.66,100.0,0,0.0,,0.0,,0.0
N0040625P0315,no,2,34485.0,0,0.0,0,0.0,34485.0,100.0,0,0.0,0,0.0,ID,100.0,"TWIN FALLS, ID",100.0
N0010424PUA95,no,3,34470.06,0,0.0,0,0.0,0,0.0,34470.06,100.0,0,0.0,,0.0,,0.0
N0016418FW112,no,1,34400.0,0,0.0,0,0.0,34400.0,100.0,0,0.0,0,0.0,AL,100.0,"WARRIOR, AL",100.0
M0026319F1106,no,1,34322.34,0,0.0,0,0.0,34322.34,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0017324P5153,no,1,34305.0,0,0.0,0,0.0,34305.0,100.0,0,0.0,0,0.0,DC,100.0,"WASHINGTON, DC",100.0
N0010421FBJ00,no,1,34302.0,0,0.0,0,0.0,34302.0,100.0,0,0.0,0,0.0,FL,100.0,"ATLANTIC BEACH, FL",100.0
N3225322P0011,no,2,34248.0,0,0.0,0,0.0,34248.0,100.0,0,0.0,0,0.0,HI,100.0,"PEARL HARBOR, HI",100.0
N3220525P2232,no,3,34239.6,0,0.0,0,0.0,34239.6,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N4008520F5693,no,1,34169.0,0,0.0,0,0.0,34169.0,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
N6523619F0886,no,1,34160.44,0,0.0,0,0.0,34160.44,100.0,0,0.0,0,0.0,LA,100.0,"NEW ORLEANS, LA",100.0
N0010420PNB17,no,2,34016.0,0,0.0,0,0.0,34016.0,100.0,0,0.0,0,0.0,PA,100.0,"CHESWICK, PA",100.0
N0001919F2781,no,1,34015.8,0,0.0,0,0.0,34015.8,100.0,0,0.0,0,0.0,MD,100.0,"PATUXENT RIVER, MD",100.0
M6739921F0309,no,1,34012.16,0,0.0,0,0.0,34012.16,100.0,0,0.0,0,0.0,CA,100.0,"TWENTYNINE PALMS, CA",100.0
M0026320F1124,no,1,33997.49,0,0.0,0,0.0,33997.49,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N6247021F9956,no,2,33980.0,0,0.0,0,0.0,33980.0,100.0,0,0.0,0,0.0,VA,100.0,"LEESBURG, VA",100.0
N3220518F1214,no,1,33950.36,0,0.0,0,0.0,33950.36,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010420PDC32,no,3,33865.0,0,0.0,0,0.0,33865.0,100.0,0,0.0,0,0.0,KY,140.26,"LOUISVILLE, KY",140.26
N0010426FAY05,no,1,33804.26,0,0.0,0,0.0,33804.26,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
M6890924P7706,no,2,33738.62,0,0.0,0,0.0,33738.62,100.0,0,0.0,0,0.0,CA,100.0,"CAMP PENDLETON, CA",100.0
N0010421PBJ05,no,2,33704.0,0,0.0,0,0.0,33704.0,100.0,0,0.0,0,0.0,NY,100.0,"FARMINGDALE, NY",100.0
N0038323PC338,no,3,33625.59,0,0.0,0,0.0,33625.59,100.0,0,0.0,0,0.0,OH,100.0,"BLUE ASH, OH",100.0
N0038325FZ50N,no,1,33542.4,0,0.0,0,0.0,33542.4,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
M0026420F0356,no,1,33496.0,0,0.0,0,0.0,33496.0,100.0,0,0.0,0,0.0,VA,100.0,"QUANTICO, VA",100.0
N0040620P0356,no,2,33460.6,0,0.0,0,0.0,33460.6,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0024423P0143,no,3,33324.0,0,0.0,0,0.0,33324.0,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010424PBC24,no,2,33300.0,0,0.0,0,0.0,33300.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
M0026320F1059,no,1,33254.72,0,0.0,0,0.0,33254.72,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0038324FZ503,no,1,33242.16,0,0.0,0,0.0,33242.16,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N6600119P7619,no,3,33220.0,0,0.0,0,0.0,33220.0,100.0,0,0.0,0,0.0,OH,100.0,"FAIRBORN, OH",100.0
N6660422P0259,no,1,33068.0,0,0.0,0,0.0,33068.0,100.0,0,0.0,0,0.0,CA,100.0,"EL CAJON, CA",100.0
M6700121P1087,no,1,33050.64,0,0.0,0,0.0,33050.64,100.0,0,0.0,0,0.0,NC,100.0,"CHERRY POINT, NC",100.0
N0003821FS0004,no,1,33037.87,0,0.0,0,0.0,33037.87,100.0,0,0.0,0,0.0,HI,100.0,"CAMP H M SMITH, HI",100.0
M0026318F1211,no,1,32976.5,0,0.0,0,0.0,32976.5,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
M0026319F1115,no,1,32976.5,0,0.0,0,0.0,32976.5,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
M0026320F1118,no,1,32976.5,0,0.0,0,0.0,32976.5,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
N6247323F9503,no,1,32954.64,0,0.0,0,0.0,32954.64,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0017318P1477,no,1,32950.0,0,0.0,0,0.0,32950.0,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010418PDG32,no,5,32911.0,0,0.0,0,0.0,32911.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N3220518F3260,no,2,32886.0,0,0.0,0,0.0,32886.0,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N0040618P1526,no,3,32835.0,0,0.0,0,0.0,32835.0,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
M0026318F1215,no,1,32825.0,0,0.0,0,0.0,32825.0,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
M0026319F1121,no,2,32825.0,0,0.0,0,0.0,32825.0,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
M0026320F1116,no,2,32825.0,0,0.0,0,0.0,32825.0,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
N0003012C0100,no,1,32780.0,0,0.0,0,0.0,32780.0,100.0,0,0.0,0,0.0,CA,100.0,"SUNNYVALE, CA",100.0
N6523618F0418,no,1,32707.5,0,0.0,0,0.0,32707.5,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
M6700419P5054,no,1,32700.0,0,0.0,0,0.0,32700.0,100.0,0,0.0,0,0.0,MN,100.0,"SAINT PAUL, MN",100.0
N6426724F0048,no,1,32668.72,0,0.0,0,0.0,32668.72,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N3220518F7048,no,1,32656.97,0,0.0,0,0.0,32656.97,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N6426718P0068,no,1,32587.5,0,0.0,0,0.0,32587.5,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N3220518P4686,no,1,32584.0,0,0.0,0,0.0,32584.0,100.0,0,0.0,0,0.0,NC,100.0,"RALEIGH, NC",100.0
M0026320F1092,no,1,32566.06,0,0.0,0,0.0,32566.06,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
M6700422P5013,no,2,32548.69,0,0.0,0,0.0,32548.69,100.0,0,0.0,0,0.0,GA,100.0,"ALBANY, GA",100.0
N0017324P0800,no,1,32520.63,0,0.0,0,0.0,32520.63,100.0,0,0.0,0,0.0,CA,100.0,"TORRANCE, CA",100.0
N0010425PUC34,no,1,32500.0,0,0.0,0,0.0,32500.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0010424FC702,no,2,32480.0,0,0.0,0,0.0,32480.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N6883624P0145,no,2,32468.0,0,0.0,0,0.0,32468.0,100.0,0,0.0,0,0.0,FL,100.0,"JACKSONVILLE, FL",100.0
N0018920F0541,no,1,32337.5,0,0.0,0,0.0,32337.5,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N3220520P2111,no,1,32331.0,0,0.0,0,0.0,32331.0,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N4523A22P0303,no,2,32256.0,0,0.0,0,0.0,32256.0,100.0,0,0.0,0,0.0,WA,100.0,"BREMERTON, WA",100.0
M0026320F1151,no,1,32203.63,0,0.0,0,0.0,32203.63,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N3220518F3645,no,1,32151.04,0,0.0,0,0.0,32151.04,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N4008519F7075,no,1,32133.02,0,0.0,0,0.0,32133.02,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
N0010422PDD51,no,3,32112.0,0,0.0,0,0.0,32112.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0038318FJL0G,no,1,32089.23,0,0.0,0,0.0,32089.23,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010425PBW38,no,1,32070.0,0,0.0,0,0.0,32070.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
M0068121F0007,no,1,31967.98,0,0.0,0,0.0,31967.98,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N4033919PF195,no,3,31932.0,0,0.0,0,0.0,0,0.0,31932.0,100.0,0,0.0,,0.0,,0.0
M6739923P0042,no,1,31921.0,0,0.0,0,0.0,31921.0,100.0,0,0.0,0,0.0,CA,100.0,"TWENTYNINE PALMS, CA",100.0
N0018918P0722,no,1,31842.5,0,0.0,0,0.0,31842.5,100.0,0,0.0,0,0.0,MD,100.0,"ANNAPOLIS, MD",100.0
N0010418FGW0H,no,3,31798.0,0,0.0,0,0.0,31798.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0038324FZ518,no,4,31791.4,0,0.0,0,0.0,31791.4,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010424FVH0B,no,2,31746.0,0,0.0,0,0.0,31746.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N4523A23P0808,no,3,31697.0,0,0.0,0,0.0,31697.0,100.0,0,0.0,0,0.0,WA,100.0,"BREMERTON, WA",100.0
N0040620P0458,no,1,31680.0,0,0.0,0,0.0,31680.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0040621P0202,no,1,31680.0,0,0.0,0,0.0,31680.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
M0068121F0146,no,2,31534.34,0,0.0,0,0.0,31534.34,100.0,0,0.0,0,0.0,CA,100.0,"CAMP PENDLETON, CA",100.0
N0010423CLA0Q,no,2,31500.0,0,0.0,0,0.0,31500.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0012420F0064,no,1,31491.45,0,0.0,0,0.0,31491.45,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010418FGW0A,no,2,31484.0,0,0.0,0,0.0,31484.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0038325FZ50B,no,1,31483.92,0,0.0,0,0.0,31483.92,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
M6700123P1168,no,1,31475.76,0,0.0,0,0.0,31475.76,100.0,0,0.0,0,0.0,NC,100.0,"BEAUFORT, NC",100.0
N0040624P0024,no,2,31382.0,0,0.0,0,0.0,31382.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N6600118F0764,no,1,31349.42,0,0.0,0,0.0,31349.42,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N3220521P2545,no,1,31251.4,0,0.0,0,0.0,31251.4,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
M0026423F0268,no,1,31249.64,0,0.0,0,0.0,31249.64,100.0,0,0.0,0,0.0,VA,100.0,"QUANTICO, VA",100.0
N0042119P0607,no,1,31222.39,0,0.0,0,0.0,31222.39,100.0,0,0.0,0,0.0,MD,100.0,"SAINT INIGOES, MD",100.0
N0010426PTA56,no,1,31212.0,0,0.0,0,0.0,31212.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0025918F0101,no,2,31181.8,0,0.0,0,0.0,31181.8,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010418FGW0M,no,1,31165.0,0,0.0,0,0.0,31165.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0038325FZ50M,no,1,31082.76,0,0.0,0,0.0,31082.76,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0017326F1802,no,1,31061.84,0,0.0,0,0.0,31061.84,100.0,0,0.0,0,0.0,DC,100.0,"WASHINGTON, DC",100.0
M0026422P0025,no,1,31027.9,0,0.0,0,0.0,31027.9,100.0,0,0.0,0,0.0,DC,100.0,"WASHINGTON, DC",100.0
N3220518P4697,no,1,31027.0,0,0.0,0,0.0,31027.0,100.0,0,0.0,0,0.0,FL,100.0,"ATLANTIC BEACH, FL",100.0
N0010425PYE24,no,1,30990.0,0,0.0,0,0.0,30990.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010418PBK84,no,1,30978.0,0,0.0,0,0.0,30978.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0024218F0030,no,1,30950.4,0,0.0,0,0.0,30950.4,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0017820P6304,no,2,30938.41,0,0.0,0,0.0,30938.41,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
N0010424FVH0G,no,4,30804.92,0,0.0,0,0.0,30804.92,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0038323FZ50P,no,1,30786.88,0,0.0,0,0.0,30786.88,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0038323FZ50R,no,1,30740.91,0,0.0,0,0.0,30740.91,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N6523618F0258,no,1,30680.82,0,0.0,0,0.0,30680.82,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N4008522F6202,no,1,30646.0,0,0.0,0,0.0,30646.0,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
N0040623P0413,no,2,30633.75,0,0.0,0,0.0,30633.75,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N4008524F6132,no,1,30621.0,0,0.0,0,0.0,30621.0,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
N4523A18P4085,no,1,30575.0,0,0.0,0,0.0,30575.0,100.0,0,0.0,0,0.0,WA,100.0,"SEATTLE, WA",100.0
M0026321F1010,no,2,30532.48,0,0.0,0,0.0,30532.48,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0040623P0533,no,1,30480.0,0,0.0,0,0.0,30480.0,100.0,0,0.0,0,0.0,CA,100.0,"SAN MARCOS, CA",100.0
M0026321F1055,no,4,30414.83,0,0.0,0,0.0,30414.83,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0017425F1106,no,1,30375.0,0,0.0,0,0.0,30375.0,100.0,0,0.0,0,0.0,MD,100.0,"INDIAN HEAD, MD",100.0
N6339425F0026,no,1,30344.0,0,0.0,0,0.0,30344.0,100.0,0,0.0,0,0.0,CA,100.0,"PORT HUENEME CBC BASE, CA",100.0
N0010424FC70B,no,2,30204.0,0,0.0,0,0.0,30204.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0038323FZ52C,no,1,30168.2,0,0.0,0,0.0,30168.2,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N4523A23P0308,no,1,30137.4,0,0.0,0,0.0,30137.4,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
1143,no,1,30122.0,0,0.0,0,0.0,30122.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0038323FZ51X,no,3,30118.7,0,0.0,0,0.0,30118.7,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N3220519F6735,no,1,30116.16,0,0.0,0,0.0,30116.16,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0016718F0084,no,1,30091.87,0,0.0,0,0.0,30091.87,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0016719F0027,no,1,30086.16,0,0.0,0,0.0,30086.16,100.0,0,0.0,0,0.0,MD,100.0,"BETHESDA, MD",100.0
N6449818P5206,no,2,30076.0,0,0.0,30076.0,100.0,0,0.0,0,0.0,0,0.0,VA,100.0,"NEWPORT NEWS, VA",100.0
M0026319F1112,no,1,30063.65,0,0.0,0,0.0,30063.65,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N5523625F7042,no,2,30059.75,0,0.0,0,0.0,30059.75,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N6278923P0001,no,1,30024.48,0,0.0,0,0.0,30024.48,100.0,0,0.0,0,0.0,LA,100.0,"DESTREHAN, LA",100.0
M0068123F0324,no,1,30005.0,0,0.0,0,0.0,30005.0,100.0,0,0.0,0,0.0,CA,100.0,"CAMP PENDLETON, CA",100.0
N0042120P0077,no,1,30000.0,0,0.0,0,0.0,30000.0,100.0,0,0.0,0,0.0,CA,100.0,"VALENCIA, CA",100.0
N6449819F4113,no,1,30000.0,0,0.0,0,0.0,30000.0,100.0,0,0.0,0,0.0,CT,100.0,"WINDSOR LOCKS, CT",100.0
N4002724F0062,no,1,30000.0,0,0.0,0,0.0,30000.0,100.0,0,0.0,0,0.0,FL,100.0,"JACKSONVILLE, FL",100.0
M6739920F0122,no,1,29999.02,0,0.0,0,0.0,29999.02,100.0,0,0.0,0,0.0,CA,100.0,"TWENTYNINE PALMS, CA",100.0
1142,no,2,29997.0,0,0.0,0,0.0,29997.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0017322P0916,no,1,29950.0,0,0.0,0,0.0,29950.0,100.0,0,0.0,0,0.0,DC,100.0,"WASHINGTON, DC",100.0
N0024420P0079,no,2,29934.4,0,0.0,0,0.0,29934.4,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
1030,no,3,29934.0,0.0,0.0,0,0.0,29934.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
M6700119P1188,no,1,29900.0,0,0.0,0,0.0,29900.0,100.0,0,0.0,0,0.0,CA,100.0,"SANTA ANA, CA",100.0
N0017818FS703,no,1,29872.92,0,0.0,0,0.0,29872.92,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0017822FS631,no,1,29831.06,0,0.0,0,0.0,29831.06,100.0,0,0.0,0,0.0,VA,100.0,"DAHLGREN, VA",100.0
N4033919PF199,no,2,29820.0,0,0.0,0,0.0,0,0.0,29820.0,100.0,0,0.0,,0.0,,0.0
N0042122P0064,no,2,29754.0,0,0.0,0,0.0,29754.0,100.0,0,0.0,0,0.0,MD,100.0,"PATUXENT RIVER, MD",100.0
