piid,in_scope_17,records,total_dollars,eb_dollars,eb_pct,hii_dollars,hii_pct,other_us_dollars,other_us_pct,foreign_dollars,foreign_pct,unknown_dollars,unknown_pct,top_pop_state,top_pop_state_pct,top_pop_city,top_pop_city_pct
N4523A21P0801,no,1,800112.0,0,0.0,0,0.0,800112.0,100.0,0,0.0,0,0.0,GU,100.0,"PITI, GU",100.0
N0003020C0101,no,1,800000.0,0,0.0,0,0.0,800000.0,100.0,0,0.0,0,0.0,FL,100.0,"TITUSVILLE, FL",100.0
N4425525F0037,no,1,797808.0,0,0.0,0,0.0,797808.0,100.0,0,0.0,0,0.0,WA,100.0,"SILVERDALE, WA",100.0
N6449820F4399,no,5,796904.0,0,0.0,0,0.0,796904.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0010420FBJ00,no,3,796248.0,0,0.0,0,0.0,796248.0,100.0,0,0.0,0,0.0,FL,100.0,"ATLANTIC BEACH, FL",100.0
N0038323CB021,no,1,795190.0,0,0.0,0,0.0,795190.0,100.0,0,0.0,0,0.0,NC,100.0,"SHELBY, NC",100.0
N6523624F0582,no,2,793907.04,0,0.0,0,0.0,793907.04,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N0010421FAS09,no,9,786630.0,0,0.0,0,0.0,786630.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N6600125F0249,no,1,780474.07,0,0.0,0,0.0,780474.07,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0001920F0632,no,4,780354.0,0,0.0,0,0.0,780354.0,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010424FVH0E,no,2,780000.0,0,0.0,0,0.0,780000.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N4019223F4112,no,1,779940.0,0,0.0,0,0.0,779940.0,100.0,0,0.0,0,0.0,GU,100.0,"SANTA RITA, GU",100.0
N0001922F1192,no,1,779761.6,0,0.0,0,0.0,779761.6,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010422FAS0F,no,6,775904.94,0,0.0,0,0.0,775904.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZB15,no,1,775904.94,0,0.0,0,0.0,775904.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZB20,no,1,775904.94,0,0.0,0,0.0,775904.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZB21,no,1,775904.94,0,0.0,0,0.0,775904.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N6660425FG112,no,3,775673.13,0,0.0,0,0.0,775673.13,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N0018918F0770,no,2,771712.35,0,0.0,0,0.0,771712.35,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
M0026418F0479,no,1,770507.21,0,0.0,0,0.0,770507.21,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
EE02,no,5,769679.97,0,0.0,0,0.0,769679.97,100.0,0,0.0,0,0.0,RI,101.71,"MIDDLETOWN, RI",101.71
N4033919CF005,no,15,764409.0,0,0.0,0,0.0,0,0.0,764409.0,100.0,0,0.0,,0.0,,0.0
N0010422FAS0E,no,4,755558.0,0,0.0,0,0.0,755558.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422FAS0G,no,3,755558.0,0,0.0,0,0.0,755558.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZA99,no,1,755558.0,0,0.0,0,0.0,755558.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZB10,no,1,755558.0,0,0.0,0,0.0,755558.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZB11,no,1,755558.0,0,0.0,0,0.0,755558.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010422PZB16,no,1,755558.0,0,0.0,0,0.0,755558.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010423FZU00,no,2,749828.94,0,0.0,0,0.0,749828.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010423FZU01,no,2,749828.94,0,0.0,0,0.0,749828.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010423FZU02,no,2,749828.94,0,0.0,0,0.0,749828.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N4008522F6514,no,1,749372.0,0,0.0,0,0.0,749372.0,100.0,0,0.0,0,0.0,NH,100.0,"PORTSMOUTH, NH",100.0
N6247020F4009,no,4,748305.0,0,0.0,0,0.0,748305.0,100.0,0,0.0,0,0.0,VA,100.0,"ALEXANDRIA, VA",100.0
N0010424PDA46,no,1,747974.6,0,0.0,0,0.0,747974.6,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0040623C0015,no,7,747921.6,0,0.0,0,0.0,0,0.0,747921.6,100.0,0,0.0,,0.0,,0.0
N0010419F0BH1,no,4,746126.0,0,0.0,0,0.0,746126.0,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N0010418F0JAS,no,5,745977.0,0,0.0,0,0.0,745977.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0038325FZ503,no,3,745288.4,0,0.0,0,0.0,745288.4,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N6600122F0453,no,1,743994.58,0,0.0,0,0.0,743994.58,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0017418F0233,no,3,742367.22,0,0.0,0,0.0,742367.22,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N6523624F0785,no,1,740220.52,0,0.0,0,0.0,740220.52,100.0,0,0.0,0,0.0,VA,100.0,"RESTON, VA",100.0
N0010424FVH03,no,2,740000.0,0,0.0,0,0.0,740000.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N6600124F0154,no,1,740000.0,0,0.0,0,0.0,740000.0,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N6600118F0572,no,1,739854.2,0,0.0,0,0.0,739854.2,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010425PXC12,no,2,737320.96,0,0.0,0,0.0,737320.96,100.0,0,0.0,0,0.0,MI,100.0,"NOVI, MI",100.0
N0038319CN023,no,7,736520.7,0,0.0,0,0.0,736520.7,100.0,0,0.0,0,0.0,NC,100.0,"SHELBY, NC",100.0
N0010421FBJ07,no,2,735981.0,0,0.0,0,0.0,735981.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0002418F5309,no,2,734595.0,0,0.0,0,0.0,734595.0,100.0,0,0.0,0,0.0,MN,100.0,"MINNEAPOLIS, MN",100.0
N0018925P0537,no,2,731013.67,0,0.0,0,0.0,731013.67,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N6274224F4017,no,4,729255.35,0,0.0,0,0.0,729255.35,100.0,0,0.0,0,0.0,HI,100.0,"PEARL HARBOR, HI",100.0
M6700420C0001,no,4,729100.0,0,0.0,0,0.0,729100.0,100.0,0,0.0,0,0.0,MO,100.0,"SAINT LOUIS, MO",100.0
N0017319F6002,no,3,728724.65,0,0.0,0,0.0,728724.65,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N4019224F4240,no,1,728589.2,0,0.0,0,0.0,728589.2,100.0,0,0.0,0,0.0,GU,100.0,"SANTA RITA, GU",100.0
N0010419CCA02,no,2,726522.06,0,0.0,0,0.0,726522.06,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N0001924F1809,no,1,725443.0,0,0.0,0,0.0,725443.0,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N3237918F0025,no,4,723024.37,0,0.0,0,0.0,723024.37,100.0,0,0.0,0,0.0,AZ,100.0,"YUMA, AZ",100.0
N4008523F5467,no,3,722588.05,0,0.0,0,0.0,722588.05,100.0,0,0.0,0,0.0,NC,100.0,"CHERRY POINT, NC",100.0
N6660420C8167,no,2,718929.38,0,0.0,0,0.0,718929.38,100.0,0,0.0,0,0.0,VA,100.0,"FALLS CHURCH, VA",100.0
N0010418F0ASH,no,5,718841.0,0,0.0,0,0.0,718841.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010424PCB11,no,3,716924.8,0,0.0,0,0.0,716924.8,100.0,0,0.0,0,0.0,MI,100.0,"NOVI, MI",100.0
N0024419F0444,no,1,716129.88,0,0.0,0,0.0,716129.88,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010418FAS00,no,3,712738.0,0,0.0,0,0.0,712738.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010425PJA28,no,1,712674.0,0,0.0,0,0.0,712674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010423FBH04,no,1,712610.0,0,0.0,0,0.0,712610.0,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
M0026414F1146,no,4,711634.5,0,0.0,0,0.0,711634.5,100.0,0,0.0,0,0.0,VA,100.0,"FAIRFAX, VA",100.0
N0010418F0ASJ,no,9,708633.0,0,0.0,0,0.0,708633.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N3225321C0008,no,2,705022.0,0,0.0,0,0.0,705022.0,100.0,0,0.0,0,0.0,PA,100.0,"CHESWICK, PA",100.0
N0010418F0JAT,no,4,704948.0,0,0.0,0,0.0,704948.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F0ASM,no,7,704236.0,0,0.0,0,0.0,704236.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N4523A22P0802,no,1,704122.47,0,0.0,0,0.0,704122.47,100.0,0,0.0,0,0.0,WA,100.0,"BREMERTON, WA",100.0
N0010424PXD00,no,1,700000.0,0,0.0,0,0.0,700000.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010421FAS00,no,5,699847.0,0,0.0,0,0.0,699847.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0042119F2105,no,1,699215.01,0,0.0,0,0.0,699215.01,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N0010425PJB43,no,1,698877.1,0,0.0,0,0.0,698877.1,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N6264925FQ206,no,2,696564.79,0,0.0,0,0.0,0,0.0,696564.79,100.0,0,0.0,,0.0,,0.0
N0016424FG004,no,1,694407.58,0,0.0,0,0.0,694407.58,100.0,0,0.0,0,0.0,IN,100.0,"CRANE, IN",100.0
N0017419F0247,no,9,692066.0,0,0.0,0,0.0,692066.0,100.0,0,0.0,0,0.0,MN,100.0,"MINNEAPOLIS, MN",100.0
N4008518F6152,no,2,689132.3,0,0.0,0,0.0,689132.3,100.0,0,0.0,0,0.0,NC,100.0,"CHERRY POINT, NC",100.0
N0010419FBH05,no,6,688566.0,0,0.0,0,0.0,688566.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0016724F0107,no,2,688082.97,0,0.0,0,0.0,688082.97,100.0,0,0.0,0,0.0,MN,100.0,"MINNEAPOLIS, MN",100.0
N4523A24P0003,no,3,687690.22,0,0.0,0,0.0,687690.22,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N6247019F4022,no,2,686868.0,0,0.0,0,0.0,686868.0,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N0010423FBH01,no,2,686598.0,0,0.0,0,0.0,686598.0,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N0010421PCF31,no,2,685483.9,0,0.0,0,0.0,685483.9,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0002419F4126,no,7,682030.0,0,0.0,0,0.0,682030.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N0010423FZU06,no,2,681715.48,0,0.0,0,0.0,681715.48,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010423FZU03,no,3,680642.94,0,0.0,0,0.0,680642.94,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N6600118F1531,no,1,678584.79,0,0.0,0,0.0,678584.79,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0042118F0578,no,3,677812.16,0,0.0,0,0.0,0,0.0,677812.16,100.0,0,0.0,,0.0,,0.0
M0026320F1153,no,1,677028.14,0,0.0,0,0.0,677028.14,100.0,0,0.0,0,0.0,CO,100.0,"COLORADO SPRINGS, CO",100.0
N0001922F2115,no,1,675193.5,0,0.0,0,0.0,675193.5,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0017321F2033,no,2,673392.0,0,0.0,0,0.0,673392.0,100.0,0,0.0,0,0.0,DC,100.0,"WASHINGTON, DC",100.0
N0001922F2524,no,2,672575.58,0,0.0,0,0.0,672575.58,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010422FBJ01,no,1,672500.0,0,0.0,0,0.0,672500.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N4033920CF009,no,10,672426.0,0,0.0,0,0.0,0,0.0,672426.0,100.0,0,0.0,,0.0,,0.0
N6600121F0490,no,1,668689.73,0,0.0,0,0.0,668689.73,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010423FZU05,no,1,668192.0,0,0.0,0,0.0,668192.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N4008523F4621,no,2,667805.0,0,0.0,0,0.0,667805.0,100.0,0,0.0,0,0.0,VA,100.0,"VIRGINIA BEACH, VA",100.0
N0010421PCE69,no,2,666900.0,0,0.0,0,0.0,666900.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F0ASQ,no,5,666259.0,0,0.0,0,0.0,666259.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0038323CB012,no,4,665027.0,0,0.0,0,0.0,665027.0,100.0,0,0.0,0,0.0,NC,100.0,"SHELBY, NC",100.0
N6600119P7070,no,2,664720.0,0,0.0,0,0.0,664720.0,100.0,0,0.0,0,0.0,MD,100.0,"FORT GEORGE G MEADE, MD",100.0
N0010422FAS09,no,3,663557.0,0,0.0,0,0.0,663557.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N4425523F4526,no,1,662918.19,0,0.0,0,0.0,662918.19,100.0,0,0.0,0,0.0,WA,100.0,"SILVERDALE, WA",100.0
N0040623C0019,no,2,659431.08,0,0.0,0,0.0,0,0.0,659431.08,100.0,0,0.0,,0.0,,0.0
N6274225F4005,no,1,655842.73,0,0.0,0,0.0,655842.73,100.0,0,0.0,0,0.0,GU,100.0,"DEDEDO, GU",100.0
N0010421FBJ02,no,1,655500.0,0,0.0,0,0.0,655500.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0010421FBJ08,no,1,655500.0,0,0.0,0,0.0,655500.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0010418F0ASK,no,6,655481.0,0,0.0,0,0.0,655481.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0001920C0017,no,2,653760.0,0,0.0,0,0.0,653760.0,100.0,0,0.0,0,0.0,OH,100.0,"BEAVERCREEK, OH",100.0
N3225319C0003,no,11,653638.0,0,0.0,0,0.0,653638.0,100.0,0,0.0,0,0.0,PA,100.0,"CHESWICK, PA",100.0
N5702324F0016,no,3,650710.88,0,0.0,0,0.0,650710.88,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N0038323FZ52F,no,2,649168.94,0,0.0,0,0.0,649168.94,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010418F0ASR,no,5,645880.0,0,0.0,0,0.0,645880.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010418F0JAU,no,1,645674.0,0,0.0,0,0.0,645674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F0JAX,no,2,645674.0,0,0.0,0,0.0,645674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F0JAY,no,2,645674.0,0,0.0,0,0.0,645674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F1JAK,no,1,645674.0,0,0.0,0,0.0,645674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F1JAQ,no,2,645674.0,0,0.0,0,0.0,645674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F1JAR,no,1,645674.0,0,0.0,0,0.0,645674.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
0027,no,13,644037.08,0,0.0,0,0.0,644037.08,100.0,0,0.0,0,0.0,PA,183.83,"CRUM LYNNE, PA",183.83
N0002418C4101,no,3,641811.41,0,0.0,0,0.0,641811.41,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0038318FEJ01,no,3,636909.75,0,0.0,0,0.0,0,0.0,636909.75,100.0,0,0.0,,0.0,,0.0
N6230619F0090,no,1,633987.32,0,0.0,0,0.0,633987.32,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N6600121F0407,no,1,633299.54,0,0.0,0,0.0,633299.54,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N4019224F4127,no,1,633019.0,0,0.0,0,0.0,0,0.0,633019.0,100.0,0,0.0,,0.0,,0.0
N0010421FAS07,no,3,631466.0,0,0.0,0,0.0,631466.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N6247024F4125,no,1,631204.93,0,0.0,0,0.0,631204.93,100.0,0,0.0,0,0.0,WA,100.0,"SILVERDALE, WA",100.0
N0017419F0322,no,3,627239.0,0,0.0,0,0.0,627239.0,100.0,0,0.0,0,0.0,MN,100.0,"MINNEAPOLIS, MN",100.0
N4425525F0215,no,1,626825.0,0,0.0,0,0.0,626825.0,100.0,0,0.0,0,0.0,WA,100.0,"SILVERDALE, WA",100.0
N0038318FEJ03,no,2,625971.0,0,0.0,0,0.0,0,0.0,625971.0,100.0,0,0.0,,0.0,,0.0
N0010418CF021,no,1,624908.0,0,0.0,0,0.0,624908.0,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N0010419FBH06,no,1,624908.0,0,0.0,0,0.0,624908.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0010419FBH08,no,3,624908.0,0,0.0,0,0.0,624908.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0002420F8519,no,1,624000.0,0,0.0,0,0.0,624000.0,100.0,0,0.0,0,0.0,PA,100.0,"UNIVERSITY PARK, PA",100.0
N0010422PCA57,no,3,622490.51,0,0.0,0,0.0,622490.51,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N6523624F0261,no,1,622267.55,0,0.0,0,0.0,622267.55,100.0,0,0.0,0,0.0,VA,100.0,"PORTSMOUTH, VA",100.0
N0038318FEJ02,no,2,617799.0,0,0.0,0,0.0,0,0.0,617799.0,100.0,0,0.0,,0.0,,0.0
N6833521F0332,no,2,616900.0,0,0.0,0,0.0,616900.0,100.0,0,0.0,0,0.0,OR,100.0,"BEND, OR",100.0
N0010418FJA08,no,3,614124.06,0,0.0,0,0.0,614124.06,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010420PEC75,no,4,613392.0,0,0.0,0,0.0,613392.0,100.0,0,0.0,0,0.0,OH,100.0,"BRECKSVILLE, OH",100.0
N4523A18P1494,no,2,613031.72,0,0.0,0,0.0,613031.72,100.0,0,0.0,0,0.0,GU,100.0,"SANTA RITA, GU",100.0
N6523618F0780,no,1,610840.0,0,0.0,0,0.0,610840.0,100.0,0,0.0,0,0.0,LA,100.0,"NEW ORLEANS, LA",100.0
N3220525P2163,no,1,610421.0,0,0.0,0,0.0,610421.0,100.0,0,0.0,0,0.0,VA,100.0,"NORFOLK, VA",100.0
N6600124F0467,no,1,609237.36,0,0.0,0,0.0,609237.36,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010423PLA62,no,3,609000.0,0,0.0,0,0.0,609000.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0040619P0043,no,4,608499.0,0,0.0,0,0.0,0,0.0,608499.0,100.0,0,0.0,,0.0,,0.0
N5005424P0170,no,1,608197.86,0,0.0,0,0.0,608197.86,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N0010423FBH02,no,1,607986.0,0,0.0,0,0.0,607986.0,100.0,0,0.0,0,0.0,CA,100.0,"CHULA VISTA, CA",100.0
N0010418F0AS9,no,6,607885.0,0,0.0,0,0.0,607885.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N4033919CF006,no,4,607571.0,0,0.0,0,0.0,0,0.0,607571.0,100.0,0,0.0,,0.0,,0.0
N0002418C6258,no,2,607385.0,0,0.0,0,0.0,607385.0,100.0,0,0.0,0,0.0,VA,100.0,"MANASSAS, VA",100.0
M6785424F4950,no,1,606789.0,0,0.0,0,0.0,606789.0,100.0,0,0.0,0,0.0,MD,100.0,"HANOVER, MD",100.0
N4019225F0046,no,1,605791.68,0,0.0,0,0.0,605791.68,100.0,0,0.0,0,0.0,GU,100.0,"YIGO, GU",100.0
0019,no,6,605469.0,15000.0,2.48,0,0.0,590469.0,97.52,0,0.0,0,0.0,PA,50.15,"BETHLEHEM, PA",50.15
N6600125F0406,no,1,603924.35,0,0.0,0,0.0,603924.35,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010420PDC47,no,7,603661.0,0,0.0,0,0.0,603661.0,100.0,0,0.0,0,0.0,KY,100.0,"LOUISVILLE, KY",100.0
N4008424F4711,no,4,602498.2,0,0.0,0,0.0,0,0.0,602498.2,100.0,0,0.0,,0.0,,0.0
N6523619F0260,no,1,602006.5,0,0.0,0,0.0,602006.5,100.0,0,0.0,0,0.0,SC,100.0,"NORTH CHARLESTON, SC",100.0
N0001923F0170,no,1,599736.0,0,0.0,0,0.0,599736.0,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0038323CB014,no,4,599056.0,0,0.0,0,0.0,599056.0,100.0,0,0.0,0,0.0,NC,100.0,"SHELBY, NC",100.0
N6660425FC849,no,3,599000.0,0,0.0,0,0.0,599000.0,100.0,0,0.0,0,0.0,FL,100.0,"RIVIERA BEACH, FL",100.0
N6600125F0367,no,1,598284.71,0,0.0,0,0.0,598284.71,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N0010425FZU01,no,2,597756.0,0,0.0,0,0.0,597756.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
M0068125F0244,no,2,597005.0,0,0.0,0,0.0,597005.0,100.0,0,0.0,0,0.0,CA,100.0,"CAMP PENDLETON, CA",100.0
N6833524C0492,no,3,596904.12,0,0.0,0,0.0,596904.12,100.0,0,0.0,0,0.0,VA,100.0,"ARLINGTON, VA",100.0
N0010422PCD64,no,1,596869.0,0,0.0,0,0.0,596869.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010423FZU09,no,1,596869.0,0,0.0,0,0.0,596869.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N4008523F4856,no,3,596816.47,0,0.0,0,0.0,596816.47,100.0,0,0.0,0,0.0,NC,100.0,"CHERRY POINT, NC",100.0
N4425525F0081,no,1,596052.0,0,0.0,0,0.0,596052.0,100.0,0,0.0,0,0.0,WA,100.0,"BREMERTON, WA",100.0
N0010425PFA26,no,1,595188.0,0,0.0,0,0.0,595188.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N6833525F0188,no,3,594164.52,0,0.0,0,0.0,594164.52,100.0,0,0.0,0,0.0,PA,100.0,"UPPER CHICHESTER, PA",100.0
N6247024F4054,no,1,589979.0,0,0.0,0,0.0,589979.0,100.0,0,0.0,0,0.0,VA,100.0,"ALEXANDRIA, VA",100.0
N4425525F0007,no,2,589178.75,0,0.0,0,0.0,589178.75,100.0,0,0.0,0,0.0,WA,100.0,"BREMERTON, WA",100.0
N0002422F8523,no,1,588000.0,0,0.0,0,0.0,588000.0,100.0,0,0.0,0,0.0,TX,100.0,"AUSTIN, TX",100.0
N0002418F8202,no,2,587500.0,0,0.0,0,0.0,587500.0,100.0,0,0.0,0,0.0,MD,100.0,"LAUREL, MD",100.0
M0068124F0022,no,3,586920.95,0,0.0,0,0.0,586920.95,100.0,0,0.0,0,0.0,CA,100.0,"SAN DIEGO, CA",100.0
N4008024F5074,no,1,586402.0,0,0.0,0,0.0,586402.0,100.0,0,0.0,0,0.0,VA,100.0,"QUANTICO, VA",100.0
N0010419FAS04,no,2,585193.0,0,0.0,0,0.0,585193.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0001907C0060,no,1,584757.09,0,0.0,0,0.0,584757.09,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N6449821F5024,no,3,584436.0,0,0.0,0,0.0,584436.0,100.0,0,0.0,0,0.0,VA,100.0,"CHESAPEAKE, VA",100.0
N6833524F0181,no,3,581592.69,0,0.0,0,0.0,581592.69,100.0,0,0.0,0,0.0,PA,100.0,"UPPER CHICHESTER, PA",100.0
N0038325FZ504,no,3,579796.5,0,0.0,0,0.0,579796.5,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N0010418F0JA5,no,2,579400.0,0,0.0,0,0.0,579400.0,100.0,0,0.0,0,0.0,MA,100.0,"WALPOLE, MA",100.0
N0010418F0ASE,no,4,579367.0,0,0.0,0,0.0,579367.0,100.0,0,0.0,0,0.0,PA,100.0,"BETHLEHEM, PA",100.0
N0010425FVH02,no,3,578452.27,0,0.0,0,0.0,578452.27,100.0,0,0.0,0,0.0,MN,100.0,"MINNEAPOLIS, MN",100.0
N0001922F1219,no,2,578350.84,0,0.0,0,0.0,578350.84,100.0,0,0.0,0,0.0,IN,100.0,"INDIANAPOLIS, IN",100.0
N6833521F0277,no,1,578000.0,0,0.0,0,0.0,578000.0,100.0,0,0.0,0,0.0,AL,100.0,"WARRIOR, AL",100.0
N4019225F0134,no,1,576039.7,0,0.0,0,0.0,576039.7,100.0,0,0.0,0,0.0,GU,100.0,"SANTA RITA, GU",100.0
