program,work_type,vendor_uei,vendor_name,basis,n_awards_fy22_25,dollars_fy22_25_$M,n_awards_all,dollars_all_$M,first_award_date,first_award_fy,last_award_date,is_new_entrant_fy22_25,also_active_other_program,median_interaward_days,max_gap_days,exited_flag,n_piids,piids
submarines,unbucketed,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",residual,1,0.333,7,0.711,2019-06-07,2019,2021-11-18,False,False,122,549,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",residual,3,0.329,36,2.239,2016-08-24,2016,2025-01-23,False,False,108,1043,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,ZPZMCRH2JSA3,"EZEFLOW USA, INC.",residual,9,0.32,42,2.95,2017-06-23,2017,2024-10-17,False,False,41.0,472,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,YLQMY5SGNE55,3M COMPANY,residual,4,0.32,7,0.449,2017-11-01,2018,2023-06-28,False,False,182.0,1231,True,3,N0002412C2115;N0002417C2117;N0002421C4106
submarines,unbucketed,GHH5AMJ8C896,PULSAFEEDER INC,residual,3,0.315,3,0.315,2022-05-20,2022,2024-04-15,True,False,348.0,536,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",residual,1,0.312,4,0.566,2016-02-22,2016,2023-07-18,False,False,1351.5,1723,True,2,N0002413C2128;N0002417C2117
submarines,unbucketed,N8DAXK7KXKM8,"MISTRAS GROUP, INC.",residual,1,0.312,1,0.312,2023-07-18,2023,2023-07-18,True,False,,,False,1,N0002417C2117
submarines,unbucketed,JM2GNDJLDWL5,ADVEX CORPORATION,residual,2,0.31,2,0.31,2024-04-26,2024,2024-04-26,True,False,,,True,1,N0002417C2117
submarines,unbucketed,HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",residual,3,0.308,3,0.308,2022-06-09,2022,2024-04-15,True,False,338.0,474,True,1,N0002417C2100
submarines,unbucketed,U83NQK7LLLM6,"ONE ROCK CAPITAL PARTNERS, LLC",residual,4,0.308,7,0.493,2021-05-14,2021,2022-03-08,False,False,19.0,190,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,residual,4,0.306,8,0.475,2018-05-01,2018,2022-02-24,False,False,40.0,1185,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",residual,6,0.302,6,0.302,2021-11-22,2022,2024-07-24,True,False,37,529,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,residual,1,0.3,3,0.359,2018-02-23,2018,2021-11-08,False,True,677.0,1287,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,KHN9PQ6VZ756,MIDSTATE INDUSTRIAL SUPPLY INC,residual,4,0.292,4,0.292,2022-05-03,2022,2025-03-07,True,False,462,485,False,1,N0002421C4106
submarines,unbucketed,YFAKM74HKAT9,"RZ DESIGN ASSOCIATES, INC",residual,2,0.289,2,0.289,2023-06-21,2023,2024-02-29,True,False,253,253,True,1,N0002417C2117
submarines,unbucketed,S9HRDMLBL795,"PULSCO, INC.",residual,1,0.284,1,0.284,2024-08-28,2024,2024-08-28,True,False,,,False,1,N0002417C2100
submarines,unbucketed,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC.,residual,3,0.28,9,0.549,2017-05-12,2017,2024-05-30,False,False,120,966,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,SCEEGJW7XZE5,KAMAN CORPORATION,residual,5,0.279,39,0.886,2016-09-12,2016,2024-10-11,False,False,126,478,False,4,N0002412C2115;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,EG67WFES7DT3,OMEGA ENGINEERING INC,residual,5,0.277,5,0.277,2022-04-14,2022,2024-11-01,True,False,318,456,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,residual,7,0.277,11,0.481,2018-07-16,2018,2024-09-27,False,False,172.5,1219,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,RG3VUTDYFNF8,FLUIDYNE CORP,residual,5,0.276,15,1.058,2018-03-09,2018,2025-01-17,False,False,138,709,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,YWX1QLBKSQD7,"PRC DESOTO INTERNATIONAL, INC.",residual,1,0.274,2,0.28,2021-08-27,2021,2023-11-06,False,False,801,801,True,2,N0002416C2111;N0002417C2100
submarines,unbucketed,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",residual,21,0.273,37,0.938,2019-02-20,2019,2025-04-17,False,False,49,285,False,4,N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,DKLBZLX4D674,"L&C PROTEC, INC.",residual,1,0.273,1,0.273,2023-02-07,2023,2023-02-07,True,False,,,False,1,N0002417C2100
submarines,unbucketed,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",residual,2,0.271,2,0.271,2023-01-05,2023,2025-01-22,True,False,748,748,False,1,N0002417C2117
submarines,unbucketed,EWDVBA6GPR39,PAVION CORP.,residual,1,0.27,1,0.27,2024-10-16,2025,2024-10-16,True,False,,,False,1,N0002417C2117
submarines,unbucketed,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,residual,1,0.267,6,1.215,2017-11-27,2018,2023-04-20,False,False,378.5,1093,True,3,N0002412C2115;N0002413C2128;N0002417C2100
submarines,unbucketed,WYN3NM142HF3,"LEE COMPANY, THE",residual,4,0.264,6,0.645,2019-05-24,2019,2024-08-09,False,False,138.0,1571,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",residual,4,0.255,16,3.078,2016-07-26,2016,2025-08-15,False,True,203,1153,False,3,N0002412C2115;N0002417C2100;N0002424C2110
submarines,unbucketed,SE6NBH1ZRQN5,VETERANS' GROUP LLC,residual,1,0.253,7,1.739,2018-05-24,2018,2021-11-24,False,False,315.5,467,True,2,N0002416C2111;N0002417C2100
submarines,unbucketed,K2JGXQQ8HLE5,COMPONENTS CORPORATION OF AMERICA,residual,2,0.252,5,0.481,2016-10-26,2017,2025-01-03,False,False,837.0,1163,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,WVERJSJEZ4U8,LABORATORY TESTING INC,residual,1,0.251,3,0.31,2016-07-25,2016,2023-04-11,False,False,2451,2451,True,2,N0002413C2128;N0002417C2117
submarines,unbucketed,DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",residual,1,0.249,1,0.249,2024-09-05,2024,2024-09-05,True,False,,,False,1,N0002417C2117
submarines,unbucketed,WP2JLJEJXSN7,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,residual,2,0.249,2,0.249,2024-11-08,2025,2024-11-08,True,False,,,False,1,N0002417C2117
submarines,unbucketed,LZP6L339NKZ9,MARINE POLYMERS INC,residual,1,0.246,9,1.641,2016-07-25,2016,2023-06-30,False,False,108.5,1056,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",residual,1,0.245,3,0.612,2017-04-04,2017,2024-09-23,False,False,1364.5,2642,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,residual,3,0.244,12,1.256,2016-11-07,2017,2022-01-27,False,False,53.5,1400,True,2,N0002413C2128;N0002417C2117
submarines,unbucketed,NKUARJG8E2E8,ROSCID TECHNOLOGIES,residual,1,0.229,4,0.882,2017-03-06,2017,2023-11-13,False,False,575,1540,True,2,N0002413C2128;N0002417C2117
submarines,unbucketed,RANZTST3FQU3,SID TOOL CO INC,residual,3,0.229,3,0.229,2023-01-25,2023,2023-06-05,True,False,65.5,84,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,Z7NHE6ADMH29,NIANTIC SEAL INC,residual,4,0.225,4,0.225,2022-10-28,2023,2025-05-15,True,False,217,683,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,LP68L55MKK16,"AIRGAS USA, LLC",residual,4,0.225,4,0.225,2022-08-03,2022,2024-07-25,True,False,177,420,False,1,N0002417C2117
submarines,unbucketed,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,residual,2,0.223,2,0.223,2024-11-15,2025,2024-11-15,True,True,,,False,1,N0002417C2117
submarines,unbucketed,KQP8TDGEJBK3,"NEST PARENT, INC.",residual,1,0.222,3,0.314,2017-11-15,2018,2022-02-25,False,False,781.5,1355,True,1,N0002417C2117
submarines,unbucketed,UE9ZP9KJKQ67,AMERICAN TOOL COMPANY,residual,1,0.218,1,0.218,2025-02-07,2025,2025-02-07,True,False,,,False,1,N0002421C4111
submarines,unbucketed,MK6AGEN4XM53,"POWERSTATION, LLC",residual,2,0.217,4,0.635,2018-11-05,2019,2023-09-15,False,False,887.5,1571,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,NYPLGL4BKTS7,ESI ACQUISITION CORP,registry,2,0.216,2,0.216,2022-03-30,2022,2023-07-12,True,True,469,469,True,1,N0002417C2117
submarines,unbucketed,Z7AEB4WP45P3,ITT INC,residual,3,0.214,3,0.214,2022-04-26,2022,2023-03-06,True,False,157.0,241,True,1,N0002417C2100
submarines,unbucketed,CMPLJR3G8K76,FOLEY INC,residual,1,0.209,1,0.209,2024-06-03,2024,2024-06-03,True,False,,,False,1,N0002417C2117
submarines,unbucketed,H2X6CQSJHQL4,WESTERN BRONZE INC,residual,2,0.208,2,0.208,2023-12-19,2024,2024-04-18,True,False,121,121,True,1,N0002417C2117
submarines,unbucketed,Y884HM6MN5F4,"ADA CORE TECHNOLOGIES, INC.",residual,1,0.207,1,0.207,2024-07-10,2024,2024-07-10,True,False,,,False,1,N0002417C2117
submarines,unbucketed,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,residual,3,0.202,7,0.354,2017-03-24,2017,2024-08-19,False,True,443.5,885,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,UGQ9ZMC59WA6,"CABLEWORKS, INC.",residual,3,0.201,4,0.346,2017-08-18,2017,2024-10-23,False,False,561,1757,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,residual,3,0.199,16,4.615,2016-02-12,2016,2022-01-26,False,False,59.0,630,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,CWU4C613AB25,THE AIRFLO INSTRUMENT COMPANY,residual,2,0.196,2,0.196,2022-02-02,2022,2024-10-04,True,False,975,975,False,1,N0002417C2100
submarines,unbucketed,F6JXYKQB4QL6,H.C. STARCK,residual,1,0.196,1,0.196,2023-12-01,2024,2023-12-01,True,False,,,False,1,N0002417C2100
submarines,unbucketed,F37ARTBC9UU6,SUPERBOLT INC,residual,1,0.195,1,0.195,2022-11-23,2023,2022-11-23,True,False,,,False,1,N0002417C2117
submarines,unbucketed,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",residual,3,0.192,21,0.911,2016-04-12,2016,2021-12-23,False,False,59,925,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,MME9X24LUXP1,"ACROMAG, INCORPORATED",residual,3,0.192,21,1.103,2016-10-25,2017,2024-04-15,False,False,85.0,498,True,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,QPFMBXNMQM85,"AEROTEK AFFILIATED SERVICES, INC.",residual,1,0.191,1,0.191,2023-04-25,2023,2023-04-25,True,False,,,False,1,N0002417C2117
submarines,unbucketed,UPMWNA8Y25L1,"GEODETIC SERVICES, INC",residual,2,0.188,11,0.59,2016-02-15,2016,2023-09-27,False,False,199.0,1548,True,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,TSJLBQWEYD73,CUSTOM MAGNETICS OF CALIFORNIA INC,residual,1,0.185,2,0.311,2021-05-28,2021,2023-01-27,False,False,609,609,True,1,N0002417C2117
submarines,unbucketed,NYWQLNAXE9G4,"ISLAND HOSE & SEALS, INC.",residual,1,0.183,2,0.227,2019-06-07,2019,2022-10-27,False,False,1238,1238,True,1,N0002417C2100
submarines,unbucketed,Z7K8HUMNCZ22,TRIPLE CROWN CONSULTING LLC,residual,2,0.183,2,0.183,2023-02-09,2023,2023-07-24,True,False,165,165,True,1,N0002417C2117
submarines,unbucketed,FKEYGBAYJLH3,"MERCURY SYSTEMS, INC.",residual,1,0.181,1,0.181,2022-03-23,2022,2022-03-23,True,False,,,False,1,N0002417C2100
submarines,unbucketed,DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,residual,3,0.18,3,0.18,2023-03-29,2023,2023-07-27,True,False,120,120,True,1,N0002417C2100
submarines,unbucketed,UJJWGFAEB7S8,JANUS ENGINEERING AMERICAS CORPORATION,residual,1,0.179,1,0.179,2023-12-06,2024,2023-12-06,True,False,,,False,1,N0002421C4106
submarines,unbucketed,UUWJVAA5CK71,INSULATED WIRE INC.,residual,3,0.177,8,0.834,2016-07-11,2016,2024-04-15,False,False,406,867,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",residual,1,0.175,1,0.175,2022-03-29,2022,2022-03-29,True,False,,,False,1,N0002417C2100
submarines,unbucketed,PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",residual,5,0.174,5,0.174,2022-03-30,2022,2024-05-29,True,False,146.5,449,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",residual,3,0.166,3,0.166,2021-12-09,2022,2024-10-11,True,False,518.5,848,False,1,N0002417C2117
submarines,unbucketed,JL9NMM3YALQ5,"TAD PGS, INC.",residual,1,0.165,1,0.165,2023-02-03,2023,2023-02-03,True,False,,,False,1,N0002417C2117
submarines,unbucketed,HW3GLNH2M767,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,residual,1,0.164,1,0.164,2024-04-18,2024,2024-04-18,True,False,,,False,1,N0002417C2117
submarines,unbucketed,RLYHS582JDW8,SCHLUMBERGER TECHNOLOGY CORPORATION,residual,2,0.162,5,0.269,2017-04-10,2017,2021-12-08,False,False,291.0,1115,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,Y32LYMHRGTL8,APPLIED PRODUCTS INC,residual,2,0.161,2,0.161,2023-02-21,2023,2023-02-21,True,False,,,True,1,N0002417C2100
submarines,unbucketed,KBBCEKMXULK7,MEASUREMENT SYSTEMS INC,residual,2,0.158,2,0.158,2023-01-16,2023,2024-08-06,True,False,568,568,False,1,N0002417C2117
submarines,unbucketed,EZGFXRCDNAZ1,GENERAL STANDARDS CORP,residual,1,0.152,1,0.152,2024-09-04,2024,2024-09-04,True,False,,,False,1,N0002417C2117
submarines,unbucketed,FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",residual,1,0.15,1,0.15,2022-04-27,2022,2022-04-27,True,False,,,False,1,N0002417C2117
submarines,unbucketed,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,residual,2,0.146,8,0.663,2017-01-30,2017,2024-04-15,False,False,490.0,729,True,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,JC42EBJ5NFJ1,RAYTHEON TECHNOLOGIES CORPORATION,residual,1,0.143,2,0.858,2021-07-07,2021,2021-12-13,False,False,159,159,True,1,N0002417C2117
submarines,unbucketed,PRKVJMMJYJM3,WILLIFORD PLASTICS INC,residual,1,0.141,1,0.141,2024-10-15,2025,2024-10-15,True,False,,,False,1,N0002417C2100
submarines,unbucketed,L6V2CGVQP844,RDF CORPORATION,residual,2,0.139,3,0.186,2016-08-17,2016,2024-04-19,False,False,1401.0,2501,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,CY77FBY3EQM4,KEEN COMPRESSED GAS CO.,residual,2,0.139,2,0.139,2024-11-13,2025,2024-11-13,True,False,,,False,1,N0002417C2117
submarines,unbucketed,YVBHN7GKLQ44,"GLENAIR, INC.",residual,3,0.138,46,5.071,2016-12-02,2017,2025-08-11,False,True,56,993,False,5,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,unbucketed,NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,residual,1,0.138,1,0.138,2024-04-18,2024,2024-04-18,True,False,,,False,1,N0002417C2100
submarines,unbucketed,FFKCVFLHNTE7,WARTSILA OYJ ABP,residual,1,0.138,1,0.138,2021-11-18,2022,2021-11-18,True,False,,,False,1,N0002417C2100
submarines,unbucketed,MUD4KL77FK98,TURNBULL LLC,residual,2,0.138,2,0.138,2024-11-12,2025,2024-11-12,True,False,,,False,1,N0002417C2117
submarines,unbucketed,KTK2F491J6A8,"SHAFT CURRENT SOLUTIONS, INC.",residual,2,0.137,2,0.137,2024-11-22,2025,2024-11-22,True,False,,,False,1,N0002417C2117
submarines,unbucketed,WF99GAJKQAL5,NTS LABS LLC,residual,12,0.134,13,0.136,2021-01-27,2021,2024-10-28,False,False,113,394,False,2,N0002416C2111;N0002417C2117
submarines,unbucketed,EA52ZMBH4YG7,BEK INC,residual,2,0.134,2,0.134,2022-05-12,2022,2025-05-27,True,False,1111,1111,False,2,N0002417C2117;N0002424C2110
submarines,unbucketed,W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",residual,1,0.133,2,0.174,2019-02-18,2019,2022-04-22,False,False,1159,1159,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,residual,4,0.132,22,0.892,2017-07-27,2017,2023-04-04,False,False,155.5,526,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,ECVNHKM2CLS9,"PICKERING INTERFACES, INC",residual,2,0.132,2,0.132,2022-05-05,2022,2023-12-11,True,False,585,585,True,1,N0002417C2117
submarines,unbucketed,NBMDBMMXJLR5,"KEYSIGHT TECHNOLOGIES, INC.",residual,1,0.132,1,0.132,2021-11-17,2022,2021-11-17,True,False,,,False,1,N0002417C2117
submarines,unbucketed,DBQGN324ULK3,"W.W. GRAINGER, INC.",residual,4,0.131,4,0.131,2023-01-20,2023,2024-08-23,True,True,230,280,False,1,N0002417C2117
submarines,unbucketed,Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",residual,3,0.129,4,0.156,2021-04-22,2021,2024-06-25,False,False,264,656,False,2,N0002417C2100;N0002417C2117
submarines,unbucketed,RYVANEDADBK3,"METALTEK INTERNATIONAL, INC.",residual,4,0.129,4,0.129,2023-09-27,2023,2024-08-30,True,False,23,314,False,1,N0002417C2117
submarines,unbucketed,FNQARYRJJEL5,COSPOLICH INC.,residual,2,0.128,2,0.128,2023-04-11,2023,2023-04-13,True,True,2,2,True,1,N0002417C2117
submarines,unbucketed,JLUZRMMLKQ47,"WODIN, INC.",residual,1,0.127,2,0.157,2019-10-17,2020,2021-12-08,False,False,783,783,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",residual,2,0.124,2,0.124,2022-11-23,2023,2024-04-02,True,False,496,496,True,1,N0002417C2100
submarines,unbucketed,K8W2J2DS9FN1,"SYNOPSYS, INC.",residual,3,0.124,4,0.174,2020-01-14,2020,2023-12-07,False,False,365,744,True,1,N0002417C2117
submarines,unbucketed,GAJ1F3WQCWY5,THE SHERWIN-WILLIAMS COMPANY,residual,2,0.122,9,0.104,2018-11-08,2019,2025-04-01,False,False,640.0,923,False,4,N0002416C2111;N0002417C2100;N0002417C2117;N0002421C4106
submarines,unbucketed,PD3NKE727DN9,"TRI-LANE EQUIPMENT RENTALS, INC.",residual,4,0.122,4,0.122,2021-11-08,2022,2022-06-22,True,False,113.0,115,True,1,N0002417C2100
submarines,unbucketed,KAFVDV3C5BN1,"321GANG, LLC",residual,3,0.122,4,0.152,2019-12-18,2020,2022-11-09,False,False,286,728,True,1,N0002417C2117
submarines,unbucketed,R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,residual,1,0.119,1,0.119,2022-12-16,2023,2022-12-16,True,False,,,False,1,N0002417C2117
submarines,unbucketed,LR8MS4H7N2U5,AUTOMATED PRECISION INC.,residual,1,0.119,1,0.119,2021-12-22,2022,2021-12-22,True,False,,,False,1,N0002417C2117
submarines,unbucketed,LTJZX6G2X7Z1,ASPEQ HEATING GROUP LLC,residual,3,0.116,3,0.116,2022-11-18,2023,2024-04-12,True,False,511,511,True,2,N0002417C2100;N0002417C2117
submarines,unbucketed,EH4ZYJ5CMLP9,MAINE TECHNICAL SOURCE,residual,1,0.115,1,0.115,2022-03-11,2022,2022-03-11,True,False,,,False,1,N0002417C2117
submarines,unbucketed,XWWGV5ZMALW1,CHROMALOX INC,residual,1,0.114,1,0.114,2022-11-23,2023,2022-11-23,True,False,,,False,1,N0002417C2100
submarines,unbucketed,E6H2BBJ1LD19,FORD & ULRICH INC,residual,1,0.11,1,0.11,2022-12-09,2023,2022-12-09,True,False,,,False,1,N0002417C2117
submarines,unbucketed,E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",residual,1,0.11,1,0.11,2023-05-24,2023,2023-05-24,True,False,,,False,1,N0002417C2117
submarines,unbucketed,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",residual,3,0.105,5,0.208,2016-02-10,2016,2023-01-10,False,False,867,1311,True,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,FCYFZ4P8ZGV6,"K M L ARCHITECTS, LLC",residual,2,0.103,2,0.103,2023-12-13,2024,2023-12-13,True,False,,,True,1,N0002417C2117
submarines,unbucketed,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",residual,4,0.101,15,0.211,2016-05-13,2016,2023-12-18,False,False,404.5,1063,True,4,N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,MXALQCAPGHJ8,"AMET, INC.",residual,1,0.1,1,0.1,2023-06-30,2023,2023-06-30,True,False,,,False,1,N0002417C2117
submarines,unbucketed,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,residual,1,0.097,13,1.621,2017-08-02,2017,2021-10-12,False,False,204,419,True,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,TF2HVUYPRMV1,"CHASE SUPPLY, INC.",residual,3,0.096,3,0.096,2021-12-06,2022,2023-04-19,True,False,499,499,True,1,N0002417C2100
submarines,unbucketed,M6CTHGC91RG4,"MARTINEZ AND TUREK, INC.",residual,1,0.095,3,0.17,2018-05-09,2018,2022-10-21,False,False,1626,1626,True,1,N0002417C2117
submarines,unbucketed,KDP5XKKJCWT6,YOKOGAWA CORP OF AMERICA,residual,1,0.094,1,0.094,2024-09-13,2024,2024-09-13,True,False,,,False,1,N0002417C2117
submarines,unbucketed,TCSFXP5TD5P6,"BLOWERS, LLC",residual,1,0.093,2,0.219,2017-09-06,2017,2024-08-07,False,False,2527,2527,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,KPFHQNYN8R54,"PACKAGE ONE INDUSTRIES, LLC",residual,2,0.093,3,0.165,2021-06-25,2021,2022-02-22,False,False,121.0,174,True,1,N0002417C2100
submarines,unbucketed,N5RJW5NX32Y1,W R SYSTEMS LTD.,residual,2,0.092,2,0.092,2024-03-27,2024,2024-10-04,True,True,191,191,False,1,N0002417C2117
submarines,unbucketed,MAKYNVTMNZX1,TRAC REGULATORS INC,residual,1,0.091,3,0.348,2019-08-26,2019,2025-06-18,False,True,1061.5,1524,False,2,N0002417C2100;N0002424C2110
submarines,unbucketed,JK5BGM73XQ58,FEOLE TECHNOLOGIES INC,residual,2,0.091,2,0.091,2021-12-09,2022,2022-02-24,True,False,77,77,True,1,N0002417C2117
submarines,unbucketed,PX7XVJDX7TZ7,VICOR CORPORATION,residual,1,0.089,2,0.202,2017-08-29,2017,2022-06-29,False,False,1765,1765,True,2,N0002413C2128;N0002417C2117
submarines,unbucketed,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",residual,1,0.088,3,0.217,2018-09-26,2018,2023-06-22,False,False,865.0,937,True,2,N0002412C2115;N0002417C2100
submarines,unbucketed,CMTLME2MH6F4,SPIRAX-SARCO ENGINEERING PLC,residual,1,0.087,1,0.087,2021-11-29,2022,2021-11-29,True,False,,,False,1,N0002417C2100
submarines,unbucketed,MKG5CAN2J8S7,"SAMTAN ENGINEERING, LLC",residual,2,0.087,2,0.087,2022-04-11,2022,2022-05-05,True,False,24,24,True,1,N0002417C2100
submarines,unbucketed,J1PMKPB4HNN5,LEARN,residual,1,0.085,1,0.085,2024-04-16,2024,2024-04-16,True,False,,,False,1,N0002417C2117
submarines,unbucketed,HYWRB7XDFNE9,"TECHSPEC, INC.",residual,1,0.084,1,0.084,2022-06-15,2022,2022-06-15,True,False,,,False,1,N0002417C2100
submarines,unbucketed,P3NZJN8NQSB3,FORTUNE METAL FINISHING CORPORATION,residual,1,0.084,2,0.15,2021-09-24,2021,2022-10-25,False,False,396,396,True,1,N0002417C2100
submarines,unbucketed,HJ7KCZ68G3N3,HAMPTON RUBBER COMPANY,residual,1,0.084,1,0.084,2024-09-20,2024,2024-09-20,True,False,,,False,1,N0002417C2117
submarines,unbucketed,E8QBZAUN1UL3,PALMER HOLLAND INC,residual,1,0.083,1,0.083,2024-07-10,2024,2024-07-10,True,False,,,False,1,N0002421C4106
submarines,unbucketed,GMBZL1B9YMW9,A W GIFFORD INC,residual,3,0.082,7,0.286,2019-09-13,2019,2021-11-02,False,False,186,532,True,1,N0002417C2100
submarines,unbucketed,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,residual,1,0.081,10,1.955,2016-08-18,2016,2022-06-30,False,False,196.5,902,True,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,NAA7LGTT6WA4,"TRANSCAT, INC.",residual,1,0.08,1,0.08,2024-09-27,2024,2024-09-27,True,False,,,False,1,N0002417C2117
submarines,unbucketed,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",residual,2,0.077,7,0.229,2017-06-23,2017,2024-09-18,False,False,182,1246,False,2,N0002412C2115;N0002417C2100
