program,vendor_uei,vendor_name,work_type,biw_dollars_fy22_25_$M,biw_n_awards_fy22_25,biw_first_award,ingalls_dollars_fy22_25_$M,ingalls_n_awards_fy22_25,ingalls_first_award,virginia_dollars_fy22_25_$M,virginia_n_awards_fy22_25,virginia_first_award,columbia_dollars_fy22_25_$M,columbia_n_awards_fy22_25,columbia_first_award,cut_profile
submarines,L2ULF82VDLU5,AZON DESIGN INTERNATIONAL,unbucketed,,,,,,,0.0,0,,0.0,0,2017-01-12,window-inactive
submarines,W67WSNENMZF7,ARCELORMITTAL SA,structural,,,,,,,0.0,0,2017-09-01,0.0,0,2016-11-14,window-inactive
submarines,KU2EMBAAACG9,"APPLIED DYNAMICS INTERNATIONAL, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-03-03,window-inactive
submarines,GVWENMHJ4Y87,"ALLEGIS GROUP, INC.",unbucketed,,,,,,,0.0,0,2017-02-21,0.0,0,2017-02-14,window-inactive
submarines,YSGPUVNKVME1,METROLOGIC GROUP,unbucketed,,,,,,,0.0,0,,0.0,0,2016-06-17,window-inactive
submarines,WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,unbucketed,,,,,,,0.0,0,,0.0,0,2017-02-09,window-inactive
submarines,QQ1JKV251EL9,ACCUREX MEASUREMENT INC.,unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-03,window-inactive
submarines,GJDDKRPHXAL5,A. M. CASTLE & CO.,unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-12,window-inactive
submarines,UP6CM5LVP5G3,"WARNER SPECIALTY PRODUCTS, INC.",unbucketed,,,,,,,0.0,0,2018-02-21,0.0,0,,window-inactive
submarines,V62NC51F7YV1,UNIVERSITY OF DAYTON,unbucketed,,,,,,,0.0,0,2018-10-29,0.0,0,,window-inactive
submarines,HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",unbucketed,,,,,,,0.0,0,2017-03-23,0.0,0,,window-inactive
submarines,CQLFMKPGRUQ3,"TEVET, LLC",unbucketed,,,,,,,0.0,0,2019-02-27,0.0,0,2018-10-09,window-inactive
submarines,ZTPCCBA4M5N5,DOERFER ACQUISITION COMPANY,unbucketed,,,,,,,0.0,0,2018-09-27,0.0,0,2021-01-19,window-inactive
submarines,G44XUJLFP3A1,TANDEMLOC INC.,unbucketed,,,,,,,0.0,0,2019-01-21,0.0,0,,window-inactive
submarines,LNRSWFY5UKF7,TALBERT MANUFACTURING INC,unbucketed,,,,,,,0.0,0,2017-03-10,0.0,0,,window-inactive
submarines,QLNRJJK28MJ7,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",unbucketed,,,,,,,0.0,0,2016-10-27,0.0,0,,window-inactive
submarines,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,unbucketed,,,,,,,0.0,0,2017-09-25,0.0,0,,window-inactive
submarines,SLBCZQAMG3Q1,"SOLFLOWER COMPUTER, INC",unbucketed,,,,,,,0.0,0,2018-08-01,0.0,0,,window-inactive
submarines,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,2018-04-11,0.0,0,,window-inactive
submarines,J3TKCN6S76D6,ORACLE CORPORATION,unbucketed,,,,,,,0.0,0,2017-02-20,0.0,0,2019-05-31,window-inactive
submarines,DJH3J8S4C481,NTS HOLDING CORPORATION INC,unbucketed,,,,,,,0.0,0,2018-11-02,0.0,0,2017-05-10,window-inactive
submarines,EK4US8MM54U3,"NOANK ELECTRIC, LLC",unbucketed,,,,,,,0.0,0,2019-07-24,0.0,0,,window-inactive
submarines,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",electrical,,,,,,,0.0,0,2018-06-25,0.0,0,,window-inactive
submarines,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,unbucketed,,,,,,,0.0,0,2018-06-18,0.0,0,,window-inactive
submarines,QRS8UUK41BA4,METREX VALVE CORP.,unbucketed,,,,,,,0.0,0,2017-08-25,0.0,0,,window-inactive
submarines,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",unbucketed,,,,,,,0.0,0,2017-07-13,0.0,0,,window-inactive
submarines,V954CM7C5F33,EUROFINS SCIENTIFIC  SOC. EUROP.,unbucketed,,,,,,,0.0,0,2018-08-27,0.0,0,,window-inactive
submarines,DLLCKA14LMZ5,"MERRILL AVIATION, INC.",unbucketed,,,,,,,0.0,0,2019-01-16,0.0,0,,window-inactive
submarines,MJGFRKACFZB3,MEMKOR INC,unbucketed,,,,,,,0.0,0,2016-11-10,0.0,0,,window-inactive
submarines,C1FCEKJP7F91,MCMASTER-CARR SUPPLY COMPANY,unbucketed,,,,,,,0.0,0,2018-10-18,0.0,0,,window-inactive
submarines,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",unbucketed,,,,,,,0.0,0,2017-07-06,0.0,0,,window-inactive
submarines,R5N4GY677EH5,ESTERLINE TECHNOLOGIES CORP,unbucketed,,,,,,,0.0,0,2018-01-10,0.0,0,,window-inactive
submarines,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",unbucketed,,,,,,,0.0,0,2019-01-15,0.0,0,,window-inactive
submarines,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,unbucketed,,,,,,,0.0,0,2019-03-27,0.0,0,,window-inactive
submarines,TRJPK4ELKDR3,M & P INTERNATIONAL INC,unbucketed,,,,,,,0.0,0,2018-06-18,0.0,0,,window-inactive
submarines,JE8QAT3GGJN6,LINTECH COMPONENTS CO INC,unbucketed,,,,,,,0.0,0,2016-12-15,0.0,0,,window-inactive
submarines,HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",unbucketed,,,,,,,0.0,0,2019-06-26,0.0,0,,window-inactive
submarines,JABWYKLD7GL8,"KNOWLEDGE KEY ASSOCIATES, INC.",unbucketed,,,,,,,0.0,0,2017-02-28,0.0,0,,window-inactive
submarines,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,2018-09-05,0.0,0,,window-inactive
submarines,ND7DTJ18YXU8,KEYENCE CORPORATION,unbucketed,,,,,,,0.0,0,2016-12-12,0.0,0,,window-inactive
submarines,L2Y7KUMBALU4,"KENSINGTON ELECTRONICS, INC",unbucketed,,,,,,,0.0,0,2017-07-06,0.0,0,,window-inactive
submarines,XJJ6S8U3NAR9,JULES BOREL & CO.,unbucketed,,,,,,,0.0,0,2017-10-06,0.0,0,,window-inactive
submarines,NK62M46B48L8,"JOINING TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,2017-09-21,0.0,0,,window-inactive
submarines,D7T3U3HPNR49,J. STEELE SERVICES LLC,unbucketed,,,,,,,0.0,0,2019-10-28,0.0,0,,window-inactive
submarines,CPRTJPTEJ2K4,AKZO NOBEL N.V.,unbucketed,,,,,,,0.0,0,2019-06-13,0.0,0,,window-inactive
submarines,DZVSKE3ZKRV4,"IE TEST, LLC",unbucketed,,,,,,,0.0,0,2016-06-20,0.0,0,,window-inactive
submarines,TB74HBR5ABD6,"HUGHES CIRCUITS, INC.",unbucketed,,,,,,,0.0,0,2017-09-12,0.0,0,,window-inactive
submarines,HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",unbucketed,,,,,,,0.0,0,2017-04-25,0.0,0,2019-07-11,window-inactive
submarines,GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",unbucketed,,,,,,,0.0,0,2019-03-13,0.0,0,,window-inactive
submarines,KWAYELLKNP86,GET ENGINEERING CORP.,unbucketed,,,,,,,0.0,0,2019-03-07,0.0,0,,window-inactive
submarines,X4UMAJJTMS97,GERMANE SYSTEMS LC,unbucketed,,,,,,,0.0,0,2016-12-19,0.0,0,,window-inactive
submarines,MS4MJ49T13Q8,QINETIQ HOLDINGS LIMITED,electrical,,,,,,,0.0,0,2017-07-07,0.0,0,,window-inactive
submarines,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",unbucketed,,,,,,,0.0,0,2018-06-21,0.0,0,,window-inactive
submarines,DVLSV4HZBX23,"EAST COAST METROLOGY, LLC",unbucketed,,,,,,,0.0,0,2020-01-15,0.0,0,,window-inactive
submarines,Q9MRTNQZ3K94,DLT MERGERCO LLC,unbucketed,,,,,,,0.0,0,2019-02-08,0.0,0,2018-11-15,window-inactive
submarines,TT6NACMBJC38,"DIVERSIFIED METALS, INC.",unbucketed,,,,,,,0.0,0,2019-09-25,0.0,0,,window-inactive
submarines,SGSBHJMN78B6,"COMMERCE BANCSHARES, INC.",unbucketed,,,,,,,0.0,0,2017-09-20,0.0,0,2018-10-11,window-inactive
submarines,TUU9F6CG3XC7,"ROBERT FAMILY HOLDINGS, INC.",piping,,,,,,,0.0,0,2018-05-31,0.0,0,,window-inactive
submarines,KK62PWHW5ZR8,"CRITICAL IO, LLC",unbucketed,,,,,,,0.0,0,2017-11-07,0.0,0,,window-inactive
submarines,HKNRUKPH42N6,CLYDE BLOWERS LIMITED,machining,,,,,,,0.0,0,2016-11-29,0.0,0,,window-inactive
submarines,SC4MSPUB7B46,CONCURRENT TECHNOLOGIES PLC,unbucketed,,,,,,,0.0,0,2017-09-22,0.0,0,,window-inactive
submarines,ZVDFRHRJJ272,COSTRUZIONI APPARECCHIATURE ELETTRONICHE NUCLEARI C.A.E.N. SPA,unbucketed,,,,,,,0.0,0,2017-11-06,0.0,0,,window-inactive
submarines,Z8WNV7KTX267,"BURNS & MCDONNELL, INC.",unbucketed,,,,,,,0.0,0,2016-11-21,0.0,0,,window-inactive
submarines,MYDWUALGXBL5,BIOMATED SOLUTIONS LLC,unbucketed,,,,,,,0.0,0,2018-11-08,0.0,0,,window-inactive
submarines,ZG54KTLANAU7,ANVER CORPORATION,unbucketed,,,,,,,0.0,0,2019-03-20,0.0,0,,window-inactive
submarines,PM2FDF7CCNC2,"MARISCO, LTD.",machining,,,,,,,0.0,0,2018-07-05,0.0,0,,window-inactive
submarines,GMKDF9P95AA7,"AK SERVICES, INC.",unbucketed,,,,,,,0.0,0,2016-09-06,0.0,0,,window-inactive
submarines,QVJEVJHK3G31,CUBE MOBILE POWER HOLDCO LIMITED,unbucketed,,,,,,,0.0,0,2019-03-28,0.0,0,,window-inactive
submarines,XAABQKXTNJ16,ADVANTAGE ENGINEERING INC,unbucketed,,,,,,,0.0,0,2019-02-22,0.0,0,,window-inactive
submarines,CEKTN77MR848,SANDVIK AB,unbucketed,,,,,,,0.0,0,2019-03-19,0.0,0,,window-inactive
submarines,TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,unbucketed,,,,,,,0.0,0,2019-01-22,0.0,0,,window-inactive
submarines,C15UT9FDSUL1,ADACORE,unbucketed,,,,,,,0.0,0,2017-09-28,0.0,0,2021-06-10,window-inactive
submarines,U2PTLL8PXDE3,"ABLE MACHINE TOOL SALES, INC.",unbucketed,,,,,,,0.0,0,2017-09-08,0.0,0,,window-inactive
submarines,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",unbucketed,,,,,,,0.0,0,2018-09-14,0.0,0,2019-03-18,window-inactive
submarines,LNU9THQFHLR5,TRIFAX LLC,unbucketed,,,,,,,0.0,0,2021-03-16,0.0,0,,window-inactive
submarines,WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,2018-08-30,0.0,0,,window-inactive
submarines,R7UCMAWL4H87,THE CREDIT SCHOLARS,unbucketed,,,,,,,0.0,0,2018-04-05,0.0,0,,window-inactive
submarines,W7QMJRYTHHM4,"PRV METALS, LLC",unbucketed,,,,,,,0.0,0,2018-08-30,0.0,0,,window-inactive
submarines,RU42J22YFWW5,"STS OPERATING, INC.",unbucketed,,,,,,,0.0,0,2020-04-23,0.0,0,,window-inactive
submarines,EREJZHBM5MU1,SPIRAX-SARCO ENGINEERING PLC,unbucketed,,,,,,,0.0,0,2019-05-22,0.0,0,,window-inactive
submarines,Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",unbucketed,,,,,,,0.0,0,2019-06-11,0.0,0,2018-04-04,window-inactive
submarines,UTMCRDABQS33,"REINAUER TRANSPORTATION COMPANIES, LLC",unbucketed,,,,,,,0.0,0,2021-03-31,0.0,0,,window-inactive
submarines,RFLNANKKZYV5,SAS INSTITUTE INC.,unbucketed,,,,,,,0.0,0,2021-09-20,0.0,0,,window-inactive
submarines,GLU5BML5XQK2,ROMEY PAUL VENTURES LLC,unbucketed,,,,,,,0.0,0,2017-12-18,0.0,0,2018-05-23,window-inactive
submarines,JH2CJYVWBME6,RBC BEARINGS INCORPORATED,unbucketed,,,,,,,0.0,0,2021-09-29,0.0,0,,window-inactive
submarines,PQXWA9BB6UJ6,"PULSCO, INC.",unbucketed,,,,,,,0.0,0,2018-03-12,0.0,0,,window-inactive
submarines,TPMWFAWVG1N8,"OZOP ENERGY SOLUTIONS, INC.",unbucketed,,,,,,,0.0,0,2019-08-06,0.0,0,,window-inactive
submarines,JAWVFDNMQ633,PHOTONWORKS ENGINEERING LLP,unbucketed,,,,,,,0.0,0,2018-02-20,0.0,0,,window-inactive
submarines,MBFSJ8M4RQB6,DANAHER CORPORATION,unbucketed,,,,,,,0.0,0,2019-08-08,0.0,0,,window-inactive
submarines,KS91NKS9M428,"ORBIS SIBRO, INC.",unbucketed,,,,,,,0.0,0,2018-08-08,0.0,0,,window-inactive
submarines,G2LUXP8ND8U6,"MOTOROLA SOLUTIONS, INC.",unbucketed,,,,,,,0.0,0,2019-05-21,0.0,0,,window-inactive
submarines,E1EHEYLLH9E5,"CORTEVA, INC.",unbucketed,,,,,,,0.0,0,2019-10-04,0.0,0,,window-inactive
submarines,HB2WNJ5NL6G4,POLISCOM SRL,unbucketed,,,,,,,0.0,0,2019-12-19,0.0,0,,window-inactive
submarines,TZMTECJ51C87,TAT TECHNOLOGIES LTD.,unbucketed,,,,,,,0.0,0,2018-11-05,0.0,0,,window-inactive
submarines,JKN2Q1EHKF63,LEONHARDT COMPANY INC,unbucketed,,,,,,,0.0,0,2018-10-16,0.0,0,,window-inactive
submarines,L1HLXNPQSKM7,PARK CORPORATION,castings,,,,,,,0.0,0,2017-09-11,0.0,0,2017-09-11,window-inactive
submarines,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",unbucketed,,,,,,,0.0,0,2021-08-27,0.0,0,2021-05-11,window-inactive
submarines,KHCHNNS9E3R5,"KFT FIRE TRAINER, LLC",unbucketed,,,,,,,0.0,0,2017-11-29,0.0,0,,window-inactive
submarines,XXADYWMX8FE7,RYERSON HOLDING CORPORATION,unbucketed,,,,,,,0.0,0,2019-04-08,0.0,0,,window-inactive
submarines,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,unbucketed,,,,,,,0.0,0,2018-09-21,0.0,0,,window-inactive
submarines,EANJVKFHMSZ8,"GULF FASTENER, INC.",unbucketed,,,,,,,0.0,0,2020-10-27,0.0,0,,window-inactive
submarines,J6DMEL935CD1,XYLEM INC.,structural,,,,,,,0.0,0,2019-06-14,0.0,0,,window-inactive
submarines,G3MFPVJHC8R1,"FRS HOLDINGS, INC.",unbucketed,,,,,,,0.0,0,2019-04-10,0.0,0,2019-06-27,window-inactive
submarines,MLZGT2BJ4J13,"ENPRO INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,2018-05-11,0.0,0,,window-inactive
submarines,FHJHVERLNXU7,EAGLE LEASING COMPANY THE,unbucketed,,,,,,,0.0,0,2021-05-14,0.0,0,,window-inactive
submarines,KK9HWTR6SM49,"DUER /CAROLINA COIL, INCORPORATED",unbucketed,,,,,,,0.0,0,2021-07-22,0.0,0,,window-inactive
submarines,NFADFBRR9XM6,"SOURCE CODE MIDCO, LLC",unbucketed,,,,,,,0.0,0,2021-07-23,0.0,0,2020-05-20,window-inactive
submarines,E5PDQFYJJD43,ESSAR GLOBAL LIMITED,unbucketed,,,,,,,0.0,0,2019-07-29,0.0,0,,window-inactive
submarines,K5CLWKFJGGB9,"BEAR MACHINERY, INC.",unbucketed,,,,,,,0.0,0,2017-08-23,0.0,0,,window-inactive
submarines,V8NJNRJ95KX5,B F METALS INC,unbucketed,,,,,,,0.0,0,2019-09-16,0.0,0,,window-inactive
submarines,V8HLLRJLCQH6,"ALBANY VALVE & FITTING CO., INC.",unbucketed,,,,,,,0.0,0,2019-12-19,0.0,0,,window-inactive
submarines,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,piping,,,,,,,0.0,0,2019-10-09,0.0,0,2020-05-08,window-inactive
submarines,RQQYADH1UBU8,AIR TOOL SALES & SERVICE CO INC,unbucketed,,,,,,,0.0,0,2020-05-11,0.0,0,,window-inactive
submarines,LEC1VZC9HL25,"A.C.R. MACHINE, INC.",unbucketed,,,,,,,0.0,0,2021-06-01,0.0,0,,window-inactive
submarines,CE2KRB2JPVS4,"WSC FEDERAL, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2018-01-10,window-inactive
submarines,NNRGV1N3Y1G5,"WOLF ROBOTICS, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2021-02-25,window-inactive
submarines,MH4FDVBB4G88,WILLSCOT MOBILE MINI HOLDINGS CORP.,unbucketed,,,,,,,0.0,0,,0.0,0,2021-08-24,window-inactive
submarines,LW4AM44TTKU4,TDR CAPITAL LLP,unbucketed,,,,,,,0.0,0,,0.0,0,2018-07-31,window-inactive
submarines,N97CM6A1C2M7,"WESTMORELAND MECHANICAL TESTING & RESEARCH, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2019-02-07,window-inactive
submarines,LJNPJQVBN8R9,"SCIENS BUILDING SOLUTIONS, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2019-04-09,window-inactive
submarines,KN4DLHTLNCS8,"OCTOPUS INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2020-11-06,window-inactive
submarines,MG7DTFNAUC53,UNITED ELECTRIC CONTROLS COMPANY,unbucketed,,,,,,,0.0,0,,0.0,0,2018-02-27,window-inactive
submarines,GL44UBJEKJK1,"TRENTON SYSTEMS, INC",unbucketed,,,,,,,0.0,0,,0.0,0,2018-04-02,window-inactive
submarines,H4KTGQKJ2Y15,"TIOGA PIPE, INC.",piping,,,,,,,0.0,0,,0.0,0,2019-02-25,window-inactive
submarines,H4NUSZNWG4K6,"SOUND MECHANICAL, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2020-04-15,window-inactive
submarines,C42JQSEUNF23,SOPHEON PLC,unbucketed,,,,,,,0.0,0,,0.0,0,2021-01-14,window-inactive
submarines,MN5LYLMWBGK8,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2021-04-07,window-inactive
submarines,W7FFRAVN1DA9,"SECURESTRUX, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2021-05-13,window-inactive
submarines,TNDFBBB3HBK1,H Y D A C TECHNOLOGY GMBH,unbucketed,,,,,,,0.0,0,,0.0,0,2018-09-17,window-inactive
submarines,WQVZMVXE2MK6,L & O HOLDING GMBH & CO. KG,unbucketed,,,,,,,0.0,0,,0.0,0,2018-06-06,window-inactive
submarines,VQMRYA1EN3J9,"R KEOUGH CONSTRUCTION, CO.",unbucketed,,,,,,,0.0,0,,0.0,0,2020-08-03,window-inactive
submarines,XD2KRCD9W4A5,P R L INC,castings,,,,,,,0.0,0,,0.0,0,2021-06-28,window-inactive
submarines,EBMBBLNWAZS8,"PRECISION RESOURCES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-09-14,window-inactive
submarines,R5RBSCTJTWZ6,PICKERING GROUP LIMITED,unbucketed,,,,,,,0.0,0,,0.0,0,2021-03-18,window-inactive
submarines,LFN2ND9H69T1,PARASOFT CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2017-12-06,window-inactive
submarines,MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2019-09-12,window-inactive
submarines,L7DWM5VV9T97,NTS TECHNICAL SYSTEMS,unbucketed,,,,,,,0.0,0,,0.0,0,2018-06-11,window-inactive
submarines,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2020-11-06,window-inactive
submarines,H1WGM2HUFNB3,NDI ENGINEERING COMPANY,unbucketed,,,,,,,0.0,0,,0.0,0,2020-08-27,window-inactive
submarines,DQ8FL1MAR4K5,"NAVAL AND MARITIME CONSORTIUM, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2021-06-18,window-inactive
submarines,F3XKPA82MHQ5,"NAG, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2019-03-26,window-inactive
submarines,GWJVH3CYE2F1,MID STATE FIRE EQUIPMENT INC,unbucketed,,,,,,,0.0,0,,0.0,0,2019-10-09,window-inactive
submarines,DJMMEPKGGNB3,TE CONNECTIVITY LTD.,unbucketed,,,,,,,0.0,0,,0.0,0,2021-03-03,window-inactive
submarines,F7J2BU8VKSL8,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2021-06-25,window-inactive
submarines,J9PPG7L67SD3,"MAYCO HOLDINGS, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2018-11-02,window-inactive
submarines,MTNSMCNJCNE1,"LJM PACKAGING CO., INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-06-11,window-inactive
submarines,F4JJL7645T67,LEXINGTON SOFT LLC,unbucketed,,,,,,,0.0,0,,0.0,0,2018-05-31,window-inactive
submarines,M6N3M8GCHLN5,LAL ACQUISITION INC.,unbucketed,,,,,,,0.0,0,,0.0,0,2019-10-24,window-inactive
submarines,PTMFLMD2CUB4,"L3HARRIS TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2021-06-25,window-inactive
submarines,KFF4DTT9LFJ3,"KELLY CONTAINER, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-05-08,window-inactive
submarines,K7WHM32LWU64,"IVEY'S CONSTRUCTION, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-09-24,window-inactive
submarines,CSGCTF11C2V9,INSTRUMENTS INCORPORATED,unbucketed,,,,,,,0.0,0,,0.0,0,2018-03-22,window-inactive
submarines,SHDVJS6DKEX1,LAG INTERNATIONAL S.A.,unbucketed,,,,,,,0.0,0,,0.0,0,2021-01-20,window-inactive
submarines,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",unbucketed,,,,,,,0.0,0,,0.0,0,2021-04-15,window-inactive
submarines,H5YBZ3M7LKG3,"HAYES PUMP, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2020-10-29,window-inactive
submarines,PX5GZY3JUU27,HALLMAN SEPTIC SERVICE LLC,unbucketed,,,,,,,0.0,0,,0.0,0,2017-03-21,window-inactive
submarines,DWMEGPGHBGY5,GENERAL DIGITAL CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2020-10-28,window-inactive
submarines,EHQGGH9CG9U7,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2018-01-08,window-inactive
submarines,XJXYXCZL36Z4,THE CARLYLE GROUP L P,piping,,,,,,,0.0,0,,0.0,0,2018-11-28,window-inactive
submarines,FA62JCF2JGN7,ENSAFE INC.,unbucketed,,,,,,,0.0,0,,0.0,0,2018-05-21,window-inactive
submarines,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",castings,,,,,,,0.0,0,,0.0,0,2018-05-25,window-inactive
submarines,RKLZWNHGDHP7,"EBDG, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-11-21,window-inactive
submarines,RNWJCAQL4ZD7,"EIMC, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2019-12-03,window-inactive
submarines,FH7ML8E9EWJ7,"DYNETICS, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2019-07-03,window-inactive
submarines,NFCDTTZM5JL3,DUREX INTERNATIONAL CORP.,unbucketed,,,,,,,0.0,0,,0.0,0,2018-03-08,window-inactive
submarines,MQHCDMP17GK7,"DRAKA CABLETEQ USA, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-08-03,window-inactive
submarines,MUW4M1JLNY19,DIXIE TANK COMPANY,unbucketed,,,,,,,0.0,0,,0.0,0,2018-08-13,window-inactive
submarines,XRU8MN24H8C5,PINNACLE TECHNOLOGIES CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2021-07-27,window-inactive
submarines,UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2018-02-02,window-inactive
submarines,M6SKXVEXY4G3,"CMT MATERIALS, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2019-04-24,window-inactive
submarines,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-03-22,window-inactive
submarines,NSFAYV7YAJB1,BRUEL & KJAER NORTH AMERICA INC.,unbucketed,,,,,,,0.0,0,,0.0,0,2019-12-09,window-inactive
submarines,F161APAUMLD7,"KOCH INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2021-05-26,window-inactive
submarines,DR25DM16Y9G8,APPLICATIONS 3D LLC,unbucketed,,,,,,,0.0,0,,0.0,0,2021-01-14,window-inactive
submarines,MLNKDLL8KKW6,"HITACHI CONSTRUCTION MACHINERY CO., LTD.",unbucketed,,,,,,,0.0,0,,0.0,0,2018-03-14,window-inactive
submarines,JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,unbucketed,,,,,,,0.0,0,,0.0,0,2019-06-24,window-inactive
submarines,LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,unbucketed,,,,,,,0.0,0,,0.0,0,2021-08-27,window-inactive
submarines,VN4ABZNLWJ59,ABB LTD,unbucketed,,,,,,,0.0,0,,0.0,0,2018-01-16,window-inactive
submarines,WN1PJNXJJ831,"TAYLOR FORGE ENGINEERED SYSTEMS, INC.",piping,,,,,,,0.0,0,,0.0,0,2019-04-30,window-inactive
submarines,HHXEGAZL8618,SKOVIRA MACHINE COMPANY,unbucketed,,,,,,,0.0,0,,0.0,0,2021-03-31,window-inactive
submarines,L85DJJ1BJSQ6,"PRECISION DEFENSE SERVICES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2021-03-31,window-inactive
submarines,NNWHSJ3XX7J5,"MIRION TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2019-02-28,window-inactive
submarines,YHJESY2TDP23,MAJOR TOOL AND MACHINE INC,machining,,,,,,,0.0,0,,0.0,0,2019-01-31,window-inactive
submarines,E84NNWLU6RK3,HAMILL MANUFACTURING COMPANY,machining,,,,,,,0.0,0,,0.0,0,2019-03-29,window-inactive
submarines,ZAE4Z2SYMST2,CGI INC,unbucketed,,,,,,,0.0,0,,0.0,0,2021-01-29,window-inactive
submarines,W43NW8NZ7AJ8,GENERAL NUCLEAR CORP.,unbucketed,,,,,,,0.0,0,,0.0,0,2019-01-31,window-inactive
submarines,WF9TN8AWH8K5,HEICO CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2019-05-31,window-inactive
submarines,JN9QTLH7KL47,PENN STATE TOOL & DIE CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2019-06-28,window-inactive
submarines,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,unbucketed,,,,,,,-0.002,1,2017-03-13,0.0,0,2018-09-17,Virginia-only
