fy,uei,vendor,foreign,amount_M,records
2025,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,2.0948,11
2025,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",,2.0945,3
2025,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",,1.9306,1
2025,HPDLRXR4FYX5,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,,1.9115,1
2025,XTYYPELG5MQ7,"PENNSYLVANIA MACHINE WORKS, LLC",,1.8273,26
2025,D6GJGD1KMH25,"ANIXTER, INC",,1.8243,9
2025,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",,1.8223,1
2025,GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, LLC",,1.7384,14
2025,MXTJBDD1L4T4,TAYLOR DEVICES INC,,1.7072,2
2025,MKLMYV3GXC65,CHESTERFIELD SPECIAL CYLINDERS LIMITED,Yes,1.6751,1
2025,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",,1.6069,5
2025,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,,1.5919,6
2025,MKDGDE6K34N5,"D. W. CLARK, INC",,1.5841,9
2025,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,1.5692,13
2025,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",,1.5235,11
2025,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,1.5076,6
2025,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,,1.4873,1
2025,NVPEBL51CSF8,GUILL TOOL & ENGINEERING CO INC,,1.4542,16
2025,QT9LCNSYE637,MATERION CORPORATION,,1.4517,7
2025,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,,1.4505,12
2025,C3B4GMUXK277,BOWMAR LLC,,1.4198,2
2025,PJRYS7EFXQD9,B N L INDUSTRIES INC,,1.3982,9
2025,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,1.2824,4
2025,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,1.2625,6
2025,FLU4K8MGMZX7,"HITACHI, LTD.",,1.2547,2
2025,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",,1.2267,6
2025,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",,1.1953,8
2025,CDVZLNCU7Z44,LEHIGH HEAVY FORGE CORP,,1.1662,1
2025,TZVRTYNM3MN3,"PEGASUS STEEL, LLC",,1.0729,3
2025,HYE2RPK5SHM4,OAKWOOD INDUSTRIES INC,,1.0728,1
2025,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",,1.0471,6
2025,C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,,1.0131,1
2025,USRQZ9JUAF88,COGITIC CORPORATION,,1.0094,2
2025,JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,,0.9726,2
2025,RXA2JHPN9JD3,"BRANTNER AND ASSOCIATES, INC.",,0.8669,4
2025,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,,0.7771,6
2025,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,,0.7293,2
2025,T2PGFX9RZJH9,SCHNEIDER ELECTRIC HOLDING ASIE PACIFIQUE,,0.7150,1
2025,CG86N1ZC42B8,AMMCON CORP.,,0.7105,8
2025,ZFQBUPK552C3,THE H R HILLERY COMPANY,,0.7055,9
2025,HC6YKKPYB658,"AGGREKO, LLC",,0.6689,2
2025,J7RQVJ723JM3,MADISON COMPANY,,0.6678,3
2025,MF1LU8RPCMB8,RANOR INC.,,0.6486,6
2025,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",,0.6478,5
2025,PUFMZLZJ2BY2,MATTHEW WARREN INC,,0.6131,2
2025,Y9KMLM1AFU63,ROTRON INCORPORATED,,0.6128,1
2025,Y3LKL3D6FNK9,VIABLE POWER CONVERSION TECHNOLOGIES INC,Yes,0.5966,1
2025,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,0.5826,5
2025,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",,0.5801,11
2025,KAG7VEFLUZQ4,"SARGENT AEROSPACE & DEFENSE, LLC",,0.5700,7
2025,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,,0.5659,5
2025,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",,0.5462,3
2025,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,0.5248,5
2025,NTREK31GP8N3,KSARIA CORPORATION,,0.5055,2
2025,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",,0.5018,5
2025,EFVKMVKJ7WA4,FIBA TECHNOLOGIES INC,,0.4917,1
2025,JU5GNH1H5FV6,"CURTISS-WRIGHT DS, INC.",,0.4888,1
2025,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,0.4700,11
2025,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,0.4383,7
2025,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,Yes,0.4360,1
2025,P14GLCQZZYN3,"TDS AUTOMATION, INC.",,0.4298,1
2025,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,0.4217,7
2025,F17YKE4BDQS4,"TM INDUSTRIES, LLC",,0.4188,3
2025,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,0.4065,3
2025,V1MQFNQB56Z5,RIX INDUSTRIES,,0.4030,2
2025,SN8JQ8XJ55N9,"LOVEJOY, LLC",,0.4012,3
2025,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",,0.3939,4
2025,HYNSUU4GPWA9,GLOBAL EXECUTIVE SOLUTIONS LLC,,0.3677,2
2025,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,,0.3568,5
2025,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",,0.3473,4
2025,CU6NGN3UKFA6,OCEANEERING INTERNATIONAL INC,,0.3422,3
2025,VJFKVNQBYVL5,GREENE RUBBER CO INC,,0.3097,5
2025,W3KUJLTCRLV1,AMMCON CORP.,,0.3061,4
2025,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,0.3032,2
2025,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,0.3014,3
2025,NFDVRDBAFR87,"B.W. ELLIOTT MANUFACTURING CO., LLC",,0.2875,4
2025,HB74FFGNFK17,THE DYSON CORPORATION,,0.2810,4
2025,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",,0.2728,2
2025,S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,,0.2720,1
2025,EWDVBA6GPR39,PAVION CORP.,,0.2700,1
2025,C1B6X8AADFB1,"COMSACO, LLC",,0.2698,3
2025,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,,0.2544,5
2025,EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,,0.2538,2
2025,WP2JLJEJXSN7,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,,0.2494,2
2025,EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",,0.2423,2
2025,WA6MBG28BUQ5,"PPG INDUSTRIES, INC",,0.2310,4
2025,V212U2BEGU37,"SAFARI MICRO, INC.",,0.2263,1
2025,XMRBFR868NS3,"WURTH REVCAR FASTENERS, INC.",,0.2260,2
2025,FJAVFFKN2LE3,"WATTEREDGE, LLC",,0.2246,1
2025,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,,0.2234,2
2025,DNY9WHR3SKK6,CLARK-RELIANCE LLC,,0.2227,3
2025,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,0.2204,1
2025,G9PZGNJ37323,POLISCOM S.R.L.,,0.2201,2
2025,K2JGXQQ8HLE5,COMPONENTS CORPORATION OF AMERICA,,0.2187,1
2025,UE9ZP9KJKQ67,AMERICAN TOOL COMPANY,,0.2183,1
2025,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",,0.2046,1
2025,KNEFNMWXBK39,JO-KELL INC.,,0.1970,5
2025,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,0.1898,2
2025,CP1HCZ82DJL7,NC PRECISION LLC,,0.1804,3
2025,ZPZMCRH2JSA3,EZEFLOW USA INC,,0.1800,4
2025,M618ETNNYA77,DROITCOUR CO,,0.1764,2
2025,SK3YCN3CHJD7,PLASTIC DISTRIBUTORS & FABRICATORS INC,,0.1714,2
2025,VKBFB8MAZ357,TITANIUM FABRICATION CORP,,0.1582,2
2025,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,0.1569,4
2025,PUVNWFNW5BG3,VETERANS GROUP LLC,,0.1539,1
2025,VE8ASCGN1188,"S & S FOREST PRODUCTS, LLC",,0.1519,3
2025,PRKVJMMJYJM3,WILLIFORD PLASTICS INC,,0.1407,1
2025,CY77FBY3EQM4,KEEN COMPRESSED GAS CO.,,0.1387,2
2025,MUD4KL77FK98,TURNBULL LLC,,0.1376,2
2025,KTK2F491J6A8,"SHAFT CURRENT SOLUTIONS, INC.",,0.1365,2
2025,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",,0.1355,2
2025,EG67WFES7DT3,OMEGA ENGINEERING INC,,0.1344,2
2025,DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",,0.1280,1
2025,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,,0.1245,3
2025,U5DDDFM4LJS3,PRIME TECHNOLOGY LLC,,0.1223,2
2025,WF99GAJKQAL5,NTS LABS LLC,,0.1199,2
2025,Z7NHE6ADMH29,NIANTIC SEAL INC,,0.1130,2
2025,UGQ9ZMC59WA6,"CABLEWORKS, INC.",,0.1125,1
2025,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,,0.1124,1
2025,KZGEJ29ND6K3,EVONIK CORPORATION,,0.1004,1
2025,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,,0.0999,1
2025,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",,0.0946,1
2025,UNG7G6S4JRA6,5TH AXIS LLC,,0.0932,6
2025,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",,0.0915,1
2025,EA52ZMBH4YG7,BEK INC,,0.0902,1
2025,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",,0.0882,2
2025,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,,0.0876,2
2025,KTSAL8YX2QQ5,AMERICAN STEEL AND ALUMINUM LLC,,0.0876,4
2025,GAJ1F3WQCWY5,THE SHERWIN-WILLIAMS COMPANY,,0.0862,1
2025,KHN9PQ6VZ756,MIDSTATE INDUSTRIAL SUPPLY INC,,0.0810,2
2025,LWF3CB1HFZF3,I S C O CORPORATION,,0.0802,2
2025,NFEDFL5LKRN4,AMERICAN TOOLING CENTER INC,,0.0762,1
2025,KXFDQ6DUKHK9,NEW ENGLAND INSTITUTE OF TECHNOLOGY,,0.0750,1
2025,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",,0.0712,2
2025,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,,0.0706,2
2025,FECPDA1S8WJ1,D. W. BOYD CORPORATION,,0.0680,1
2025,PLYSMJBAYE42,PUROLATOR FACET INC.,,0.0656,1
2025,UZ6EFJJNEFT3,EACO CORPORATION,,0.0651,1
2025,Z19UP1U6FMT1,"INDUSTRIAL TRANSFER AND STORAGE, INC",,0.0600,2
2025,WX7ED2HWHJ17,"E7 SOLUTIONS, LLC",,0.0543,1
2025,CWU4C613AB25,"AIRFLO INSTRUMENT COMPANY, THE",,0.0521,1
2025,RG3VUTDYFNF8,FLUIDYNE CORPORATION,,0.0520,1
2025,MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",,0.0500,1
2025,VUNMXC2JLBY3,CLEVELAND-CLIFFS PLATE LLC,,0.0471,2
2025,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,,0.0454,1
2025,PWLMEWS7MKM9,INDUSTRIAL TOOLING & SUPPLY LLC,,0.0427,1
2025,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",,0.0410,1
2025,V627Y8NS1JM1,MILCOTS LLC,,0.0371,1
2025,SCEEGJW7XZE5,KAMAN CORP,,0.0364,1
2025,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",,0.0364,1
2025,N5RJW5NX32Y1,W R SYSTEMS LTD.,,0.0337,1
2025,YVBHN7GKLQ44,"GLENAIR, INC.",,0.0335,1
2025,FAZSFFE6CST9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,0.0323,1
2025,VMN5C8N5JXD7,WILMOT MODULAR STRUCTURES INC,,0.0307,1
2025,XBHNYVTCDQH8,UNIFIED2 GLOBAL PACKAGING GROUP LLC,,0.0307,1
2025,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,0.0303,1
2025,TXHLDCPC95J3,C V TOOL COMPANY INC,,0.0166,4
2025,WQ8LDD3N2K24,BRADDOCK HEAT TREATING CO.,,0.0051,3
2025,N9BESJAKTWK7,MARINE EQUIPMENT SUPPLY LLC,,-0.0053,1
2025,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC",,-0.0245,4
2025,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",,-0.0317,2
2025,LW88Z8MMJHT3,"INSIGHT GLOBAL, LLC",,-0.0571,1
2025,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",,-0.1377,1
2025,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,,-0.4478,4
2026,MF1LU8RPCMB8,RANOR INC.,,0.3000,1
