fy,uei,vendor,foreign,amount_M,records
2024,Q35JL9GFCAK3,MAROTTA CONTROLS INC,,4.3297,7
2024,ZFQBUPK552C3,THE H R HILLERY COMPANY,,4.2241,20
2024,RG8HFHKSV215,PDS ENGINEERING & CONSTRUCTION INC,,4.2118,4
2024,N9UNRN3F79J1,"LESLIE CONTROLS, INC.",,4.0650,10
2024,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,3.9535,3
2024,HYNSUU4GPWA9,GLOBAL EXECUTIVE SOLUTIONS LLC,,3.7463,3
2024,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",,3.7260,1
2024,MF1LU8RPCMB8,RANOR INC.,,3.6515,19
2024,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,3.4282,15
2024,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",,3.0739,3
2024,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",,2.9872,4
2024,PUG1H9MFJD63,THE AMERICAN TANK & FABRICATING COMPANY,,2.9831,21
2024,NSWQJBEZZD83,SOPHEON CORPORATION,,2.7934,2
2024,CU6NGN3UKFA6,OCEANEERING INTERNATIONAL INC,,2.6296,21
2024,LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,,2.6290,1
2024,K294P4QJHFU9,MW JONES & COMPANY INC,,2.4863,1
2024,NVPEBL51CSF8,GUILL TOOL & ENGINEERING CO INC,,2.4837,27
2024,SCWYXXK1EM13,EMS DEVELOPMENT CORPORATION,,2.4693,1
2024,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,,2.3102,16
2024,KVETLASZ5DL3,CONREX STEEL LIMITED,Yes,2.2511,4
2024,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",,2.1835,2
2024,YPQMZDVKS1K8,FLOWSERVE CORPORATION,,2.1238,2
2024,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",,2.0987,5
2024,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",,2.0940,4
2024,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",,2.0078,2
2024,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,1.9967,20
2024,Z43PV7K61YL4,WAUKESHA BEARINGS CORPORATION,,1.9700,1
2024,G319AMB56SW5,901 D LLC,,1.9464,7
2024,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",,1.9305,12
2024,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",,1.9279,7
2024,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,1.9215,1
2024,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,1.9074,10
2024,MKDGDE6K34N5,"D. W. CLARK, INC.",,1.9062,9
2024,XTYYPELG5MQ7,"PENNSYLVANIA MACHINE WORKS, LLC",,1.8793,27
2024,RXA2JHPN9JD3,"BRANTNER AND ASSOCIATES, INC.",,1.7485,9
2024,QB7EKDNK2E83,SHELBY SUPPLY COMPANY LLC,,1.5979,15
2024,MKXMUFJJYLY5,WARD LEONARD CT LLC,,1.5940,6
2024,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,1.5417,7
2024,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,1.5114,16
2024,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",,1.4848,1
2024,SKKACASET588,DYNALEC CORPORATION,,1.4584,2
2024,FK17Z7DJWLL1,APCO TECHNOLOGIES SA,Yes,1.4428,12
2024,XYCDRJ4BBZ34,"KME AMERICA MARINE TUBE & FITTING, LLC",,1.3932,12
2024,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",,1.3449,5
2024,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,,1.2905,8
2024,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,1.2257,9
2024,PLYSMJBAYE42,PUROLATOR FACET INC.,,1.2190,1
2024,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,,1.2048,1
2024,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,1.1931,16
2024,V212U2BEGU37,"SAFARI MICRO, INC.",,1.1645,5
2024,EVZMB1757DW5,"STEELFAB, INC",,1.1578,3
2024,LFFYZFAR2EH2,MAJOR TOOL & MACHINE INC,,1.1551,1
2024,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",,1.1213,3
2024,W3KUJLTCRLV1,AMMCON CORP.,,1.1033,10
2024,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,,1.1005,18
2024,USRQZ9JUAF88,COGITIC CORPORATION,,1.0961,4
2024,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,1.0767,5
2024,KAG7VEFLUZQ4,"SARGENT AEROSPACE & DEFENSE, LLC",,1.0412,3
2024,CG86N1ZC42B8,AMMCON CORP.,,1.0231,17
2024,J8EPCEKBCWN6,LANXESS CORPORATION,,1.0074,4
2024,KZGEJ29ND6K3,EVONIK CORPORATION,,0.9932,4
2024,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",,0.9189,4
2024,HQ19YHLBS985,GARDNER DENVER NASH LLC,,0.9186,1
2024,XBY5FEGMU441,THE TIMKEN COMPANY,,0.9119,3
2024,KZA5CX3J8KE8,"IMIA, LLC",,0.9061,2
2024,W1LDBNHD4EM7,"CAMERON TECHNOLOGIES US, INC.",,0.9031,4
2024,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,,0.8979,7
2024,PUVNWFNW5BG3,VETERANS GROUP LLC,,0.8755,2
2024,QT9LCNSYE637,MATERION CORPORATION,,0.8641,6
2024,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",,0.8590,8
2024,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",,0.8301,9
2024,NT2BUC9EN2N1,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",,0.8288,1
2024,PJRYS7EFXQD9,B N L INDUSTRIES INC,,0.8186,7
2024,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",,0.8060,11
2024,JU5GNH1H5FV6,DY4 INC,,0.7898,3
2024,M98JCJ2U7RD8,CARLTON NATIONAL RESOURCES INC,,0.7685,8
2024,XMRBFR868NS3,"WURTH REVCAR FASTENERS, INC.",,0.7679,7
2024,NTREK31GP8N3,KSARIA CORPORATION,,0.7670,3
2024,TUJCSP9NJ6V5,"BRANTNER AND ASSOCIATES, INC.",,0.7531,2
2024,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,,0.7299,4
2024,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,,0.7279,11
2024,WNDYZX3ALFB1,COMARK LLC,,0.7002,1
2024,P33VWHC39MN5,ADMIRAL VALVE LLC,,0.6870,4
2024,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,,0.6856,5
2024,V627Y8NS1JM1,MILCOTS LLC,,0.6652,1
2024,PWK4GDMMEAQ8,AMETEK SCP INC,,0.6650,3
2024,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,,0.6563,12
2024,F17YKE4BDQS4,"TM INDUSTRIES, LLC",,0.6454,9
2024,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,,0.6407,1
2024,D6GJGD1KMH25,"ANIXTER, INC",,0.6367,2
2024,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,Yes,0.6292,2
2024,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,0.6280,8
2024,NPDPXRZGXXL3,LYNN LADDER AND SCAFFOLDING CO INC,,0.6251,1
2024,VUNMXC2JLBY3,CLEVELAND-CLIFFS PLATE LLC,,0.6179,12
2024,NKNLZEBJBM67,TRANSDIGM INC,,0.6093,3
2024,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,0.5889,4
2024,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,0.5822,6
2024,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,,0.5806,3
2024,W547TUQXJ8Y4,CARVER PUMP COMPANY,,0.5519,1
2024,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",,0.5389,5
2024,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",,0.5291,8
2024,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",,0.5150,5
2024,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",,0.4968,5
2024,QLTXH525A671,"RAPID PREP, LLC",,0.4940,9
2024,VUA5GYK66K98,CHAPCO INC,,0.4921,2
2024,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,,0.4578,4
2024,L8T4R3N7ACL6,COLFAX CORPORATION,,0.4569,1
2024,HC6YKKPYB658,"AGGREKO, LLC",,0.4385,11
2024,WA6MBG28BUQ5,"PPG INDUSTRIES, INC",,0.4363,6
2024,KSZBH4K529U5,"CMI, INC.",,0.4231,2
2024,LL3PZJHUKZV3,AMERICAN STEEL AND ALUMINUM LLC,,0.4172,4
2024,KNEFNMWXBK39,JO-KELL INC.,,0.4106,3
2024,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,,0.4089,4
2024,JGSNSER23GR6,DELL FEDERAL SYSTEMS L.P,,0.3901,4
2024,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,,0.3769,1
2024,FFXKK2MMEM97,"PARADIGM PRECISION HOLDINGS, LLC",,0.3679,2
2024,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",,0.3497,6
2024,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",,0.3437,1
2024,LR2HQKYJLDZ7,JA MOODY LLC,,0.3413,5
2024,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",,0.3310,1
2024,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,0.3292,5
2024,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, LLC",,0.3193,3
2024,MC9KZKMUD8F8,"AGGREKO, LLC",,0.3143,2
2024,JM2GNDJLDWL5,ADVEX CORPORATION,,0.3101,2
2024,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",,0.3047,7
2024,KTSAL8YX2QQ5,AMERICAN STEEL AND ALUMINUM LLC,,0.3008,8
2024,LW88Z8MMJHT3,"INSIGHT GLOBAL, LLC",,0.3000,1
2024,EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,,0.2950,2
2024,S9HRDMLBL795,"PULSCO, INC.",,0.2837,1
2024,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC.,,0.2800,3
2024,PUFMZLZJ2BY2,MATTHEW WARREN INC,,0.2754,4
2024,YWX1QLBKSQD7,"PRC DESOTO INTERNATIONAL, INC.",,0.2743,1
2024,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,0.2675,1
2024,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,0.2672,4
2024,PNE9R5EJMWK8,L3HARRIS MARITIME SERVICES INC,,0.2645,3
2024,WYN3NM142HF3,THE LEE CO,,0.2640,4
2024,J7RQVJ723JM3,MADISON COMPANY,,0.2622,1
2024,FR7WWCCNBQZ6,DK MACHINE INC,,0.2596,3
2024,EUY1C3NM2WN3,MASON ELECTRIC CO.,,0.2578,2
2024,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,,0.2496,10
2024,DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",,0.2494,1
2024,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",,0.2483,4
2024,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",,0.2455,1
2024,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",,0.2449,1
2024,FLU4K8MGMZX7,"HITACHI, LTD.",,0.2380,2
2024,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,,0.2358,4
2024,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",,0.2321,4
2024,NKUARJG8E2E8,ROSCID TECHNOLOGIES INC,,0.2292,1
2024,DSBBDM96K6H6,RACER MACHINERY INTERNATIONAL INC.,Yes,0.2265,1
2024,VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",,0.2232,2
2024,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,0.2181,2
2024,R769GJRQF618,"KOIKE ARONSON, INC.",,0.2097,2
2024,SN8JQ8XJ55N9,"LOVEJOY, LLC",,0.2094,2
2024,CMPLJR3G8K76,FOLEY INC,,0.2088,1
2024,H2X6CQSJHQL4,WESTERN BRONZE INC,,0.2084,2
2024,Y884HM6MN5F4,"ADA CORE TECHNOLOGIES, INC.",,0.2075,1
2024,NFDVRDBAFR87,"B.W. ELLIOTT MANUFACTURING CO., LLC",,0.2048,4
2024,UNG7G6S4JRA6,5TH AXIS LLC,,0.2000,4
2024,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,,0.1997,1
2024,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,0.1996,1
2024,GHH5AMJ8C896,PULSAFEEDER INC,,0.1964,1
2024,F6JXYKQB4QL6,H.C. STARCK,,0.1962,1
2024,HB74FFGNFK17,THE DYSON CORPORATION,,0.1951,3
2024,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,,0.1926,1
2024,L4ZMKLM4MPL3,MOOG INC,,0.1926,1
2024,V91WXBJ7WKL1,"W. & O. SUPPLY, INC.",,0.1820,2
2024,UJJWGFAEB7S8,JANUS ENGINEERING AMERICAS CORPORATION,,0.1792,1
2024,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC",,0.1792,9
2024,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,,0.1792,2
2024,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",,0.1758,3
2024,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",,0.1755,2
2024,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",,0.1745,1
2024,WF99GAJKQAL5,NTS LABS LLC,,0.1730,6
2024,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,,0.1727,1
2024,GLRVV6FC6DB3,GP STRATEGIES CORPORATION,,0.1678,2
2024,FJAVFFKN2LE3,"WATTEREDGE, LLC",,0.1663,2
2024,HW3GLNH2M767,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,,0.1640,1
2024,E86GJS762JJ5,TOTAL SA,,0.1568,1
2024,EZGFXRCDNAZ1,GENERAL STANDARDS CORP,,0.1519,1
2024,HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",,0.1503,1
2024,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",,0.1488,2
2024,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",,0.1424,3
2024,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC.",,0.1410,1
2024,NKNJZAVJ9EK3,COGSDILL TOOL PRODUCTS INC,,0.1380,1
2024,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,0.1366,2
2024,CP1HCZ82DJL7,NC PRECISION LLC,,0.1365,4
2024,VKBFB8MAZ357,TITANIUM FABRICATION CORP,,0.1334,4
2024,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,0.1300,2
2024,U73RYB2RKTW4,RWH CONSULTING GROUP INC,,0.1271,3
2024,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,,0.1264,4
2024,YFAKM74HKAT9,"RZ DESIGN ASSOCIATES, INC",,0.1260,1
2024,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,,0.1248,2
2024,LWF3CB1HFZF3,I S C O CORPORATION,,0.1234,3
2024,N5KEKMFCWUR1,AMETEK INC,,0.1178,1
2024,DNY9WHR3SKK6,CLARK-RELIANCE LLC,,0.1147,1
2024,T2PGFX9RZJH9,"ASCO POWER TECHNOLOGIES, L..P.",,0.1075,1
2024,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,0.1066,1
2024,RLXQHCXFT513,CUNICO CORPORATION,,0.1065,3
2024,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,,0.1050,1
2024,SCEEGJW7XZE5,KAMAN CORP,,0.1046,2
2024,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",,0.1037,2
2024,FCYFZ4P8ZGV6,"K M L ARCHITECTS, LLC",,0.1030,2
2024,VE8ASCGN1188,"S & S FOREST PRODUCTS, LLC",,0.1019,2
2024,L6V2CGVQP844,RDF CORPORATION,,0.1008,1
2024,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,0.0992,3
2024,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",,0.0982,1
2024,M618ETNNYA77,DROITCOUR CO,,0.0976,1
2024,CR99X5Q2KQS1,"L.B.I., INC.",,0.0945,2
2024,KDP5XKKJCWT6,YOKOGAWA CORP OF AMERICA,,0.0935,1
2024,TCSFXP5TD5P6,"BLOWERS, LLC",,0.0935,1
2024,U43WP4FHDJY3,MARINE ELECTRIC SYSTEMS INC,,0.0925,2
2024,RG3VUTDYFNF8,FLUIDYNE CORPORATION,,0.0859,1
2024,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORP,,0.0856,1
2024,J1PMKPB4HNN5,LEARN,,0.0854,1
2024,HJ7KCZ68G3N3,HAMPTON RUBBER COMPANY,,0.0841,1
2024,E8QBZAUN1UL3,PALMER HOLLAND INC,,0.0831,1
2024,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",,0.0824,2
2024,Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",,0.0823,2
2024,PGWNKJF89FV5,ELMA ELECTRONIC INCORPORATED,,0.0815,1
2024,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,,0.0798,1
2024,NAA7LGTT6WA4,"TRANSCAT, INC.",,0.0797,1
2024,DBQGN324ULK3,"W.W. GRAINGER, INC.",,0.0782,3
2024,N6U1EU32U9J1,EST GROUP INC,,0.0750,2
2024,DQLZFV6PFCB9,"TATE ANDALE, LLC",,0.0750,1
2024,KBBCEKMXULK7,MEASUREMENT SYSTEMS INC,,0.0725,1
2024,PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",,0.0697,2
2024,GRTDYGFYWBS8,FARO TECHNOLOGIES INC,,0.0692,1
2024,ECVNHKM2CLS9,"PICKERING INTERFACES, INC",,0.0667,1
2024,Z2M4Q4H6TKM3,DAWSON MACDONALD CO INC,,0.0664,1
2024,EG67WFES7DT3,OMEGA ENGINEERING INC,,0.0660,1
2024,TXHLDCPC95J3,C V TOOL COMPANY INC,,0.0637,6
2024,LTJZX6G2X7Z1,ASPEQ HEATING GROUP LLC,,0.0622,2
2024,G9PZGNJ37323,LINEAR MOTION LLC,,0.0614,1
2024,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",,0.0595,2
2024,N5RJW5NX32Y1,W R SYSTEMS LTD.,,0.0581,1
2024,Z7NHE6ADMH29,NIANTIC SEAL INC,,0.0580,1
2024,WCE1F3V37MM9,SPIRAX SARCO INC,,0.0553,1
2024,KUCZSM9XDBS5,"GLOBAL SUPPLY, INC.",,0.0516,1
2024,VK36BNH241M8,"H. O. PENN MACHINERY COMPANY, INC.",,0.0500,1
2024,JMFNDVNJ67A3,CM-MATRIX CORPORATION,,0.0500,1
2024,D1L2HV3GLLY3,TIOGA PIPE INC,,0.0495,1
2024,VJFKVNQBYVL5,GREENE RUBBER CO INC,,0.0468,1
2024,RJGEKQDTZKT8,ELECTRIC HEATER CO,,0.0453,1
2024,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",,0.0434,1
2024,ME2HWYNQNHH5,"WIND RIVER SYSTEMS, INC.",,0.0430,1
2024,T4MGJ9BU63J6,"MUNICIPAL EMERGENCY SERVICES, INC.",,0.0424,1
2024,NZNKGYLA9NT3,DRAFTCO INCORPORATED,,0.0419,1
2024,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC,,0.0418,1
2024,ZFN1PBJXNUA3,"CONX INNOVATIONS, LLC",,0.0406,2
2024,K8W2J2DS9FN1,SYNOPSYS INC,,0.0390,1
2024,NK1RB5VKXES9,DETROIT SWITCH INC,,0.0377,1
2024,WYLZYTJ1SSJ3,OPERATING & MAINTENANCE SPECIALTIES INC,,0.0368,1
2024,T9U5YKZRMHH5,"MANUFACTURER'S RUBBER & SUPPLY CO, INC.",,0.0366,1
2024,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,,0.0362,1
2024,RLNZFHWTLKH6,CARR COMPANY LIMITED,,0.0357,1
2024,LYKSDHA54JA4,"MILDEF, INC.",,0.0341,1
2024,YXMXTJMDPJR7,FAXON ENGINEERING CO INC,,0.0337,1
2024,W9MTG3DEVQN5,VULCAN ELECTRIC CO,,0.0336,1
2024,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",,0.0330,1
2024,LP68L55MKK16,"AIRGAS USA, LLC",,0.0329,1
2024,HKB9G8NZ5P66,TEAM INDUSTRIES INC,,0.0324,1
2024,T6HMTJ6CTRF5,PTC INC.,,0.0323,1
2024,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,,0.0318,1
2024,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,,0.0318,1
2024,ZPZMCRH2JSA3,EZEFLOW USA INC,,0.0314,1
2024,C1B6X8AADFB1,"COMSACO, LLC",,0.0312,1
2024,UUWJVAA5CK71,INSULATED WIRE INC.,,0.0307,1
2024,GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",,0.0283,1
2024,KNW6WWRKELJ3,CONCURRENT TECHNOLOGIES CORP,,0.0200,1
2024,RYVANEDADBK3,"METALTEK INTERNATIONAL, INC.",,0.0161,3
2024,C59LDR2KN4U6,"FIN-TECH, INC.",,0.0097,1
2024,EYSFY8B947C6,COMNET COMMINCATIONS LLC,,0.0070,3
2024,MV7LRD46KGF7,NEWPORT NEWS NUCLEAR INC,,0.0056,1
2024,WQ8LDD3N2K24,BRADDOCK HEAT TREATING CO.,,0.0056,2
2024,GGKLKCCKVZ16,STEELCASE INC.,,0.0047,2
2024,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",,0.0023,1
2024,CRG3ND68KH28,"MCGILL HOSE & COUPLING, INC.",,0.0022,1
2024,K572F32CSLG5,MANPOWER INC.,,0.0000,1
2024,JA2KCX21NL48,"DEFENSE MARITIME SOLUTIONS, INC.",,-0.0006,1
2024,XQ2FNSEVHWL1,"GOODWIN-BRADLEY PATTERN CO., INC.",,-0.0019,3
2024,C2HBVLFX4AH7,"ARLAND TOOL & MFG., INC.",,-0.0048,1
2024,VMN5C8N5JXD7,WILMOT MODULAR STRUCTURES INC,,-0.0138,1
2024,MME9X24LUXP1,"ACROMAG, INCORPORATED",,-0.0263,2
2024,N9BESJAKTWK7,MARINE EQUIPMENT SUPPLY LLC,,-0.0385,1
2024,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,,-0.0997,1
2024,LFNVWPJYQKH4,"COASTAL DESIGN, LLC",,-0.1082,5
2024,Q53BLDNWRKA8,"TAD PGS, INC.",,-0.1517,1
2024,E57FS3E4CQ19,DRS NAVAL POWER SYSTEMS INC,,-0.1612,1
2024,CXK2Y51KDBW1,PRL INDUSTRIES INC,,-32.6499,3
2025,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,,271.2287,4
2025,CXK2Y51KDBW1,PRL INDUSTRIES INC,,32.8516,3
2025,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,30.8846,9
2025,N1PJDANWUJ61,SCOT FORGE COMPANY,,24.0681,61
2025,E8LNMDLEKM35,DC FABRICATORS INC,,20.0105,6
2025,G9HKMXL5L973,"OIL STATES INDUSTRIES, INC.",,19.0283,26
2025,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,18.9672,5
2025,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",,18.8864,6
2025,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,18.4797,3
2025,W8PTMRME1496,LEONARDO SPA,,17.0947,7
2025,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",,15.2180,36
2025,RLXQHCXFT513,CUNICO CORPORATION,,13.8062,12
2025,RM4TFABVLPX4,"CP INDUSTRIES HOLDINGS, INC",,11.1319,3
2025,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,,10.0600,7
2025,HG5LNJAG4LU8,"HUNT VALVE COMPANY, INC.",,9.5727,7
2025,GU5YDKH7GPF1,CIRCOR NAVAL SOLUTIONS LLC,,8.8776,9
2025,F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,,8.5070,1
2025,J9V9SJL4CW97,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,7.9609,13
2025,F2LEAK3EK9R3,GRAHAM CORP,,7.6481,2
2025,KENVPMBVBT39,"RHOADS METAL FABRICATIONS, INC.",,7.4874,8
2025,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,7.4066,2
2025,FK17Z7DJWLL1,APCO TECHNOLOGIES SA,Yes,6.9041,7
2025,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,,6.5254,16
2025,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,5.0407,1
2025,RA8BS6AS7V54,GOODWIN STEEL CASTINGS LIMITED,Yes,4.9894,2
2025,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",,4.6659,7
2025,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",,4.5477,27
2025,H8CSTCGGDD87,STRYTEN ENERGY LLC,,4.3645,1
2025,MKXMUFJJYLY5,WARD LEONARD CT LLC,,4.1988,2
2025,D1L2HV3GLLY3,TIOGA PIPE INC,,4.1929,7
2025,WJ45NXW2TVD7,MOOG INC.,,4.1843,4
2025,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,Yes,4.1094,2
2025,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",,4.0991,25
2025,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,3.7716,9
2025,PUG1H9MFJD63,THE AMERICAN TANK & FABRICATING COMPANY,,3.7356,3
2025,Q35JL9GFCAK3,MAROTTA CONTROLS INC,,3.7296,3
2025,JEP5GQGFPUL9,PORTLAND VALVE LLC,,3.4134,4
2025,JCXDK86FK3L5,FEDERAL METAL CO,,3.2355,2
2025,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",,3.0458,2
2025,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,3.0363,6
2025,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,,2.8488,8
2025,LFJVPJ77LNM7,FLUID HANDLING LLC,,2.6885,2
2025,E3YNKWRANZ18,"AQUA-CHEM, INC.",,2.6303,1
2025,LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,Yes,2.5591,1
2025,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",,2.2991,11
2025,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",,2.1138,2
