program,piid,work_type,vendor_uei,vendor_name,n_records,dollars
submarines,N0002412C2115,unbucketed,PQ7FJYK7LNM6,B M F TORQUE WRENCH COMPANY,1,0.031
submarines,N0002412C2115,unbucketed,QLMUV48L7HP4,KADANT INC.,1,0.067
submarines,N0002412C2115,unbucketed,RCCFHJBQZ5G6,EDAC TECHNOLOGIES LLC,1,0.03
submarines,N0002412C2115,unbucketed,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,1,0.029
submarines,N0002412C2115,unbucketed,RW9ZRN3J3KB3,"POWERHOUSE EQUIPMENT & ENGINEERING COMPANY, INC.",1,0.042
submarines,N0002412C2115,unbucketed,S987C2WHMF29,PNC EQUITY PARTNERS LP,1,0.094
submarines,N0002412C2115,unbucketed,SBJMSMKJ9M93,"FITCHBURG WELDING CO., INC.",1,0.03
submarines,N0002412C2115,unbucketed,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,1,0.088
submarines,N0002412C2115,unbucketed,SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,1,0.124
submarines,N0002412C2115,unbucketed,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",1,0.069
submarines,N0002412C2115,unbucketed,TCCLSQU7ZMW5,ITT INC.,1,0.165
submarines,N0002412C2115,unbucketed,TCSFXP5TD5P6,"BLOWERS, LLC",1,0.125
submarines,N0002412C2115,unbucketed,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,1,0.029
submarines,N0002412C2115,unbucketed,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",1,0.042
submarines,N0002412C2115,unbucketed,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",1,0.204
submarines,N0002412C2115,unbucketed,UJMKRGKNXML7,DIEBOLT & COMPANY,1,0.074
submarines,N0002412C2115,unbucketed,UNG7G6S4JRA6,"5TH AXIS, LLC",1,0.135
submarines,N0002412C2115,unbucketed,V627Y8NS1JM1,"MILCOTS, LLC",1,0.035
submarines,N0002412C2115,unbucketed,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",1,0.032
submarines,N0002412C2115,unbucketed,VAX5URMCQMM5,"SI TECHNOLOGIES, INC",1,0.057
submarines,N0002412C2115,unbucketed,VC8CKKWDRPD6,SKILLS FOR RHODE ISLAND'S FUTURE,1,0.075
submarines,N0002412C2115,unbucketed,VK1WGWEKJRS4,MORRIS CAPITAL MANAGEMENT LLC,1,0.052
submarines,N0002412C2115,unbucketed,WFM2KCAVDX59,REXNORD CORPORATION,1,0.07
submarines,N0002412C2115,unbucketed,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",1,0.118
submarines,N0002412C2115,unbucketed,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,1,0.303
submarines,N0002412C2115,unbucketed,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",1,0.051
submarines,N0002412C2115,unbucketed,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,1,0.245
submarines,N0002412C2115,unbucketed,XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",1,0.262
submarines,N0002412C2115,unbucketed,YLQMY5SGNE55,3M COMPANY,1,0.044
submarines,N0002412C2115,unbucketed,ZKKURBCSEX58,OPUS INVESTMENT,1,0.108
submarines,N0002412C2115,unbucketed,ZKYHLH1VELN7,MUNTERS GROUP AB,1,0.072
submarines,N0002412C2115,unbucketed,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",1,0.617
submarines,N0002412C2115,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",45,2.649
submarines,N0002412C2115,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",41,2.042
submarines,N0002412C2115,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",35,2.431
submarines,N0002412C2115,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",32,4.461
submarines,N0002412C2115,machining,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,10,0.583
submarines,N0002412C2115,machining,GCWKULHML2S3,WÄRTSILÄ OYJ ABP,3,0.093
submarines,N0002412C2115,machining,DDQCLD6FEJJ6,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,2,0.028
submarines,N0002412C2115,machining,ETWEE7EYY9G5,COGITIC CORPORATION,2,0.085
submarines,N0002412C2115,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,2,0.208
submarines,N0002412C2115,machining,MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,1,0.062
submarines,N0002412C2115,piping,W3KUJLTCRLV1,AMMCON CORP.,24,2.36
submarines,N0002412C2115,piping,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,13,1.151
submarines,N0002412C2115,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,13,1.34
submarines,N0002412C2115,piping,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",12,0.95
submarines,N0002412C2115,piping,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,10,0.571
submarines,N0002412C2115,piping,NPDPXRZGXXL3,"LYN-LAD GROUP, LTD.",9,1.037
submarines,N0002412C2115,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,7,10.594
submarines,N0002412C2115,piping,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",4,0.258
submarines,N0002412C2115,piping,L4ZMKLM4MPL3,MOOG INC.,4,0.512
submarines,N0002412C2115,piping,LNGAZMTYJPL3,THE ENTWISTLE TRUST,4,0.745
submarines,N0002412C2115,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",4,0.587
submarines,N0002412C2115,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",3,0.184
submarines,N0002412C2115,piping,L8T4R3N7ACL6,COLFAX CORPORATION,3,0.106
submarines,N0002412C2115,piping,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,3,0.205
submarines,N0002412C2115,piping,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",2,0.081
submarines,N0002412C2115,piping,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",2,0.683
submarines,N0002412C2115,piping,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,2,0.1
submarines,N0002412C2115,piping,GGSLGRB5KXM6,PON HOLDINGS B.V.,1,0.043
submarines,N0002412C2115,piping,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",1,0.08
submarines,N0002412C2115,piping,K9M4XM134HW6,PENTAIR PUBLIC LIMITED COMPANY,1,0.089
submarines,N0002412C2115,piping,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",1,0.141
submarines,N0002412C2115,piping,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",1,0.183
submarines,N0002412C2115,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,1,0.065
submarines,N0002412C2115,structural,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",34,12.004
submarines,N0002412C2115,structural,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,13,2.815
submarines,N0002412C2115,structural,TZVRTYNM3MN3,PEGASUS STEEL LLC,10,2.345
submarines,N0002412C2115,structural,ZFQBUPK552C3,THE H R HILLERY COMPANY,8,0.911
submarines,N0002412C2115,structural,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",7,0.301
submarines,N0002412C2115,structural,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",6,1.742
submarines,N0002412C2115,structural,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",5,2.769
submarines,N0002412C2115,structural,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",5,1.271
submarines,N0002412C2115,structural,CR99X5Q2KQS1,"L.B.I., INC.",4,0.352
submarines,N0002412C2115,structural,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",4,7.029
submarines,N0002412C2115,structural,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,2,0.507
submarines,N0002412C2115,structural,C256E427Q518,"DELTAK MANUFACTURING, INC.",1,0.638
submarines,N0002412C2115,structural,EVZMB1757DW5,"STEELFAB, INC",1,0.764
submarines,N0002412C2115,structural,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,1,0.08
submarines,N0002412C2115,structural,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",1,0.039
submarines,N0002412C2115,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,23,6.198
submarines,N0002412C2115,electrical,W8PTMRME1496,LEONARDO SPA,13,0.859
submarines,N0002412C2115,electrical,CMANNFGEFNP6,WARD LEONARD HOLDINGS LLC,10,0.857
submarines,N0002412C2115,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,6,0.654
submarines,N0002412C2115,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,6,0.943
submarines,N0002412C2115,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",5,0.191
submarines,N0002412C2115,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,4,1.031
submarines,N0002412C2115,electrical,NTREK31GP8N3,KSARIA CORPORATION,4,0.738
submarines,N0002412C2115,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,3,0.065
submarines,N0002412C2115,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,3,1.104
submarines,N0002412C2115,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2,1.186
submarines,N0002412C2115,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,2,0.162
submarines,N0002412C2115,electrical,UCNMVD1EMHN4,NORTECH SYSTEMS INCORPORATED,1,0.114
submarines,N0002412C2115,electrical,WREEAHYMRQ45,AMPHENOL CORPORATION,1,0.003
submarines,N0002412C2115,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,14,1.326
submarines,N0002412C2115,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",5,0.386
submarines,N0002412C2115,castings,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,2,0.103
submarines,N0002412C2115,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,14,3.861
submarines,N0002412C2115,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",5,0.204
submarines,N0002412C2115,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,6,0.439
submarines,N0002412C2115,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",4,0.164
submarines,N0002412C2115,hvac,DD7KGPMP93C1,HEH HOLDINGS LLC,3,0.144
submarines,N0002412C2115,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,1,0.315
submarines,N0002416C2111,unbucketed,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",15,1.146
submarines,N0002416C2111,unbucketed,GVWENMHJ4Y87,"ALLEGIS GROUP, INC.",13,0.76
submarines,N0002416C2111,unbucketed,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,8,1.044
submarines,N0002416C2111,unbucketed,HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",8,0.491
submarines,N0002416C2111,unbucketed,MYDWUALGXBL5,BIOMATED SOLUTIONS LLC,8,0.317
submarines,N0002416C2111,unbucketed,QLTXH525A671,"RAPID PREP, LLC",8,0.603
submarines,N0002416C2111,unbucketed,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",8,-7.453
submarines,N0002416C2111,unbucketed,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",8,1.107
submarines,N0002416C2111,unbucketed,PM5WJ7WYPX53,AGGREKO PLC,7,0.641
submarines,N0002416C2111,unbucketed,QVJEVJHK3G31,CUBE MOBILE POWER HOLDCO LIMITED,7,0.066
submarines,N0002416C2111,unbucketed,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,7,1.03
submarines,N0002416C2111,unbucketed,DZVSKE3ZKRV4,"IE TEST, LLC",6,0.445
submarines,N0002416C2111,unbucketed,FLU4K8MGMZX7,"HITACHI, LTD.",6,8.918
submarines,N0002416C2111,unbucketed,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,6,0.25
submarines,N0002416C2111,unbucketed,V627Y8NS1JM1,"MILCOTS, LLC",6,0.782
submarines,N0002416C2111,unbucketed,Z8WNV7KTX267,"BURNS & MCDONNELL, INC.",6,2.112
submarines,N0002416C2111,unbucketed,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",5,0.17
submarines,N0002416C2111,unbucketed,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",5,3.462
submarines,N0002416C2111,unbucketed,C1FCEKJP7F91,MCMASTER-CARR SUPPLY COMPANY,4,0.071
submarines,N0002416C2111,unbucketed,DZ4JXAPAU222,"UNITED RENTALS, INC.",4,0.096
submarines,N0002416C2111,unbucketed,GAJ1F3WQCWY5,THE SHERWIN-WILLIAMS COMPANY,4,-0.018
submarines,N0002416C2111,unbucketed,ND7DTJ18YXU8,KEYENCE CORPORATION,4,0.231
submarines,N0002416C2111,unbucketed,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,4,0.052
submarines,N0002416C2111,unbucketed,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,4,0.127
submarines,N0002416C2111,unbucketed,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",4,0.101
submarines,N0002416C2111,unbucketed,SE6NBH1ZRQN5,VETERANS' GROUP LLC,4,0.937
submarines,N0002416C2111,unbucketed,SLBCZQAMG3Q1,"SOLFLOWER COMPUTER, INC",4,0.134
submarines,N0002416C2111,unbucketed,U2PTLL8PXDE3,"ABLE MACHINE TOOL SALES, INC.",4,1.974
submarines,N0002416C2111,unbucketed,WNDYZX3ALFB1,"COMARK, LLC",4,0.408
submarines,N0002416C2111,unbucketed,C3B4GMUXK277,BOWMAR LLC,3,-2.324
submarines,N0002416C2111,unbucketed,DJH3J8S4C481,NTS HOLDING CORPORATION INC,3,0.181
submarines,N0002416C2111,unbucketed,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,3,0.084
submarines,N0002416C2111,unbucketed,GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",3,0.11
submarines,N0002416C2111,unbucketed,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",3,0.035
submarines,N0002416C2111,unbucketed,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",3,0.08
submarines,N0002416C2111,unbucketed,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",3,0.128
submarines,N0002416C2111,unbucketed,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",3,0.093
submarines,N0002416C2111,unbucketed,JMFNDVNJ67A3,CM-MATRIX CORPORATION,3,0.165
submarines,N0002416C2111,unbucketed,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",3,0.139
submarines,N0002416C2111,unbucketed,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,3,0.502
submarines,N0002416C2111,unbucketed,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,3,0.155
submarines,N0002416C2111,unbucketed,S3NBXGNJ5433,"CORSERVA, INC.",3,0.214
submarines,N0002416C2111,unbucketed,SGSBHJMN78B6,"COMMERCE BANCSHARES, INC.",3,0.714
submarines,N0002416C2111,unbucketed,V62NC51F7YV1,UNIVERSITY OF DAYTON,3,0.302
submarines,N0002416C2111,unbucketed,ZTPCCBA4M5N5,DOERFER ACQUISITION COMPANY,3,0.209
submarines,N0002416C2111,unbucketed,C15UT9FDSUL1,ADACORE,2,0.079
submarines,N0002416C2111,unbucketed,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,2,0.261
submarines,N0002416C2111,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",2,0.14
submarines,N0002416C2111,unbucketed,G44XUJLFP3A1,TANDEMLOC INC.,2,0.066
submarines,N0002416C2111,unbucketed,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,2,0.08
submarines,N0002416C2111,unbucketed,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",2,0.081
submarines,N0002416C2111,unbucketed,JE8QAT3GGJN6,LINTECH COMPONENTS CO INC,2,0.093
submarines,N0002416C2111,unbucketed,MME9X24LUXP1,"ACROMAG, INCORPORATED",2,0.068
submarines,N0002416C2111,unbucketed,N5KEKMFCWUR1,AMETEK INC.,2,0.14
submarines,N0002416C2111,unbucketed,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,2,0.146
submarines,N0002416C2111,unbucketed,P3S2F1HKFDM4,VECTOR STIFTUNG,2,0.069
submarines,N0002416C2111,unbucketed,Q9MRTNQZ3K94,DLT MERGERCO LLC,2,0.159
submarines,N0002416C2111,unbucketed,R5N4GY677EH5,ESTERLINE TECHNOLOGIES CORP,2,0.073
submarines,N0002416C2111,unbucketed,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",2,0.064
submarines,N0002416C2111,unbucketed,RW4NDPS7PYF1,"RPS HOLDINGS, INC.",2,0.25
submarines,N0002416C2111,unbucketed,SBJMSMKJ9M93,"FITCHBURG WELDING CO., INC.",2,0.085
submarines,N0002416C2111,unbucketed,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",2,0.425
submarines,N0002416C2111,unbucketed,TT6NACMBJC38,"DIVERSIFIED METALS, INC.",2,0.031
submarines,N0002416C2111,unbucketed,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,2,0.091
submarines,N0002416C2111,unbucketed,UNG7G6S4JRA6,"5TH AXIS, LLC",2,0.134
submarines,N0002416C2111,unbucketed,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",2,0.15
submarines,N0002416C2111,unbucketed,V954CM7C5F33,EUROFINS SCIENTIFIC  SOC. EUROP.,2,0.058
submarines,N0002416C2111,unbucketed,XAABQKXTNJ16,ADVANTAGE ENGINEERING INC,2,0.055
submarines,N0002416C2111,unbucketed,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",2,0.234
submarines,N0002416C2111,unbucketed,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,2,0.027
submarines,N0002416C2111,unbucketed,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",2,0.059
submarines,N0002416C2111,unbucketed,ZG54KTLANAU7,ANVER CORPORATION,2,0.065
submarines,N0002416C2111,unbucketed,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",1,0.129
submarines,N0002416C2111,unbucketed,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,1,0.08
submarines,N0002416C2111,unbucketed,CEKTN77MR848,SANDVIK AB,1,0.092
submarines,N0002416C2111,unbucketed,CPRTJPTEJ2K4,AKZO NOBEL N.V.,1,0.05
submarines,N0002416C2111,unbucketed,CQLFMKPGRUQ3,"TEVET, LLC",1,0.049
submarines,N0002416C2111,unbucketed,D7T3U3HPNR49,J. STEELE SERVICES LLC,1,0.05
submarines,N0002416C2111,unbucketed,DLLCKA14LMZ5,"MERRILL AVIATION, INC.",1,0.307
submarines,N0002416C2111,unbucketed,DNDLL934GK55,CDW CORPORATION,1,0.033
submarines,N0002416C2111,unbucketed,DVLSV4HZBX23,"EAST COAST METROLOGY, LLC",1,0.045
submarines,N0002416C2111,unbucketed,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,1,0.06
submarines,N0002416C2111,unbucketed,EK4US8MM54U3,"NOANK ELECTRIC, LLC",1,0.046
submarines,N0002416C2111,unbucketed,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,1,0.169
submarines,N0002416C2111,unbucketed,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",1,0.035
submarines,N0002416C2111,unbucketed,GMKDF9P95AA7,"AK SERVICES, INC.",1,0.031
submarines,N0002416C2111,unbucketed,GRTDYGFYWBS8,FARO TECHNOLOGIES INC,1,0.045
submarines,N0002416C2111,unbucketed,HC6YKKPYB658,"AGGREKO, LLC",1,-0.0
submarines,N0002416C2111,unbucketed,HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",1,0.039
submarines,N0002416C2111,unbucketed,HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",1,0.13
submarines,N0002416C2111,unbucketed,J3TKCN6S76D6,ORACLE CORPORATION,1,0.032
submarines,N0002416C2111,unbucketed,JABWYKLD7GL8,"KNOWLEDGE KEY ASSOCIATES, INC.",1,0.026
submarines,N0002416C2111,unbucketed,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,1,0.034
submarines,N0002416C2111,unbucketed,KK62PWHW5ZR8,"CRITICAL IO, LLC",1,0.049
submarines,N0002416C2111,unbucketed,KNAGZL3AKW44,"110 TECHNOLOGY, LLC",1,0.035
submarines,N0002416C2111,unbucketed,KWAYELLKNP86,GET ENGINEERING CORP.,1,0.076
submarines,N0002416C2111,unbucketed,L2Y7KUMBALU4,"KENSINGTON ELECTRONICS, INC",1,0.026
submarines,N0002416C2111,unbucketed,LNRSWFY5UKF7,TALBERT MANUFACTURING INC,1,0.055
submarines,N0002416C2111,unbucketed,MJGFRKACFZB3,MEMKOR INC,1,0.052
submarines,N0002416C2111,unbucketed,N9BESJAKTWK7,MARINE EQUIPMENT SUPPLY LLC,1,-0.038
submarines,N0002416C2111,unbucketed,NK62M46B48L8,"JOINING TECHNOLOGIES, INC.",1,0.031
submarines,N0002416C2111,unbucketed,PA1YD43KKTW3,INA-HOLDING SCHAEFFLER GMBH & CO. KG,1,0.078
submarines,N0002416C2111,unbucketed,QLNRJJK28MJ7,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",1,0.094
submarines,N0002416C2111,unbucketed,QRS8UUK41BA4,METREX VALVE CORP.,1,0.263
submarines,N0002416C2111,unbucketed,SC4MSPUB7B46,CONCURRENT TECHNOLOGIES PLC,1,0.034
submarines,N0002416C2111,unbucketed,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",1,0.008
submarines,N0002416C2111,unbucketed,TB74HBR5ABD6,"HUGHES CIRCUITS, INC.",1,0.052
submarines,N0002416C2111,unbucketed,TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,1,0.517
submarines,N0002416C2111,unbucketed,TRJPK4ELKDR3,M & P INTERNATIONAL INC,1,0.195
submarines,N0002416C2111,unbucketed,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",1,0.044
submarines,N0002416C2111,unbucketed,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",1,0.398
submarines,N0002416C2111,unbucketed,UP6CM5LVP5G3,"WARNER SPECIALTY PRODUCTS, INC.",1,0.067
submarines,N0002416C2111,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,1,-0.05
submarines,N0002416C2111,unbucketed,WF99GAJKQAL5,NTS LABS LLC,1,-0.025
submarines,N0002416C2111,unbucketed,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",1,0.327
submarines,N0002416C2111,unbucketed,X4UMAJJTMS97,GERMANE SYSTEMS LC,1,0.076
submarines,N0002416C2111,unbucketed,XJJ6S8U3NAR9,JULES BOREL & CO.,1,0.095
submarines,N0002416C2111,unbucketed,XLKTN1TLGB75,ELMA ELECTRONIC AG,1,0.048
submarines,N0002416C2111,unbucketed,XPJVJCWTHYV6,ESCO GROUP INC,1,0.012
submarines,N0002416C2111,unbucketed,YWX1QLBKSQD7,"PRC DESOTO INTERNATIONAL, INC.",1,0.006
submarines,N0002416C2111,unbucketed,ZVDFRHRJJ272,COSTRUZIONI APPARECCHIATURE ELETTRONICHE NUCLEARI C.A.E.N. SPA,1,0.03
submarines,N0002416C2111,electrical,W8PTMRME1496,LEONARDO SPA,32,-7.592
submarines,N0002416C2111,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,19,1.663
submarines,N0002416C2111,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,16,125.24
submarines,N0002416C2111,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,10,2.871
submarines,N0002416C2111,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,7,1.626
submarines,N0002416C2111,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,5,0.459
submarines,N0002416C2111,electrical,E57FS3E4CQ19,DRS NAVAL POWER SYSTEMS INC,4,-0.161
submarines,N0002416C2111,electrical,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,4,1.47
submarines,N0002416C2111,electrical,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",4,0.933
submarines,N0002416C2111,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,3,3.69
submarines,N0002416C2111,electrical,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",3,5.343
submarines,N0002416C2111,electrical,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,2,0.081
submarines,N0002416C2111,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2,0.252
submarines,N0002416C2111,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,2,0.18
submarines,N0002416C2111,electrical,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",1,0.136
submarines,N0002416C2111,electrical,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",1,0.05
submarines,N0002416C2111,electrical,MS4MJ49T13Q8,QINETIQ HOLDINGS LIMITED,1,1.4
submarines,N0002416C2111,electrical,WREEAHYMRQ45,AMPHENOL CORPORATION,1,0.093
submarines,N0002416C2111,electrical,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",1,0.427
submarines,N0002416C2111,electrical,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,1,-1.158
submarines,N0002416C2111,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",25,1.62
submarines,N0002416C2111,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",24,4.222
submarines,N0002416C2111,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,11,0.973
submarines,N0002416C2111,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,7,2.108
submarines,N0002416C2111,piping,V1MQFNQB56Z5,RIX INDUSTRIES,7,0.762
submarines,N0002416C2111,piping,L4ZMKLM4MPL3,MOOG INC.,4,0.691
submarines,N0002416C2111,piping,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,2,1.054
submarines,N0002416C2111,piping,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",1,0.06
submarines,N0002416C2111,piping,TUU9F6CG3XC7,"ROBERT FAMILY HOLDINGS, INC.",1,0.161
submarines,N0002416C2111,coatings,FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LLC",26,5.234
submarines,N0002416C2111,coatings,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,23,3.767
submarines,N0002416C2111,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,12,1.142
submarines,N0002416C2111,coatings,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,6,0.749
submarines,N0002416C2111,coatings,KZGEJ29ND6K3,EVONIK CORPORATION,1,0.001
submarines,N0002416C2111,structural,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",6,0.387
