program,piid,work_type,vendor_uei,vendor_name,n_records,dollars
ddg,N0002411C2307,unbucketed,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",2,0.119
ddg,N0002411C2307,unbucketed,NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",2,0.155
ddg,N0002411C2307,unbucketed,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",2,0.108
ddg,N0002411C2307,unbucketed,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,2,0.163
ddg,N0002411C2307,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",1,0.039
ddg,N0002411C2307,unbucketed,CVMQHCRDBVT7,"KEVIN GROS CONSULTING & MARINE SERVICES, INC.",1,0.025
ddg,N0002411C2307,unbucketed,D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",1,0.043
ddg,N0002411C2307,unbucketed,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",1,0.111
ddg,N0002411C2307,unbucketed,DYJZZ9DANLM3,RALPH & DOROTHY MOORE,1,0.03
ddg,N0002411C2307,unbucketed,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,1,0.034
ddg,N0002411C2307,unbucketed,E5J1EAQ21JR9,SURVITEC GROUP (CAYMAN ISLANDS) LIMITED,1,0.169
ddg,N0002411C2307,unbucketed,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",1,0.103
ddg,N0002411C2307,unbucketed,FECPDA1S8WJ1,D. W. BOYD CORPORATION,1,0.059
ddg,N0002411C2307,unbucketed,FNQARYRJJEL5,"COSPOLICH, INC.",1,0.029
ddg,N0002411C2307,unbucketed,G871GBTQ94M7,LONA SLADE,1,0.049
ddg,N0002411C2307,unbucketed,GGSLGRB5KXM6,PON HOLDINGS B.V.,1,0.034
ddg,N0002411C2307,unbucketed,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,1,0.064
ddg,N0002411C2307,unbucketed,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,1,0.071
ddg,N0002411C2307,unbucketed,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,1,0.051
ddg,N0002411C2307,unbucketed,HTHZV61C5DV8,SYSCO CORPORATION,1,0.094
ddg,N0002411C2307,unbucketed,HUKGWGAFW4C7,SOUNDOWN CORPORATION,1,0.076
ddg,N0002411C2307,unbucketed,J6DMEL935CD1,XYLEM INC.,1,0.092
ddg,N0002411C2307,unbucketed,JB4NTVR9XMN4,XEROX CORPORATION,1,0.025
ddg,N0002411C2307,unbucketed,JFEWJZWTH4W4,THE TOOL HOUSE INC,1,0.113
ddg,N0002411C2307,unbucketed,JGLLLKELFB57,ITT CORPORATION,1,0.041
ddg,N0002411C2307,unbucketed,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,1,0.026
ddg,N0002411C2307,unbucketed,JL4THZCMNKR7,JACKSON PLATING CO.,1,0.069
ddg,N0002411C2307,unbucketed,KB8ALFD8K1X8,HIGGINS MARINE SERVICES INC,1,0.045
ddg,N0002411C2307,unbucketed,LSGYNGHKB863,DEBAN ENTERPRISES INC,1,0.042
ddg,N0002411C2307,unbucketed,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",1,0.026
ddg,N0002411C2307,unbucketed,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",1,0.085
ddg,N0002411C2307,unbucketed,NKESS3J37J77,COLUMBUS MCKINNON CORPORATION,1,0.027
ddg,N0002411C2307,unbucketed,NPKVXNRA1XT3,PARASENSE LIMITED,1,0.031
ddg,N0002411C2307,unbucketed,PJM1KBVHTYL6,"DISTRIBUTION INTERNATIONAL, INC.",1,0.032
ddg,N0002411C2307,unbucketed,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,1,0.043
ddg,N0002411C2307,unbucketed,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",1,0.035
ddg,N0002411C2307,unbucketed,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",1,0.055
ddg,N0002411C2307,unbucketed,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",1,0.203
ddg,N0002411C2307,unbucketed,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,1,0.05
ddg,N0002411C2307,unbucketed,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,1,0.061
ddg,N0002411C2307,unbucketed,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,1,0.076
ddg,N0002411C2307,unbucketed,RYYRAAAGPXB5,"STOCKERT, LAURA",1,0.065
ddg,N0002411C2307,unbucketed,T99DCLB5NRH7,"OCENCO, INCORPORATED",1,0.246
ddg,N0002411C2307,unbucketed,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",1,0.031
ddg,N0002411C2307,unbucketed,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",1,0.028
ddg,N0002411C2307,unbucketed,V72KJGHK3JF2,MGR EQUIPMENT CORP,1,0.04
ddg,N0002411C2307,unbucketed,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",1,0.081
ddg,N0002411C2307,unbucketed,VHCPBNRMLK33,"ASSOCIATED FOOD EQUIPMENT AND SUPPLIES, INC.",1,0.026
ddg,N0002411C2307,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,1,0.187
ddg,N0002411C2307,unbucketed,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,1,0.035
ddg,N0002411C2307,unbucketed,W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",1,0.068
ddg,N0002411C2307,unbucketed,W8PTMRME1496,LEONARDO SPA,1,0.029
ddg,N0002411C2307,unbucketed,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",1,0.032
ddg,N0002411C2307,unbucketed,XECCFU26TTP9,"MONITEQ, INC.",1,0.031
ddg,N0002411C2307,unbucketed,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,1,0.029
ddg,N0002411C2307,unbucketed,XGKMK9LBC344,PREMIER FARNELL LIMITED,1,0.047
ddg,N0002411C2307,unbucketed,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,1,0.077
ddg,N0002411C2307,unbucketed,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",1,0.083
ddg,N0002411C2307,unbucketed,YPQMZDVKS1K8,FLOWSERVE CORPORATION,1,0.085
ddg,N0002411C2307,unbucketed,YVDFW51N3N61,"WALDO BROTHERS, INC.",1,0.04
ddg,N0002411C2307,unbucketed,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",1,0.103
ddg,N0002411C2307,structural,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",18,2.546
ddg,N0002411C2307,structural,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,8,1.265
ddg,N0002411C2307,structural,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",4,2.425
ddg,N0002411C2307,structural,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",3,0.354
ddg,N0002411C2307,structural,X99SLLWX4NV1,"SUMMA HOLDINGS, INC.",3,0.108
ddg,N0002411C2307,structural,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",2,0.454
ddg,N0002411C2307,structural,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,1,0.035
ddg,N0002411C2307,piping,GGSLGRB5KXM6,PON HOLDINGS B.V.,5,1.423
ddg,N0002411C2307,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",3,0.208
ddg,N0002411C2307,piping,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",3,0.09
ddg,N0002411C2307,piping,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",3,0.33
ddg,N0002411C2307,piping,DQLZFV6PFCB9,"TATE ANDALE, LLC",1,0.063
ddg,N0002411C2307,piping,GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",1,0.071
ddg,N0002411C2307,piping,JBMKQ8ZH6FN9,DOVER CORPORATION,1,0.037
ddg,N0002411C2307,piping,L8T4R3N7ACL6,COLFAX CORPORATION,1,0.026
ddg,N0002411C2307,piping,SFBKKM3ZYN48,FILTRATION GROUP CORPORATION,1,0.067
ddg,N0002411C2307,piping,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",1,0.092
ddg,N0002411C2307,piping,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,1,0.039
ddg,N0002411C2307,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,1,0.044
ddg,N0002411C2307,piping,WWMME88ERQG5,"BESTWELD, INC.",1,0.029
ddg,N0002411C2307,electrical,SKKACASET588,DYNALEC CORPORATION,13,0.589
ddg,N0002411C2307,electrical,W8PTMRME1496,LEONARDO SPA,3,0.133
ddg,N0002411C2307,electrical,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,1,0.031
ddg,N0002411C2307,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",1,0.371
ddg,N0002411C2307,machining,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,11,1.522
ddg,N0002411C2307,machining,D44RA79E3K57,PRECISION PRODUCTS INC,4,0.529
ddg,N0002411C2307,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",2,0.064
ddg,N0002411C2307,hvac,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",4,0.48
ddg,N0002411C2307,hvac,W8PTMRME1496,LEONARDO SPA,3,0.126
ddg,N0002411C2307,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,2,0.055
ddg,N0002411C2307,hvac,E2UWVCT7GDJ4,"IRVING PLACE CAPITAL, LLC",1,0.08
ddg,N0002411C2307,coatings,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",3,0.299
ddg,N0002411C2307,coatings,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,2,0.194
ddg,N0002411C2307,coatings,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",2,0.261
ddg,N0002411C2307,coatings,JQTLH33SXNQ7,SECURITAS AB,1,0.166
ddg,N0002411C2309,unbucketed,E5K9VR2A1MW9,BAE SYSTEMS PLC,13,1.994
ddg,N0002411C2309,unbucketed,JNC1BUEVV3B9,"JGILS, LLC",6,0.478
ddg,N0002411C2309,unbucketed,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",5,0.386
ddg,N0002411C2309,unbucketed,HNJDANSKDZK9,"SPECTRONICS, INC.",4,0.177
ddg,N0002411C2309,unbucketed,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,3,0.131
ddg,N0002411C2309,unbucketed,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,3,0.23
ddg,N0002411C2309,unbucketed,JN16VPC2PXN4,"BAY CITY MARINE, INC.",3,0.15
ddg,N0002411C2309,unbucketed,K8E4CQYCRJ25,ADVANCED STRUCTURES CORPORATION,3,0.289
ddg,N0002411C2309,unbucketed,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,2,0.07
ddg,N0002411C2309,unbucketed,GGSLGRB5KXM6,PON HOLDINGS B.V.,2,0.079
ddg,N0002411C2309,unbucketed,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",2,0.269
ddg,N0002411C2309,unbucketed,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,2,0.155
ddg,N0002411C2309,unbucketed,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",2,0.203
ddg,N0002411C2309,unbucketed,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,2,0.203
ddg,N0002411C2309,unbucketed,TKJ1TW2YRNL3,MEGGITT PLC,2,0.149
ddg,N0002411C2309,unbucketed,UZKRMH51VMJ5,"PAR SYSTEMS, INC.",2,0.132
ddg,N0002411C2309,unbucketed,W2H3SYSJNLK5,ARASTAFF,2,0.369
ddg,N0002411C2309,unbucketed,YPQMZDVKS1K8,FLOWSERVE CORPORATION,2,0.059
ddg,N0002411C2309,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",1,0.043
ddg,N0002411C2309,unbucketed,CVMQHCRDBVT7,"KEVIN GROS CONSULTING & MARINE SERVICES, INC.",1,0.025
ddg,N0002411C2309,unbucketed,D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",1,0.042
ddg,N0002411C2309,unbucketed,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",1,0.155
ddg,N0002411C2309,unbucketed,DYJZZ9DANLM3,RALPH & DOROTHY MOORE,1,0.085
ddg,N0002411C2309,unbucketed,E5J1EAQ21JR9,SURVITEC GROUP (CAYMAN ISLANDS) LIMITED,1,0.169
ddg,N0002411C2309,unbucketed,EEE8FHKK1YR9,"LAFAYETTE RESTAURANT SUPPLY, INC.",1,0.048
ddg,N0002411C2309,unbucketed,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",1,0.109
ddg,N0002411C2309,unbucketed,FECPDA1S8WJ1,D. W. BOYD CORPORATION,1,0.059
ddg,N0002411C2309,unbucketed,G871GBTQ94M7,LONA SLADE,1,0.103
ddg,N0002411C2309,unbucketed,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,1,0.054
ddg,N0002411C2309,unbucketed,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,1,0.049
ddg,N0002411C2309,unbucketed,HTHZV61C5DV8,SYSCO CORPORATION,1,0.102
ddg,N0002411C2309,unbucketed,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,1,0.038
ddg,N0002411C2309,unbucketed,JB4NTVR9XMN4,XEROX CORPORATION,1,0.03
ddg,N0002411C2309,unbucketed,JFEWJZWTH4W4,THE TOOL HOUSE INC,1,0.113
ddg,N0002411C2309,unbucketed,JL4THZCMNKR7,JACKSON PLATING CO.,1,0.066
ddg,N0002411C2309,unbucketed,K1K5EKJ2KK29,RHINESTAHL CORPORATION,1,0.128
ddg,N0002411C2309,unbucketed,KB8ALFD8K1X8,HIGGINS MARINE SERVICES INC,1,0.03
ddg,N0002411C2309,unbucketed,LPN2BLLPK366,"EGGELHOF, INC.",1,0.03
ddg,N0002411C2309,unbucketed,LSGYNGHKB863,DEBAN ENTERPRISES INC,1,0.033
ddg,N0002411C2309,unbucketed,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",1,0.027
ddg,N0002411C2309,unbucketed,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",1,0.042
ddg,N0002411C2309,unbucketed,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",1,0.085
ddg,N0002411C2309,unbucketed,NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",1,0.088
ddg,N0002411C2309,unbucketed,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",1,0.034
ddg,N0002411C2309,unbucketed,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,1,0.029
ddg,N0002411C2309,unbucketed,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",1,0.055
ddg,N0002411C2309,unbucketed,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,1,0.064
ddg,N0002411C2309,unbucketed,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,1,0.074
ddg,N0002411C2309,unbucketed,RYYRAAAGPXB5,"STOCKERT, LAURA",1,0.064
ddg,N0002411C2309,unbucketed,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",1,0.035
ddg,N0002411C2309,unbucketed,UUK2QMVKDKN1,"MANSFIELD INDUSTRIAL, INC.",1,0.066
ddg,N0002411C2309,unbucketed,V72KJGHK3JF2,MGR EQUIPMENT CORP,1,0.04
ddg,N0002411C2309,unbucketed,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",1,0.069
ddg,N0002411C2309,unbucketed,VHCPBNRMLK33,"ASSOCIATED FOOD EQUIPMENT AND SUPPLIES, INC.",1,0.026
ddg,N0002411C2309,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,1,0.147
ddg,N0002411C2309,unbucketed,W8PTMRME1496,LEONARDO SPA,1,0.075
ddg,N0002411C2309,unbucketed,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,1,0.064
ddg,N0002411C2309,unbucketed,XGKMK9LBC344,PREMIER FARNELL LIMITED,1,0.047
ddg,N0002411C2309,unbucketed,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,1,0.084
ddg,N0002411C2309,unbucketed,XJMEFDTH72U5,"HDT GLOBAL, INC.",1,0.048
ddg,N0002411C2309,unbucketed,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,1,0.065
ddg,N0002411C2309,unbucketed,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",1,0.054
ddg,N0002411C2309,unbucketed,YVDFW51N3N61,"WALDO BROTHERS, INC.",1,0.028
ddg,N0002411C2309,unbucketed,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",1,0.103
ddg,N0002411C2309,structural,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",8,0.52
ddg,N0002411C2309,structural,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",5,2.555
ddg,N0002411C2309,structural,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,5,0.796
ddg,N0002411C2309,structural,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",2,0.208
ddg,N0002411C2309,structural,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,2,0.15
ddg,N0002411C2309,structural,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",1,0.817
ddg,N0002411C2309,structural,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",1,0.06
ddg,N0002411C2309,structural,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,1,0.061
ddg,N0002411C2309,structural,MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",1,0.05
ddg,N0002411C2309,structural,PW9GWUTL4KV5,"US, INC.",1,0.036
ddg,N0002411C2309,structural,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",1,0.051
ddg,N0002411C2309,structural,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",1,0.029
ddg,N0002411C2309,machining,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,6,0.397
ddg,N0002411C2309,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",4,0.146
ddg,N0002411C2309,machining,D44RA79E3K57,PRECISION PRODUCTS INC,3,0.497
ddg,N0002411C2309,machining,H4FZBFXLJ636,"TIMKEN COMPANY, THE",2,0.08
ddg,N0002411C2309,machining,RMLGMBGNPCC8,"KINGSBURY, INC.",1,0.078
ddg,N0002411C2309,electrical,SKKACASET588,DYNALEC CORPORATION,6,0.267
ddg,N0002411C2309,electrical,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",4,0.558
ddg,N0002411C2309,electrical,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,2,0.068
ddg,N0002411C2309,electrical,W8PTMRME1496,LEONARDO SPA,2,0.059
ddg,N0002411C2309,coatings,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,10,1.491
ddg,N0002411C2309,coatings,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",2,0.121
ddg,N0002411C2309,coatings,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",1,0.035
ddg,N0002411C2309,hvac,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",8,0.616
ddg,N0002411C2309,hvac,W8PTMRME1496,LEONARDO SPA,3,0.146
ddg,N0002411C2309,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,1,0.03
ddg,N0002411C2309,piping,GGSLGRB5KXM6,PON HOLDINGS B.V.,4,1.609
ddg,N0002411C2309,piping,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",3,0.274
ddg,N0002411C2309,piping,DQLZFV6PFCB9,"TATE ANDALE, LLC",1,0.063
ddg,N0002411C2309,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,1,0.034
ddg,N0002411C2309,piping,V1MQFNQB56Z5,RIX INDUSTRIES,1,0.026
ddg,N0002411C2309,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,1,0.044
ddg,N0002419C4452,unbucketed,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,4,0.608
ddg,N0002419C4452,unbucketed,LPNPM5FBDS29,"GENUINE CABLE GROUP, LLC",3,0.162
ddg,N0002419C4452,unbucketed,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",2,0.185
ddg,N0002419C4452,unbucketed,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",2,0.206
ddg,N0002419C4452,unbucketed,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",2,0.111
ddg,N0002419C4452,unbucketed,Y7HRJMWG5HN9,UNITED REFRIGERATION INC,2,0.241
ddg,N0002419C4452,unbucketed,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",1,0.244
ddg,N0002419C4452,unbucketed,FNQARYRJJEL5,"COSPOLICH, INC.",1,0.047
ddg,N0002419C4452,unbucketed,G9XVDY2MZMX5,INSINGER MACHINE CO,1,0.062
ddg,N0002419C4452,unbucketed,HZVFYESM3PZ3,"PRECISION HOSE, INC.",1,0.031
ddg,N0002419C4452,unbucketed,JH61GLV2MCA7,"PRIME SCIENCE & TECHNOLOGY, LLC",1,0.116
ddg,N0002419C4452,unbucketed,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,1,0.039
ddg,N0002419C4452,unbucketed,K5EHDDMPL8L3,ASC ENGINEERED SOLUTIONS LLC,1,0.138
ddg,N0002419C4452,unbucketed,KCDDKU78L9P7,CHASE CORPORATION,1,0.073
ddg,N0002419C4452,unbucketed,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,1,0.516
ddg,N0002419C4452,unbucketed,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",1,0.133
ddg,N0002419C4452,unbucketed,LZQFW2PSQ4C3,HARDWARE SPECIALTY CO,1,0.052
ddg,N0002419C4452,unbucketed,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",1,0.046
ddg,N0002419C4452,unbucketed,S6F5JLBSADM7,MIL-SPEC WIRE & CABLE CO,1,0.059
ddg,N0002419C4452,unbucketed,VWX3JEES4FF7,TRIMAN INDUSTRIES INC,1,0.343
ddg,N0002419C4452,unbucketed,YGFEZY19YQR9,NORTHROP GRUMMAN SYSTEMS CORP,1,0.046
ddg,N0002419C4452,structural,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",13,6.36
ddg,N0002419C4452,structural,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",5,1.332
ddg,N0002419C4452,structural,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",4,0.751
ddg,N0002419C4452,structural,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",2,0.469
ddg,N0002419C4452,structural,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,1,0.067
ddg,N0002419C4452,structural,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",1,0.085
ddg,N0002419C4452,structural,JSAXGRLNEJ63,COLONNA'S SHIP YARD INCORPORATED,1,1.185
ddg,N0002419C4452,structural,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",1,0.07
ddg,N0002419C4452,structural,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",1,0.109
ddg,N0002419C4452,electrical,W8PTMRME1496,LEONARDO SPA,9,0.584
ddg,N0002419C4452,electrical,T5CFQAL52L76,KATO ENGINEERING INC.,6,1.293
ddg,N0002419C4452,electrical,E57FS3E4CQ19,ENGINEERED COIL COMPANY,1,0.07
ddg,N0002419C4452,electrical,HLE1E2KALJA5,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",1,0.077
ddg,N0002419C4452,electrical,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,1,0.1
ddg,N0002419C4452,electrical,PG7AZJQMRL27,"ASCO POWER TECHNOLOGIES, L.P.",1,0.03
ddg,N0002419C4452,electrical,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",1,0.052
ddg,N0002419C4452,electrical,SKKACASET588,DYNALEC CORPORATION,1,0.324
ddg,N0002419C4452,electrical,T2PGFX9RZJH9,"ASCO POWER TECHNOLOGIES, L..P.",1,0.161
ddg,N0002419C4452,electrical,YVBHN7GKLQ44,GLENAIR INC,1,0.037
ddg,N0002419C4452,electrical,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,1,0.077
ddg,N0002419C4452,piping,GQ6ADGRCXZ54,"MIDDLEBY CORPORATION, THE",4,0.481
ddg,N0002419C4452,piping,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",3,0.852
ddg,N0002419C4452,piping,EYXEF9DML9L7,LIDGERWOOD MANUFACTURING COMPANY (INC),2,0.417
ddg,N0002419C4452,piping,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",2,0.366
ddg,N0002419C4452,piping,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",2,0.45
ddg,N0002419C4452,piping,LG8PRS9MR697,SFC VALVE CORPORATION,1,0.102
ddg,N0002419C4452,piping,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",1,0.065
ddg,N0002419C4452,piping,V1MQFNQB56Z5,RIX INDUSTRIES,1,1.667
ddg,N0002419C4452,piping,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,1,0.172
ddg,N0002419C4452,hvac,ZTPLJJTAD2F4,HOWDEN AMERICAN FAN COMPANY,10,1.472
ddg,N0002419C4452,hvac,E57FS3E4CQ19,ENGINEERED COIL COMPANY,2,0.277
ddg,N0002419C4452,hvac,W8PTMRME1496,LEONARDO SPA,2,0.075
ddg,N0002419C4452,hvac,L232ZUA5KLW3,HOWDEN AMERICAN FAN COMPANY,1,1.25
ddg,N0002419C4452,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,2,0.12
ddg,N0002419C4452,machining,N3K7U4MKPSE4,"J & R TOOL, INC",1,0.244
ddg,N0002419C2322,unbucketed,DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",8,0.619
ddg,N0002419C2322,unbucketed,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,2,0.143
ddg,N0002419C2322,unbucketed,L14LNGXH8M26,CURTIS WRIGHT BUILDERS LLC,2,0.347
ddg,N0002419C2322,unbucketed,NY66W8KMH427,"WALZ & KRENZER, INC.",2,0.158
ddg,N0002419C2322,unbucketed,RBANKF6MUJS9,"VEGAS FASTENER MANUFACTURING, LLC",2,0.086
ddg,N0002419C2322,unbucketed,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,2,0.21
ddg,N0002419C2322,unbucketed,D497LKJGKS84,MESTEK INC,1,0.109
ddg,N0002419C2322,unbucketed,DHGJVCVAFYE3,"CALIFORNIA MARINE CLEANING, INC.",1,0.035
ddg,N0002419C2322,unbucketed,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",1,0.103
