uei,name,dollars,records,programs,foreign,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
C9C6HPQLL4A8,CATERPILLAR INC.,23641905.35,28,ddg,,Active,Active,Manufacturer of Goods,333120,3331,22,221114;333120;333131;333132;333618;333922;333924;333995;334511;335312;335999;336120;336350;336992;423490;423810;423830;423860;532412;561210;611430;611519,0,,,,11083,N,For Profit Organization;Business or Organization;Manufacturer of Goods
U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,23483999.41,5,ddg,,Active,Active,Manufacturer of Goods,336611,3366,3,336611;488390;541330,0,,"BAE SYSTEMS, INC.",BAE SYSTEMS PLC,64745,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC",23333483.67,34,ddg,,Active,Active,Subchapter S Corporation,332911,3329,5,332911;334419;335312;335314;335999,0,,,,66822,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
E9DKKLZNCQS9,Trident Maritime Systems UK Limited,22453880.24,21,ddg,Y,Active,Active,Manufacturer of Goods,334419,3344,5,332510;334419;334511;335999;339999,0,,"DC CAPITAL PARTNERS FUND III GP, LLC",,K0735,N,For Profit Organization;Business or Organization;Manufacturer of Goods
E84NNWLU6RK3,HAMILL MANUFACTURING COMPANY,22285090.0,7,ddg,,Active,Active,Subchapter S Corporation,332710,3327,9,221113;332710;332721;332722;336412;336413;336414;336415;336611,0,,,,17661,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
LB1XJ5UY5961,IMO INDUSTRIES INC.,22255855.47,26,ddg,,NO_RECORD,,,,,0,,0,,,,,,
QNF5KM7YJSN7,"Southcoast Welding & Manufacturing, LLC.",21995779.77,82,ddg,,Active,Active,Manufacturer of Goods,336611,3366,8,332312;332321;332323;332710;332721;332999;336611;541330,1,1905,,,3YXD4,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",21905910.4,24,ddg,,Active,Active,Manufacturer of Goods,335313,3353,1,335313,0,,,,47750,N,For Profit Organization;Business or Organization;Manufacturer of Goods
SKKACASET588,DYNALEC CORPORATION,21678093.86,233,ddg,,Active,Active,Subchapter S Corporation,334290,3342,5,334210;334290;334310;334419;334511,0,,,,12763,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
DA1PDLWQ7BH4,BEAST CODE LLC,21364123.4,33,ddg,,Active,Active,Subchapter S Corporation,513210,5132,7,332993;334511;513210;541330;541511;541512;541715,0,,,,742A2,N,For Profit Organization;Business or Organization;Subchapter S Corporation
GLU5BML5XQK2,Romey Paul Ventures LLC,20920427.0,10,ddg,,NO_RECORD,,,,,0,,0,,,,,,
QCFDU4MA1444,A/Z CORPORATION,20446792.63,98,ddg,,Active,Active,Subchapter S Corporation,236210,2362,6,236210;236220;238110;238210;238220;238320,0,,CIANBRO CORPORATION,THE CIANBRO COMPANIES,1ND67,N,For Profit Organization;Business or Organization;Subchapter S Corporation
CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",19982080.24,58,ddg,,Active,Active,Manufacturer of Goods,336611,3366,16,331210;332312;332313;332420;332439;332510;332710;332721;333120;333514;335312;336413;336419;336611;336992;811310,0,,,,31913,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
GUD4TJE3FN31,CIRCOR PUMPS NORTH AMERICA LLC,19331832.14,13,ddg,,Active,Active,Manufacturer of Goods,333914,3339,1,333914,1,J043,CIRCOR INTL INC,,59180,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NTREK31GP8N3,KSARIA CORPORATION,18930288.93,57,ddg,,Active,Active,Manufacturer of Goods,334417,3344,9,334210;334220;334290;334417;334419;335921;335929;493190;541330,0,,KSARIA HOLDING CORPORATION,ITT INCORPORATION,3ET44,N,For Profit Organization;Business or Organization;Manufacturer of Goods
G319AMB56SW5,"901 D, LLC",18825190.01,113,ddg,,Active,Active,Manufacturer of Goods,332999,3329,4,332999;334419;334511;541330,10,2010;2090;5340;5895;5975;AR11;J020;R408;R425;R706,"CURTISS-WRIGHT CONTROLS, INC.",CURTISS-WRIGHT CORPORATION,1NPW9,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
G78MQ69BN636,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,18771227.87,84,ddg,Y,Active,Active,Manufacturer of Goods,332420,3324,2,332420;335312,4,AC31;AC33;AH32;AH34,"TRIDENT MARITIME SYSTEMS, INC.","JFL GP INVESTORS III, LLC",35076,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C256E427Q518,"DELTAK MANUFACTURING, INC.",18679933.72,6,ddg,,Active,Active,,332323,3323,2,332312;332323,0,,,,6UL20,N,For Profit Organization;Business or Organization
MF1LU8RPCMB8,"RANOR, INC.",18418171.59,106,ddg,,Active,Active,Manufacturer of Goods,332313,3323,5,332313;332420;332439;332710;332999,0,,TECHPRECISION CORPORATION,,6Y869,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",18342363.9,108,ddg,,Active,Active,Manufacturer of Goods,339999,3399,4,336412;336413;336611;339999,0,,,,94592,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Service-Disabled Veteran-Owned Business
MEMSWT1LFU18,JERED LLC,18071181.61,38,ddg,,Active,Active,Manufacturer of Goods,332312,3323,3,332312;336611;541330,0,,"PAR SYSTEMS, LLC","PMGH HOLDINGS, INC.",98523,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",17340090.52,74,ddg,,Active,Active,Manufacturer of Goods,331529,3315,15,331420;331511;331513;331529;332710;332811;332991;333618;333921;333923;336412;336510;336611;336612;336992,0,,,,93812,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,17000719.11,28,ddg,,Inactive,Inactive,Manufacturer of Goods,,,1,331513,5,1140;2040;2825;2950;9640,,,4ZFC0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HLFDNJU7KXJ1,BOGUE SYSTEMS INC,16949604.55,54,ddg,,Active,Active,Manufacturer of Goods,335311,3353,3,335311;335312;335999,0,,,,0BXF1,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",16841430.72,127,ddg,,Active,Active,Subchapter S Corporation,541519,5415,40,221122;326150;333248;334111;334112;334118;334210;334220;334290;334310;334412;334413;334416;334417;334418;334419;334510;334511;334513;334515;334516;334610;335311;335313;335921;335999;336411;337214;339940;339999;449210;513210;517121;518210;541511;541512;541513;541519;611420;811210,0,,"CANE BAY TECHNOLOGIES, LLC",,1BS14,N,For Profit Organization;Business or Organization;Subchapter S Corporation
H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,16619921.3,21,ddg,,Active,Active,Manufacturer of Goods,334511,3345,4,334511;541330;541690;541715,0,,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,03538,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XDF1FRDG8KK4,"FOSTER-MILLER, INC.",16420820.41,23,ddg,,Active,Active,Manufacturer of Goods,336413,3364,10,315990;332216;334511;334519;336413;336992;339999;541330;541715;811310,0,,QINETIQ INC.,QINETIQ,30233,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
HYGLK2BNFKB3,MTU AMERICA INC.,15817611.47,9,ddg,,Active,Active,Manufacturer of Goods,333618,3336,3,333618;336611;811310,0,,ROLLS-ROYCE SOLUTIONS GMBH,ROLLS-ROYCE HOLDINGS PLC,72582,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
LCZDJ6YPNYG6,"MARTIN ENERGY SERVICES, LLC",15590348.84,27,ddg,,Active,Active,Limited Liability Company,424710,4247,1,424710,1,M1NA,MARTIN RESOURCE MANAGEMENT CORPORATION,,3R839,N,For Profit Organization;Business or Organization;Limited Liability Company
WXRTZLL25AE5,"SEEMANN COMPOSITES, INC.",15424126.7,36,ddg,,Active,Active,Manufacturer of Goods,325991,3259,5,325991;332721;334511;336999;541715,0,,KARMAN HOLDINGS LLC,KARMAN HOLDINGS INC.,0EXM6,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,15209127.99,5,ddg,Y,?,,,,,0,,0,,SHEFFIELD FORGEMASTERS INTERNATIONAL LIMITED,,,,
N5BYYW3MMFP7,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",15120356.0,19,ddg,,Active,Active,Manufacturer of Goods,326291,3262,7,326291;332312;332439;332510;332722;335999;339991,0,,HUTCHINSON CORPORATION,TOTAL SA,81860,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
ELC5EVMWFVM8,"LAKE SHORE SYSTEMS, INC.",14997666.94,69,ddg,,Active,Active,Manufacturer of Goods,336611,3366,13,332312;332313;332321;332420;332510;332710;332721;332722;332999;333921;333922;333923;336611,0,,"LAKE SHORE SYSTEMS HOLDINGS, LLC","JFL GP INVESTORS IV, LLC",34712,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ZFQBUPK552C3,"H. R. HILLERY COMPANY, THE",14811021.74,104,ddg,,Active,Active,,332312,3323,6,332312;332313;332322;332420;332439;541340,0,,,,2D921,N,For Profit Organization;Business or Organization
W3KUJLTCRLV1,AMMCON CORP.,14578730.71,213,ddg,,Inactive,Inactive,Manufacturer of Goods,332919,3329,1,332919,0,,"FAIRBANKS MORSE, LLC","ARCLINE FM HOLDINGS, LLC",6W889,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",14539872.36,131,ddg,,Active,Active,Subchapter S Corporation,332911,3329,1,332911,6,3020;4810;4820;5330;5331;6680,,,0AZ22,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, INC.",14403454.98,55,ddg,,Active,Active,Manufacturer of Goods,332999,3329,9,332114;332312;332313;332420;332911;332999;333120;333514;336992,0,,"KEEL PLATFORM, LLC","ARLINGTON CAPITAL PARTNERS VI, L.P.",5VGF8,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
D7HNEN3DAN36,LEHIGH HEAVY FORGE CORP,14373603.34,21,ddg,,Active,Active,Subchapter S Corporation,332111,3321,1,332111,0,,WHEMCO HOLDINGS INC,PARK CORPORATION,1GXA7,N,For Profit Organization;Business or Organization;Subchapter S Corporation
WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",13602645.07,75,ddg,,Active,Active,Manufacturer of Goods,332996,3329,9,331313;331318;331420;331491;332111;332112;332431;332996;333517,3,2010;4710;9540,"LAKE SHORE SYSTEMS, INC.","TRIDENT MARITIME SYSTEMS, INC.",9MK59,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
HW4GNCTLLAM4,GENERAL ATOMICS,13538118.0,1,ddg,,Active,Active,Manufacturer of Goods,332312,3323,10,332312;332439;332721;333612;334416;334418;335312;336413;336419;562910,0,,GENERAL ATOMICS,TENAYA CORPORATION,4US81,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V8HGGNTGDH59,PEERLESS MFG CO,13496231.98,17,ddg,,Active,Active,Manufacturer of Goods,332312,3323,4,332312;332313;332322;332999,0,,CECO ENVIRONMENTAL CORP,,46219,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",13374879.95,102,ddg,,Active,Active,Subchapter S Corporation,332911,3329,5,331511;331512;331513;332911;332919,0,,,,86184,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
QVJEVJHK3G31,"AGGREKO, LLC",13325035.69,92,ddg,,Active,Active,Limited Liability Company,532490,5324,1,532490,6,W030;W041;W043;W056;W059;W061,,,1L4C7,N,For Profit Organization;Business or Organization;Limited Liability Company
DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",13050144.27,38,ddg,,Active,Active,Subchapter S Corporation,333415,3334,5,332812;333310;333415;333998;334513,0,,,,22501,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,12825208.29,70,ddg,,Active,Active,Manufacturer of Goods,332322,3323,11,238220;332312;332313;332321;332322;332439;332510;332996;332999;334512;336611,0,,,,97537,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EVZMB1757DW5,"STEELFAB, INC.",12715202.05,8,ddg,,Active,Active,Subchapter S Corporation,332312,3323,1,332312,0,,,,5AQG0,N,For Profit Organization;Business or Organization;Subchapter S Corporation
TZLXM3NCC7D1,EXIDE TECHNOLOGIES,12673252.44,3,ddg,,NO_RECORD,,,,,0,,0,,,,,,
WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",12640416.67,58,ddg,,Active,Active,Manufacturer of Goods,334290,3342,9,334210;334290;334412;334418;334511;334513;334519;335313;335999,0,,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC.",28199,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",12629103.32,29,ddg,,Active,Active,Manufacturer of Goods,332420,3324,1,332420,0,,,,0GFE1,N,Minority-Owned Business;For Profit Organization;Business or Organization;Asian-Pacific American Owned;DOT Certified DBE;Manufacturer of Goods
H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",12210901.57,14,ddg,,Active,Active,Subchapter S Corporation,332710,3327,1,332710,0,,,,3G600,N,For Profit Organization;Business or Organization;Subchapter S Corporation
R9EYKGK8NKA5,"NUFLO, INC.",11952116.35,15,ddg,,Inactive,Inactive,Manufacturer of Goods,332710,3327,3,332710;332919;332996,2,4710;4730,,,3BZG7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ZFNUGJEGR2Q9,INGERSOLL MACHINE TOOLS INC,11916944.0,1,ddg,,Active,Active,Manufacturer of Goods,333517,3335,1,333517,0,,,,3KJE4,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",11767797.47,179,ddg,,Active,Active,Subchapter S Corporation,332710,3327,7,332710;332721;332911;332912;332919;333514;541715,13,1040;2010;2090;3020;3120;4730;4820;5120;5310;5975;6680;AC11;AC12,,,29030,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
RYRLL49HWN65,BAKER SHEET METAL CORPORATION,11743097.0,60,ddg,,Active,Active,Subchapter S Corporation,332322,3323,6,332313;332321;332322;332323;332999;337215,0,,,,3D527,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
MKDGDE6K34N5,"D. W. CLARK, INC",11539718.34,58,ddg,,Active,Active,Subchapter S Corporation,331513,3315,2,331513;331529,3,2825;3120;9640,,,5A043,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
Y7N4SPXNK115,ARCELORMITTAL USA LLC,11510998.86,31,ddg,,?,,,,,0,,0,,CLIFFS STEEL INC,CLEVELAND-CLIFFS INC.,,,
ENNXJDZUYCK3,MARMON AEROSPACE & DEFENSE LLC,11504541.0,1,ddg,,Active,Active,Manufacturer of Goods,335929,3359,1,335929,0,,,,61123,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
FLMQAKFEMG64,INDEECO LLC,11174277.26,61,ddg,,Active,Active,Manufacturer of Goods,333414,3334,1,333414,1,4520,ASPEQ HEATING GROUP LLC,"SPX ENTERPRISES, LLC",74924,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
FWF8QBPCGLG3,GENERAL TOOL COMPANY,11051466.23,61,ddg,,Active,Active,Manufacturer of Goods,336419,3364,14,332420;332993;333413;333611;333618;333992;334511;336412;336413;336415;336419;336611;336992;336999,0,,,,96454,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N6P1AGPMV456,EVAC NORTH AMERICA INC.,10902477.17,32,ddg,,Active,Active,Manufacturer of Goods,333310,3333,2,333310;333914,0,,ALLOUEZ (US) ACQUISITIONS CORP,BEV NOMINEES LIMITED,47WD8,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",10846596.0,110,ddg,,Active,Active,Subchapter S Corporation,334513,3345,8,334513;334514;334515;334519;335999;423840;811210;811310,1,6685,,,53986,N,For Profit Organization;Business or Organization;Subchapter S Corporation
DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",10799488.12,21,ddg,,Active,Active,Manufacturer of Goods,336611,3366,28,332216;332311;332312;332313;332322;332420;332439;332710;332721;332813;332999;333415;333923;334111;334118;334417;334511;334512;334513;335311;335313;335314;335999;336419;336611;541330;541420;561210,1,8145,,,6YQC9,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,10790594.79,41,ddg,,Active,Active,Subchapter S Corporation,238320,2383,3,238320;238990;562910,0,,,,08AA4,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
E3YNKWRANZ18,"AQUA-CHEM, INC.",10773465.92,21,ddg,,Active,Active,Manufacturer of Goods,332410,3324,10,332410;332420;332439;332996;333248;333993;335931;335999;336611;339991,3,2090;N020;Z2ED,"NSI NORTH AMERICA, INC.",EQT AB,0EXU3,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
ZA1KMNAJMVT3,Surface Technologies Corporation,10670004.75,43,ddg,,Active,Active,,336611,3366,3,238320;238330;336611,0,,,,1DZ42,N,For Profit Organization;Business or Organization
UMQ8KHJJUBN6,"KOIKE ARONSON, INC.",10622193.0,13,ddg,,Inactive,Inactive,,333992,3339,3,333514;333991;333992,0,,,,95226,N,For Profit Organization;Business or Organization
TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,10453793.35,32,ddg,,Active,Active,Manufacturer of Goods,333998,3339,2,333998;423860,0,,"DONALDSON COMPANY, INC.",,87405,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,10408689.27,12,ddg,,Inactive,Inactive,Manufacturer of Goods,325510,3255,12,325510;333414;334413;532490;541614;541620;541690;561210;561320;561720;562211;562910,0,,"BARTLETT HOLDINGS, INC","AEROEQUITY GP, LLC",7AN38,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C1B6X8AADFB1,"COMSACO, INC.",10135576.0,41,ddg,,Active,Active,Manufacturer of Goods,335999,3359,4,334419;335311;335313;335999,0,,"U.S. PIONEER, L.L.C.",,57626,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",10109957.21,208,ddg,,Active,Active,Manufacturer of Goods,332996,3329,2,332919;332996,0,,LPW GROUP HOLDINGS INC.,"OAKTREE CAPITAL GROUP HOLDINGS GP, LLC",3K374,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
HSV2N9ACRTJ6,PENTAIR VALVES & CONTROLS US LP,10047560.0,121,ddg,,Active,Active,Manufacturer of Goods,332911,3329,1,332911,1,4820,PENTAIR VALVES & CONTROLS US LP,EMERSON U.S. & WORLD HEADQUARTERS EMERSON ELECTRIC CO.,15187,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QYKAR7MJJXL7,MEGGITT SAFETY SYSTEMS INC,10002726.33,16,ddg,,Active,Active,Manufacturer of Goods,336412,3364,5,336412;336413;336415;336419;336992,1,4210,PARKER-HANNIFIN CORPORATION,,25693,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,9987951.0,59,ddg,,Active,Active,Manufacturer of Goods,332112,3321,4,332111;332112;332811;333519,0,,CONSOLIDATED INDUSTRIES ACQUISITION CORPORATION,AMERICAN INDUSTRIAL ACQUISITION CORP,13871,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",9916983.38,56,ddg,,Inactive,Inactive,Subchapter S Corporation,336611,3366,11,332119;332312;332313;332321;332322;332439;332710;332999;336611;336612;339999,0,,,,62739,N,For Profit Organization;Business or Organization;Subchapter S Corporation
