line_item_id,source_book_fy,exhibit,section,is_subtotal,cost_element,observed_fy,column_role,amount_type,unit_cost_k,qty_each,total_cost_m,dollars_basis,page,source_id,extract_run_id,raw_context,row_hash
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Logistics (LCU-2000),2023,request_oco,request,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Logistics |  | (LCU-2000),1dd6bd8ae3603db9
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Logistics (LCU-2000),2023,request_total,request,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Logistics |  | (LCU-2000),4c32918ed599242d
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LCU-2000),,prior_years,prior_year,,,4.38,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LCU-2000),0c1565096338e780
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LCU-2000),2021,actual,actual,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LCU-2000),c1dcc5eee62b5bf9
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LCU-2000),2022,enacted,enacted,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LCU-2000),ae167a7a1cf040f9
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LCU-2000),2023,request_base,request,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LCU-2000),4835ad7f24406cd4
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LCU-2000),2023,request_oco,request,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LCU-2000),9a543df4dc8f0925
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LCU-2000),2023,request_total,request,,,0.0,then_year,275,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LCU-2000),55aa1070869745ec
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LSV),,prior_years,prior_year,,,2.28,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LSV),b19e85625883f4d9
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LSV),2021,actual,actual,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LSV),f9cf8b523482000f
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LSV),2022,enacted,enacted,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LSV),5ed3f6a1371b2ad7
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LSV),2023,request_base,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LSV),385e3c7647cf2175
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LSV),2023,request_oco,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LSV),3a0479b2588a9268
3569M11101,2023,P-5,Non Recurring Cost,,MIBS Engineering (LSV),2023,request_total,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,MIBS Engineering |  | (LSV),b94a4a953ccccd13
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,,prior_years,prior_year,,,16.839,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,f7f3a0dc8a750077
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2021,actual,actual,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,20215e99fc215406
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2022,enacted,enacted,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,ee41342d9c41c401
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2023,request_base,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,75ee48bf532b8478
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2023,request_oco,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,fed10a70dbcdb082
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2023,request_total,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,2bba87e06d79bfd7
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,,prior_years,prior_year,,,136.476,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,67132f30d7c29e7b
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2021,actual,actual,,,44.66,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,f88ee700c897e77a
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2022,enacted,enacted,,,58.009,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,28b05ecaee309cb7
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2023,request_base,request,,,47.889,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,d52ecd10796b5154
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2023,request_oco,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,3a7c52c0999de0e8
3569M11101,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2023,request_total,request,,,47.889,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,a611dec78f2a8d96
3569M11101,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,,prior_years,prior_year,68238.0,2.0,136.476,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,232684da6649c016
3569M11101,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2021,actual,actual,11165.0,4.0,44.66,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,ae1f64975186993a
3569M11101,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2022,enacted,enacted,29004.5,2.0,58.009,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,cd3c0c4dfaceee61
3569M11101,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2023,request_base,request,23944.5,2.0,47.889,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,5df36f5997439691
3569M11101,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2023,request_oco,request,,,0.0,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,1246d17ac0885e7c
3569M11101,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2023,request_total,request,23944.5,2.0,47.889,then_year,276,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,f2af93fe03c11078
8211R01001,2023,P-5,Recurring Cost,,Recurring Production - Vessels,,prior_years,prior_year,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Recurring Production | (†) | - Vessels,ea35dfdaf4193297
8211R01001,2023,P-5,Recurring Cost,,Recurring Production - Vessels,2021,actual,actual,21020.0,1.0,21.02,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Recurring Production | (†) | - Vessels,c943e2481070a24a
8211R01001,2023,P-5,Recurring Cost,,Recurring Production - Vessels,2022,enacted,enacted,28000.0,2.0,56.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Recurring Production | (†) | - Vessels,067084d3fc4cb186
8211R01001,2023,P-5,Recurring Cost,,Recurring Production - Vessels,2023,request_base,request,15918.0,4.0,63.672,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Recurring Production | (†) | - Vessels,a5a9db27555c772b
8211R01001,2023,P-5,Recurring Cost,,Recurring Production - Vessels,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Recurring Production | (†) | - Vessels,a9739b41f43b4f77
8211R01001,2023,P-5,Recurring Cost,,Recurring Production - Vessels,2023,request_total,request,15918.0,4.0,63.672,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Recurring Production | (†) | - Vessels,13602af62b5a7655
8211R01001,2023,P-5,Recurring Cost,,Government Furnished Equipment,,prior_years,prior_year,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Government |  | Furnished Equipment,54d992a942a67812
8211R01001,2023,P-5,Recurring Cost,,Government Furnished Equipment,2021,actual,actual,,,2.754,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Government |  | Furnished Equipment,4847bcdd29f3e213
8211R01001,2023,P-5,Recurring Cost,,Government Furnished Equipment,2022,enacted,enacted,,,2.1,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Government |  | Furnished Equipment,3e5d3c687c3795cf
8211R01001,2023,P-5,Recurring Cost,,Government Furnished Equipment,2023,request_base,request,,,20.795,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Government |  | Furnished Equipment,7acc9d08d58811b3
8211R01001,2023,P-5,Recurring Cost,,Government Furnished Equipment,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Government |  | Furnished Equipment,6ca0b7fc750dd61a
8211R01001,2023,P-5,Recurring Cost,,Government Furnished Equipment,2023,request_total,request,,,20.795,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Government |  | Furnished Equipment,8b37d0fb68624141
8211R01001,2023,P-5,Recurring Cost,,Engineering Changes,,prior_years,prior_year,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Engineering Changes,297a044e3db6290a
8211R01001,2023,P-5,Recurring Cost,,Engineering Changes,2021,actual,actual,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Engineering Changes,a9ee8575762b8dc9
8211R01001,2023,P-5,Recurring Cost,,Engineering Changes,2022,enacted,enacted,,,1.84,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Engineering Changes,caffa8e21a371b52
8211R01001,2023,P-5,Recurring Cost,,Engineering Changes,2023,request_base,request,,,0.006,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Engineering Changes,53b00d72575dd465
8211R01001,2023,P-5,Recurring Cost,,Engineering Changes,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Engineering Changes,5b19df6dd84f7d79
8211R01001,2023,P-5,Recurring Cost,,Engineering Changes,2023,request_total,request,,,0.006,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Engineering Changes,0c75775dbe7c1d03
8211R01001,2023,P-5,Recurring Cost,,Technical Publications,,prior_years,prior_year,,,1.747,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Technical Publications,69359216cb92e4e6
8211R01001,2023,P-5,Recurring Cost,,Technical Publications,2021,actual,actual,,,15.597,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Technical Publications,955830c3442cb903
8211R01001,2023,P-5,Recurring Cost,,Technical Publications,2022,enacted,enacted,,,1.23,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Technical Publications,aaf7aff2f953649e
8211R01001,2023,P-5,Recurring Cost,,Technical Publications,2023,request_base,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Technical Publications,9d984b8a72c69d5a
8211R01001,2023,P-5,Recurring Cost,,Technical Publications,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Technical Publications,308d6eff54811e5e
8211R01001,2023,P-5,Recurring Cost,,Technical Publications,2023,request_total,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Technical Publications,5c1b4132c738dba2
8211R01001,2023,P-5,Recurring Cost,,First Destination Transportation,,prior_years,prior_year,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,First Destination |  | Transportation,9e63a170013a2a99
8211R01001,2023,P-5,Recurring Cost,,First Destination Transportation,2021,actual,actual,,,0.96,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,First Destination |  | Transportation,fdecda435b7a24c1
8211R01001,2023,P-5,Recurring Cost,,First Destination Transportation,2022,enacted,enacted,,,2.17,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,First Destination |  | Transportation,cd8cf962680bd287
8211R01001,2023,P-5,Recurring Cost,,First Destination Transportation,2023,request_base,request,,,3.742,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,First Destination |  | Transportation,0099431eb8f2d292
8211R01001,2023,P-5,Recurring Cost,,First Destination Transportation,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,First Destination |  | Transportation,4f18a71f316b1286
8211R01001,2023,P-5,Recurring Cost,,First Destination Transportation,2023,request_total,request,,,3.742,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,First Destination |  | Transportation,fdea45b0febac310
8211R01001,2023,P-5,Recurring Cost,,Program Management:,,prior_years,prior_year,,,4.236,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Program | Management:,62497a4c60cb153b
8211R01001,2023,P-5,Recurring Cost,,Program Management:,2021,actual,actual,,,9.756,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Program | Management:,f66f969605999c00
8211R01001,2023,P-5,Recurring Cost,,Program Management:,2022,enacted,enacted,,,9.8,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Program | Management:,4f12630d11560c1c
8211R01001,2023,P-5,Recurring Cost,,Program Management:,2023,request_base,request,,,14.451,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Program | Management:,1e5049aae6705001
8211R01001,2023,P-5,Recurring Cost,,Program Management:,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Program | Management:,636bacfe0041ec02
8211R01001,2023,P-5,Recurring Cost,,Program Management:,2023,request_total,request,,,14.451,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Program | Management:,809268b036f4dbd4
8211R01001,2023,P-5,Recurring Cost,,Contractor / Matrix Subtotal: Recurring Cost,,prior_years,prior_year,,,5.983,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Contractor / Matrix | Subtotal: Recurring Cost,22abafd847fd48fa
8211R01001,2023,P-5,Recurring Cost,,Contractor / Matrix Subtotal: Recurring Cost,2021,actual,actual,,,50.087,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Contractor / Matrix | Subtotal: Recurring Cost,02b17cfe98610ebe
8211R01001,2023,P-5,Recurring Cost,,Contractor / Matrix Subtotal: Recurring Cost,2022,enacted,enacted,,,73.14,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Contractor / Matrix | Subtotal: Recurring Cost,dad1e619d222d0bc
8211R01001,2023,P-5,Recurring Cost,,Contractor / Matrix Subtotal: Recurring Cost,2023,request_base,request,,,102.666,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Contractor / Matrix | Subtotal: Recurring Cost,bdf71e95010cbfa8
8211R01001,2023,P-5,Recurring Cost,,Contractor / Matrix Subtotal: Recurring Cost,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Contractor / Matrix | Subtotal: Recurring Cost,a8996ee87ed83b5e
8211R01001,2023,P-5,Recurring Cost,,Contractor / Matrix Subtotal: Recurring Cost,2023,request_total,request,,,102.666,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Contractor / Matrix | Subtotal: Recurring Cost,d666a843a1858f6d
8211R01001,2023,P-5,Non Recurring Cost,,Test and Evaluation,,prior_years,prior_year,,,0.013,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Test and Evaluation,7520af64145de7aa
8211R01001,2023,P-5,Non Recurring Cost,,Test and Evaluation,2021,actual,actual,,,1.419,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Test and Evaluation,5a44ea2f0755f602
8211R01001,2023,P-5,Non Recurring Cost,,Test and Evaluation,2022,enacted,enacted,,,2.52,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Test and Evaluation,677cc3655e790fde
8211R01001,2023,P-5,Non Recurring Cost,,Test and Evaluation,2023,request_base,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Test and Evaluation,6d058a47d719f364
8211R01001,2023,P-5,Non Recurring Cost,,Test and Evaluation,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Test and Evaluation,bab8e42e8a5fe88a
8211R01001,2023,P-5,Non Recurring Cost,,Test and Evaluation,2023,request_total,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Test and Evaluation,938afdf3e6535fb9
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,,prior_years,prior_year,,,0.013,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,88c7364452e6a2af
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2021,actual,actual,,,1.419,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,3e3cb7cd20b77c85
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2022,enacted,enacted,,,2.52,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,10e358b6039178ee
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2023,request_base,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,13550612689984c6
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,662a834e0aebd073
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Non Recurring Cost,2023,request_total,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Non Recurring |  | Cost,1f1ca2548b6285f6
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,,prior_years,prior_year,,,5.996,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,076368e7d7e45a10
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2021,actual,actual,,,51.506,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,7a9625f8bb61cdb6
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2022,enacted,enacted,,,75.66,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,75053420a9cf5cbd
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2023,request_base,request,,,103.671,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,4f2c40b0f2e42ec0
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,c30e3286780c4ad0
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Flyaway Cost,2023,request_total,request,,,103.671,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Flyaway Cost,698dca06cdb7f822
8211R01001,2023,P-5,Non Recurring Cost,,Support - Training Cost Equipment,,prior_years,prior_year,,,8.189,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Support - Training Cost | Equipment,eb7029c99d4cbed5
8211R01001,2023,P-5,Non Recurring Cost,,Support - Training Cost Equipment,2021,actual,actual,,,15.08,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Support - Training Cost | Equipment,b84bdd99d356231a
8211R01001,2023,P-5,Non Recurring Cost,,Support - Training Cost Equipment,2022,enacted,enacted,,,1.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Support - Training Cost | Equipment,199849c66a8dce81
8211R01001,2023,P-5,Non Recurring Cost,,Support - Training Cost Equipment,2023,request_base,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Support - Training Cost | Equipment,a6d727fbac4293db
8211R01001,2023,P-5,Non Recurring Cost,,Support - Training Cost Equipment,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Support - Training Cost | Equipment,040cdb5f838c7cfe
8211R01001,2023,P-5,Non Recurring Cost,,Support - Training Cost Equipment,2023,request_total,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Support - Training Cost | Equipment,4fbf3997ec80d834
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Support - Training Cost,,prior_years,prior_year,,,8.189,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Support - Training |  | Cost,7f8648dc51e7c7a0
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Support - Training Cost,2021,actual,actual,,,15.08,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Support - Training |  | Cost,30887af8d40842dc
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Support - Training Cost,2022,enacted,enacted,,,1.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Support - Training |  | Cost,1c7310e79a826434
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Support - Training Cost,2023,request_base,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Support - Training |  | Cost,e3ac15c8a6b6ea33
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Support - Training Cost,2023,request_oco,request,,,0.0,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Support - Training |  | Cost,c4960b3e5989423e
8211R01001,2023,P-5,Non Recurring Cost,Y,Subtotal: Support - Training Cost,2023,request_total,request,,,1.005,then_year,284,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Subtotal: Support - Training |  | Cost,384c5a9ae6e0af2c
8211R01001,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,,prior_years,prior_year,,,14.185,then_year,285,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,74f3e76008536144
8211R01001,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2021,actual,actual,66586.0,1.0,66.586,then_year,285,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,ad477a1a89add326
8211R01001,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2022,enacted,enacted,38330.0,2.0,76.66,then_year,285,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,74f3b134009791c3
8211R01001,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2023,request_base,request,26169.0,4.0,104.676,then_year,285,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,159f28779da34e90
8211R01001,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2023,request_oco,request,,,0.0,then_year,285,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,f90ff96e990d47ef
8211R01001,2023,P-5,Non Recurring Cost,Y,Gross/Weapon System Cost,2023,request_total,request,26169.0,4.0,104.676,then_year,285,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Gross/Weapon System |  | Cost,8e79cd99ae139bf5
9552ML5355,2023,P-5,Recurring Cost,,Float/Rail Prior Years,,prior_years,prior_year,190951.0,1.0,190.951,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Float/Rail Prior Years,ba5e05ae328fcde2
9552ML5355,2023,P-5,Recurring Cost,,Float/Rail Prior Years,2021,actual,actual,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Float/Rail Prior Years,d514d2e74fc7cdab
9552ML5355,2023,P-5,Recurring Cost,,Float/Rail Prior Years,2022,enacted,enacted,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Float/Rail Prior Years,89c012d1f26f951d
9552ML5355,2023,P-5,Recurring Cost,,Float/Rail Prior Years,2023,request_base,request,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Float/Rail Prior Years,6b097a08efa40140
9552ML5355,2023,P-5,Recurring Cost,,Float/Rail Prior Years,2023,request_oco,request,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Float/Rail Prior Years,8d0fa743020cc5db
9552ML5355,2023,P-5,Recurring Cost,,Float/Rail Prior Years,2023,request_total,request,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,Float/Rail Prior Years,2a69a0039af4d062
9552ML5355,2023,P-5,Recurring Cost,,AWS Material / Hardware,,prior_years,prior_year,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,AWS Material / |  | Hardware,2ba78d0f2d5b8f15
9552ML5355,2023,P-5,Recurring Cost,,AWS Material / Hardware,2021,actual,actual,1844.0,1.0,1.844,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,AWS Material / |  | Hardware,952a9f3ca233ee66
9552ML5355,2023,P-5,Recurring Cost,,AWS Material / Hardware,2022,enacted,enacted,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,AWS Material / |  | Hardware,bfa2a5e593102495
9552ML5355,2023,P-5,Recurring Cost,,AWS Material / Hardware,2023,request_base,request,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,AWS Material / |  | Hardware,fd857b6051ec9789
9552ML5355,2023,P-5,Recurring Cost,,AWS Material / Hardware,2023,request_oco,request,,,0.0,then_year,293,BUD-OPA34-FY2023,army-budget-extract-2026-06-20,AWS Material / |  | Hardware,76eda15e59d023c2
