action_date,war_gov_id,source_url,piid,in_scope_17_piids,amount_usd,prime,prime_location,expected_completion,pop_eb_site_pct,pop_hii_site_pct,pop_other_us_pct,pop_foreign_pct,pop_locations_detail,paragraph_text,program_primary,program_all,work_type_primary,work_type_all,work_type_ambiguous,is_sub_new_construction_tam,program_refined,sub_relevance
2025-02-19,4070807,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4070807.htm,N00024-21-C-2106,no,37744650,Huntington Ingalls Inc.,"Newport News, Virginia",October 2026,0.0,0.0,0.0,0.0,,"Huntington Ingalls Inc., Newport News, Virginia, is awarded a $37,744,650 cost-plus-incentive-fee modification to a previously awarded contract (N00024-21-C-2106) for the USS John C Stennis (CVN 74) Refueling Complex Overhaul for emergent and supplemental work. Work will be performed in Newport News, Virginia, and is expected to be completed by October 2026. Funding will not be obligated at time of award. Huntington Ingalls Inc. is the only source with the knowledge, experience, and facilities required to accomplish this effort in support of the refueling and overhaul of CVN 74 without an unacceptable disruption of Navy-wide overhaul and repair schedule. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",cvn,cvn,repair_overhaul,repair_overhaul,,no,non_sub,no
2025-02-19,4070807,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4070807.htm,,no,32546921,Huntington Ingalls Inc.,"Newport News, Virginia",September 2025,0.0,0.0,0.0,0.0,,"Huntington Ingalls Inc., Newport News, Virginia, is awarded a $32,546,921 cost-plus-fixed-fee modification to previously awarded contract N00024-21-C-2104 to exercise options for research and development of advanced submarine technologies for current and future submarine platforms. Work will be performed in Newport News, Virginia, and is expected to be completed by September 2025. Foreign Military Sales (FMS) (United Kingdom) in the amount of $1,515,000 (99%); and FMS (Australia) funds in the amount of $15,000 (1%), will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,fms,fms,,no,sub_other,borderline
2025-02-20,4072252,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4072252.htm,N00024-25-C-4208,no,49633588,,,February 2030,0.0,0.0,0.0,0.0,,"Triverus LLC,* Palmer, Alaska, is awarded a $49,633,588 firm-fixed price and cost-plus-fixed fee contract for both the production of the Mobile Cleaning Recovery and Recycling System (MCRRS) units and the technical services for the service life extension plan overhaul and the repair and maintenance of the existing MCRRs units. This contract includes options which, if exercised, would bring the cumulative value of this contract to $49,633,588. Work will be performed in Palmer, Alaska, and is expected to be completed by February 2030. Fiscal 2025 operations and management (Navy) funds in the amount of $5,856,924 will be obligated at the time of award, of which $5,856,924 will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(1) (only one responsible source and no other supplies or services will satisfy agency requirements). The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-4208).",unknown,,repair_overhaul,repair_overhaul;engineering,Y,no,non_sub,no
2025-02-20,4072252,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4072252.htm,N00024-24-C-2106,no,44955000,Huntington-Ingalls Inc.,"Newport News, Virginia",June 2026,0.0,0.0,0.0,0.0,,"Huntington-Ingalls Inc., Newport News, Virginia, was awarded a $44,955,000 cost-plus- incentive-fee modification to previously awarded contract (N00024-24-C-2106) for long-lead-time material to make ready for the accomplishment of USS Harry S. Truman (CVN 75) Refueling and Complex Overhaul. Work will be performed in Newport News, Virginia, and is expected to be completed by June 2026. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $43,335,000 will be obligated at the time of award and will not expire at the end of the current fiscal year. This work will be accomplished by Huntington Ingalls Incorporated in accordance with 10 U.S. Code 3204(a)(1). Naval Sea Systems Command, Washington, D.C., is the contracting activity.",cvn,cvn,repair_overhaul,repair_overhaul,,no,non_sub,no
2025-02-20,4072252,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4072252.htm,N00024-22-C-2319,no,,,,July 2028,0.0,0.0,0.0,0.0,,"Huntington Ingalls Inc., Ingalls Shipbuilding Division, Pascagoula, Mississippi, was awarded a cost-plus fixed fee $14,425,694 order to previously awarded contract (N00024-22-C-2319) to procure the mid-size diesel generator for the DDG(X) Guided Missile Destroyer Design. Work will be performed in Pascagoula, Mississippi, and is expected to be completed by July 2028. Funding in the amount of $14,425,694 was obligated at the time of award and will not expire at the end of the current fiscal year. The statutory authority for this sole source award is in accordance with Federal Acquisition Regulation 6.302-1(a)(2)(iii) - only one responsible source and no other supplies or services will satisfy agency requirements. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg,ddg,other,,,no,non_sub,no
2025-02-21,4073782,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4073782.htm,N00024-24-C-2331,no,21755079,General Dynamics Bath Iron Works,"Bath, Maine",March 2026,0.0,0.0,99.0,0.0,"Work will be performed in Bath, Maine 99%","General Dynamics Bath Iron Works, Bath, Maine, is awarded a $21,755,079 cost-plus-award-fee and cost modification to previously awarded contract (N00024-24-C-2331) to exercise options for the accomplishment of DDG-1000 Class Planning Yard requirements. Planning Yard requirements include maintain necessary DDG 1000 Ship Change Document development, emergent technical problem investigation and resolution, integrated logistics support, maintenance and modernization planning and other design and engineering products as required to maintain, modernize and sustain the class. Work will be performed in Bath, Maine (99%); and other locations (less than 1% each, and collectively totaling 1%), and is expected to be completed by March 2026. Fiscal 2024 other procurement (Navy) funds in the amount of $2,599,353 (43%); fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $2,343,061 (39%); fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $609,220 (10%); and fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $468,547 (8%), will be obligated at the time of award and will not expire at the end of the current fiscal year. This contract was not competitively awarded. The base contract was awarded on March 22, 2024, and was pursuant to 10 U.S. Code 3204(a)(1), the property or services needed by the agency are available from only one responsible source or only from a limited number of responsible sources and no other type of property or services will satisfy the needs of the agency. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-24-C-2331).",unknown,,lead_yard,lead_yard;sustainment_maintenance,Y,no,non_sub,no
2025-02-21,4073782,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4073782.htm,N00024-25-C-5310,no,14951301,Forward Slope Inc.,"San Diego, California",,0.0,0.0,100.0,0.0,"Work will be performed in Cairo, Egypt 30% | Alexandria, Egypt 30% | Cleveland, Ohio 20% | San Diego, California 20%","Forward Slope Inc., San Diego, California, is awarded a $14,951,301 cost-plus-fixed-fee, cost-reimbursement, and firm-fixed-price contract for the Egyptian Navy Nationwide Maritime Surveillance System. This procurement provides a Command, Control, Communications, Computers, Intelligence, Surveillance, and Reconnaissance system for maritime domain awareness to the Egyptian Navy. This contract involves Foreign Military Sales (FMS) to the government of the Arab Republic of Egypt. This contract includes options which, if exercised, would bring the cumulative value of this contract to $96,527,790. Work will be performed in Cairo, Egypt (30%); Alexandria, Egypt (30%); Cleveland, Ohio (20%); and San Diego, California (20%). FMS Arab Republic of Egypt funding in the amount of $14,951,301 will be obligated at time of award and does not expire at the end of the current fiscal year. This contract was competitively procured via System for Award Management website, with five offers received. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-5310).",unknown,,fms,fms,,no,non_sub,no
2025-02-21,4073782,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4073782.htm,N00024-22-C-2319,no,,,,July 2028,0.0,0.0,0.0,0.0,,"Huntington Ingalls Inc., Ingalls Shipbuilding Division, Pascagoula, Mississippi, is awarded a cost-plus fixed fee $13,064,780 order to previously awarded contract (N00024-22-C-2319) for the high-speed diesel generator procurement in support of the DDG(X) Guided Missile Destroyer Design. Work will be performed in Pascagoula, Mississippi, and is expected to be completed by July 2028. Funding in the amount of $13,064,780 was obligated at the time of award. The statutory authority for this sole source award is in accordance with Federal Acquisition Regulation 6.302-1(a)(2)(iii) - only one responsible source and no other supplies or services will satisfy agency requirements. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-22-C-2319).",ddg,ddg,component_procurement,component_procurement,,no,non_sub,no
2025-02-25,4077166,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4077166.htm,N00024-25-F-6260,no,9000000,Lockheed Martin Rotary and Mission Systems,"Syracuse, New York",February 2026,0.0,0.0,0.0,0.0,,"Lockheed Martin Rotary and Mission Systems, Syracuse, New York, is awarded a $9,000,000 cost-plus-incentive-fee contract modification to a previously awarded delivery order (N00024-25-F-6260) under an indefinite-delivery/indefinite quantity contract (N00024-25-D-6211) to exercise an option for engineering and technical support for submarine electronic warfare systems on new construction and in-service submarines. Work will be performed in Syracuse, New York, and is expected to be completed by February 2026. Fiscal 2025 research, development, test, and evaluation (Navy) funds in the amount of $1,620,000 will be obligated at the time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,component_procurement,construction;engineering,Y,yes,sub_gfe_electronics,yes_supplier_or_gfe
2025-02-26,4078369,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4078369.htm,N00024-25-D-4110,no,654668551,General Dynamics NASSCO-Bremerton,"Bremerton, Washington",October 2030,0.0,0.0,0.0,0.0,,"General Dynamics NASSCO-Bremerton, Bremerton, Washington, is awarded a $654,668,551 cost-plus-fixed-fee/cost-plus-award fee/cost-plus-incentive fee, indefinite-delivery/indefinite-quantity contract for Aircraft Carrier shipyard availabilities. This contract includes a five-year base and a one year option, for a six year total ordering period which, if exercised, would bring the cumulative value of this contract to $654,668,551. Work will be performed in Bremerton, Washington, and is expected to be completed by October 2030. No funds will be obligated at the time of award; funds will be obligated on individual orders as they are issued. This contract was competitively procured and solicited via the System for Award Management website. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-D-4110).",cvn,cvn,sustainment_maintenance,sustainment_maintenance,,no,non_sub,no
2025-02-26,4078369,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4078369.htm,N00024-02-C-2905,no,8208962,,,,0.0,0.0,0.0,0.0,,"Huntington Ingalls Industries, Newport News Shipbuilding, Newport News, Virginia, was awarded $8,208,962 in a cost-plus-fixed-fee modification order to a previously awarded contract (N00024-02-C-2905) for the procurement of universal pylons with the ability to be mounted on host ships. The order is definitized for a value of $8,208,962. Work was performed in Newport News, Virginia. No funds were obligated at time of award. Supervisor of Shipbuilding Conversion and Repair, Newport News, Virginia, is the contracting activity.",unknown,,other,,,no,non_sub,no
2025-02-27,4081466,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4081466.htm,N00024-24-C-4201,no,54181740,,,,0.0,0.0,0.0,0.0,,"Q.E.D. Systems Inc.,* Virginia Beach, Virginia, is awarded a $54,181,740 cost-plus-award-fee modification to previously awarded contract (N0002424C4201) for specification development and availability execution support requirements for the DDG, CG, LPD, LSD, LHA, LHD, and LCS Navy ship classes. Work will be performed in Virginia Beach, Virginia, in the amount of $27,090,870 (50%); San Diego, California, in the amount of $16,254,522 (30%); Marysville, Washington, in the amount of $5,418,174 (10%); and Atlantic Beach, Florida, in the amount of $5418,174 (10%), and is expected to be completed February 2026. Total funds in the amount of $6,136,274 will be obligated at the time of award as follows: fiscal 2023 other procurement (Navy) funds in the amount of $3,525,676 (57%) that will not expire at the end of the fiscal year; fiscal 2025 operations and maintenance (Navy) funds in the amount of $2,515,000 (41%) that will expire at the end of the current fiscal year; fiscal 2025 other procurement (Navy) funds in the amount of $52,097 (0.8%) that will not expire at the end of the fiscal year; and fiscal 2024 other procurement (Navy) funds in the amount of $43,500 (0.7%) that will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-24-C-4201).",lcs,lcs,sustainment_maintenance,sustainment_maintenance,,no,non_sub,no
2025-02-27,4081466,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4081466.htm,N00024-20-C-6117,no,12312904,,,September 2030,0.0,0.0,100.0,0.0,"Navy hardware spares to support SONAR systems. Work will be performed in Manassas, Virginia 65% | Clearwater, Florida 32% | Syracuse, New York 2% | Marion, Florida 1%","Lockheed Martin Rotary and Mission Systems, Manassas, Virginia, is being awarded a $12,312,904 cost-plus-incentive-fee modification to previously awarded contract (N00024-20-C-6117) to exercise options for Navy hardware spares to support SONAR systems. Work will be performed in Manassas, Virginia (65%); Clearwater, Florida (32%); Syracuse, New York (2%); and Marion, Florida (1%), and is expected to be completed by September 2030. Fiscal 2025 other procurement (Navy) funds in the amount of $12,312,904 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_sub,no
2025-02-28,4084611,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4084611.htm,N00024-20-C-2120,no,35005318,General Dynamics Electric Boat Corp.,"Groton, Connecticut",December 2027,0.0,0.0,0.0,0.0,,"General Dynamics Electric Boat Corp., Groton, Connecticut, is awarded a $35,005,318 cost-plus fixed-fee undefinitized contract action modification to a previously awarded contract (N00024-20-C-2120) for lead yard support and development studies and design efforts related to Virginia-class submarines. Work will be performed in the continental United States and is expected to be completed by December 2027. Fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $3,000,000 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",va,va;sub_other,lead_yard,lead_yard;design,Y,no,va,yes_new_construction
2025-02-28,4084611,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4084611.htm,N00024-25-C-6309,no,29959409,Textron Systems Corp.,"Hunt Valley, Maryland",,0.0,0.0,100.0,0.0,"Work will be performed in Hunt Valley, Maryland 60% | Panama City, Florida 30% | Arlington, Virginia 10%","Textron Systems Corp., Hunt Valley, Maryland, is awarded a $29,959,409 cost-plus-fixed-fee contract for Mine Countermeasure Unmanned Surface Vehicle software development, payload integration, and sustainment support. This contract includes options which, if exercised, would bring the cumulative value of this contract to $100,123,335. Work will be performed in Hunt Valley, Maryland (60%); Panama City, Florida (30%); and Arlington, Virginia (10%), and will complete December 2025. If all options are exercised, work will continue through December 2027. Fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $4,719,886 will be obligated at time of award and will not expire at the end of the fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(1) (only one responsible source and no other supplies or services will satisfy agency requirements). Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-6309).",unknown,,sustainment_maintenance,sustainment_maintenance,,no,non_sub,no
2025-03-07,4113059,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4113059.htm,N00024-23-F-6313,no,17548483,Leidos Inc.,"Reston, Virginia",March 2026,0.0,4.0,96.0,0.0,"Medium Unmanned Surface Vehicles operations and sustainment. Work will be performed in Reston, Virginia 51% | Virginia Beach, Virginia 26% | La Jolla, California 7% | Morgan City, Louisiana 6% | Lexington Park, Maryland 5% | Newport News, Virginia 4% | Bethpage, New York 1%","Leidos Inc., Reston, Virginia, is awarded a $17,548,483 cost-plus-fixed-fee modification to previously awarded delivery order (N00024-23-F-6313) under indefinite-delivery/indefinite-quantity contract (N00024-20-D-6337) to exercise an option for Overlord Unmanned Surface Vessels (OUSV) and Medium Unmanned Surface Vehicles operations and sustainment. Work will be performed in Reston, Virginia (51%); Virginia Beach, Virginia (26%); La Jolla, California (7%); Morgan City, Louisiana (6%); Lexington Park, Maryland (5%); Newport News, Virginia (4%); and Bethpage, New York (1%); and is expected to be completed by March 2026. Fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $3,500,000 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, D.C., is the contracting activity.",unknown,,sustainment_maintenance,sustainment_maintenance,,no,non_sub,no
2025-03-10,4114569,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4114569.htm,N00024-20-C-6117,no,15150568,Lockheed Martin Rotary and Mission Systems,"Manassas, Virginia",February 2028,0.0,0.0,100.0,0.0,"Navy hardware procurement to support Sound Navigation and Ranging systems. Work will be performed in Manassas, Virginia 65% | Clearwater, Florida 32% | Syracuse, New York 2% | Marion, Florida 1%","Lockheed Martin Rotary and Mission Systems, Manassas, Virginia, is awarded a $15,150,568 cost-plus-incentive-fee modification to previously awarded contract (N00024-20-C-6117) to exercise options for Navy hardware procurement to support Sound Navigation and Ranging systems. Work will be performed in Manassas, Virginia (65%); Clearwater, Florida (32%); Syracuse, New York (2%); and Marion, Florida (1%), and is expected to be completed by February 2028. Fiscal 2025 shipbuilding and conversion (Navy) funds in the amount of $15,150,568 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_sub,no
2025-03-13,4119509,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4119509.htm,N00024-25-C-2127,no,22309732,,,March 2026,0.0,0.0,0.0,0.0,,"). Huntington Ingalls Inc., Newport News, Virginia, is awarded a $22,309,732 cost-plus-fixed-fee and cost-plus-incentive-fee contract for advance planning and long-lead-time material procurement to prepare and make ready for the accomplishment of the USS Nimitz (CVN 68) inactivation and defueling. This contract includes options which, if exercised, would bring the cumulative value of this contract to $358,598,528. Work will be performed in Newport News, Virginia, and is expected to be completed by March 2026. If all options are exercised, work will continue through October 2027. Fiscal 2025 operations and maintenance (Navy) funds in the amount of $21,665,658 will be obligated at time of award and will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(1), (only one responsible source and no other supplies or services will satisfy agency requirements). Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-2127).",cvn,cvn,other,,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-22-C-2253,no,28285715,,,March 2027,0.0,0.0,0.0,0.0,,"Conrad Shipyard, LLC,* Morgan City, Louisiana, was awarded a $28,285,715 firm fixed-price modification to previously awarded contract (N00024-22-C-2253) for detail design and construction of one additional Yard Repair, Berthing, and Messing (YRBM) craft. This contract action includes options which, if exercised, would bring the cumulative value of this contract to $59,856,020. Work will be performed in Amelia, Louisiana, and is expected to be completed by March 2027. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $28,285,715 will be obligated at time of award which will not expire at the end of the current fiscal year. This contract action was not competitively procured in accordance with 10 U.S. Code 3204(b)(B) (property or services considered to be available from only one source). The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,design,design,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-21-C-5434,no,18468273,,,December 2025,0.0,0.0,99.0,0.0,"Evolved SeaSparrow Missile and NATO SeaSparrow Missile Systems programs. Work will be performed in Tucson, Arizona 73% | Portsmouth, Rhode Island 26%","(Awarded March 13, 2025) Raytheon Co., Tucson, Arizona, is awarded a $18,468,273 cost-plus-fixed-fee modification to previously awarded contract (N00024-21-C-5434) to exercise options and provide incremental funding for engineering and technical services in support of the Evolved SeaSparrow Missile and NATO SeaSparrow Missile Systems programs. Work will be performed in Tucson, Arizona (73%); Portsmouth, Rhode Island (26%); and various other locations each less than 1% (1%), and is expected to be completed by December 2025. Fiscal 2025 other customer funds in the amount of $9,336,314 (48%); fiscal 2024 other customer funds in the amount of $5,275,344 (27%); fiscal 2025 weapons procurement (Navy) funds in the amount of $3,610,682 (18%); fiscal 2025 research, development, test, and evaluation (Navy) funds in the amount of $750,000 (4%); fiscal 2024 weapons procurement (Navy) funds in the amount of $369,857 (2%); fiscal 2021 other customer funds in the amount of $270,000 (1%); and fiscal 2021 other customer funds in the amount of $270,000 (1%), will be obligated at the time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,engineering,engineering,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-15-C-5151,no,13907941,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",October 2026,0.0,0.0,100.0,0.0,"AEGIS Weapon System. Work will be performed in Moorestown, New Jersey 44% | San Diego, California 19% | Norfolk, Virginia 18% | Bath, Maine 10% | Pascagoula, Mississippi 9%","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $13,907,941 cost-plus-incentive-fee and cost-only modification to a previously awarded contract (N00024-15-C-5151) for ship integration and test of the AEGIS Weapon System. Work will be performed in Moorestown, New Jersey (44%); San Diego, California (19%); Norfolk, Virginia (18%); Bath, Maine (10%); and Pascagoula, Mississippi (9%), and is expected to be completed by October 2026. Fiscal 2025 other procurement (Navy) funds in the amount of $8,432,023 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-25-C-2218,no,11706250,,,,0.0,0.0,0.0,0.0,,"United States Marine Inc.,* Gulfport, Mississippi, was awarded a $11,706,250 firm-fixed-price contract for Explosive Ordnance Disposal 9-meter Multi-Use Expeditionary Response Crafts. This contract includes options which, if exercised, would bring the cumulative value of this contract to $20,172,886. Work will be performed in Gulfport, Mississippi, and if all options are exercised, work will continue through March 2028. Fiscal 2025 other procurement (Navy) funds in the amount of $11,706,250 will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was competitively procured via SAM.gov, with one offer received. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-2218).",surface_other,surface_other,other,,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-22-C-6418,no,11597800,,,March 2026,0.0,0.0,0.0,0.0,,"This contract was awarded March 13, 2025. Northrop Grumman Aeronautics Systems, Melbourne, Florida, is awarded a $11,597,800 cost-plus-fixed-fee and cost modification to previously awarded contract (N00024-22-C-6418) to exercise options for safety, logistics, engineering, and depot support for the Airborne Laser Mine Detection System. Work will be performed in Melbourne, Florida, and is expected to be completed by March 2026. Fiscal 2025 operation and maintenance (Navy) funds in the amount of $2,502,831 (79%); and fiscal 2025 other procurement (Navy) funds in the amount of $682,345 (21%), will be obligated at time of award and funds in the amount of $2,502,831 will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-24-C-5408,no,8106000,Raytheon Co.,"Tucson, Arizona",September 2030,0.0,0.0,90.0,0.0,"Evolved Seasparrow Missile Block II Guided Missile Assembly Spares Kits. Work will be performed in Tucson, Arizona 12% | Edinburgh, Australia 11% | Mississauga, Canada 10% | San Jose, California 9% | Raufoss, Norway 9% | Hengelo OV, Netherlands 5% | Ottobrunn, Denmark 5% | Cambridge, Canada 4% | Nashua, New Hampshire 4% | Koropi Attica, Greece 3% | Lystrup, Denmark 2% | Ankara, Turkey 2% | Andover, Massachusetts 2% | Torrance, California 2% | Westlake Village, California 2% | Grenaa, Denmark 2% | Eight Mile Plains Brisbane, Australia 2% | Canton, New York 1% | Camden, Arkansas 1% | Aranjuez, Spain 1% | Milwaukie, Oregon 1%","Raytheon Co., Tucson, Arizona, is awarded a $8,106,000 firm-fixed-price modification to a previously awarded contract (N00024-24-C-5408) to exercise options for the production and delivery of Evolved Seasparrow Missile Block II Guided Missile Assembly Spares Kits. Work will be performed in Tucson, Arizona (12%); Edinburgh, Australia (11%); Mississauga, Canada (10%); San Jose, California (9%); Raufoss, Norway (9%); Hengelo OV, Netherlands (5%); Ottobrunn, Denmark (5%); Cambridge, Canada (4%); Nashua, New Hampshire (4%); Koropi Attica, Greece (3%); Lystrup, Denmark (2%); Ankara, Turkey (2%); Andover, Massachusetts (2%); Torrance, California (2%); Westlake Village, California (2%); Grenaa, Denmark (2%); Eight Mile Plains Brisbane, Australia (2%); Canton, New York (1%); Camden, Arkansas (1%); Aranjuez, Spain (1%); Milwaukie, Oregon (1%); and various other locations each less than 1% (10%). Work is expected to be completed by September 2030. Fiscal 2025 weapon procurement (Navy) funds in the amount of $8,106,000 will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_sub,no
2025-03-14,4121138,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4121138.htm,N00024-24-C-2301,no,7545897,National Steel and Shipbuilding Company,"San Diego, California",January 2035,0.0,0.0,0.0,0.0,,"National Steel and Shipbuilding Company, San Diego, California, is awarded a $7,545,897 firm-fixed-price modification to previously awarded contract (N00024-24-C-2301) to incorporate the T-AO 214-221 bundle configuration modification request for ship configuration to current. Work will be performed in San Diego, California, and is expected to be completed by January 2035. Fiscal 2024 shipbuilding and conversion (Navy) funding in the amount of $900,324 will be obligated at the time of award and will not expire at the end of the current fiscal year. The Supervisor of Shipbuilding Bath, Detachment San Diego, San Diego, California, is the contracting activity.",surface_other,surface_other,other,,,no,non_sub,no
2025-03-17,4122425,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4122425.htm,N00024-23-C-5117,no,35382479,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",September 2025,0.0,0.0,100.0,0.0,"Integrated Combat System across the surface force portfolio of the Navy and Coast Guard. Work will be performed in Moorestown, New Jersey 41% | Columbia, Maryland 30% | Norfolk, Virginia 7% | Middletown, Rhode Island 6% | College Park, Maryland 5% | Mount Laurel, New Jersey 4% | Huntsville, Alabama 3% | Wallops Island, Virginia 1% | Arlington, Virginia 1% | San Diego, California 1% | Herndon, Virginia 1%","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, was awarded a $35,382,479 cost-plus-award-fee modification to previously awarded contract N00024-23-C-5117 to exercise option items supporting Systems Engineering and Software Integration (SE/SI) for the Integrated Combat System across the surface force portfolio of the Navy and Coast Guard. Work will be performed in Moorestown, New Jersey (41%); Columbia, Maryland (30%); Norfolk, Virginia (7%); Middletown, Rhode Island (6%); College Park, Maryland (5%); Mount Laurel, New Jersey (4%), Huntsville, Alabama (3%), Wallops Island, Virginia (1%); Arlington, Virginia (1%); San Diego, California (1%); and Herndon, Virginia (1%), and is expected to be completed by September 2025. Fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $6,840,507 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C. is the contracting activity (N00024-23-C-5117).",unknown,,other,,,no,non_sub,no
2025-03-17,4122425,https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4122425.htm,,no,8097844,,,March 2027,0.0,0.0,100.0,0.0,"Work will be performed in East Syracuse, New York 81% | Rancho Cordova, California 13% | Airmont, New York 3% | Mountain View, California 2% | Ronkonkoma, New York 1%","(Awarded March 14, 2025) Saab Inc., East Syracuse, New York, was awarded an $8,097,844 firm-fixed-price modification to previously awarded contract N00024-21-C-5414 to exercise options for fiscal 2025 MK 9 production efforts. Work will be performed in East Syracuse, New York (81%), Rancho Cordova, California (13%); Airmont, New York (3%); Mountain View, California (2%); and Ronkonkoma, New York (1%), and is expected to be completed by March 2027. Fiscal 2025 shipbuilding and conversion (Navy) funds in the amount of $8,097,844 were obligated at the time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_sub,no
