program,vendor_key_uei,entity_uei,parent_uei,vendor_name,dollars_fy22_25_$M,dollars_all_$M,n_awards,naics4,current_basis,cum_unbucketed_fy22_25_$M,cum_share_of_supplier_fy22_25
submarines,YA7EN5YYJYS8,YA7EN5YYJYS8,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",0.0,4.379,61,5613,residual,183.819,0.044
submarines,RCCFHJBQZ5G6,E2WALWZNMT18,RCCFHJBQZ5G6,EDAC TECHNOLOGIES LLC,0.0,0.03,1,,residual,183.819,0.044
submarines,HT2SC8NC87E1,TAB4FBLR5UM1,HT2SC8NC87E1,ANIXTER INC.,0.0,3.148,7,,residual,183.819,0.044
submarines,K1M4HECUHKR4,XK68QNYRQCH8,K1M4HECUHKR4,AEA Europe Fund L.P.,0.0,0.152,2,,residual,183.819,0.044
submarines,CP8AJC3EDE93,CP8AJC3EDE93,CP8AJC3EDE93,"Alp Industries, Inc.",0.0,0.286,10,,residual,183.819,0.044
submarines,GJVCPEBZV574,HDM5WRBME2K7,GJVCPEBZV574,"ORBITAL ATK, INC.",0.0,0.029,1,,residual,183.819,0.044
submarines,PM5WJ7WYPX53,QVJEVJHK3G31,PM5WJ7WYPX53,AGGREKO PLC,0.0,1.436,25,5324,residual,183.819,0.044
submarines,ML82LTYEBMQ5,ML82LTYEBMQ5,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,0.0,0.715,10,,residual,183.819,0.044
submarines,WLHBRDWEW7T4,WLHBRDWEW7T4,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",0.0,0.205,3,,residual,183.819,0.044
submarines,KEKTUBQDCZM7,KEKTUBQDCZM7,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,0.0,0.111,1,,residual,183.819,0.044
submarines,MNPUJ84L1AK7,MNPUJ84L1AK7,,A & A COMPANY INC,0.0,0.093,1,,residual,183.819,0.044
submarines,KNAGZL3AKW44,KNAGZL3AKW44,,"110 TECHNOLOGY, LLC",0.0,1.172,4,,residual,183.819,0.044
submarines,VANUPV7TJ933,NFBRBB548QC1,VANUPV7TJ933,YOKOGAWA ELECTRIC CORPORATION,0.0,0.031,1,,residual,183.819,0.044
submarines,CVVANE9FWYN6,HY9JJE3F4R25,CVVANE9FWYN6,Warburg Pincus LLC,0.0,4.546,5,,residual,183.819,0.044
submarines,JBMKQ8ZH6FN9,GZ57A195G7K6,JBMKQ8ZH6FN9,Dover Corporation,0.0,35.676,17,,residual,183.819,0.044
submarines,NY66W8KMH427,NY66W8KMH427,NY66W8KMH427,"WALZ & KRENZER, INC.",0.0,0.036,1,,residual,183.819,0.044
submarines,Q4T8FLKDSNQ3,Q4T8FLKDSNQ3,,TREK CONNECT INC.,0.0,0.164,4,,residual,183.819,0.044
submarines,SQRKBV7ET8S9,YUXJXK8PRML3,SQRKBV7ET8S9,Alfa Laval AB,0.0,0.133,4,,residual,183.819,0.044
submarines,MB5EMNHVAW77,MB5EMNHVAW77,,"TENNESSEE INVESTMENT CASTING COMPANY, INC.",0.0,0.026,1,,residual,183.819,0.044
submarines,ZWNLUCV7JET5,ZWNLUCV7JET5,,TACOMA STEEL SUPPLY INCORPORATED,0.0,0.175,3,,residual,183.819,0.044
submarines,FFEAH6Z5CK27,FFEAH6Z5CK27,FFEAH6Z5CK27,"STOTTLER HENKE ASSOCIATES, INC.",0.0,0.04,2,,residual,183.819,0.044
submarines,DWCVQF2KLNM9,DWCVQF2KLNM9,,PUGET SOUND PRECISION INC,0.0,0.007,2,,residual,183.819,0.044
submarines,H12BMH6V6495,H12BMH6V6495,,"PIMA VALVE, LLC",0.0,0.613,3,,residual,183.819,0.044
submarines,NPM2J7MSCF61,NPM2J7MSCF61,NPM2J7MSCF61,"PENNSYLVANIA STATE UNIVERSITY, THE",0.0,0.1,1,,residual,183.819,0.044
submarines,NSDCX6VCWGN5,NSDCX6VCWGN5,,"PEERLESS TOOL & MACHINE COMPANY, INC.",0.0,0.092,1,,residual,183.819,0.044
submarines,R1JPMJJM4268,HD9RV8F4JCL6,R1JPMJJM4268,"PAPE' GROUP, INC., THE",0.0,-0.003,1,,residual,183.819,0.044
submarines,DR3FAZLZ8624,DR3FAZLZ8624,,OLYMPIC PENINSULA PERSONNEL INC,0.0,0.089,4,,residual,183.819,0.044
submarines,X97ZECBY6573,HF33ZG3KCKL5,X97ZECBY6573,LORD CORPORATION,0.0,0.751,6,,residual,183.819,0.044
submarines,KLH4CY7HF3S5,Q9M8VNB2F4F2,KLH4CY7HF3S5,Kongsberg Gruppen ASA,0.0,0.143,2,,residual,183.819,0.044
submarines,LFYHET3BNVD5,LFYHET3BNVD5,,"KEY BELLEVILLES, INC.",0.0,0.033,1,,residual,183.819,0.044
submarines,Q584J81GDLH5,Q584J81GDLH5,,Interstate Steel Supply Company,0.0,0.003,1,,residual,183.819,0.044
submarines,TLBNBFUXEMK5,WCJ5B9CQN5E4,TLBNBFUXEMK5,"Tss, Inc.",0.0,0.125,1,,residual,183.819,0.044
submarines,DT53X3W22KJ1,DT53X3W22KJ1,DT53X3W22KJ1,"I & I SLING, INC.",0.0,0.025,1,,residual,183.819,0.044
submarines,X8C4N7SH2KB7,X8C4N7SH2KB7,,HV DIAGNOSTICS INC,0.0,0.035,1,,residual,183.819,0.044
submarines,PR8CL5BJMNK4,PR8CL5BJMNK4,,"HUNTINGTON PARTNERS, INC.",0.0,0.03,1,,residual,183.819,0.044
submarines,LYHWX7B8JNF5,EK4EVQQNEFC6,LYHWX7B8JNF5,Hexagon AB,0.0,0.77,2,3345,residual,183.819,0.044
submarines,E34XGKUXCEC1,E34XGKUXCEC1,E34XGKUXCEC1,"HAYNES INTERNATIONAL, INC.",0.0,0.03,2,,residual,183.819,0.044
submarines,PVLTABUDXLR4,PVLTABUDXLR4,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,0.0,1.016,18,,residual,183.819,0.044
submarines,JUUJFULRELM5,JUUJFULRELM5,,HALL ASSOCIATES INC,0.0,0.054,1,,residual,183.819,0.044
submarines,GTP8S87MBPF3,GTP8S87MBPF3,GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",0.0,8.629,7,,residual,183.819,0.044
submarines,VM23NJLXLCK9,VM23NJLXLCK9,VM23NJLXLCK9,"G. O. CARLSON, INC.",0.0,0.31,4,,residual,183.819,0.044
submarines,JHKFCL4CT7L6,JHKFCL4CT7L6,,"FACILITIES ENGINEERING ASSOCIATES, P.C.",0.0,0.053,2,,residual,183.819,0.044
submarines,QCDDKNMK52W8,QCDDKNMK52W8,QCDDKNMK52W8,ELECTRONIC SALES OF NEW ENGLAND,0.0,0.052,1,,residual,183.819,0.044
submarines,U7JWYPC9CQB5,P2LCCMCFB788,U7JWYPC9CQB5,"IDEAS TO MARKET, LP",0.0,0.392,1,,residual,183.819,0.044
submarines,EBJCZNYDQDH8,MQHCDMP17GK7,EBJCZNYDQDH8,PRYSMIAN SPA,0.0,1.362,4,,residual,183.819,0.044
submarines,F588F1QGXCP3,CKV2L9GZKJK3,F588F1QGXCP3,Deloitte LLP,0.0,0.999,1,,residual,183.819,0.044
submarines,E2UWVCT7GDJ4,Z85NS892LYA8,E2UWVCT7GDJ4,"Irving Place Capital, LLC",0.0,0.054,1,,residual,183.819,0.044
submarines,T18FUPT9Y124,T18FUPT9Y124,T18FUPT9Y124,BRUNSON INSTRUMENT COMPANY INC,0.0,0.062,1,,residual,183.819,0.044
submarines,FLU4K8MGMZX7,VXJMLWN9XU18,FLU4K8MGMZX7,"HITACHI, LTD.",0.0,14.819,23,,residual,183.819,0.044
submarines,L2ULF82VDLU5,L2ULF82VDLU5,,AZON DESIGN INTERNATIONAL,0.0,-0.012,1,,residual,183.819,0.044
submarines,KU2EMBAAACG9,KU2EMBAAACG9,KU2EMBAAACG9,"APPLIED DYNAMICS INTERNATIONAL, INC.",0.0,0.041,1,,residual,183.819,0.044
submarines,GVWENMHJ4Y87,QPFMBXNMQM85,GVWENMHJ4Y87,"Allegis Group, Inc.",0.0,0.846,15,,residual,183.819,0.044
submarines,YSGPUVNKVME1,E3WFXJMWH458,YSGPUVNKVME1,METROLOGIC GROUP,0.0,0.223,3,,residual,183.819,0.044
submarines,WEK3JBN7G6L7,WEK3JBN7G6L7,,ADMIRAL FILTER COMPANY LLC,0.0,0.7,6,,residual,183.819,0.044
submarines,QQ1JKV251EL9,QQ1JKV251EL9,,ACCUREX MEASUREMENT INC.,0.0,0.078,1,,residual,183.819,0.044
submarines,GJDDKRPHXAL5,GJDDKRPHXAL5,GJDDKRPHXAL5,A. M. CASTLE & CO.,0.0,0.217,3,,residual,183.819,0.044
submarines,UP6CM5LVP5G3,UP6CM5LVP5G3,,"WARNER SPECIALTY PRODUCTS, INC.",0.0,0.067,1,,residual,183.819,0.044
submarines,V62NC51F7YV1,V62NC51F7YV1,V62NC51F7YV1,UNIVERSITY OF DAYTON,0.0,0.302,3,,residual,183.819,0.044
submarines,HFDXVMRW2NX8,HFDXVMRW2NX8,HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",0.0,0.039,1,,residual,183.819,0.044
submarines,CQLFMKPGRUQ3,CQLFMKPGRUQ3,CQLFMKPGRUQ3,"TEVET, LLC",0.0,0.303,6,,residual,183.819,0.044
submarines,ZTPCCBA4M5N5,CSB6FUPJ5TC1,ZTPCCBA4M5N5,Doerfer Acquisition Company,0.0,0.549,5,,residual,183.819,0.044
submarines,G44XUJLFP3A1,G44XUJLFP3A1,,TANDEMLOC INC.,0.0,0.066,2,,residual,183.819,0.044
submarines,LNRSWFY5UKF7,LNRSWFY5UKF7,LNRSWFY5UKF7,TALBERT MANUFACTURING INC,0.0,0.055,1,,residual,183.819,0.044
submarines,QLNRJJK28MJ7,QLNRJJK28MJ7,,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",0.0,0.094,1,,residual,183.819,0.044
submarines,CAAPQGM9QL17,CAAPQGM9QL17,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,0.0,0.261,2,,residual,183.819,0.044
submarines,SLBCZQAMG3Q1,SLBCZQAMG3Q1,,"Solflower Computer, Inc",0.0,0.164,5,,residual,183.819,0.044
submarines,RJZKELTAHBM5,RJZKELTAHBM5,,"POWER CONVERSION TECHNOLOGIES, INC.",0.0,0.218,4,,residual,183.819,0.044
submarines,J3TKCN6S76D6,HE98WLUBNW88,J3TKCN6S76D6,ORACLE CORPORATION,0.0,0.063,2,,residual,183.819,0.044
submarines,DJH3J8S4C481,VBFXNRMUYSK6,DJH3J8S4C481,NTS Holding Corporation Inc,0.0,0.249,9,,residual,183.819,0.044
submarines,NKVZLJL93QT6,EPSYXPS5MK39,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,0.0,3.072,7,3364,residual,183.819,0.044
submarines,EK4US8MM54U3,EK4US8MM54U3,,"NOANK ELECTRIC, LLC",0.0,0.046,1,,residual,183.819,0.044
submarines,CKBGA756V5H9,CKBGA756V5H9,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,0.0,1.044,8,,residual,183.819,0.044
submarines,QRS8UUK41BA4,QRS8UUK41BA4,,METREX VALVE CORP.,0.0,1.146,7,,residual,183.819,0.044
submarines,X4M2SP7V9BC6,X4M2SP7V9BC6,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",0.0,0.327,1,,residual,183.819,0.044
submarines,V954CM7C5F33,QVDMAW2TVBE7,V954CM7C5F33,Eurofins Scientific  Soc. Europ.,0.0,0.052,3,,residual,183.819,0.044
submarines,DLLCKA14LMZ5,DLLCKA14LMZ5,,"Merrill Aviation, Inc.",0.0,0.36,4,,registry,183.819,0.044
submarines,MJGFRKACFZB3,MJGFRKACFZB3,,MEMKOR INC,0.0,0.052,1,,residual,183.819,0.044
submarines,C1FCEKJP7F91,QJ8GDNZ7RMC5,C1FCEKJP7F91,MCMASTER-CARR SUPPLY COMPANY,0.0,0.071,4,,residual,183.819,0.044
submarines,J1HRLJ1Q1NT6,J1HRLJ1Q1NT6,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",0.0,0.081,2,,residual,183.819,0.044
submarines,R5N4GY677EH5,XRN4L5GSHNJ5,R5N4GY677EH5,ESTERLINE TECHNOLOGIES CORP,0.0,0.073,2,,residual,183.819,0.044
submarines,UXVTFYJT5PN7,UXVTFYJT5PN7,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",0.0,0.197,3,,residual,183.819,0.044
submarines,FHKCX7RMYW83,FHKCX7RMYW83,,MARINE EQUIPMENT SUPPLY LLC,0.0,0.169,1,,residual,183.819,0.044
submarines,TRJPK4ELKDR3,TRJPK4ELKDR3,,M & P INTERNATIONAL INC,0.0,0.195,1,,residual,183.819,0.044
submarines,JE8QAT3GGJN6,JE8QAT3GGJN6,,LINTECH COMPONENTS CO INC,0.0,0.093,2,,residual,183.819,0.044
submarines,HKUGWLAQ4821,HKUGWLAQ4821,,"LCR EMBEDDED SYSTEMS, INC.",0.0,0.13,1,,residual,183.819,0.044
submarines,JABWYKLD7GL8,JABWYKLD7GL8,JABWYKLD7GL8,"KNOWLEDGE KEY ASSOCIATES, INC.",0.0,0.026,1,,residual,183.819,0.044
submarines,HLAKD5J1DDG3,HLAKD5J1DDG3,,"KLH INDUSTRIES, INC.",0.0,0.17,4,,residual,183.819,0.044
submarines,ND7DTJ18YXU8,L66VDJVM3VP6,ND7DTJ18YXU8,KEYENCE CORPORATION,0.0,0.231,4,,residual,183.819,0.044
submarines,L2Y7KUMBALU4,L2Y7KUMBALU4,L2Y7KUMBALU4,"KENSINGTON ELECTRONICS, INC",0.0,0.026,1,,residual,183.819,0.044
submarines,XJJ6S8U3NAR9,XJJ6S8U3NAR9,,Jules Borel & Co.,0.0,0.095,1,,residual,183.819,0.044
submarines,NK62M46B48L8,NK62M46B48L8,,"JOINING TECHNOLOGIES, INC.",0.0,0.031,1,,residual,183.819,0.044
submarines,D7T3U3HPNR49,D7T3U3HPNR49,,J. STEELE SERVICES LLC,0.0,0.05,1,,residual,183.819,0.044
submarines,CPRTJPTEJ2K4,VS7NBJG314R6,CPRTJPTEJ2K4,Akzo Nobel N.V.,0.0,0.05,1,,residual,183.819,0.044
submarines,DZVSKE3ZKRV4,DZVSKE3ZKRV4,,"IE TEST, LLC",0.0,0.445,6,,residual,183.819,0.044
submarines,TB74HBR5ABD6,TB74HBR5ABD6,,"HUGHES CIRCUITS, INC.",0.0,0.052,1,,residual,183.819,0.044
submarines,HRJNGAUKL2Q2,HRJNGAUKL2Q2,,"HI-TEST LABORATORIES, INC.",0.0,0.747,9,,residual,183.819,0.044
submarines,GK3DKPJRSUR3,GK3DKPJRSUR3,GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",0.0,0.11,3,,residual,183.819,0.044
submarines,KWAYELLKNP86,KWAYELLKNP86,,GET ENGINEERING CORP.,0.0,0.076,1,,residual,183.819,0.044
submarines,X4UMAJJTMS97,X4UMAJJTMS97,,GERMANE SYSTEMS LC,0.0,0.076,1,,residual,183.819,0.044
submarines,MHR1KKAZ1NH5,MHR1KKAZ1NH5,,"EDRO CORPORATION, THE",0.0,0.139,3,,residual,183.819,0.044
submarines,DVLSV4HZBX23,DVLSV4HZBX23,,"EAST COAST METROLOGY, LLC",0.0,0.045,1,,residual,183.819,0.044
submarines,Q9MRTNQZ3K94,F1N2KDGBDTU8,Q9MRTNQZ3K94,DLT MERGERCO LLC,0.0,0.242,4,,residual,183.819,0.044
submarines,TT6NACMBJC38,TT6NACMBJC38,,"DIVERSIFIED METALS, INC.",0.0,0.031,2,,residual,183.819,0.044
submarines,SGSBHJMN78B6,PS39EKC82UU5,SGSBHJMN78B6,"Commerce Bancshares, Inc.",0.0,1.308,5,,residual,183.819,0.044
submarines,KK62PWHW5ZR8,KK62PWHW5ZR8,,"CRITICAL IO, LLC",0.0,0.049,1,,residual,183.819,0.044
submarines,SC4MSPUB7B46,JJZ4GXK7SCJ5,SC4MSPUB7B46,CONCURRENT TECHNOLOGIES PLC,0.0,0.034,1,,residual,183.819,0.044
submarines,ZVDFRHRJJ272,CGH1CSXQJ5H7,ZVDFRHRJJ272,COSTRUZIONI APPARECCHIATURE ELETTRONICHE NUCLEARI C.A.E.N. SPA,0.0,0.03,1,,residual,183.819,0.044
submarines,Z8WNV7KTX267,SS8JL7WNHPX9,Z8WNV7KTX267,"BURNS & MCDONNELL, INC.",0.0,2.112,6,,residual,183.819,0.044
submarines,MYDWUALGXBL5,MYDWUALGXBL5,,BIOMATED SOLUTIONS LLC,0.0,0.317,8,,residual,183.819,0.044
submarines,ZG54KTLANAU7,ZG54KTLANAU7,,ANVER CORPORATION,0.0,0.065,2,,residual,183.819,0.044
submarines,GMKDF9P95AA7,GMKDF9P95AA7,,"AK SERVICES, INC.",0.0,0.031,1,,residual,183.819,0.044
submarines,QVJEVJHK3G31,QVJEVJHK3G31,,CUBE MOBILE POWER HOLDCO LIMITED,0.0,0.066,7,5324,residual,183.819,0.044
submarines,XAABQKXTNJ16,XAABQKXTNJ16,XAABQKXTNJ16,ADVANTAGE ENGINEERING INC,0.0,0.055,2,,residual,183.819,0.044
submarines,CEKTN77MR848,E3WFXJMWH458,CEKTN77MR848,SANDVIK AB,0.0,0.092,1,,residual,183.819,0.044
submarines,TQ6PLXME5XE1,TQ6PLXME5XE1,,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,0.0,0.517,1,,residual,183.819,0.044
submarines,C15UT9FDSUL1,DP49VT4FA4J3,C15UT9FDSUL1,ADACORE,0.0,0.157,3,,residual,183.819,0.044
submarines,U2PTLL8PXDE3,U2PTLL8PXDE3,,"ABLE MACHINE TOOL SALES, INC.",0.0,1.974,4,,residual,183.819,0.044
submarines,NRFJMVNYQ6C3,MWJTQK36KMG3,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",0.0,1.596,4,,residual,183.819,0.044
submarines,LNU9THQFHLR5,LNU9THQFHLR5,,TRIFAX LLC,0.0,0.513,1,,residual,183.819,0.044
submarines,WY3RNC5GMY36,WY3RNC5GMY36,WY3RNC5GMY36,"TITANIUM INDUSTRIES, INC.",0.0,0.118,3,,residual,183.819,0.044
submarines,R7UCMAWL4H87,R7UCMAWL4H87,,The Credit Scholars,0.0,0.165,1,,residual,183.819,0.044
submarines,W7QMJRYTHHM4,W7QMJRYTHHM4,,"Prv Metals, LLC",0.0,0.736,8,,residual,183.819,0.044
submarines,RU42J22YFWW5,GEZPNX8Q2RM3,RU42J22YFWW5,"STS OPERATING, INC.",0.0,0.391,2,,residual,183.819,0.044
submarines,EREJZHBM5MU1,CMTLME2MH6F4,EREJZHBM5MU1,SPIRAX-SARCO ENGINEERING PLC,0.0,0.403,4,,residual,183.819,0.044
submarines,Z6HMQ992QKJ7,Z6HMQ992QKJ7,Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",0.0,0.148,2,,residual,183.819,0.044
submarines,UTMCRDABQS33,EUB6UJ91Y997,UTMCRDABQS33,"Reinauer Transportation Companies, LLC",0.0,1.677,3,,residual,183.819,0.044
submarines,RFLNANKKZYV5,RFLNANKKZYV5,RFLNANKKZYV5,SAS INSTITUTE INC.,0.0,0.074,1,,residual,183.819,0.044
submarines,GLU5BML5XQK2,GLU5BML5XQK2,,Romey Paul Ventures LLC,0.0,20.92,10,,residual,183.819,0.044
submarines,JH2CJYVWBME6,JH2CJYVWBME6,,Rbc Bearings Incorporated,0.0,0.011,1,,residual,183.819,0.044
submarines,PQXWA9BB6UJ6,PQXWA9BB6UJ6,,"Pulsco, Inc.",0.0,0.242,1,,residual,183.819,0.044
submarines,TPMWFAWVG1N8,RJZKELTAHBM5,TPMWFAWVG1N8,"Ozop Energy Solutions, Inc.",0.0,0.138,2,,residual,183.819,0.044
submarines,JAWVFDNMQ633,JAWVFDNMQ633,,PHOTONWORKS ENGINEERING LLP,0.0,0.014,1,,residual,183.819,0.044
submarines,MBFSJ8M4RQB6,LUUBKNAN8TK6,MBFSJ8M4RQB6,Danaher Corporation,0.0,0.027,1,,residual,183.819,0.044
submarines,KS91NKS9M428,KS91NKS9M428,KS91NKS9M428,"ORBIS SIBRO, INC.",0.0,0.05,1,,residual,183.819,0.044
submarines,XBVZKN1HH445,CHJNFCBMNJS3,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",0.0,0.369,1,,residual,183.819,0.044
submarines,G2LUXP8ND8U6,HFK9V1G2B513,G2LUXP8ND8U6,"MOTOROLA SOLUTIONS, INC.",0.0,0.077,1,,residual,183.819,0.044
submarines,E1EHEYLLH9E5,E844ZKYNKDX4,E1EHEYLLH9E5,"Corteva, Inc.",0.0,0.087,1,,residual,183.819,0.044
submarines,HB2WNJ5NL6G4,GTDWX1272LQ4,HB2WNJ5NL6G4,POLISCOM SRL,0.0,0.126,2,3364,residual,183.819,0.044
submarines,TZMTECJ51C87,LLNNTHPDWYV1,TZMTECJ51C87,TAT TECHNOLOGIES LTD.,0.0,0.056,1,,residual,183.819,0.044
submarines,JKN2Q1EHKF63,JKN2Q1EHKF63,,LEONHARDT COMPANY INC,0.0,0.005,7,,residual,183.819,0.044
submarines,C18KXNHETC95,C18KXNHETC95,,"KITCO FIBER OPTICS, INC.",0.0,0.284,3,,residual,183.819,0.044
submarines,KHCHNNS9E3R5,UJD2HEK94GH8,KHCHNNS9E3R5,"KFT FIRE TRAINER, LLC",0.0,0.013,1,,residual,183.819,0.044
submarines,XXADYWMX8FE7,ZM8CV5ND9LG8,XXADYWMX8FE7,Ryerson Holding Corporation,0.0,1.016,4,,residual,183.819,0.044
submarines,J64CSQTQNRC1,VV9KH3L99VE3,J64CSQTQNRC1,International Business Machines Corporation,0.0,0.294,1,,residual,183.819,0.044
submarines,U45EH8WMNF55,LB1XJ5UY5961,U45EH8WMNF55,"Circor International, Inc.",0.0,5.727,9,,residual,183.819,0.044
submarines,EANJVKFHMSZ8,EANJVKFHMSZ8,,"GULF FASTENER, INC.",0.0,0.063,1,,residual,183.819,0.044
submarines,G3MFPVJHC8R1,UR5TFK3LAVL5,G3MFPVJHC8R1,"Frs Holdings, Inc.",0.0,1.047,9,3399,residual,183.819,0.044
submarines,MLZGT2BJ4J13,TJ2MWNHN22G8,MLZGT2BJ4J13,"Enpro Industries, Inc.",0.0,-0.212,1,,residual,183.819,0.044
submarines,FHJHVERLNXU7,FHJHVERLNXU7,FHJHVERLNXU7,EAGLE LEASING COMPANY THE,0.0,0.048,1,,residual,183.819,0.044
submarines,KK9HWTR6SM49,KK9HWTR6SM49,,"Duer /Carolina Coil, Incorporated",0.0,0.003,2,,residual,183.819,0.044
submarines,NFADFBRR9XM6,WNDYZX3ALFB1,NFADFBRR9XM6,"Source Code Midco, LLC",0.0,2.405,7,3341,residual,183.819,0.044
submarines,E5PDQFYJJD43,TFBXC11G77F3,E5PDQFYJJD43,ESSAR GLOBAL LIMITED,0.0,0.054,1,,residual,183.819,0.044
submarines,K5CLWKFJGGB9,K5CLWKFJGGB9,,"BEAR MACHINERY, INC.",0.0,-0.0,1,,residual,183.819,0.044
submarines,V8NJNRJ95KX5,V8NJNRJ95KX5,V8NJNRJ95KX5,B F METALS INC,0.0,0.03,1,,residual,183.819,0.044
submarines,V8HLLRJLCQH6,V8HLLRJLCQH6,V8HLLRJLCQH6,"ALBANY VALVE & FITTING CO., INC.",0.0,0.025,1,,residual,183.819,0.044
submarines,RQQYADH1UBU8,RQQYADH1UBU8,RQQYADH1UBU8,AIR TOOL SALES & SERVICE CO INC,0.0,0.107,3,,residual,183.819,0.044
submarines,LEC1VZC9HL25,LEC1VZC9HL25,,"A.C.R. MACHINE, INC.",0.0,0.038,1,,residual,183.819,0.044
submarines,CE2KRB2JPVS4,CE2KRB2JPVS4,,"WSC FEDERAL, LLC",0.0,0.025,1,,residual,183.819,0.044
submarines,NNRGV1N3Y1G5,NNRGV1N3Y1G5,,"Wolf Robotics, LLC",0.0,0.027,1,,residual,183.819,0.044
submarines,MH4FDVBB4G88,URUVKGK3FTV1,MH4FDVBB4G88,Willscot Mobile Mini Holdings Corp.,0.0,0.144,1,,residual,183.819,0.044
submarines,LW4AM44TTKU4,URUVKGK3FTV1,LW4AM44TTKU4,TDR CAPITAL LLP,0.0,0.068,1,,residual,183.819,0.044
submarines,N97CM6A1C2M7,N97CM6A1C2M7,N97CM6A1C2M7,"WESTMORELAND MECHANICAL TESTING & RESEARCH, INC.",0.0,0.034,2,,residual,183.819,0.044
submarines,LJNPJQVBN8R9,H63LK5CAFZ46,LJNPJQVBN8R9,"Sciens Building Solutions, LLC",0.0,0.091,2,,residual,183.819,0.044
submarines,KN4DLHTLNCS8,KCYPSYNH1M94,KN4DLHTLNCS8,"Octopus Industries, Inc.",0.0,0.03,1,,residual,183.819,0.044
submarines,MG7DTFNAUC53,SDK4H5KCAHD7,MG7DTFNAUC53,UNITED ELECTRIC CONTROLS COMPANY,0.0,0.125,2,,residual,183.819,0.044
submarines,GL44UBJEKJK1,GL44UBJEKJK1,,"TRENTON SYSTEMS, INC",0.0,0.027,1,,residual,183.819,0.044
submarines,H4NUSZNWG4K6,H4NUSZNWG4K6,,"SOUND MECHANICAL, INC.",0.0,0.05,2,,residual,183.819,0.044
submarines,C42JQSEUNF23,SJDXENRDPKE8,C42JQSEUNF23,SOPHEON PLC,0.0,0.328,2,,residual,183.819,0.044
submarines,MN5LYLMWBGK8,MN5LYLMWBGK8,,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",0.0,0.112,2,,residual,183.819,0.044
submarines,W7FFRAVN1DA9,W7FFRAVN1DA9,W7FFRAVN1DA9,"SECURESTRUX, LLC",0.0,0.243,1,,residual,183.819,0.044
submarines,TNDFBBB3HBK1,R7JLC1Y2PLJ1,TNDFBBB3HBK1,H Y D A C Technology GmbH,0.0,0.001,1,,residual,183.819,0.044
submarines,WQVZMVXE2MK6,MA6NGUYK9VM1,WQVZMVXE2MK6,L & O Holding GmbH & Co. KG,0.0,0.025,1,,residual,183.819,0.044
submarines,VQMRYA1EN3J9,VQMRYA1EN3J9,,"R KEOUGH CONSTRUCTION, CO.",0.0,-0.561,1,,residual,183.819,0.044
submarines,EBMBBLNWAZS8,FACXKY7FULJ4,EBMBBLNWAZS8,"Precision Resources, Inc.",0.0,2.61,3,,residual,183.819,0.044
submarines,R5RBSCTJTWZ6,ECVNHKM2CLS9,R5RBSCTJTWZ6,PICKERING GROUP LIMITED,0.0,0.055,4,,residual,183.819,0.044
submarines,LFN2ND9H69T1,LFN2ND9H69T1,LFN2ND9H69T1,PARASOFT CORPORATION,0.0,0.081,2,,residual,183.819,0.044
submarines,MS5YBJZS9Y46,JEDSVNSMLTN4,MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",0.0,0.718,1,,residual,183.819,0.044
submarines,L7DWM5VV9T97,GAGNAGWFNY83,L7DWM5VV9T97,NTS TECHNICAL SYSTEMS,0.0,0.015,2,,residual,183.819,0.044
submarines,KQJTYTVTATY8,KQJTYTVTATY8,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",0.0,0.297,2,,residual,183.819,0.044
submarines,H1WGM2HUFNB3,H1WGM2HUFNB3,H1WGM2HUFNB3,NDI ENGINEERING COMPANY,0.0,0.1,2,,residual,183.819,0.044
submarines,DQ8FL1MAR4K5,DQ8FL1MAR4K5,,"NAVAL AND MARITIME CONSORTIUM, INC.",0.0,0.3,1,,residual,183.819,0.044
submarines,F3XKPA82MHQ5,F3XKPA82MHQ5,F3XKPA82MHQ5,"NAG, LLC",0.0,0.095,5,,residual,183.819,0.044
submarines,GWJVH3CYE2F1,GWJVH3CYE2F1,,MID STATE FIRE EQUIPMENT INC,0.0,0.084,1,,residual,183.819,0.044
