program,vendor_key_uei,entity_uei,parent_uei,vendor_name,dollars_fy22_25_$M,dollars_all_$M,n_awards,naics4,current_basis,cum_unbucketed_fy22_25_$M,cum_share_of_supplier_fy22_25
submarines,DJMMEPKGGNB3,DJMMEPKGGNB3,,TE Connectivity Ltd.,0.0,0.005,1,,residual,183.819,0.044
submarines,F7J2BU8VKSL8,F7J2BU8VKSL8,,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",0.0,0.146,1,,residual,183.819,0.044
submarines,J9PPG7L67SD3,UNYXWK1ZR391,J9PPG7L67SD3,"Mayco Holdings, LLC",0.0,0.192,2,3314,residual,183.819,0.044
submarines,MTNSMCNJCNE1,MTNSMCNJCNE1,,"LJM PACKAGING CO., INC.",0.0,4.441,9,,residual,183.819,0.044
submarines,F4JJL7645T67,F4JJL7645T67,,LEXINGTON SOFT LLC,0.0,0.083,2,,residual,183.819,0.044
submarines,M6N3M8GCHLN5,M6N3M8GCHLN5,M6N3M8GCHLN5,LAL ACQUISITION INC.,0.0,0.193,1,,residual,183.819,0.044
submarines,PTMFLMD2CUB4,PTMFLMD2CUB4,,"L3HARRIS TECHNOLOGIES, INC.",0.0,2.268,2,,residual,183.819,0.044
submarines,KFF4DTT9LFJ3,KFF4DTT9LFJ3,,"KELLY CONTAINER, INC.",0.0,0.232,2,,residual,183.819,0.044
submarines,XEQ3L57D2J24,YV2MG1WKYEQ3,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.0,0.092,3,,residual,183.819,0.044
submarines,K7WHM32LWU64,K7WHM32LWU64,K7WHM32LWU64,"IVEY'S CONSTRUCTION, INC.",0.0,0.244,1,,residual,183.819,0.044
submarines,CSGCTF11C2V9,CSGCTF11C2V9,,INSTRUMENTS INCORPORATED,0.0,0.108,1,,residual,183.819,0.044
submarines,SHDVJS6DKEX1,ZFNUGJEGR2Q9,SHDVJS6DKEX1,LAG INTERNATIONAL S.A.,0.0,11.917,1,,residual,183.819,0.044
submarines,HTHFAYHMJWT4,EPK7A98BB4B6,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",0.0,-0.0,1,,residual,183.819,0.044
submarines,H5YBZ3M7LKG3,H5YBZ3M7LKG3,H5YBZ3M7LKG3,"HAYES PUMP, INC.",0.0,0.514,2,,residual,183.819,0.044
submarines,PX5GZY3JUU27,PX5GZY3JUU27,,HALLMAN SEPTIC SERVICE LLC,0.0,0.028,1,,residual,183.819,0.044
submarines,DWMEGPGHBGY5,DWMEGPGHBGY5,,GENERAL DIGITAL CORPORATION,0.0,0.17,1,,residual,183.819,0.044
submarines,EHQGGH9CG9U7,EHQGGH9CG9U7,,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",0.0,0.096,1,,residual,183.819,0.044
submarines,FA62JCF2JGN7,FA62JCF2JGN7,FA62JCF2JGN7,ENSAFE INC.,0.0,0.173,3,,residual,183.819,0.044
submarines,RKLZWNHGDHP7,JMPNFJGDZLC7,RKLZWNHGDHP7,"EBDG, INC.",0.0,0.028,3,,residual,183.819,0.044
submarines,RNWJCAQL4ZD7,RNWJCAQL4ZD7,,"EIMC, LLC",0.0,0.23,2,,residual,183.819,0.044
submarines,FH7ML8E9EWJ7,R82KDN15JP13,FH7ML8E9EWJ7,"DYNETICS, INC.",0.0,0.255,2,,residual,183.819,0.044
submarines,NFCDTTZM5JL3,NFCDTTZM5JL3,,DUREX INTERNATIONAL CORP.,0.0,1.165,3,,residual,183.819,0.044
submarines,MQHCDMP17GK7,MQHCDMP17GK7,,"Draka Cableteq Usa, Inc.",0.0,0.16,1,,residual,183.819,0.044
submarines,MUW4M1JLNY19,MUW4M1JLNY19,,DIXIE TANK COMPANY,0.0,0.191,3,,residual,183.819,0.044
submarines,XRU8MN24H8C5,ELM6EX21EMJ9,XRU8MN24H8C5,PINNACLE TECHNOLOGIES CORPORATION,0.0,0.044,1,,residual,183.819,0.044
submarines,UAWKMCFNMNT1,UAWKMCFNMNT1,,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",0.0,2.238,7,,residual,183.819,0.044
submarines,M6SKXVEXY4G3,M6SKXVEXY4G3,,"CMT MATERIALS, INC.",0.0,0.001,1,,residual,183.819,0.044
submarines,K151N8EJE998,K151N8EJE998,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",0.0,3.771,8,,residual,183.819,0.044
submarines,NSFAYV7YAJB1,QC8RNVNLMA97,NSFAYV7YAJB1,BRUEL & KJAER NORTH AMERICA INC.,0.0,0.14,1,,residual,183.819,0.044
submarines,F161APAUMLD7,CEZLBLUFVYT9,F161APAUMLD7,"Koch Industries, Inc.",0.0,0.254,2,,residual,183.819,0.044
submarines,DR25DM16Y9G8,DR25DM16Y9G8,,APPLICATIONS 3D LLC,0.0,0.035,4,,residual,183.819,0.044
submarines,MLNKDLL8KKW6,JKPCAKFW8X93,MLNKDLL8KKW6,"HITACHI CONSTRUCTION MACHINERY CO., LTD.",0.0,1.722,2,,residual,183.819,0.044
submarines,JKPCAKFW8X93,JKPCAKFW8X93,,AMERICAST TECHNOLOGIES INC,0.0,0.091,1,,residual,183.819,0.044
submarines,LXC1G6NGF1W5,F5P5K3L3ZMH5,LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,0.0,0.029,1,,residual,183.819,0.044
submarines,VN4ABZNLWJ59,H759C2FR8KA3,VN4ABZNLWJ59,ABB Ltd,0.0,0.058,3,,residual,183.819,0.044
submarines,HHXEGAZL8618,HHXEGAZL8618,,SKOVIRA MACHINE COMPANY,0.0,0.08,1,,residual,183.819,0.044
submarines,L85DJJ1BJSQ6,L85DJJ1BJSQ6,,"PRECISION DEFENSE SERVICES, INC.",0.0,1.299,1,,residual,183.819,0.044
submarines,NNWHSJ3XX7J5,KW9XSYBX2D65,NNWHSJ3XX7J5,"Mirion Technologies, Inc.",0.0,1.543,3,,residual,183.819,0.044
submarines,ZAE4Z2SYMST2,WCDSL3DNJLY1,ZAE4Z2SYMST2,CGI Inc,0.0,0.264,2,,residual,183.819,0.044
submarines,W43NW8NZ7AJ8,W43NW8NZ7AJ8,,GENERAL NUCLEAR CORP.,0.0,1.707,7,,residual,183.819,0.044
submarines,WF9TN8AWH8K5,CA3SCBN6PYP5,WF9TN8AWH8K5,HEICO CORPORATION,0.0,1.235,3,,residual,183.819,0.044
submarines,JN9QTLH7KL47,JN9QTLH7KL47,,PENN STATE TOOL & DIE CORPORATION,0.0,0.112,1,,residual,183.819,0.044
submarines,DTCND1MN7J15,DTCND1MN7J15,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,-0.002,0.558,15,,residual,183.817,0.044
submarines,LKUNMC2NEY97,LKUNMC2NEY97,,"Helix Acquisition Holdings, Inc.",-0.003,-0.003,1,,residual,183.814,0.044
submarines,N9BESJAKTWK7,FHKCX7RMYW83,N9BESJAKTWK7,MARINE EQUIPMENT SUPPLY LLC,-0.044,-0.044,2,,residual,183.77,0.04399
submarines,QLXAK6ZTDED8,K1PMP7M771E5,QLXAK6ZTDED8,"E2 ENGINEERS, LLC",-0.099,-0.099,2,,residual,183.671,0.04397
submarines,Z2XMD2USH373,Z2XMD2USH373,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,-1.483,-1.483,4,,vendor-override,182.188,0.04361
submarines,SCCVYEEKLHL3,SCCVYEEKLHL3,,NATIONAL INSPECTION & CONSULTANTS INC,-3.876,-3.876,2,,residual,178.311,0.04269
submarines,FYUJEKH32UF5,FYUJEKH32UF5,,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",-23.439,-5.654,157,,residual,154.873,0.03707
ddg,LR2HQKYJLDZ7,LR2HQKYJLDZ7,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,5.077,17.584,77,4238,registry,5.077,0.00323
ddg,JU2ME5ZK8VL3,JU2ME5ZK8VL3,,"MMC METROLOGY LAB, INC",3.607,6.22,45,3345,residual,8.684,0.00552
ddg,NYPLGL4BKTS7,LR2HQKYJLDZ7,NYPLGL4BKTS7,ESI ACQUISITION CORP,3.326,3.326,17,4238,registry,12.01,0.00764
ddg,F3XKPA82MHQ5,F3XKPA82MHQ5,F3XKPA82MHQ5,"NAG, LLC",2.447,4.422,16,3345,residual,14.457,0.00919
ddg,FLU4K8MGMZX7,VXJMLWN9XU18,FLU4K8MGMZX7,"HITACHI, LTD.",2.203,4.404,25,,residual,16.66,0.01059
ddg,QATEDMDR46E4,M4ANYAZ8Q6H8,QATEDMDR46E4,Fortive Corporation,1.905,5.277,26,3345,residual,18.565,0.0118
ddg,M4ANYAZ8Q6H8,M4ANYAZ8Q6H8,,"Setra Systems, Inc.",1.64,3.913,11,3345,residual,20.204,0.01285
ddg,PLYSMJBAYE42,QYKAR7MJJXL7,PLYSMJBAYE42,PARKER-HANNIFIN CORPORATION,1.499,1.58,4,,residual,21.703,0.0138
ddg,QEP4TKLKQDV3,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",1.264,2.82,35,3344,residual,22.967,0.0146
ddg,C2WJWFHRK5S7,NBM4G4SAFQM3,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,1.208,1.208,8,3344,residual,24.175,0.01537
ddg,FUNJJEK23XN5,FUNJJEK23XN5,,"TCH DISTRIBUTORS, LLC",1.11,1.294,21,4238,residual,25.285,0.01608
ddg,D9T3VK42BLV7,D9T3VK42BLV7,,"MILWAUKEE COMPOSITES, INC.",0.968,0.968,5,3261,residual,26.253,0.01669
ddg,C1NAJQ34VWM5,C1NAJQ34VWM5,,Cameron Energy Services Corp.,0.82,0.82,5,3345,residual,27.073,0.01722
ddg,SZ4SDE9YK5E4,V32LJNFLKBT7,SZ4SDE9YK5E4,ONEX CORP,0.741,0.741,2,,residual,27.813,0.01769
ddg,V32LJNFLKBT7,V32LJNFLKBT7,,RFD BEAUFORT INC.,0.741,0.741,2,,residual,28.554,0.01816
ddg,KB45YQR3KSL5,KB45YQR3KSL5,,"MISSISSIPPI SECURITY POLICE, INC.",0.73,1.477,4,5616,residual,29.284,0.01862
ddg,N1UBBGCNNB38,KK9FFUUML8N1,N1UBBGCNNB38,ABC APPLICATORS INC,0.711,0.711,3,2383,residual,29.994,0.01907
ddg,DH7CZ5SHWTN7,DH7CZ5SHWTN7,,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",0.619,0.619,8,3345,residual,30.614,0.01947
ddg,X9C7KVWCMQJ6,NBM4G4SAFQM3,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, LLC",0.613,1.226,16,3344,residual,31.226,0.01986
ddg,W8PTMRME1496,NL7RNBHWHJQ1,W8PTMRME1496,LEONARDO SPA,0.492,0.794,15,3364,residual,31.718,0.02017
ddg,C4C1WKKFJ8H5,C4C1WKKFJ8H5,,ENERGY RENTAL SOLUTIONS LLC,0.466,0.589,7,5324,residual,32.184,0.02047
ddg,SJULQDJ8NZU7,QV38GMJUBJQ3,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",0.459,1.179,7,3366,vendor-override,32.643,0.02076
ddg,U6F2GHCNNH47,F98TZC6J5XV1,U6F2GHCNNH47,HEXCEL CORP,0.453,0.666,5,3345,residual,33.097,0.02105
ddg,LN9YKAX66918,LN9YKAX66918,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",0.439,0.821,17,3364,residual,33.536,0.02133
ddg,XEQ3L57D2J24,H1PAVTLJBJ88,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,0.434,7.658,26,3399,residual,33.97,0.0216
ddg,PG7AZJQMRL27,KN2BBGWNLKJ8,PG7AZJQMRL27,"ASCO POWER TECHNOLOGIES, L.P.",0.415,0.415,1,,residual,34.385,0.02187
ddg,J2DMF1YRKD96,J2DMF1YRKD96,,STANDARD CALIBRATIONS INC,0.398,0.398,7,8112,residual,34.784,0.02212
ddg,YULJLSW1N2G4,YULJLSW1N2G4,,CYGNUS L.L.C.,0.39,0.39,1,3344,residual,35.174,0.02237
ddg,DV6YQV71ME11,DV6YQV71ME11,,Mar-Vac Products Inc,0.383,1.852,25,,residual,35.556,0.02261
ddg,TMDVSPNEFR69,TMDVSPNEFR69,TMDVSPNEFR69,"Ives Equipment, LLC",0.36,0.685,6,4238,residual,35.916,0.02284
ddg,VWX3JEES4FF7,VWX3JEES4FF7,,TRIMAN INDUSTRIES INC,0.343,0.343,1,4237,residual,36.259,0.02306
ddg,YBVGQEYENNM6,TKE2CB4A5YW4,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,0.328,0.328,3,3345,residual,36.587,0.02326
ddg,ED16VKVTCHC8,ED16VKVTCHC8,ED16VKVTCHC8,ECI DEFENSE GROUP INC,0.3,0.3,1,4238,residual,36.887,0.02346
ddg,HNJDANSKDZK9,HNJDANSKDZK9,,"SPECTRONICS, INC.",0.282,0.935,23,,residual,37.168,0.02363
ddg,XNR9ZJ9VKZG5,XNR9ZJ9VKZG5,XNR9ZJ9VKZG5,"TEMEKU TECHNOLOGIES, INC.",0.277,0.277,1,,residual,37.446,0.02381
ddg,C18KXNHETC95,C18KXNHETC95,,"KITCO FIBER OPTICS, INC.",0.276,0.276,1,3344,residual,37.721,0.02399
ddg,MX63C2VRKCJ6,LFVJABJDQVZ9,MX63C2VRKCJ6,Houdstermaatschappij Wilg B.V.,0.257,1.558,4,,residual,37.979,0.02415
ddg,VE86LWM6ABF6,VE86LWM6ABF6,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,0.248,0.358,3,4233,residual,38.227,0.02431
ddg,CLJ5AQLQ8L29,CLJ5AQLQ8L29,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",0.244,0.244,1,3342,residual,38.47,0.02446
ddg,Y7HRJMWG5HN9,ZYRVDBTNPD25,Y7HRJMWG5HN9,UNITED REFRIGERATION INC,0.241,0.241,2,,residual,38.711,0.02462
ddg,RL6KA2EUSUC8,RL6KA2EUSUC8,,ABACUS INDUSTRIES INC,0.229,0.291,5,,residual,38.94,0.02476
ddg,GN82WS7LRJ77,GN82WS7LRJ77,,SPACE MACHINE & ENGINEERING CORP.,0.223,0.254,4,,residual,39.163,0.0249
ddg,YYVHWZMPP3F8,YYVHWZMPP3F8,,"DRS NAVAL POWER SYSTEMS, INC.",0.221,0.221,1,,residual,39.384,0.02504
ddg,DW33W8L3N1P8,DW33W8L3N1P8,,"PHOENIX GROUP OF VIRGINIA, INC.",0.216,1.819,9,,residual,39.6,0.02518
ddg,SQ2DSCE69F15,YLHLLLEUTKC1,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,0.21,0.21,2,3344,residual,39.81,0.02531
ddg,K5K4P6AY7QM8,NH4LSVC35EH7,K5K4P6AY7QM8,"LAIRD R & F PRODUCTS, INC.",0.206,0.206,1,,residual,40.017,0.02545
ddg,U5DDDFM4LJS3,U5DDDFM4LJS3,,"PRIME TECHNOLOGY, LLC",0.206,0.206,2,,residual,40.222,0.02558
ddg,EEJPJ342F3P1,EEJPJ342F3P1,,"TABET MANUFACTURING COMPANY, INC.",0.203,0.476,7,,residual,40.425,0.02571
ddg,C6CLJKP7D441,MEMSWT1LFU18,C6CLJKP7D441,JERED LLC,0.201,0.313,7,,residual,40.626,0.02583
ddg,J6DMEL935CD1,J6DMEL935CD1,J6DMEL935CD1,XYLEM INC.,0.195,0.429,11,,residual,40.821,0.02596
ddg,HYN4GBTR6TF3,HYN4GBTR6TF3,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY COMPANY,0.192,0.425,7,,residual,41.012,0.02608
ddg,M2XAYNY2P889,M2XAYNY2P889,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",0.188,0.188,2,,residual,41.2,0.0262
ddg,M647MA6E64V1,CQQUMMDARBG3,M647MA6E64V1,"DEWEY ELECTRONICS CORPORATION, THE",0.186,0.263,7,,residual,41.386,0.02632
ddg,J8ATNVMEGLK1,J8ATNVMEGLK1,,CHAND LLC,0.185,0.232,5,,residual,41.571,0.02643
ddg,W1LDBNHD4EM7,FJMAMQK89ZB8,W1LDBNHD4EM7,Schlumberger N.V.,0.182,1.466,9,,residual,41.753,0.02655
ddg,WH4DRDKB7RR8,WH4DRDKB7RR8,,SYSTEMS ENGINEERING SUPPORT CO.,0.178,0.178,1,,residual,41.932,0.02666
ddg,S1TGQ9L36486,S1TGQ9L36486,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",0.166,0.348,7,,residual,42.098,0.02677
ddg,JJRDPJY9GQA8,JJRDPJY9GQA8,,"FLETCHER CONSTRUCTION COMPANY, INC.",0.163,0.389,12,,residual,42.261,0.02687
ddg,LPNPM5FBDS29,SBKKUUHKGXQ1,LPNPM5FBDS29,"GENUINE CABLE GROUP, LLC",0.162,0.162,3,,residual,42.423,0.02698
ddg,DLRDDPVKLLA1,DLRDDPVKLLA1,DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",0.162,0.162,4,,residual,42.585,0.02708
ddg,MENSE2ENG8J6,HJFAW5KCG7N7,MENSE2ENG8J6,"MAST TECHNOLOGIES, LLC",0.158,0.158,2,,residual,42.743,0.02718
ddg,NY66W8KMH427,NY66W8KMH427,NY66W8KMH427,"WALZ & KRENZER, INC.",0.158,0.158,2,,residual,42.901,0.02728
ddg,ERR4X5JLJWV5,ERR4X5JLJWV5,,"NCP COATINGS, LLC",0.153,0.153,4,,residual,43.054,0.02738
ddg,XR3UT8BLTKP7,XR3UT8BLTKP7,XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",0.149,0.149,5,,residual,43.203,0.02747
ddg,EJ8LYVPT4KR9,EJ8LYVPT4KR9,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",0.148,0.267,5,,residual,43.35,0.02757
ddg,LJLZRNS9DYC6,LJLZRNS9DYC6,,Anixter Inc.,0.147,0.282,3,,residual,43.497,0.02766
ddg,G58FFJ6F2CA7,G58FFJ6F2CA7,,GK MECHANICAL SYSTEMS LLC,0.143,0.143,2,,residual,43.64,0.02775
ddg,EDJPMQN1HSJ1,EDJPMQN1HSJ1,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",0.14,0.14,2,,residual,43.78,0.02784
ddg,K5EHDDMPL8L3,KNY4J2WMVJX3,K5EHDDMPL8L3,ASC ENGINEERED SOLUTIONS LLC,0.138,0.138,1,,residual,43.918,0.02793
ddg,LRYRHNM7EHJ8,LRYRHNM7EHJ8,,"GAYLORD INDUSTRIES, INC.",0.133,0.555,4,,residual,44.051,0.02801
ddg,DSVCC3S92J21,DSVCC3S92J21,,BOLAND MARINE & INDUSTRIAL LLC,0.133,0.133,2,,residual,44.184,0.0281
ddg,XFM4VGW1NBE4,XFM4VGW1NBE4,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",0.131,1.275,2,,residual,44.315,0.02818
ddg,C6C8KS7Y1K76,C6C8KS7Y1K76,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,0.131,3.287,27,,residual,44.445,0.02826
ddg,FD69PPCVM2B8,FD69PPCVM2B8,,"PASCAGOULA LAUNCH SERVICE, INC",0.129,0.335,7,,residual,44.575,0.02834
ddg,PB11V1KH3KV4,PB11V1KH3KV4,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,0.128,0.204,6,,residual,44.703,0.02843
ddg,ML28DU1R7P77,VJSTD8U7QBD9,ML28DU1R7P77,"Cadre Holdings, Inc.",0.119,0.402,8,,residual,44.822,0.0285
ddg,WF9TN8AWH8K5,NCG7W2K7P7R6,WF9TN8AWH8K5,HEICO CORP,0.119,0.119,1,,residual,44.941,0.02858
ddg,EQ2TN2GMDFT5,EQ2TN2GMDFT5,,"ADVANCED ACOUSTIC CONCEPTS, LLC",0.119,0.119,1,,residual,45.059,0.02865
ddg,JH61GLV2MCA7,JH61GLV2MCA7,,"PRIME SCIENCE & TECHNOLOGY, LLC",0.116,0.116,1,,residual,45.176,0.02873
ddg,NU2UC8MX6NK1,M8JLMEHJADQ5,NU2UC8MX6NK1,"BOEING COMPANY, THE",0.116,0.2,3,,residual,45.292,0.0288
ddg,HTHZV61C5DV8,CJ8CQLEM2RW3,HTHZV61C5DV8,SYSCO CORPORATION,0.116,0.646,6,,residual,45.408,0.02887
ddg,UR5TFK3LAVL5,UR5TFK3LAVL5,UR5TFK3LAVL5,FEDERAL RESOURCES SUPPLY COMPANY,0.111,0.139,3,,residual,45.519,0.02894
ddg,UDMKPLHU8N48,UDMKPLHU8N48,,US TOOL GRINDING INC,0.11,0.11,1,,residual,45.629,0.02901
ddg,D497LKJGKS84,D497LKJGKS84,D497LKJGKS84,MESTEK INC,0.109,0.109,1,,residual,45.738,0.02908
ddg,LU7KP9UJJ5L7,LQP7LJVDX6M6,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",0.107,0.887,12,,residual,45.845,0.02915
ddg,X51YWDJN2ED6,X51YWDJN2ED6,X51YWDJN2ED6,HORIZONS INCORPORATED,0.105,0.105,3,,residual,45.95,0.02922
ddg,SDD9PKYQAXZ7,QMXJLLJZ5QY4,SDD9PKYQAXZ7,TORK SYSTEMS INC,0.104,0.104,2,,residual,46.055,0.02929
ddg,MEMSWT1LFU18,MEMSWT1LFU18,,JERED LLC,0.104,0.104,2,,residual,46.158,0.02935
ddg,DWUHNL9BC3U7,DWUHNL9BC3U7,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",0.103,13.05,38,,residual,46.261,0.02942
ddg,K7SAUMHPLDJ9,K7SAUMHPLDJ9,K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,0.102,0.102,1,,residual,46.364,0.02948
ddg,MQDVMWB54XH4,J8ATNVMEGLK1,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",0.102,1.993,26,,residual,46.465,0.02955
ddg,FKBHDS7BRJF4,TKE2CB4A5YW4,FKBHDS7BRJF4,"HONEYWELL SAFETY PRODUCTS USA, INC.",0.099,0.099,2,3345,residual,46.564,0.02961
ddg,MQSPAE7NQQR8,MQSPAE7NQQR8,,"VITA MOTIVATOR CO., INC.",0.098,0.098,2,,residual,46.662,0.02967
ddg,RBANKF6MUJS9,CZKYJKB7H9J7,RBANKF6MUJS9,"VEGAS FASTENER MANUFACTURING, LLC",0.095,0.13,3,,residual,46.757,0.02973
ddg,HQEUSUQSKVK7,HQEUSUQSKVK7,,"ADMARTEC, INC.",0.093,0.093,3,,residual,46.85,0.02979
ddg,ZL41ERXMPAR3,KTMAJCY6JXM3,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",0.092,0.761,8,,residual,46.943,0.02985
ddg,E83TNKA9JCY6,E83TNKA9JCY6,,AIR SYSTEMS COMPONENTS INC,0.091,0.091,3,,residual,47.034,0.02991
ddg,KWHXKLAL87T5,KWHXKLAL87T5,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",0.091,0.091,1,,residual,47.125,0.02997
ddg,HJG5ZSLCMTJ9,EDJPMQN1HSJ1,HJG5ZSLCMTJ9,"MSA SAFETY SALES, LLC",0.09,0.09,1,,residual,47.215,0.03002
ddg,RDQDMFHFM8K3,RDQDMFHFM8K3,,R P M SUPPLY CORPORATION,0.09,0.09,1,,residual,47.305,0.03008
ddg,TKE2CB4A5YW4,TKE2CB4A5YW4,,HONEYWELL INTERNATIONAL INC.,0.089,0.089,2,3345,residual,47.395,0.03014
ddg,MNZGEAM8WG31,MNZGEAM8WG31,MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",0.086,0.086,2,,residual,47.48,0.03019
ddg,DQAYCKTDLND5,DQAYCKTDLND5,,"EAGLE INDUSTRIES OF LOUISIANA, L.L.C.",0.085,0.085,1,,residual,47.565,0.03025
ddg,EANJVKFHMSZ8,EANJVKFHMSZ8,,"GULF FASTENER, INC.",0.084,2.373,6,,residual,47.649,0.0303
ddg,RYYRAAAGPXB5,RYYRAAAGPXB5,,"STOCKERT, LAURA",0.084,0.352,5,,residual,47.733,0.03035
ddg,HJFAW5KCG7N7,HJFAW5KCG7N7,,"MAST TECHNOLOGIES, LLC",0.082,0.168,2,,residual,47.815,0.0304
ddg,N5HGL94UC1D6,N5HGL94UC1D6,,PIERCE ALUMINUM CO INC,0.078,0.134,2,,residual,47.893,0.03045
ddg,YA86NYHUA353,YA86NYHUA353,,BRENNTAG LUBRICANTS,0.078,0.078,2,,residual,47.971,0.0305
ddg,WA6MBG28BUQ5,JFN9TTCMKQH8,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",0.073,0.073,1,,residual,48.044,0.03055
ddg,WLEATDDTMCT3,G319AMB56SW5,WLEATDDTMCT3,"901 D, LLC",0.073,0.073,1,,residual,48.117,0.0306
ddg,KCDDKU78L9P7,KCDDKU78L9P7,KCDDKU78L9P7,CHASE CORPORATION,0.073,0.073,1,,residual,48.19,0.03064
ddg,HTHFAYHMJWT4,EPK7A98BB4B6,HTHFAYHMJWT4,HEILIND ELECTRONICS INC,0.072,0.072,2,,residual,48.262,0.03069
ddg,GDK9ANY21DY6,GDK9ANY21DY6,GDK9ANY21DY6,"TEAM HOUSING SOLUTIONS, INC.",0.072,0.072,1,,residual,48.334,0.03073
ddg,E6ACL8BWKN47,E6ACL8BWKN47,E6ACL8BWKN47,"ENERGY FOCUS, INC.",0.07,0.07,1,,residual,48.404,0.03078
ddg,VJFKVNQBYVL5,VJFKVNQBYVL5,,GREENE RUBBER CO INC,0.07,0.07,1,,residual,48.474,0.03082
ddg,SPJDDHTQBSY9,MNS7TJ9KVTJ1,SPJDDHTQBSY9,"HUNTER DEFENSE TECHNOLOGIES, INC.",0.068,0.2,3,,residual,48.542,0.03087
ddg,DJ4XUHDKTH71,GU9WXNREUPZ1,DJ4XUHDKTH71,FORENTA LP,0.067,0.067,2,,residual,48.609,0.03091
ddg,GMVJD1H9JQX8,GMVJD1H9JQX8,GMVJD1H9JQX8,"MICROFLEX, INC.",0.063,0.063,2,,residual,48.672,0.03095
ddg,K8T6RF8WAKC3,K8T6RF8WAKC3,,"WING INFLATABLES, INC.",0.062,0.062,1,,residual,48.734,0.03099
ddg,G9XVDY2MZMX5,G9XVDY2MZMX5,,INSINGER MACHINE CO,0.062,0.062,1,,residual,48.796,0.03103
ddg,KN4DLHTLNCS8,ZLM5NQE8LSR8,KN4DLHTLNCS8,"J.F. Lehman & Company, Inc.",0.061,6.835,14,,residual,48.857,0.03107
ddg,CR99X5Q2KQS1,CR99X5Q2KQS1,,LBI INC,0.06,0.06,2,,residual,48.918,0.03111
ddg,S6F5JLBSADM7,S6F5JLBSADM7,,MIL-SPEC WIRE & CABLE CO,0.059,0.059,1,,residual,48.977,0.03114
ddg,ZVFUENFF77T1,F4GNMTCCXGM8,ZVFUENFF77T1,TOTALENERGIES SE,0.055,0.111,2,,residual,49.031,0.03118
ddg,JUN5EFMB2NZ7,JUN5EFMB2NZ7,JUN5EFMB2NZ7,THOMPSON SUPPLY CO INC,0.054,0.054,2,,residual,49.085,0.03121
ddg,JL4THZCMNKR7,JL4THZCMNKR7,,JACKSON PLATING CO.,0.054,0.334,6,,residual,49.139,0.03125
ddg,GC3AEESM5MT3,GC3AEESM5MT3,GC3AEESM5MT3,"IDEAL SUPPLY, INC.",0.054,0.054,1,,residual,49.193,0.03128
ddg,JDDMPNDNQ3L5,GGERZB4A1FB3,JDDMPNDNQ3L5,USBID INCORPORATED,0.053,0.11,3,,residual,49.246,0.03131
ddg,M6ZTA4NZGLQ5,M6ZTA4NZGLQ5,,"ANDERSON METAL INDUSTRIES, INC.",0.052,0.505,13,,residual,49.298,0.03135
