Subawardee UEI,Program,Subawardee Vendor Name,Parent UEI,Parent Vendor Name,Parent UEI(s)
QVMBB4UCMEH4,Columbia,"ELECTRO MECHANICAL SPECIALISTS, LLC",,,
YUXJXK8PRML3,Columbia,"TRANTER, INC.",SQRKBV7ET8S9,Alfa Laval AB,SQRKBV7ET8S9
GN84UHWZJMR8,Columbia,"DAYTON T. BROWN, INC.",GN84UHWZJMR8,"DAYTON T. BROWN, INC.",GN84UHWZJMR8
NBMDBMMXJLR5,Columbia,"KEYSIGHT TECHNOLOGIES, INC.",,"KEYSIGHT TECHNOLOGIES, INC.",
DBQGN324ULK3,Columbia,"W.W. GRAINGER, INC.",DBQGN324ULK3,"W.W. GRAINGER, INC.",DBQGN324ULK3
PRNKGJL4NQH1,Columbia,OMEGA ENGINEERING INC,EG67WFES7DT3,,EG67WFES7DT3
UN3TBWQUCQN4,Columbia,DELTA-ELECTRO POWER INC.,,,
RYVANEDADBK3,Columbia,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9
Z31MCJ7P45T1,Columbia,"CORE MANUFACTURING, LLC",,,
GAGNAGWFNY83,Columbia,NTS TECHNICAL SYSTEMS,DJH3J8S4C481,NTS Holding Corporation Inc,DJH3J8S4C481; KQP8TDGEJBK3; L7DWM5VV9T97
U4MMR7DR2DR7,Columbia,"JAL ENTERPRISES, INC.",,,
DXGJDCR3TN56,Columbia,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",DXGJDCR3TN56
FNQARYRJJEL5,Columbia,COSPOLICH INC.,,,
JLUZRMMLKQ47,Columbia,"WODIN, INC.",,,
TXHLDCPC95J3,Columbia,C V TOOL COMPANY INC,TXHLDCPC95J3,C V TOOL COMPANY INC,TXHLDCPC95J3
SN8JQ8XJ55N9,Columbia,"LOVEJOY, LLC",,,
WCJ5B9CQN5E4,Columbia,"INNOVATIVE POWER SYSTEMS, INC.",TLBNBFUXEMK5,"Tss, Inc.",TLBNBFUXEMK5
SDK4H5KCAHD7,Columbia,UNITED ELECTRIC CONTROLS COMPANY,MG7DTFNAUC53,UNITED ELECTRIC CONTROLS COMPANY,MG7DTFNAUC53
N6P1AGPMV456,Columbia,EVAC NORTH AMERICA INC.,XJXYXCZL36Z4,The Carlyle Group L P,XJXYXCZL36Z4
GXK6HT9PN3P9,Columbia,KAMATICS CORPORATION,SCEEGJW7XZE5,KAMAN CORP,SCEEGJW7XZE5
U4TBEJN3QV83,Columbia,3M PURIFICATION INC.,YLQMY5SGNE55,3M COMPANY,YLQMY5SGNE55
Z3KHMUV8E999,Columbia,"JAN ELECTRONIC SUPPLIES, INC.",,,
LR8MS4H7N2U5,Columbia,AUTOMATED PRECISION INC.,,AUTOMATED PRECISION INC.,
SMZQB2YVYM66,Columbia,ROTRON INCORPORATED,N5KEKMFCWUR1,AMETEK INC,N5KEKMFCWUR1
WYN3NM142HF3,Columbia,THE LEE CO,WYN3NM142HF3,THE LEE CO,WYN3NM142HF3
EH4ZYJ5CMLP9,Columbia,MAINE TECHNICAL SOURCE,EH4ZYJ5CMLP9,MAINE TECHNICAL SOURCE,EH4ZYJ5CMLP9
H4KTGQKJ2Y15,Columbia,"TIOGA PIPE, INC.",H4KTGQKJ2Y15,"TIOGA PIPE, INC.",H4KTGQKJ2Y15
MN5LYLMWBGK8,Columbia,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",,,
PDBCMAYNN1V8,Columbia,"CUSTOM QUALITY SCAFFOLDING, INC.",,,
E6H2BBJ1LD19,Columbia,FORD & ULRICH INC,,,
JRUCKDSNXKD5,Columbia,THE ENTWISTLE COMPANY LLC,,,
X96XQ88UFHM5,Columbia,MARIA DO CARMO DE ALBUQUERQUE LINS,,,
CSGCTF11C2V9,Columbia,INSTRUMENTS INCORPORATED,,,
NNNPMB5KA1V6,Columbia,DENNEY PLASTICS MACHINING LLC,,,
XP9YLL3TNCB9,Columbia,"S & S FOREST PRODUCTS, LLC",VE8ASCGN1188,,VE8ASCGN1188
JMFNDVNJ67A3,Columbia,CM-MATRIX CORPORATION,,,
FCYFZ4P8ZGV6,Columbia,"K M L ARCHITECTS, LLC",,,
GTDWX1272LQ4,Columbia,LINEAR MOTION LLC,G9PZGNJ37323,,G9PZGNJ37323
L6V2CGVQP844,Columbia,RDF CORPORATION,,,
V6FJCB53JDK7,Columbia,"RURAL ROUTE 2, LLC",V6FJCB53JDK7,"RURAL ROUTE 2, LLC",V6FJCB53JDK7
NPM2J7MSCF61,Columbia,"PENNSYLVANIA STATE UNIVERSITY, THE",NPM2J7MSCF61,"PENNSYLVANIA STATE UNIVERSITY, THE",NPM2J7MSCF61
H1WGM2HUFNB3,Columbia,NDI ENGINEERING COMPANY,H1WGM2HUFNB3,NDI ENGINEERING COMPANY,H1WGM2HUFNB3
MXALQCAPGHJ8,Columbia,"AMET, INC.",,,
MKRCHD2CBAY1,Columbia,HAMILTON SUNDSTRAND CORPORATION,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,PPLZG8J3N9D4
EHQGGH9CG9U7,Columbia,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",,,
F3XKPA82MHQ5,Columbia,"NAG, LLC",F3XKPA82MHQ5,"NAG, LLC",F3XKPA82MHQ5
CR99X5Q2KQS1,Columbia,"L.B.I., INC.",,,
ZPZMCRH2JSA3,Columbia,EZEFLOW USA INC,ZPZMCRH2JSA3,EZEFLOW USA INC,ZPZMCRH2JSA3
NTGALU6XECJ5,Columbia,YOKOGAWA CORP OF AMERICA,KDP5XKKJCWT6,,KDP5XKKJCWT6
NSDCX6VCWGN5,Columbia,"PEERLESS TOOL & MACHINE COMPANY, INC.",,,
N5RJW5NX32Y1,Columbia,W R SYSTEMS LTD.,N5RJW5NX32Y1,W R SYSTEMS LTD.,N5RJW5NX32Y1
JK5BGM73XQ58,Columbia,FEOLE TECHNOLOGIES INC,,,
H63LK5CAFZ46,Columbia,"W.W. GAY FIRE PROTECTION, INC.",LJNPJQVBN8R9,"Sciens Building Solutions, LLC",LJNPJQVBN8R9
H4ZMPGLLZ8D9,Columbia,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9
DR3FAZLZ8624,Columbia,OLYMPIC PENINSULA PERSONNEL INC,,,
WLHBRDWEW7T4,Columbia,"ABACO SYSTEMS, INC.",WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",WLHBRDWEW7T4
XDBJX5QWAM86,Columbia,"SAI SYSTEMS INTERNATIONAL, INC.",XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",XDBJX5QWAM86
J1PMKPB4HNN5,Columbia,LEARN,,,
MFGMH9R7GMG3,Columbia,"FORCE 3, LLC",H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",H6DDCK12JBM7
RDG4F8MZVDU1,Columbia,"POWER PARAGON, INC.",SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7
KP54PU9M3GY5,Columbia,TE CONNECTIVITY SEACON PHOENIX INC.,MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
GWJVH3CYE2F1,Columbia,MID STATE FIRE EQUIPMENT INC,,,
HJ7KCZ68G3N3,Columbia,HAMPTON RUBBER COMPANY,,,
F1N2KDGBDTU8,Columbia,"DLT SOLUTIONS, LLC",Q9MRTNQZ3K94,DLT MERGERCO LLC,Q9MRTNQZ3K94
F4JJL7645T67,Columbia,LEXINGTON SOFT LLC,,,
J632BG3ZB8L9,Columbia,"TTM TECHNOLOGIES, INC.",,,
LFN2ND9H69T1,Columbia,PARASOFT CORPORATION,LFN2ND9H69T1,PARASOFT CORPORATION,LFN2ND9H69T1
EHRJCSUERKU3,Columbia,EATON AEROSPACE LLC,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7
QVJEVJHK3G31,Columbia,"AGGREKO, LLC",HC6YKKPYB658,,HC6YKKPYB658; MC9KZKMUD8F8
NAA7LGTT6WA4,Columbia,"TRANSCAT, INC.",NAA7LGTT6WA4,"TRANSCAT, INC.",NAA7LGTT6WA4
TGUHUW52MLE3,Columbia,"NIANTIC SEAL, INC.",YSLPMSZFE3M5,"Insco Intermediate Holdings, Inc",YSLPMSZFE3M5; Z7NHE6ADMH29
QQ1JKV251EL9,Columbia,ACCUREX MEASUREMENT INC.,,,
CPHLNLBGWFN5,Columbia,DRS NAVAL POWER SYSTEMS INC,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496
PDJ4B4PSZK52,Columbia,NEW ENGLAND INSTITUTE OF TECHNOLOGY,KXFDQ6DUKHK9,,KXFDQ6DUKHK9
DQLZFV6PFCB9,Columbia,"TATE ANDALE, LLC",DQLZFV6PFCB9,"TATE ANDALE, LLC",DQLZFV6PFCB9
L6EMG925NF78,Columbia,KADANT UNAFLEX LLC,QLMUV48L7HP4,Kadant Inc.,QLMUV48L7HP4; XWTZJC873626
M4ANYAZ8Q6H8,Columbia,"SETRA SYSTEMS, INC.",,,
GRTDYGFYWBS8,Columbia,FARO TECHNOLOGIES INC,GRTDYGFYWBS8,FARO TECHNOLOGIES INC,GRTDYGFYWBS8
J496QWE2LK33,Columbia,LORD CORPORATION,PLYSMJBAYE42,,PLYSMJBAYE42
GMHRX5DU4LS5,Columbia,"AEROGO, INC",GMHRX5DU4LS5,"AEROGO, INC",GMHRX5DU4LS5
FLMQAKFEMG64,Columbia,INDEECO LLC,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,DTCND1MN7J15
FECPDA1S8WJ1,Columbia,D. W. BOYD CORPORATION,FECPDA1S8WJ1,D. W. BOYD CORPORATION,FECPDA1S8WJ1
LG8PRS9MR697,Columbia,SFC VALVE CORPORATION,,,
CPNJM695NH15,Columbia,"CDP FASTENER GROUP, INC.",,,
DTCND1MN7J15,Columbia,ASPEQ HEATING GROUP LLC,LTJZX6G2X7Z1,,LTJZX6G2X7Z1
K5WVCD4GUK41,Columbia,JONATHAN ENGINEERED SOLUTIONS CORP.,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,K5WVCD4GUK41
T18FUPT9Y124,Columbia,BRUNSON INSTRUMENT COMPANY INC,T18FUPT9Y124,BRUNSON INSTRUMENT COMPANY INC,T18FUPT9Y124
G8HNS2EJYJU6,Columbia,"BUFFALO MACHINES, INC.",,,
EAZVTUEVK9J9,Columbia,AIRLINE HYDRAULICS CORP,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORP,EAZVTUEVK9J9
N6BAAYHLH8G7,Columbia,"TTM PRINTED CIRCUIT GROUP, INC.",PU9QMDF6FYC6,"TTM TECHNOLOGIES, INC.",PU9QMDF6FYC6
LKVHTENM62A5,Columbia,SUPREME CORP,,,
H759C2FR8KA3,Columbia,ABB INC.,VN4ABZNLWJ59,ABB Ltd,VN4ABZNLWJ59
H4K1A9NVAB68,Columbia,CRYSTAL INSTRUMENTS CORPORATION,,,
CMTLME2MH6F4,Columbia,SPIRAX SARCO INC,WCE1F3V37MM9,,WCE1F3V37MM9
LGM4LM5ZR9K9,Columbia,"LUNA TECHNOLOGIES, INC.",SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,SJHFCDGKJJC5
V3GKQC7LZE37,Columbia,FRED L HAWKINS CO INC,V3GKQC7LZE37,FRED L HAWKINS CO INC,V3GKQC7LZE37
WX7ED2HWHJ17,Columbia,"E7 Solutions, LLC",WX7ED2HWHJ17,"E7 Solutions, LLC",WX7ED2HWHJ17
Z85NS892LYA8,Columbia,CHROMALOX INC,E2UWVCT7GDJ4,"Irving Place Capital, LLC",E2UWVCT7GDJ4
JUUJFULRELM5,Columbia,HALL ASSOCIATES INC,,,
QCDDKNMK52W8,Columbia,ELECTRONIC SALES OF NEW ENGLAND,QCDDKNMK52W8,ELECTRONIC SALES OF NEW ENGLAND,QCDDKNMK52W8
UTG3KW3RJ6M3,Columbia,Shenzhen Nanshan District Gelaimi Clothes Shop,,,
PXB2X38X4V11,Columbia,CONVERGINT TECHNOLOGIES LLC,,,
H4NUSZNWG4K6,Columbia,"SOUND MECHANICAL, INC.",,,
LRYRHNM7EHJ8,Columbia,ITW FOOD EQUIPMENT GROUP LLC,,,
J3AFGKXWYK73,Columbia,YORK INTERNATIONAL CORPORATION,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24
RG3VUTDYFNF8,Columbia,FLUIDYNE CORPORATION,RG3VUTDYFNF8,FLUIDYNE CORPORATION,RG3VUTDYFNF8
Z6HMQ992QKJ7,Columbia,"SOUTHERN FASTENERS & SUPPLY, INC.",Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",Z6HMQ992QKJ7
C2HBVLFX4AH7,Columbia,"ARLAND TOOL & MFG., INC.",,,
Z1YKDWN86HE6,Columbia,RAYTHEON COMPANY,EGAVSJTA2D81,,EGAVSJTA2D81
ELM6EX21EMJ9,Columbia,CYMBEL CORPORATION,XRU8MN24H8C5,PINNACLE TECHNOLOGIES CORPORATION,XRU8MN24H8C5
RSKAJD8SNDL3,Columbia,"RED THREAD SPACES, LLC",GGKLKCCKVZ16,STEELCASE INC.,GGKLKCCKVZ16
YWX1QLBKSQD7,Columbia,"PRC - DESOTO INTERNATIONAL, INC.",WA6MBG28BUQ5,"PPG INDUSTRIES, INC",WA6MBG28BUQ5
T4MGJ9BU63J6,Columbia,"MUNICIPAL EMERGENCY SERVICES, INC.",T4MGJ9BU63J6,"MUNICIPAL EMERGENCY SERVICES, INC.",T4MGJ9BU63J6
NZNKGYLA9NT3,Columbia,DRAFTCO INCORPORATED,NZNKGYLA9NT3,DRAFTCO INCORPORATED,NZNKGYLA9NT3
N5XMR889END5,Columbia,SPECIAL METALS CORPORATION,UU26FKF1MML6,Berkshire Hathaway Inc.,UU26FKF1MML6
PHZDZ8SJ5CM1,Columbia,CDW GOVERNMENT LLC,DNDLL934GK55,Cdw Corporation,DNDLL934GK55
KU2EMBAAACG9,Columbia,"APPLIED DYNAMICS INTERNATIONAL, INC.",KU2EMBAAACG9,"APPLIED DYNAMICS INTERNATIONAL, INC.",KU2EMBAAACG9
ZFN1PBJXNUA3,Columbia,"CONX INNOVATIONS, LLC",,,
W8RMNY6A3NT1,Columbia,"FLUID DYNAMICS, LLC",W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",W8RMNY6A3NT1
QT8MN8A81NB7,Columbia,NGB CORP,QT8MN8A81NB7,NGB CORP,QT8MN8A81NB7
CHSCLZAAPTQ3,Columbia,PULSAFEEDER INC,GHH5AMJ8C896,,GHH5AMJ8C896
FKE7YM75FN66,Columbia,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",,,
FFEAH6Z5CK27,Columbia,"STOTTLER HENKE ASSOCIATES, INC.",FFEAH6Z5CK27,"STOTTLER HENKE ASSOCIATES, INC.",FFEAH6Z5CK27
Q54KG4JYEWE4,Columbia,EPSILON SYSTEMS SOLUTIONS INC,TNSXP14JPJS3,,TNSXP14JPJS3
UES5F4AAZJK5,Columbia,"DONALDSON COMPANY, INC.",UES5F4AAZJK5,"DONALDSON COMPANY, INC.",UES5F4AAZJK5
NY66W8KMH427,Columbia,"WALZ & KRENZER, INC.",NY66W8KMH427,"WALZ & KRENZER, INC.",NY66W8KMH427
X8C4N7SH2KB7,Columbia,HV DIAGNOSTICS INC,,,
DR25DM16Y9G8,Columbia,APPLICATIONS 3D LLC,,,
VRTZQSMQ8615,Columbia,"HARDING COMPANY, INC",CP8AJC3EDE93,"Alp Industries, Inc.",CP8AJC3EDE93
LYKSDHA54JA4,Columbia,"MILDEF, INC.",,,
N97CM6A1C2M7,Columbia,"WESTMORELAND MECHANICAL TESTING & RESEARCH, INC.",N97CM6A1C2M7,"WESTMORELAND MECHANICAL TESTING & RESEARCH, INC.",N97CM6A1C2M7
LFYHET3BNVD5,Columbia,"KEY BELLEVILLES, INC.",,,
DKWCJWBNHCL3,Columbia,"NCP COATINGS, INC.",DKWCJWBNHCL3,"NCP COATINGS, INC.",DKWCJWBNHCL3
J3HWENQMNG69,Columbia,"ARCADIA MANUFACTURING GROUP, INC.",J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",J3HWENQMNG69
CP1HCZ82DJL7,Columbia,NC PRECISION LLC,,,
YV2MG1WKYEQ3,Columbia,JOHNSON CONTROLS SECURITY SOLUTIONS LLC,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24
T6HMTJ6CTRF5,Columbia,PTC INC.,,,
V7GQF5M7C667,Columbia,SOUTHERN GEAR & MACHINE INC,,,
PNHTDAAYRXL3,Columbia,SPACECRAFT COMPONENTS CORP,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,PNHTDAAYRXL3
HE98WLUBNW88,Columbia,"ORACLE AMERICA, INC.",J3TKCN6S76D6,Oracle Corporation,J3TKCN6S76D6
NFBRBB548QC1,Columbia,YOKOGAWA CORPORATION OF AMERICA,VANUPV7TJ933,YOKOGAWA ELECTRIC CORPORATION,VANUPV7TJ933
E34XGKUXCEC1,Columbia,"HAYNES INTERNATIONAL, INC.",E34XGKUXCEC1,"HAYNES INTERNATIONAL, INC.",E34XGKUXCEC1
KCYPSYNH1M94,Columbia,US JOINER LLC,KN4DLHTLNCS8,"Octopus Industries, Inc.",KN4DLHTLNCS8
JKK6MTNJSLH6,Columbia,"EMC SHOP, LLC, THE",,,
PR8CL5BJMNK4,Columbia,"HUNTINGTON PARTNERS, INC.",,,
F5P5K3L3ZMH5,Columbia,"ALLIED ELECTRONICS, INC.",LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,LXC1G6NGF1W5
HLE1E2KALJA5,Columbia,"POWER PARAGON, INC.",SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",SJULQDJ8NZU7
PX5GZY3JUU27,Columbia,HALLMAN SEPTIC SERVICE LLC,,,
JMPNFJGDZLC7,Columbia,ELLIOTT BAY DESIGN GROUP LLC,RKLZWNHGDHP7,"EBDG, INC.",RKLZWNHGDHP7
SK3YCN3CHJD7,Columbia,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",,,
ZJYJB7MBFE56,Columbia,"CRANE PUMPS & SYSTEMS, INC.",,CRANE CO,
VM23NJLXLCK9,Columbia,"G. O. CARLSON, INC.",VM23NJLXLCK9,"G. O. CARLSON, INC.",VM23NJLXLCK9
XBATVWUECBL3,Columbia,Actuant Corporation,KM5NRZNTUDY8,ACTUANT CORPORATION,KM5NRZNTUDY8
N5H9R8EN75V9,Columbia,"MOTION INDUSTRIES, INC.",DZ8RD2EBBMK5,GENUINE PARTS COMPANY,DZ8RD2EBBMK5
TAB4FBLR5UM1,Columbia,ANIXTER INC.,HT2SC8NC87E1,Anixter International Inc.,HT2SC8NC87E1
GL44UBJEKJK1,Columbia,"TRENTON SYSTEMS, INC",,,
MB5EMNHVAW77,Columbia,"TENNESSEE INVESTMENT CASTING COMPANY, INC.",,,
CP8AJC3EDE93,Columbia,"Alp Industries, Inc.",CP8AJC3EDE93,"Alp Industries, Inc.",CP8AJC3EDE93
FJMAMQK89ZB8,Columbia,"CAMERON TECHNOLOGIES US, INC.",W1LDBNHD4EM7,Schlumberger N.V.,W1LDBNHD4EM7
DT53X3W22KJ1,Columbia,"I & I SLING, INC.",DT53X3W22KJ1,"I & I SLING, INC.",DT53X3W22KJ1
MA6NGUYK9VM1,Columbia,"SAUER COMPRESSORS USA, INC.",WQVZMVXE2MK6,L & O Holding GmbH & Co. KG,WQVZMVXE2MK6
CE2KRB2JPVS4,Columbia,"WSC FEDERAL, LLC",,,
JHKFCL4CT7L6,Columbia,"FACILITIES ENGINEERING ASSOCIATES, P.C.",,,
KNW6WWRKELJ3,Columbia,CONCURRENT TECHNOLOGIES CORP,KNW6WWRKELJ3,CONCURRENT TECHNOLOGIES CORP,KNW6WWRKELJ3
VMN5C8N5JXD7,Columbia,WILMOT MODULAR STRUCTURES INC,,,
ZVKEBJ4HQHB8,Columbia,HEILIND MIL-AERO LLC,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC.",HTHFAYHMJWT4
EYSFY8B947C6,Columbia,COMNET COMMINCATIONS LLC,,,
DWCVQF2KLNM9,Columbia,PUGET SOUND PRECISION INC,,,
MGFUP827VKV2,Columbia,"ROSS MACHINERY SALES, INC.",,,
Q584J81GDLH5,Columbia,Interstate Steel Supply Company,,,
M5MVSHNR2BL1,Columbia,"SHERWIN-WILLIAMS COMPANY, THE",GAJ1F3WQCWY5,"SHERWIN-WILLIAMS COMPANY, THE",GAJ1F3WQCWY5
M6SKXVEXY4G3,Columbia,"CMT MATERIALS, INC.",,,
EPK7A98BB4B6,Columbia,"HEILIND MIL-AERO, LLC",HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",HTHFAYHMJWT4
HD9RV8F4JCL6,Columbia,"PAPE' MATERIAL HANDLING, INC.",R1JPMJJM4268,"PAPE' GROUP, INC., THE",R1JPMJJM4268
KMP7FYJJV3N3,Columbia,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",EBJCZNYDQDH8,PRYSMIAN SPA,EBJCZNYDQDH8
L2ULF82VDLU5,Columbia,AZON DESIGN INTERNATIONAL,,,
K1PMP7M771E5,Columbia,"E2 ENGINEERS, LLC",QLXAK6ZTDED8,,QLXAK6ZTDED8
VQMRYA1EN3J9,Columbia,"R KEOUGH CONSTRUCTION, CO.",,,
LW88Z8MMJHT3,Columbia,"INSIGHT GLOBAL, LLC",LZUPA35L1689,"Ig Staffing Holdings, LLC",LZUPA35L1689
SCCVYEEKLHL3,Columbia,NATIONAL INSPECTION & CONSULTANTS INC,,,
FYUJEKH32UF5,Columbia,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,,
