vintage,pb_year,li,p1_section,row_label,fy_label,value
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2025,-
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2026,113.759
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2027,0.618
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),To Complete,82.537
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),Total,"7,882.465"
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),Prior Years,0.000
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2021,-
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2022,0.000
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2023 Base,0.000
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2023 OOC,0.000
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2023 Total,0.000
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2024,"2,440.264"
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2025,0.000
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2026,"4,997.829"
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),FY 2027,"5,121.543"
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),To Complete,"38,227.058"
FY23,2023,1045,base,Net Procurement (P-1) ($ in Millions),Total,"50,786.694"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),Prior Years,-
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2021,-
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2022,"3,003.000"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2023 Base,"3,079.223"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2023 Total,"3,079.223"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2024,"2,440.264"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2025,"3,341.696"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2026,"4,997.829"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),FY 2027,"5,121.543"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),To Complete,"38,227.058"
FY23,2023,1045,base,Full Funding TOA ($ in Millions),Total,"60,210.613"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),Prior Years,-
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2021,-
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2022,"1,773.980"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2023 Base,"2,778.553"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2023 Total,"2,778.553"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2024,"3,374.988"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2025,"3,881.211"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2026,"3,479.344"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2027,"3,833.427"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),To Complete,"22,610.036"
FY23,2023,1045,base,Plus CY Advance Procurement ($ in Millions),Total,"41,731.539"
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),Prior Years,"6,629.290"
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2021,"1,253.175"
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2022,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2023 Base,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2023 Total,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2024,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2025,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2026,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2027,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),To Complete,-
FY23,2023,1045,base,Plus AP Transfer to NSBDF ($ in Millions),Total,"7,882.465"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),Prior Years,"6,629.290"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2021,"4,122.199"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2022,"4,776.980"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2023 Base,"5,857.776"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2023 OOC,0.000
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2023 Total,"5,857.776"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2024,"5,815.252"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2025,"7,222.907"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2026,"8,477.173"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),FY 2027,"8,954.970"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),To Complete,"60,837.094"
FY23,2023,1045,base,Total Obligation Authority ($ in Millions),Total,"112,693.641"
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2021,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023 Base,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023 Total,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2024,-
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,30.487
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026,13.120
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027,52.325
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,"3,380.468"
FY23,2023,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Total,"3,476.400"
FY23,2023,1045,base,Total ($ in Millions),Prior Years,"6,629.290"
FY23,2023,1045,base,Total ($ in Millions),FY 2021,"4,122.199"
FY23,2023,1045,base,Total ($ in Millions),FY 2022,"4,776.980"
FY23,2023,1045,base,Total ($ in Millions),FY 2023 Base,"5,857.776"
FY23,2023,1045,base,Total ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Total ($ in Millions),FY 2023 Total,"5,857.776"
FY23,2023,1045,base,Total ($ in Millions),FY 2024,"5,815.252"
FY23,2023,1045,base,Total ($ in Millions),FY 2025,"7,253.394"
FY23,2023,1045,base,Total ($ in Millions),FY 2026,"8,490.293"
FY23,2023,1045,base,Total ($ in Millions),FY 2027,"9,007.295"
FY23,2023,1045,base,Total ($ in Millions),To Complete,"64,217.562"
FY23,2023,1045,base,Total ($ in Millions),Total,"116,170.041"
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,-
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2021,"15,179.058"
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022,-
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023 Base,-
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023 Total,-
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2024,"9,280.203"
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,-
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026,"8,260.711"
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027,"8,190.873"
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,"8,972.850"
FY23,2023,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Total,"9,391.137"
FY23,2023,2013,base,Procurement Quantity (Units in Each),Prior Years,32
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2021,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2022,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2023 Base,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2023 OOC,-
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2023 Total,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2024,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2025,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2026,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),FY 2027,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),To Complete,2
FY23,2023,2013,base,Procurement Quantity (Units in Each),Total,48
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),Prior Years,"87,371.141"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2021,"7,215.253"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2022,"6,900.757"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2023 Base,"7,250.579"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2023 OOC,0.000
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2023 Total,"7,250.579"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2024,"7,689.037"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2025,"7,701.885"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2026,"7,961.615"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2027,"8,087.281"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),To Complete,"12,270.618"
FY23,2023,2013,base,Gross/Weapon System Cost ($ in Millions),Total,"152,448.166"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),Prior Years,"24,671.026"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2021,"1,840.679"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2022,"1,888.328"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2023 Base,"1,938.306"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2023 Total,"1,938.306"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2024,"2,297.678"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2025,"1,871.589"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2026,"2,108.967"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),FY 2027,"1,995.200"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),To Complete,"4,555.492"
FY23,2023,2013,base,Less PY Advance Procurement ($ in Millions),Total,"43,167.265"
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),Prior Years,"1,949.387"
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2021,200.000
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2022,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2023 Base,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2023 Total,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2024,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2025,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2026,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),FY 2027,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),To Complete,-
FY23,2023,2013,base,Less Cost To Complete ($ in Millions),Total,"2,149.387"
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),Prior Years,"4,182.241"
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2021,571.361
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2022,778.189
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2023 Base,778.089
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2023 Total,778.089
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2024,-
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2025,272.007
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2026,596.594
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),FY 2027,832.548
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),To Complete,832.548
FY23,2023,2013,base,Less Economic Order Quantity ($ in Millions),Total,"8,843.577"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),Prior Years,"56,568.487"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2021,"4,603.213"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2022,"4,234.240"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2023 Base,"4,534.184"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2023 OOC,0.000
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2023 Total,"4,534.184"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2024,"5,391.359"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2025,"5,558.289"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2026,"5,256.054"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),FY 2027,"5,259.533"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),To Complete,"6,882.578"
FY23,2023,2013,base,Net Procurement (P-1) ($ in Millions),Total,"98,287.937"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),Prior Years,"27,980.652"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2021,"1,745.767"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2022,"2,105.407"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2023 Base,"2,025.651"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2023 Total,"2,025.651"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2024,"1,855.467"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2025,"2,214.983"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2026,"2,050.264"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2027,"2,256.373"
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),To Complete,932.701
FY23,2023,2013,base,Plus CY Advance Procurement ($ in Millions),Total,"43,167.265"
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),Prior Years,"1,844.685"
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2021,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2022,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2023 Base,304.702
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2023 Total,304.702
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2024,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2025,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2026,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),FY 2027,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),To Complete,-
FY23,2023,2013,base,Plus Cost To Complete ($ in Millions),Total,"2,149.387"
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),Prior Years,"5,882.460"
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2021,427.420
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2022,-
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2023 Base,-
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2023 Total,-
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2024,"1,088.028"
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2025,973.761
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2026,471.908
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2027,-
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),To Complete,-
FY23,2023,2013,base,Plus Economic Order Quantity ($ in Millions),Total,"8,843.577"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),Prior Years,"92,276.284"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2021,"6,776.400"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2022,"6,339.647"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2023 Base,"6,864.537"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2023 OOC,0.000
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2023 Total,"6,864.537"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2024,"8,334.854"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2025,"8,747.033"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2026,"7,778.226"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),FY 2027,"7,515.906"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),To Complete,"7,815.279"
FY23,2023,2013,base,Total Obligation Authority ($ in Millions),Total,"152,448.166"
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,"1,435.259"
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2021,142.629
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022,65.333
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023 Base,78.429
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023 Total,78.429
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2024,145.192
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,122.103
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026,140.371
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027,141.049
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,"1,825.409"
FY23,2023,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Total,"4,095.774"
FY23,2023,2013,base,Total ($ in Millions),Prior Years,"93,711.543"
FY23,2023,2013,base,Total ($ in Millions),FY 2021,"6,919.029"
FY23,2023,2013,base,Total ($ in Millions),FY 2022,"6,404.980"
FY23,2023,2013,base,Total ($ in Millions),FY 2023 Base,"6,942.966"
FY23,2023,2013,base,Total ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Total ($ in Millions),FY 2023 Total,"6,942.966"
FY23,2023,2013,base,Total ($ in Millions),FY 2024,"8,480.046"
FY23,2023,2013,base,Total ($ in Millions),FY 2025,"8,869.136"
FY23,2023,2013,base,Total ($ in Millions),FY 2026,"7,918.597"
FY23,2023,2013,base,Total ($ in Millions),FY 2027,"7,656.955"
FY23,2023,2013,base,Total ($ in Millions),To Complete,"9,640.688"
FY23,2023,2013,base,Total ($ in Millions),Total,"156,543.940"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,"2,730.348"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2021,"3,607.627"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022,"3,450.379"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023 Base,"3,625.290"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023 OOC,-
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023 Total,"3,625.290"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2024,"3,844.519"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,"3,850.943"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026,"3,980.808"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027,"4,043.641"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,"6,135.309"
FY23,2023,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Total,"3,176.003"
FY24,2024,1045,base,Procurement Quantity (Units in Each),Prior Years,1
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2022,-
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2023,-
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2024 Base,1
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2024 OOC,-
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2024 Total,1
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2025,-
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2026,1
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2027,1
FY24,2024,1045,base,Procurement Quantity (Units in Each),FY 2028,1
FY24,2024,1045,base,Procurement Quantity (Units in Each),To Complete,7
FY24,2024,1045,base,Procurement Quantity (Units in Each),Total,12
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),Prior Years,"15,179.058"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2022,0.000
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2023,0.000
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2024 Base,"9,285.283"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2024 OOC,0.000
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2024 Total,"9,285.283"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2025,0.000
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2026,"8,265.235"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2027,"8,200.770"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2028,"8,295.201"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),To Complete,"63,425.505"
FY24,2024,1045,base,Gross/Weapon System Cost ($ in Millions),Total,"112,651.052"
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),Prior Years,-
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2022,-
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2023,-
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2024 Base,769.075
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2024 OOC,-
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2024 Total,769.075
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2025,-
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2026,"3,015.123"
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2027,"2,994.032"
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),FY 2028,"3,337.147"
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),To Complete,"29,749.581"
FY24,2024,1045,base,Less PY Advance Procurement ($ in Millions),Total,"39,864.958"
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),Prior Years,"6,227.811"
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2022,-
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2023,-
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2024 Base,"2,729.168"
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2024 OOC,-
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2024 Total,"2,729.168"
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2025,-
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2026,263.658
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2027,78.591
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2028,11.961
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),To Complete,345.256
FY24,2024,1045,base,Less AP Transfer to NSBDF ($ in Millions),Total,"9,656.445"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),Prior Years,*.***
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2022,0.000
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2023,0.000
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2024 Base,"2,443.598"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2024 OOC,0.000
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2024 Total,"2,443.598"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2025,0.000
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2026,"4,986.454"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2027,"5,128.147"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),FY 2028,"4,946.093"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),To Complete,"33,330.668"
FY24,2024,1045,base,Net Procurement (P-1) ($ in Millions),Total,"50,834.960"
FY24,2024,1045,base,Full Funding TOA ($ in Millions),Prior Years,-
FY24,2024,1045,base,Full Funding TOA ($ in Millions),FY 2022,-
FY24,2024,1045,base,Full Funding TOA ($ in Millions),FY 2023,"3,079.223"
FY24,2024,1045,base,Full Funding TOA ($ in Millions),FY 2024 Base,"2,443.598"
FY24,2024,1045,base,Full Funding TOA ($ in Millions),FY 2024 OOC,-
FY24,2024,1045,base,Full Funding TOA ($ in Millions),FY 2024 Total,"2,443.598"
