Program,Prime PIID,Subawardee UEI,Subawardee Vendor Name,Reports,Distinct Subaward Numbers,Correction Actions,First Action,Last Action,Activity Span (Years),Net Subaward $M (FY2026$)
Virginia,N0002416C2111,CUJ6JZJFLMQ8,"VECTOR SOFTWARE, INC.",,2,,,,,
Virginia,N0002416C2111,MME9X24LUXP1,"ACROMAG, INCORPORATED",,2,,,,,
Virginia,N0002416C2111,UP6CM5LVP5G3,"WARNER SPECIALTY PRODUCTS, INC.",,1,,,,,
Virginia,N0002416C2111,G44XUJLFP3A1,TANDEMLOC INC.,,1,,,,,
Virginia,N0002416C2111,ZG54KTLANAU7,ANVER CORPORATION,,2,,,,,
Virginia,N0002416C2111,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,1,,,,,
Virginia,N0002416C2111,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,,1,,,,,
Virginia,N0002416C2111,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,1,,,,,
Virginia,N0002416C2111,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",,1,,,,,
Virginia,N0002416C2111,QVDMAW2TVBE7,"MET LABORATORIES, INC.",,1,,,,,
Virginia,N0002416C2111,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",,2,,,,,
Virginia,N0002416C2111,LNRSWFY5UKF7,TALBERT MANUFACTURING INC,,1,,,,,
Virginia,N0002416C2111,XAABQKXTNJ16,ADVANTAGE ENGINEERING INC,,1,,,,,
Virginia,N0002416C2111,VJMTKNLENX24,ENGINEERED COIL COMPANY,,1,,,,,
Virginia,N0002416C2111,TB74HBR5ABD6,"HUGHES CIRCUITS, INC.",,1,,,,,
Virginia,N0002416C2111,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,,1,,,,,
Virginia,N0002416C2111,MJGFRKACFZB3,MEMKOR INC,,1,,,,,
Virginia,N0002416C2111,HLE1E2KALJA5,POWER PARAGON INC,,1,,,,,
Virginia,N0002416C2111,D7T3U3HPNR49,J. STEELE SERVICES LLC,,1,,,,,
Virginia,N0002416C2111,VS7NBJG314R6,INTERNATIONAL PAINT LLC,,1,,,,,
Virginia,N0002416C2111,CQLFMKPGRUQ3,"TEVET, LLC",,1,,,,,
Virginia,N0002416C2111,KK62PWHW5ZR8,"CRITICAL IO, LLC",,1,,,,,
Virginia,N0002416C2111,PGWNKJF89FV5,ELMA ELECTRONIC INC.,,1,,,,,
Virginia,N0002416C2111,N6BAAYHLH8G7,"TTM PRINTED CIRCUIT GROUP, INC.",,1,,,,,
Virginia,N0002416C2111,EK4US8MM54U3,"NOANK ELECTRIC, LLC",,1,,,,,
Virginia,N0002416C2111,DVLSV4HZBX23,"EAST COAST METROLOGY, LLC",,1,,,,,
Virginia,N0002416C2111,GRTDYGFYWBS8,"FARO TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",,1,,,,,
Virginia,N0002416C2111,LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,,1,,,,,
Virginia,N0002416C2111,ZFQBUPK552C3,"H. R. HILLERY COMPANY, THE",,2,,,,,
Virginia,N0002416C2111,HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",,1,,,,,
Virginia,N0002416C2111,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",,1,,,,,
Virginia,N0002416C2111,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,1,,,,,
Virginia,N0002416C2111,K3XPS1HXNBF3,"B. & F. MACHINE CO., INC.",,1,,,,,
Virginia,N0002416C2111,KNAGZL3AKW44,"110 TECHNOLOGY, LLC",,1,,,,,
Virginia,N0002416C2111,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,,1,,,,,
Virginia,N0002416C2111,JJZ4GXK7SCJ5,"CONCURRENT TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,,1,,,,,
Virginia,N0002416C2111,HE98WLUBNW88,"ORACLE AMERICA, INC.",,1,,,,,
Virginia,N0002416C2111,TT6NACMBJC38,"DIVERSIFIED METALS, INC.",,1,,,,,
Virginia,N0002416C2111,NK62M46B48L8,"JOINING TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",,1,,,,,
Virginia,N0002416C2111,GMKDF9P95AA7,"AK SERVICES, INC.",,1,,,,,
Virginia,N0002416C2111,CGH1CSXQJ5H7,CAEN TECHNOLOGIES,,1,,,,,
Virginia,N0002416C2111,VTEWM5QSE598,RAYTHEON COMPANY,,1,,,,,
Virginia,N0002416C2111,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,1,,,,,
Virginia,N0002416C2111,MYKLJHTX3MM7,"LEIDOS, INC.",,1,,,,,
Virginia,N0002416C2111,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,,1,,,,,
Virginia,N0002416C2111,JABWYKLD7GL8,"KNOWLEDGE KEY ASSOCIATES, INC.",,1,,,,,
Virginia,N0002416C2111,L2Y7KUMBALU4,"KENSINGTON ELECTRONICS, INC",,1,,,,,
Virginia,N0002416C2111,XPJVJCWTHYV6,"ESCO GROUP, INC.",,1,,,,,
Virginia,N0002416C2111,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",,1,,,,,
Virginia,N0002416C2111,HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,M5MVSHNR2BL1,THE SHERWIN-WILLIAMS COMPANY,,1,,,,,
Virginia,N0002416C2111,WF99GAJKQAL5,NTS LABS LLC,,1,,,,,
Virginia,N0002416C2111,FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",,1,,,,,
Virginia,N0002416C2111,VJHFDLA3NLG8,VULCAN METALS CORPORATION,,1,,,,,
Virginia,N0002416C2111,C3B4GMUXK277,"BOWMAR, LLC",,1,,,,,
Virginia,N0002416C2111,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,GXPHJRVG9MR7,DRS NAVAL POWER SYSTEMS INC,,8,,,,,
Virginia,N0002417C2100,LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,,8,,,,,
Virginia,N0002417C2100,YNJNTZWVC3H6,BAE SYSTEMS LAND & ARMAMENTS L.P.,,2,,,,,
Virginia,N0002417C2100,E8LNMDLEKM35,D.C. FABRICATORS INC.,,5,,,,,
Virginia,N0002417C2100,FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LLC",,36,,,,,
Virginia,N0002417C2100,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,21,,,,,
Virginia,N0002417C2100,N1PJDANWUJ61,SCOT FORGE COMPANY,,300,,,,,
Virginia,N0002417C2100,PAH8M4BJACA5,"TELEDYNE INSTRUMENTS, INC.",,59,,,,,
Virginia,N0002417C2100,WMXDDH6HJNA5,HUNTINGTON INGALLS INCORPORATED,,1,,,,,
Virginia,N0002417C2100,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,7,,,,,
Virginia,N0002417C2100,JEP5GQGFPUL9,PORTLAND VALVE LLC,,38,,,,,
Virginia,N0002417C2100,G9HKMXL5L973,"OIL STATES INDUSTRIES, INC",,23,,,,,
Virginia,N0002417C2100,RG6LJJM6JBS3,"AUSTAL USA, LLC",,4,,,,,
Virginia,N0002417C2100,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,13,,,,,
Virginia,N0002417C2100,SX6BF52K2WB1,VACCO INDUSTRIES,,22,,,,,
Virginia,N0002417C2100,CBMZJ3Z5SC89,GOODRICH CORP,,3,,,,,
Virginia,N0002417C2100,JKZNKGGWYZ87,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,1,,,,,
Virginia,N0002417C2100,WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",,3,,,,,
Virginia,N0002417C2100,F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,,7,,,,,
Virginia,N0002417C2100,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,28,,,,,
Virginia,N0002417C2100,Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",,14,,,,,
Virginia,N0002417C2100,WJ45NXW2TVD7,MOOG INC.,,22,,,,,
Virginia,N0002417C2100,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,103,,,,,
Virginia,N0002417C2100,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",,15,,,,,
Virginia,N0002417C2100,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",,57,,,,,
Virginia,N0002417C2100,KYURG7LRSC89,CIRCOR NAVAL SOLUTIONS LLC,,9,,,,,
Virginia,N0002417C2100,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",,86,,,,,
Virginia,N0002417C2100,K294P4QJHFU9,MW JONES & COMPANY INC,,2,,,,,
Virginia,N0002417C2100,NEGFNA8YS723,"ALLARD NAZARIAN GROUP, INC.",,7,,,,,
Virginia,N0002417C2100,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",,25,,,,,
Virginia,N0002417C2100,V1MQFNQB56Z5,RIX INDUSTRIES,,4,,,,,
Virginia,N0002417C2100,GZ57A195G7K6,WAUKESHA BEARINGS CORPORATION,,1,,,,,
Virginia,N0002417C2100,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",,119,,,,,
Virginia,N0002417C2100,C256E427Q518,"DELTAK MANUFACTURING, INC.",,3,,,,,
Virginia,N0002417C2100,KENVPMBVBT39,"RHOADS METAL FABRICATIONS, INC.",,9,,,,,
Virginia,N0002417C2100,TZVRTYNM3MN3,"PEGASUS STEEL, LLC",,41,,,,,
Virginia,N0002417C2100,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,,38,,,,,
Virginia,N0002417C2100,LB1XJ5UY5961,"CIRCOR PUMPS NORTH AMERICA, LLC",,5,,,,,
Virginia,N0002417C2100,RLXQHCXFT513,CUNICO CORPORATION,,27,,,,,
Virginia,N0002417C2100,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,8,,,,,
Virginia,N0002417C2100,GLU5BML5XQK2,Romey Paul Ventures LLC,,2,,,,,
Virginia,N0002417C2100,PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",,5,,,,,
Virginia,N0002417C2100,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",,18,,,,,
Virginia,N0002417C2100,GXPHJRVG9MR7,DRS NAVAL POWER SYSTEMS INC,,16,,,,,
Virginia,N0002417C2100,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,,3,,,,,
Virginia,N0002417C2100,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",,37,,,,,
Virginia,N0002417C2100,JA2KCX21NL48,"WARTSILA DEFENSE, INC.",,7,,,,,
Virginia,N0002417C2100,E9DKKLZNCQS9,AISH TECHNOLOGIES LTD,,3,,,,,
Virginia,N0002417C2100,W3KUJLTCRLV1,AMMCON CORP.,,60,,,,,
Virginia,N0002417C2100,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,18,,,,,
Virginia,N0002417C2100,N5KMLMXEPFM5,PARKER-HANNIFIN CORPORATION,,3,,,,,
Virginia,N0002417C2100,MF1LU8RPCMB8,"RANOR, INC.",,36,,,,,
Virginia,N0002417C2100,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",,2,,,,,
Virginia,N0002417C2100,X6N2CNV552X7,"OCEANEERING INTERNATIONAL, INC.",,11,,,,,
Virginia,N0002417C2100,N5BYYW3MMFP7,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",,3,,,,,
Virginia,N0002417C2100,NTREK31GP8N3,KSARIA CORPORATION,,27,,,,,
Virginia,N0002417C2100,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,16,,,,,
Virginia,N0002417C2100,GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, LLC",,20,,,,,
Virginia,N0002417C2100,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",,11,,,,,
Virginia,N0002417C2100,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,48,,,,,
Virginia,N0002417C2100,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",,4,,,,,
Virginia,N0002417C2100,JFHLZNJLWAN5,"PARADIGM PRECISION HOLDINGS, LLC",,36,,,,,
Virginia,N0002417C2100,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,,9,,,,,
Virginia,N0002417C2100,FR7WWCCNBQZ6,D K MACHINE INC,,15,,,,,
Virginia,N0002417C2100,ZFQBUPK552C3,THE H R HILLERY COMPANY,,26,,,,,
Virginia,N0002417C2100,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,,13,,,,,
Virginia,N0002417C2100,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP.,,32,,,,,
Virginia,N0002417C2100,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",,56,,,,,
Virginia,N0002417C2100,MWAKL633WET8,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,1,,,,,
Virginia,N0002417C2100,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,32,,,,,
Virginia,N0002417C2100,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",,4,,,,,
Virginia,N0002417C2100,G319AMB56SW5,"901 D, LLC",,11,,,,,
Virginia,N0002417C2100,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",,24,,,,,
Virginia,N0002417C2100,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",,17,,,,,
Virginia,N0002417C2100,NRCCMBKQ6FD7,LEIDOS INNOVATIONS CORPORATION,,2,,,,,
Virginia,N0002417C2100,C1B6X8AADFB1,"COMSACO, INC.",,6,,,,,
Virginia,N0002417C2100,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,2,,,,,
Virginia,N0002417C2100,MKXMUFJJYLY5,WARD LEONARD CT LLC,,15,,,,,
Virginia,N0002417C2100,HYNSUU4GPWA9,GLOBAL EXECUTIVE SOLUTIONS LLC,,4,,,,,
Virginia,N0002417C2100,FK17Z7DJWLL1,Apco Technologies SA,,3,,,,,
Virginia,N0002417C2100,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,15,,,,,
Virginia,N0002417C2100,ETWEE7EYY9G5,COGITIC CORPORATION,,17,,,,,
Virginia,N0002417C2100,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",,49,,,,,
Virginia,N0002417C2100,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",,3,,,,,
Virginia,N0002417C2100,FH39KDCYBK21,"Htp Meds, LLC",,6,,,,,
Virginia,N0002417C2100,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,9,,,,,
Virginia,N0002417C2100,LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,,4,,,,,
Virginia,N0002417C2100,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,,3,,,,,
Virginia,N0002417C2100,MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC",,1,,,,,
Virginia,N0002417C2100,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,28,,,,,
Virginia,N0002417C2100,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",,11,,,,,
Virginia,N0002417C2100,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,,5,,,,,
Virginia,N0002417C2100,U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,,2,,,,,
Virginia,N0002417C2100,KZGEJ29ND6K3,EVONIK CORPORATION,,11,,,,,
Virginia,N0002417C2100,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",,56,,,,,
Virginia,N0002417C2100,QV38GMJUBJQ3,L3HARRIS MARITIME SERVICES INC,,3,,,,,
Virginia,N0002417C2100,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,36,,,,,
Virginia,N0002417C2100,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,,23,,,,,
Virginia,N0002417C2100,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",,4,,,,,
Virginia,N0002417C2100,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",,2,,,,,
Virginia,N0002417C2100,M553NMG2GTR6,NORTECH SYSTEMS INC,,1,,,,,
Virginia,N0002417C2100,MU3CM1145E44,PROGENY SYSTEMS CORPORATION,,7,,,,,
Virginia,N0002417C2100,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",,1,,,,,
Virginia,N0002417C2100,WNDYZX3ALFB1,"COMARK, LLC",,8,,,,,
Virginia,N0002417C2100,GUD4TJE3FN31,CIRCOR PUMPS NORTH AMERICA LLC,,3,,,,,
Virginia,N0002417C2100,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,14,,,,,
Virginia,N0002417C2100,MRGNDX62YHQ3,Conrex Steel Ltd,,3,,,,,
Virginia,N0002417C2100,Y9KMLM1AFU63,ROTRON INCORPORATED,,9,,,,,
Virginia,N0002417C2100,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,17,,,,,
Virginia,N0002417C2100,UE9QJD4KK1L6,"LEIDOS, INC.",,3,,,,,
Virginia,N0002417C2100,NXGLEN3CK1N6,"DATACON, INC.",,6,,,,,
Virginia,N0002417C2100,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,,20,,,,,
Virginia,N0002417C2100,YVBHN7GKLQ44,"GLENAIR, INC.",,7,,,,,
Virginia,N0002417C2100,KYFUJ83L3UY9,CONE DRIVE OPERATIONS INC.,,6,,,,,
Virginia,N0002417C2100,MYKLJHTX3MM7,"LEIDOS, INC.",,3,,,,,
Virginia,N0002417C2100,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",,6,,,,,
Virginia,N0002417C2100,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",,12,,,,,
Virginia,N0002417C2100,HDM5WRBME2K7,ALLIANT TECHSYSTEMS OPERATIONS LLC,,2,,,,,
Virginia,N0002417C2100,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,13,,,,,
Virginia,N0002417C2100,JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,,3,,,,,
Virginia,N0002417C2100,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",,7,,,,,
Virginia,N0002417C2100,DDQCLD6FEJJ6,"TOG MANUFACTURING COMPANY, INC.",,17,,,,,
Virginia,N0002417C2100,PUVNWFNW5BG3,VETERANS GROUP LLC,,7,,,,,
Virginia,N0002417C2100,EUB6UJ91Y997,SENESCO MARINE LLC,,5,,,,,
Virginia,N0002417C2100,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,,31,,,,,
Virginia,N0002417C2100,LL3PZJHUKZV3,AMERICAN STEEL AND ALUMINUM LLC,,12,,,,,
Virginia,N0002417C2100,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",,1,,,,,
Virginia,N0002417C2100,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",,19,,,,,
Virginia,N0002417C2100,HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",,2,,,,,
Virginia,N0002417C2100,ZPZMCRH2JSA3,"EZEFLOW USA, INC.",,13,,,,,
Virginia,N0002417C2100,XPJVJCWTHYV6,ESCO GROUP INC,,2,,,,,
Virginia,N0002417C2100,CG86N1ZC42B8,AMMCON CORP.,,23,,,,,
Virginia,N0002417C2100,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,6,,,,,
Virginia,N0002417C2100,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,,3,,,,,
Virginia,N0002417C2100,R2D6XY1EM6J8,"SENSARAS, LLC",,7,,,,,
Virginia,N0002417C2100,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",,4,,,,,
Virginia,N0002417C2100,GFBTEVXB65X7,"PCC ROLLMET, INC.",,8,,,,,
Virginia,N0002417C2100,EU8ESM53JNE7,LANXESS CORPORATION,,4,,,,,
Virginia,N0002417C2100,UNG7G6S4JRA6,"5TH AXIS, LLC",,8,,,,,
Virginia,N0002417C2100,NKNLZEBJBM67,"TRANSDIGM, INC.",,9,,,,,
Virginia,N0002417C2100,Y7N4SPXNK115,CLEVELAND-CLIFFS STEEL LLC,,9,,,,,
Virginia,N0002417C2100,FFKCVFLHNTE7,AMERICAN HYDRO CORPORATION,,12,,,,,
Virginia,N0002417C2100,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",,14,,,,,
Virginia,N0002417C2100,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,,5,,,,,
Virginia,N0002417C2100,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,9,,,,,
Virginia,N0002417C2100,YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",,14,,,,,
Virginia,N0002417C2100,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",,7,,,,,
Virginia,N0002417C2100,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,5,,,,,
Virginia,N0002417C2100,QVJEVJHK3G31,"AGGREKO, LLC",,13,,,,,
Virginia,N0002417C2100,JU5GNH1H5FV6,DY4 INC.,,8,,,,,
Virginia,N0002417C2100,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",,19,,,,,
Virginia,N0002417C2100,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",,9,,,,,
Virginia,N0002417C2100,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,,7,,,,,
Virginia,N0002417C2100,D7HNEN3DAN36,LEHIGH HEAVY FORGE CORP,,4,,,,,
Virginia,N0002417C2100,C3B4GMUXK277,BOWMAR LLC,,2,,,,,
Virginia,N0002417C2100,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",,7,,,,,
Virginia,N0002417C2100,PGWNKJF89FV5,ELMA ELECTRONIC INC.,,12,,,,,
Virginia,N0002417C2100,CR99X5Q2KQS1,"L.B.I., INC.",,8,,,,,
Virginia,N0002417C2100,PWK4GDMMEAQ8,AMETEK SCP INC,,9,,,,,
Virginia,N0002417C2100,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,,7,,,,,
Virginia,N0002417C2100,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,7,,,,,
Virginia,N0002417C2100,KNEFNMWXBK39,JO-KELL INC.,,15,,,,,
Virginia,N0002417C2100,QPB2M919LQM5,MATERION BRUSH INC,,7,,,,,
Virginia,N0002417C2100,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",,13,,,,,
Virginia,N0002417C2100,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,,18,,,,,
Virginia,N0002417C2100,N1C5QLNPJLS4,DELL FEDERAL SYSTEMS L.P.,,4,,,,,
Virginia,N0002417C2100,C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,,3,,,,,
Virginia,N0002417C2100,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,,20,,,,,
Virginia,N0002417C2100,V212U2BEGU37,"SAFARI MICRO, INC.",,3,,,,,
Virginia,N0002417C2100,JH2CJYVWBME6,"ROLLER BEARING COMPANY OF AMERICA, INC.",,3,,,,,
Virginia,N0002417C2100,DSBBDM96K6H6,RACER MACHINERY INTERNATIONAL INC.,,4,,,,,
Virginia,N0002417C2100,QDWGXNU1NLY9,"REXNORD INDUSTRIES, LLC",,2,,,,,
Virginia,N0002417C2100,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",,1,,,,,
Virginia,N0002417C2100,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",,2,,,,,
Virginia,N0002417C2100,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",,7,,,,,
Virginia,N0002417C2100,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,,16,,,,,
Virginia,N0002417C2100,GTDWX1272LQ4,LINEAR MOTION LLC,,5,,,,,
Virginia,N0002417C2100,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,9,,,,,
Virginia,N0002417C2100,TAB4FBLR5UM1,ANIXTER INC.,,1,,,,,
Virginia,N0002417C2100,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,,12,,,,,
Virginia,N0002417C2100,ZM8CV5ND9LG8,"JOSEPH T. RYERSON & SON, INC.",,4,,,,,
Virginia,N0002417C2100,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,,7,,,,,
Virginia,N0002417C2100,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",,4,,,,,
Virginia,N0002417C2100,GFSJF2WNK1E1,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",,5,,,,,
Virginia,N0002417C2100,L5YANW2XSND4,"B.W. ELLIOTT MANUFACTURING CO., LLC",,13,,,,,
Virginia,N0002417C2100,KMP7FYJJV3N3,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",,1,,,,,
Virginia,N0002417C2100,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,6,,,,,
Virginia,N0002417C2100,E3YNKWRANZ18,"AQUA-CHEM, INC.",,5,,,,,
Virginia,N0002417C2100,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,,2,,,,,
Virginia,N0002417C2100,RG3VUTDYFNF8,FLUIDYNE CORP,,11,,,,,
Virginia,N0002417C2100,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",,9,,,,,
Virginia,N0002417C2100,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",,16,,,,,
Virginia,N0002417C2100,UR5TFK3LAVL5,FEDERAL RESOURCES SUPPLY COMPANY,,9,,,,,
Virginia,N0002417C2100,RDM6SEMM2WB4,"BARDEN CORPORATION, THE",,1,,,,,
Virginia,N0002417C2100,QRS8UUK41BA4,METREX VALVE CORP.,,4,,,,,
Virginia,N0002417C2100,MKDGDE6K34N5,"D. W. CLARK, INC.",,11,,,,,
Virginia,N0002417C2100,V25NZRTBX3R3,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002417C2100,YA5MLUTX7W19,ITT Cannon LLC,,1,,,,,
Virginia,N0002417C2100,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,,8,,,,,
Virginia,N0002417C2100,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",,2,,,,,
Virginia,N0002417C2100,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,8,,,,,
Virginia,N0002417C2100,YGGCA283C3P4,HALE HAMILTON (VALVES) LIMITED,,1,,,,,
Virginia,N0002417C2100,FJAVFFKN2LE3,"WATTEREDGE, INC.",,4,,,,,
Virginia,N0002417C2100,X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,,7,,,,,
Virginia,N0002417C2100,W7QMJRYTHHM4,"TECHSPEC, INC.",,6,,,,,
