Program,Federal FY,Subawardee UEI,Distinct Subaward Numbers,Subawardee Vendor Name,Parent Key,Capability Domain (D),Primary Output (P),Net Subaward $M,Positive Supplier $M,Reports,Prior-Year Active,Earlier-Year Active,Activity Status,Active FYs
Columbia,2017,GN84UHWZJMR8,1,,,,,,,,,,,
Columbia,2021,GN84UHWZJMR8,1,,,,,,,,,,,
Columbia,2022,GN84UHWZJMR8,1,,,,,,,,,,,
Columbia,2019,GNH1FJWKY3G3,1,,,,,,,,,,,
Columbia,2021,GNH1FJWKY3G3,1,,,,,,,,,,,
Columbia,2022,GNH1FJWKY3G3,2,,,,,,,,,,,
Columbia,2023,GNH1FJWKY3G3,3,,,,,,,,,,,
Columbia,2024,GNH1FJWKY3G3,2,,,,,,,,,,,
Columbia,2025,GNH1FJWKY3G3,1,,,,,,,,,,,
Columbia,2018,GR2CKSBB4MB5,2,,,,,,,,,,,
Columbia,2019,GR2CKSBB4MB5,4,,,,,,,,,,,
Columbia,2021,GR2CKSBB4MB5,2,,,,,,,,,,,
Columbia,2022,GR2CKSBB4MB5,4,,,,,,,,,,,
Columbia,2023,GR2CKSBB4MB5,2,,,,,,,,,,,
Columbia,2024,GR2CKSBB4MB5,1,,,,,,,,,,,
Columbia,2024,GRTDYGFYWBS8,1,,,,,,,,,,,
Columbia,2023,GTDWX1272LQ4,1,,,,,,,,,,,
Columbia,2018,GTP8S87MBPF3,1,,,,,,,,,,,
Columbia,2021,GTP8S87MBPF3,1,,,,,,,,,,,
Columbia,2022,GUD4TJE3FN31,2,,,,,,,,,,,
Columbia,2023,GUD4TJE3FN31,2,,,,,,,,,,,
Columbia,2020,GWJVH3CYE2F1,1,,,,,,,,,,,
Columbia,2018,GXK6HT9PN3P9,1,,,,,,,,,,,
Columbia,2021,GXK6HT9PN3P9,1,,,,,,,,,,,
Columbia,2023,GXK6HT9PN3P9,1,,,,,,,,,,,
Columbia,2018,GXPHJRVG9MR7,4,,,,,,,,,,,
Columbia,2019,GXPHJRVG9MR7,4,,,,,,,,,,,
Columbia,2020,GXPHJRVG9MR7,1,,,,,,,,,,,
Columbia,2021,GXPHJRVG9MR7,2,,,,,,,,,,,
Columbia,2022,GXPHJRVG9MR7,2,,,,,,,,,,,
Columbia,2023,GXPHJRVG9MR7,6,,,,,,,,,,,
Columbia,2024,GXPHJRVG9MR7,7,,,,,,,,,,,
Columbia,2019,GYMLL74UL5Q8,2,,,,,,,,,,,
Columbia,2022,GYMLL74UL5Q8,4,,,,,,,,,,,
Columbia,2023,GYMLL74UL5Q8,2,,,,,,,,,,,
Columbia,2024,GYMLL74UL5Q8,5,,,,,,,,,,,
Columbia,2025,GYMLL74UL5Q8,2,,,,,,,,,,,
Columbia,2017,GZ57A195G7K6,1,,,,,,,,,,,
Columbia,2018,GZ57A195G7K6,2,,,,,,,,,,,
Columbia,2019,GZ57A195G7K6,1,,,,,,,,,,,
Columbia,2016,H11HD5VHGHN3,1,,,,,,,,,,,
Columbia,2018,H11HD5VHGHN3,1,,,,,,,,,,,
Columbia,2021,H11HD5VHGHN3,2,,,,,,,,,,,
Columbia,2022,H11HD5VHGHN3,2,,,,,,,,,,,
Columbia,2023,H11HD5VHGHN3,3,,,,,,,,,,,
Columbia,2024,H11HD5VHGHN3,1,,,,,,,,,,,
Columbia,2022,H1J9UJSSTB98,1,,,,,,,,,,,
Columbia,2023,H1J9UJSSTB98,2,,,,,,,,,,,
Columbia,2024,H1J9UJSSTB98,1,,,,,,,,,,,
Columbia,2020,H1WGM2HUFNB3,1,,,,,,,,,,,
Columbia,2021,H1WGM2HUFNB3,1,,,,,,,,,,,
Columbia,2024,H2X6CQSJHQL4,2,,,,,,,,,,,
Columbia,2019,H4KTGQKJ2Y15,1,,,,,,,,,,,
Columbia,2020,H4NUSZNWG4K6,1,,,,,,,,,,,
Columbia,2019,H4ZMPGLLZ8D9,2,,,,,,,,,,,
Columbia,2021,H5YBZ3M7LKG3,1,,,,,,,,,,,
Columbia,2019,H63LK5CAFZ46,2,,,,,,,,,,,
Columbia,2018,H759C2FR8KA3,1,,,,,,,,,,,
Columbia,2025,H8CSTCGGDD87,1,,,,,,,,,,,
Columbia,2022,HA3UFSU8FN75,1,,,,,,,,,,,
Columbia,2023,HA3UFSU8FN75,1,,,,,,,,,,,
Columbia,2024,HA3UFSU8FN75,1,,,,,,,,,,,
Columbia,2018,HB74FFGNFK17,1,,,,,,,,,,,
Columbia,2019,HB74FFGNFK17,1,,,,,,,,,,,
Columbia,2023,HB74FFGNFK17,1,,,,,,,,,,,
Columbia,2024,HB74FFGNFK17,3,,,,,,,,,,,
Columbia,2025,HB74FFGNFK17,1,,,,,,,,,,,
Columbia,2019,HE98WLUBNW88,1,,,,,,,,,,,
Columbia,2019,HF33ZG3KCKL5,1,,,,,,,,,,,
Columbia,2024,HJ7KCZ68G3N3,1,,,,,,,,,,,
Columbia,2019,HJUAXSF12JR6,2,,,,,,,,,,,
Columbia,2022,HJUAXSF12JR6,2,,,,,,,,,,,
Columbia,2023,HJUAXSF12JR6,2,,,,,,,,,,,
Columbia,2024,HJUAXSF12JR6,6,,,,,,,,,,,
Columbia,2025,HJUAXSF12JR6,3,,,,,,,,,,,
Columbia,2021,HK1VJ4NJ6QN7,1,,,,,,,,,,,
Columbia,2022,HK1VJ4NJ6QN7,2,,,,,,,,,,,
Columbia,2021,HKB9G8NZ5P66,1,,,,,,,,,,,
Columbia,2024,HKB9G8NZ5P66,1,,,,,,,,,,,
Columbia,2020,HLE1E2KALJA5,1,,,,,,,,,,,
Columbia,2023,HLQLWMV97J37,1,,,,,,,,,,,
Columbia,2024,HLQLWMV97J37,3,,,,,,,,,,,
Columbia,2025,HLQLWMV97J37,3,,,,,,,,,,,
Columbia,2019,HMBSX7Z72UK4,1,,,,,,,,,,,
Columbia,2022,HMBSX7Z72UK4,2,,,,,,,,,,,
Columbia,2023,HMBSX7Z72UK4,1,,,,,,,,,,,
Columbia,2022,HNAKLNNSE339,2,,,,,,,,,,,
Columbia,2024,HNAKLNNSE339,6,,,,,,,,,,,
Columbia,2025,HNAKLNNSE339,5,,,,,,,,,,,
Columbia,2018,HQYTCMF5RGE4,5,,,,,,,,,,,
Columbia,2019,HQYTCMF5RGE4,1,,,,,,,,,,,
Columbia,2020,HQYTCMF5RGE4,2,,,,,,,,,,,
Columbia,2021,HQYTCMF5RGE4,2,,,,,,,,,,,
Columbia,2022,HQYTCMF5RGE4,2,,,,,,,,,,,
Columbia,2023,HQYTCMF5RGE4,7,,,,,,,,,,,
Columbia,2024,HQYTCMF5RGE4,12,,,,,,,,,,,
Columbia,2025,HQYTCMF5RGE4,2,,,,,,,,,,,
Columbia,2019,HRJNGAUKL2Q2,1,,,,,,,,,,,
Columbia,2019,HSV2N9ACRTJ6,8,,,,,,,,,,,
Columbia,2020,HSV2N9ACRTJ6,3,,,,,,,,,,,
Columbia,2022,HSV2N9ACRTJ6,7,,,,,,,,,,,
Columbia,2023,HSV2N9ACRTJ6,12,,,,,,,,,,,
Columbia,2024,HSV2N9ACRTJ6,10,,,,,,,,,,,
Columbia,2025,HSV2N9ACRTJ6,1,,,,,,,,,,,
Columbia,2018,HTR5K76FMH84,4,,,,,,,,,,,
Columbia,2019,HTR5K76FMH84,7,,,,,,,,,,,
Columbia,2020,HTR5K76FMH84,2,,,,,,,,,,,
Columbia,2021,HTR5K76FMH84,3,,,,,,,,,,,
Columbia,2022,HTR5K76FMH84,1,,,,,,,,,,,
Columbia,2023,HTR5K76FMH84,5,,,,,,,,,,,
Columbia,2024,HTR5K76FMH84,2,,,,,,,,,,,
Columbia,2025,HTR5K76FMH84,1,,,,,,,,,,,
Columbia,2018,HUK5MJK4MH39,1,,,,,,,,,,,
Columbia,2019,HUK5MJK4MH39,2,,,,,,,,,,,
Columbia,2022,HUK5MJK4MH39,1,,,,,,,,,,,
Columbia,2023,HUK5MJK4MH39,1,,,,,,,,,,,
Columbia,2024,HUK5MJK4MH39,13,,,,,,,,,,,
Columbia,2024,HW3GLNH2M767,1,,,,,,,,,,,
Columbia,2023,HW4GNCTLLAM4,1,,,,,,,,,,,
Columbia,2018,HY9JJE3F4R25,2,,,,,,,,,,,
Columbia,2019,HY9JJE3F4R25,1,,,,,,,,,,,
Columbia,2023,HY9JJE3F4R25,1,,,,,,,,,,,
Columbia,2025,HY9JJE3F4R25,1,,,,,,,,,,,
Columbia,2024,HYNSUU4GPWA9,1,,,,,,,,,,,
Columbia,2024,J1PMKPB4HNN5,1,,,,,,,,,,,
Columbia,2023,J496QWE2LK33,1,,,,,,,,,,,
Columbia,2023,J632BG3ZB8L9,1,,,,,,,,,,,
Columbia,2019,J7RQVJ723JM3,1,,,,,,,,,,,
Columbia,2021,J7RQVJ723JM3,1,,,,,,,,,,,
Columbia,2022,J7RQVJ723JM3,1,,,,,,,,,,,
Columbia,2024,J7RQVJ723JM3,1,,,,,,,,,,,
Columbia,2025,J7RQVJ723JM3,2,,,,,,,,,,,
Columbia,2018,J8PKNJEX2MS2,1,,,,,,,,,,,
Columbia,2020,JA2KCX21NL48,1,,,,,,,,,,,
Columbia,2021,JA2KCX21NL48,1,,,,,,,,,,,
Columbia,2025,JA3LXNZMCTA9,1,,,,,,,,,,,
Columbia,2018,JAXJSTJJSP74,1,,,,,,,,,,,
Columbia,2021,JAXJSTJJSP74,1,,,,,,,,,,,
Columbia,2023,JAXJSTJJSP74,1,,,,,,,,,,,
Columbia,2024,JAXJSTJJSP74,2,,,,,,,,,,,
Columbia,2016,JC42EBJ5NFJ1,1,,,,,,,,,,,
Columbia,2020,JC42EBJ5NFJ1,1,,,,,,,,,,,
Columbia,2021,JC42EBJ5NFJ1,1,,,,,,,,,,,
Columbia,2022,JC42EBJ5NFJ1,7,,,,,,,,,,,
Columbia,2023,JC42EBJ5NFJ1,3,,,,,,,,,,,
Columbia,2024,JC42EBJ5NFJ1,4,,,,,,,,,,,
Columbia,2019,JEDSVNSMLTN4,1,,,,,,,,,,,
Columbia,2018,JEP5GQGFPUL9,4,,,,,,,,,,,
Columbia,2019,JEP5GQGFPUL9,9,,,,,,,,,,,
Columbia,2020,JEP5GQGFPUL9,1,,,,,,,,,,,
Columbia,2021,JEP5GQGFPUL9,4,,,,,,,,,,,
Columbia,2022,JEP5GQGFPUL9,23,,,,,,,,,,,
Columbia,2023,JEP5GQGFPUL9,13,,,,,,,,,,,
Columbia,2024,JEP5GQGFPUL9,12,,,,,,,,,,,
Columbia,2025,JEP5GQGFPUL9,1,,,,,,,,,,,
Columbia,2023,JFHLZNJLWAN5,5,,,,,,,,,,,
Columbia,2024,JFHLZNJLWAN5,5,,,,,,,,,,,
Columbia,2018,JFSETNYJ81Y4,1,,,,,,,,,,,
Columbia,2021,JG6AMW7E23Z6,1,,,,,,,,,,,
Columbia,2022,JG6AMW7E23Z6,1,,,,,,,,,,,
Columbia,2023,JG6AMW7E23Z6,1,,,,,,,,,,,
Columbia,2019,JG73AVR7NUN4,1,,,,,,,,,,,
Columbia,2021,JG73AVR7NUN4,2,,,,,,,,,,,
Columbia,2018,JHPXZQA4R1X1,1,,,,,,,,,,,
Columbia,2019,JHPXZQA4R1X1,1,,,,,,,,,,,
Columbia,2020,JHPXZQA4R1X1,1,,,,,,,,,,,
Columbia,2021,JHPXZQA4R1X1,1,,,,,,,,,,,
Columbia,2022,JHPXZQA4R1X1,1,,,,,,,,,,,
Columbia,2023,JHPXZQA4R1X1,1,,,,,,,,,,,
Columbia,2024,JHPXZQA4R1X1,5,,,,,,,,,,,
Columbia,2018,JK4WJKLD44G9,4,,,,,,,,,,,
Columbia,2020,JK4WJKLD44G9,1,,,,,,,,,,,
Columbia,2021,JK4WJKLD44G9,1,,,,,,,,,,,
Columbia,2022,JK4WJKLD44G9,3,,,,,,,,,,,
Columbia,2023,JK4WJKLD44G9,5,,,,,,,,,,,
Columbia,2024,JK4WJKLD44G9,4,,,,,,,,,,,
Columbia,2025,JK4WJKLD44G9,6,,,,,,,,,,,
Columbia,2022,JK5BGM73XQ58,1,,,,,,,,,,,
Columbia,2022,JKK6MTNJSLH6,1,,,,,,,,,,,
Columbia,2018,JKPCAKFW8X93,4,,,,,,,,,,,
Columbia,2019,JKPCAKFW8X93,3,,,,,,,,,,,
Columbia,2018,JKZNKGGWYZ87,1,,,,,,,,,,,
Columbia,2021,JKZNKGGWYZ87,1,,,,,,,,,,,
Columbia,2022,JKZNKGGWYZ87,1,,,,,,,,,,,
Columbia,2023,JKZNKGGWYZ87,1,,,,,,,,,,,
Columbia,2020,JL9NMM3YALQ5,1,,,,,,,,,,,
Columbia,2021,JL9NMM3YALQ5,5,,,,,,,,,,,
Columbia,2022,JL9NMM3YALQ5,8,,,,,,,,,,,
Columbia,2023,JL9NMM3YALQ5,6,,,,,,,,,,,
Columbia,2024,JL9NMM3YALQ5,1,,,,,,,,,,,
Columbia,2022,JLUZRMMLKQ47,1,,,,,,,,,,,
Columbia,2024,JM2GNDJLDWL5,1,,,,,,,,,,,
Columbia,2019,JMPNFJGDZLC7,1,,,,,,,,,,,
Columbia,2021,JMPNFJGDZLC7,1,,,,,,,,,,,
Columbia,2023,JRUCKDSNXKD5,1,,,,,,,,,,,
Columbia,2025,JSAXGRLNEJ63,1,,,,,,,,,,,
Columbia,2022,JTNDE6EBHL41,1,,,,,,,,,,,
Columbia,2023,JTNDE6EBHL41,1,,,,,,,,,,,
Columbia,2018,JU2ME5ZK8VL3,1,,,,,,,,,,,
Columbia,2019,JU2ME5ZK8VL3,1,,,,,,,,,,,
Columbia,2022,JU2ME5ZK8VL3,1,,,,,,,,,,,
Columbia,2023,JU2ME5ZK8VL3,2,,,,,,,,,,,
Columbia,2024,JU2ME5ZK8VL3,3,,,,,,,,,,,
Columbia,2025,JU2ME5ZK8VL3,2,,,,,,,,,,,
Columbia,2018,JU5GNH1H5FV6,4,,,,,,,,,,,
Columbia,2019,JU5GNH1H5FV6,4,,,,,,,,,,,
Columbia,2020,JU5GNH1H5FV6,1,,,,,,,,,,,
Columbia,2021,JU5GNH1H5FV6,1,,,,,,,,,,,
Columbia,2024,JU5GNH1H5FV6,2,,,,,,,,,,,
Columbia,2023,JX92LMWRTRJ9,4,,,,,,,,,,,
Columbia,2018,K151N8EJE998,4,,,,,,,,,,,
Columbia,2019,K151N8EJE998,1,,,,,,,,,,,
Columbia,2023,K1PMP7M771E5,1,,,,,,,,,,,
Columbia,2017,K294P4QJHFU9,1,,,,,,,,,,,
Columbia,2019,K294P4QJHFU9,1,,,,,,,,,,,
Columbia,2021,K294P4QJHFU9,1,,,,,,,,,,,
Columbia,2024,K294P4QJHFU9,1,,,,,,,,,,,
Columbia,2018,K3XPS1HXNBF3,4,,,,,,,,,,,
Columbia,2019,K3XPS1HXNBF3,2,,,,,,,,,,,
Columbia,2021,K3XPS1HXNBF3,2,,,,,,,,,,,
Columbia,2022,K3XPS1HXNBF3,5,,,,,,,,,,,
Columbia,2023,K3XPS1HXNBF3,10,,,,,,,,,,,
Columbia,2024,K3XPS1HXNBF3,13,,,,,,,,,,,
Columbia,2023,K4GJKMQD4961,1,,,,,,,,,,,
Columbia,2023,K572F32CSLG5,1,,,,,,,,,,,
Columbia,2024,K572F32CSLG5,1,,,,,,,,,,,
Columbia,2018,K5WVCD4GUK41,1,,,,,,,,,,,
Columbia,2019,K6LKL4BYZGZ6,1,,,,,,,,,,,
Columbia,2021,K6LKL4BYZGZ6,1,,,,,,,,,,,
Columbia,2022,K6LKL4BYZGZ6,2,,,,,,,,,,,
Columbia,2023,K6LKL4BYZGZ6,2,,,,,,,,,,,
Columbia,2025,K6LKL4BYZGZ6,1,,,,,,,,,,,
Columbia,2018,K7WHM32LWU64,1,,,,,,,,,,,
Columbia,2020,K8W2J2DS9FN1,1,,,,,,,,,,,
Columbia,2022,K8W2J2DS9FN1,1,,,,,,,,,,,
Columbia,2023,K8W2J2DS9FN1,1,,,,,,,,,,,
Columbia,2024,K8W2J2DS9FN1,1,,,,,,,,,,,
Columbia,2020,KAFVDV3C5BN1,1,,,,,,,,,,,
Columbia,2022,KAFVDV3C5BN1,1,,,,,,,,,,,
Columbia,2023,KAFVDV3C5BN1,1,,,,,,,,,,,
Columbia,2021,KCYPSYNH1M94,1,,,,,,,,,,,
Columbia,2022,KENVPMBVBT39,2,,,,,,,,,,,
Columbia,2023,KENVPMBVBT39,15,,,,,,,,,,,
Columbia,2024,KENVPMBVBT39,12,,,,,,,,,,,
Columbia,2025,KENVPMBVBT39,3,,,,,,,,,,,
Columbia,2018,KFF4DTT9LFJ3,2,,,,,,,,,,,
Columbia,2018,KKRWXEQ9FVU6,1,,,,,,,,,,,
Columbia,2018,KMDLJAJQ4UM1,6,,,,,,,,,,,
Columbia,2019,KMDLJAJQ4UM1,13,,,,,,,,,,,
Columbia,2020,KMDLJAJQ4UM1,3,,,,,,,,,,,
Columbia,2022,KMDLJAJQ4UM1,1,,,,,,,,,,,
Columbia,2023,KMDLJAJQ4UM1,5,,,,,,,,,,,
Columbia,2024,KMDLJAJQ4UM1,5,,,,,,,,,,,
Columbia,2025,KMDLJAJQ4UM1,2,,,,,,,,,,,
Columbia,2018,KMP7FYJJV3N3,2,,,,,,,,,,,
Columbia,2018,KNEFNMWXBK39,1,,,,,,,,,,,
Columbia,2019,KNEFNMWXBK39,1,,,,,,,,,,,
Columbia,2021,KNEFNMWXBK39,1,,,,,,,,,,,
Columbia,2023,KNEFNMWXBK39,2,,,,,,,,,,,
Columbia,2024,KNEFNMWXBK39,2,,,,,,,,,,,
Columbia,2025,KNEFNMWXBK39,1,,,,,,,,,,,
Columbia,2024,KNW6WWRKELJ3,1,,,,,,,,,,,
Columbia,2021,KQJTYTVTATY8,2,,,,,,,,,,,
Columbia,2023,KSZBH4K529U5,6,,,,,,,,,,,
Columbia,2024,KSZBH4K529U5,1,,,,,,,,,,,
Columbia,2025,KTK2F491J6A8,1,,,,,,,,,,,
Columbia,2024,KVETLASZ5DL3,3,,,,,,,,,,,
Columbia,2024,KWHXKLAL87T5,3,,,,,,,,,,,
Columbia,2024,KYFUJ83L3UY9,1,,,,,,,,,,,
Columbia,2019,KYURG7LRSC89,2,,,,,,,,,,,
Columbia,2020,KYURG7LRSC89,1,,,,,,,,,,,
Columbia,2021,KYURG7LRSC89,2,,,,,,,,,,,
Columbia,2022,KYURG7LRSC89,6,,,,,,,,,,,
Columbia,2023,KYURG7LRSC89,8,,,,,,,,,,,
Columbia,2024,KYURG7LRSC89,5,,,,,,,,,,,
Columbia,2025,KYURG7LRSC89,2,,,,,,,,,,,
Columbia,2022,L5YANW2XSND4,3,,,,,,,,,,,
Columbia,2024,L5YANW2XSND4,1,,,,,,,,,,,
Columbia,2019,L6EMG925NF78,1,,,,,,,,,,,
Columbia,2023,L6EMG925NF78,1,,,,,,,,,,,
Columbia,2024,L6V2CGVQP844,1,,,,,,,,,,,
Columbia,2020,LB1XJ5UY5961,1,,,,,,,,,,,
Columbia,2017,LCV2N9FVV739,1,,,,,,,,,,,
Columbia,2018,LCV2N9FVV739,3,,,,,,,,,,,
Columbia,2021,LCV2N9FVV739,4,,,,,,,,,,,
Columbia,2022,LCV2N9FVV739,1,,,,,,,,,,,
Columbia,2023,LCV2N9FVV739,5,,,,,,,,,,,
Columbia,2024,LCV2N9FVV739,5,,,,,,,,,,,
Columbia,2025,LCV2N9FVV739,3,,,,,,,,,,,
Columbia,2023,LD7YXEQNEKZ3,2,,,,,,,,,,,
Columbia,2024,LD7YXEQNEKZ3,1,,,,,,,,,,,
Columbia,2018,LFN2ND9H69T1,1,,,,,,,,,,,
Columbia,2017,LFNVWPJYQKH4,1,,,,,,,,,,,
Columbia,2018,LFNVWPJYQKH4,2,,,,,,,,,,,
Columbia,2020,LFNVWPJYQKH4,3,,,,,,,,,,,
Columbia,2021,LFNVWPJYQKH4,3,,,,,,,,,,,
Columbia,2022,LFNVWPJYQKH4,7,,,,,,,,,,,
Columbia,2023,LFNVWPJYQKH4,5,,,,,,,,,,,
Columbia,2024,LFNVWPJYQKH4,3,,,,,,,,,,,
Columbia,2018,LG88NCWJ3A95,3,,,,,,,,,,,
Columbia,2019,LG88NCWJ3A95,2,,,,,,,,,,,
Columbia,2021,LG88NCWJ3A95,1,,,,,,,,,,,
Columbia,2022,LG88NCWJ3A95,2,,,,,,,,,,,
Columbia,2023,LG88NCWJ3A95,2,,,,,,,,,,,
Columbia,2024,LG88NCWJ3A95,2,,,,,,,,,,,
Columbia,2019,LG8PRS9MR697,2,,,,,,,,,,,
Columbia,2021,LGM4LM5ZR9K9,1,,,,,,,,,,,
Columbia,2018,LJRBXLTGXN57,2,,,,,,,,,,,
Columbia,2019,LJRBXLTGXN57,4,,,,,,,,,,,
Columbia,2020,LJRBXLTGXN57,1,,,,,,,,,,,
Columbia,2021,LJRBXLTGXN57,7,,,,,,,,,,,
Columbia,2022,LJRBXLTGXN57,4,,,,,,,,,,,
Columbia,2023,LJRBXLTGXN57,3,,,,,,,,,,,
Columbia,2024,LJRBXLTGXN57,4,,,,,,,,,,,
Columbia,2025,LJRBXLTGXN57,1,,,,,,,,,,,
Columbia,2018,LK9BTBWNLY96,1,,,,,,,,,,,
Columbia,2019,LK9BTBWNLY96,1,,,,,,,,,,,
Columbia,2022,LK9BTBWNLY96,1,,,,,,,,,,,
Columbia,2021,LKVHTENM62A5,1,,,,,,,,,,,
Columbia,2023,LKVHTENM62A5,2,,,,,,,,,,,
Columbia,2018,LKXHMX1K3AC5,1,,,,,,,,,,,
Columbia,2021,LKXHMX1K3AC5,1,,,,,,,,,,,
Columbia,2023,LKXHMX1K3AC5,1,,,,,,,,,,,
Columbia,2021,LL3PZJHUKZV3,1,,,,,,,,,,,
Columbia,2022,LL3PZJHUKZV3,2,,,,,,,,,,,
Columbia,2023,LL3PZJHUKZV3,9,,,,,,,,,,,
Columbia,2024,LL3PZJHUKZV3,1,,,,,,,,,,,
Columbia,2025,LL3PZJHUKZV3,1,,,,,,,,,,,
Columbia,2018,LN8JD2HB57K5,2,,,,,,,,,,,
Columbia,2019,LN8JD2HB57K5,1,,,,,,,,,,,
Columbia,2022,LN8JD2HB57K5,1,,,,,,,,,,,
Columbia,2024,LN8JD2HB57K5,1,,,,,,,,,,,
Columbia,2018,LPWJLN5JQPW4,1,,,,,,,,,,,
Columbia,2023,LPWJLN5JQPW4,1,,,,,,,,,,,
Columbia,2025,LPWJLN5JQPW4,1,,,,,,,,,,,
Columbia,2021,LPY6KXBKHMK8,2,,,,,,,,,,,
Columbia,2022,LPY6KXBKHMK8,3,,,,,,,,,,,
Columbia,2019,LR2HQKYJLDZ7,2,,,,,,,,,,,
Columbia,2020,LR2HQKYJLDZ7,1,,,,,,,,,,,
Columbia,2021,LR2HQKYJLDZ7,1,,,,,,,,,,,
Columbia,2022,LR2HQKYJLDZ7,3,,,,,,,,,,,
Columbia,2023,LR2HQKYJLDZ7,5,,,,,,,,,,,
Columbia,2024,LR2HQKYJLDZ7,3,,,,,,,,,,,
Columbia,2022,LR8MS4H7N2U5,1,,,,,,,,,,,
Columbia,2023,LRYRHNM7EHJ8,1,,,,,,,,,,,
Columbia,2023,LSMBJZFLN8L9,3,,,,,,,,,,,
Columbia,2024,LSMBJZFLN8L9,1,,,,,,,,,,,
Columbia,2021,LW88Z8MMJHT3,4,,,,,,,,,,,
Columbia,2022,LW88Z8MMJHT3,4,,,,,,,,,,,
Columbia,2023,LW88Z8MMJHT3,4,,,,,,,,,,,
Columbia,2024,LW88Z8MMJHT3,1,,,,,,,,,,,
Columbia,2025,LW88Z8MMJHT3,1,,,,,,,,,,,
Columbia,2018,LWF3CB1HFZF3,1,,,,,,,,,,,
Columbia,2023,LWF3CB1HFZF3,2,,,,,,,,,,,
Columbia,2025,LWF3CB1HFZF3,2,,,,,,,,,,,
Columbia,2022,LYDRWR6ML2U7,1,,,,,,,,,,,
Columbia,2023,LYDRWR6ML2U7,1,,,,,,,,,,,
Columbia,2024,LYKSDHA54JA4,1,,,,,,,,,,,
Columbia,2022,LYV8XEV314F6,1,,,,,,,,,,,
Columbia,2023,LYV8XEV314F6,1,,,,,,,,,,,
Columbia,2018,M1BVCGDKJ1L7,1,,,,,,,,,,,
Columbia,2021,M1BVCGDKJ1L7,1,,,,,,,,,,,
Columbia,2020,M35SG6PKLJB3,1,,,,,,,,,,,
Columbia,2023,M35SG6PKLJB3,2,,,,,,,,,,,
Columbia,2024,M35SG6PKLJB3,5,,,,,,,,,,,
Columbia,2025,M4ANYAZ8Q6H8,1,,,,,,,,,,,
Columbia,2020,M5MVSHNR2BL1,1,,,,,,,,,,,
Columbia,2020,M618ETNNYA77,1,,,,,,,,,,,
Columbia,2023,M618ETNNYA77,3,,,,,,,,,,,
Columbia,2024,M618ETNNYA77,1,,,,,,,,,,,
Columbia,2025,M618ETNNYA77,1,,,,,,,,,,,
Columbia,2018,M6CTHGC91RG4,1,,,,,,,,,,,
Columbia,2023,M6CTHGC91RG4,1,,,,,,,,,,,
Columbia,2020,M6N3M8GCHLN5,1,,,,,,,,,,,
Columbia,2019,M6SKXVEXY4G3,1,,,,,,,,,,,
Columbia,2020,M98JCJ2U7RD8,2,,,,,,,,,,,
Columbia,2021,M98JCJ2U7RD8,7,,,,,,,,,,,
Columbia,2022,M98JCJ2U7RD8,8,,,,,,,,,,,
Columbia,2023,M98JCJ2U7RD8,7,,,,,,,,,,,
Columbia,2024,M98JCJ2U7RD8,6,,,,,,,,,,,
Columbia,2018,MA6NGUYK9VM1,1,,,,,,,,,,,
Columbia,2025,MBMCF42D4CF7,1,,,,,,,,,,,
Columbia,2018,MC77SUMRLXY5,2,,,,,,,,,,,
Columbia,2019,MC77SUMRLXY5,5,,,,,,,,,,,
Columbia,2021,MC77SUMRLXY5,1,,,,,,,,,,,
Columbia,2022,MC77SUMRLXY5,2,,,,,,,,,,,
Columbia,2018,MDH6KH9D4SG7,1,,,,,,,,,,,
Columbia,2022,MDH6KH9D4SG7,1,,,,,,,,,,,
Columbia,2023,MDH6KH9D4SG7,1,,,,,,,,,,,
Columbia,2024,MDH6KH9D4SG7,1,,,,,,,,,,,
Columbia,2023,MEQJENNPRLG9,1,,,,,,,,,,,
Columbia,2025,MEQJENNPRLG9,1,,,,,,,,,,,
Columbia,2017,MF1LU8RPCMB8,1,,,,,,,,,,,
Columbia,2019,MF1LU8RPCMB8,2,,,,,,,,,,,
Columbia,2021,MF1LU8RPCMB8,2,,,,,,,,,,,
Columbia,2022,MF1LU8RPCMB8,2,,,,,,,,,,,
Columbia,2023,MF1LU8RPCMB8,4,,,,,,,,,,,
Columbia,2024,MF1LU8RPCMB8,5,,,,,,,,,,,
Columbia,2019,MFGMH9R7GMG3,1,,,,,,,,,,,
Columbia,2023,MGFUP827VKV2,1,,,,,,,,,,,
Columbia,2021,MK9SR2K87JN5,1,,,,,,,,,,,
Columbia,2023,MK9SR2K87JN5,1,,,,,,,,,,,
Columbia,2018,MKDGDE6K34N5,1,,,,,,,,,,,
Columbia,2019,MKDGDE6K34N5,1,,,,,,,,,,,
Columbia,2022,MKDGDE6K34N5,7,,,,,,,,,,,
Columbia,2023,MKDGDE6K34N5,14,,,,,,,,,,,
Columbia,2024,MKDGDE6K34N5,7,,,,,,,,,,,
Columbia,2025,MKDGDE6K34N5,3,,,,,,,,,,,
Columbia,2022,MKRCHD2CBAY1,1,,,,,,,,,,,
Columbia,2023,MKXMUFJJYLY5,1,,,,,,,,,,,
Columbia,2024,MKXMUFJJYLY5,1,,,,,,,,,,,
Columbia,2025,MKXMUFJJYLY5,1,,,,,,,,,,,
Columbia,2018,MMCKJNNMSG23,2,,,,,,,,,,,
Columbia,2019,MMCKJNNMSG23,2,,,,,,,,,,,
