piid,builder,sub_report_id,sub_date,fy,amount_usd,vendor_uei,parent_uei,vendor_name,raw_description,code,swbs_group,hull,component_text,n_component_words
N0002411C2307,HII-Ingalls,20684461,2014-05-06,2014,33600.0,E383LRP25MY6,,YOUNG ENGINEERING COMPANY INC.,08013-09,08013-09,,,,0
N0002411C2307,HII-Ingalls,20684460,2016-08-03,2016,342876.37,J3AFGKXWYK73,Z2N8C3NL8FW5,YORK INTERNATIONAL CORPORATION,OSI DDG114 FMR 159 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684459,2017-03-09,2017,54932.0,J3AFGKXWYK73,Z2N8C3NL8FW5,YORK INTERNATIONAL CORPORATION,VSR NO.SA13968,,,,VSR,1
N0002411C2307,HII-Ingalls,20684458,2016-10-27,2017,53950.0,J3AFGKXWYK73,Z2N8C3NL8FW5,YORK INTERNATIONAL CORPORATION,VSR NO.SA14249,,,,VSR,1
N0002411C2307,HII-Ingalls,20684457,2016-03-01,2016,27850.0,J3AFGKXWYK73,Z2N8C3NL8FW5,YORK INTERNATIONAL CORPORATION,VSR NO.SA6756,,,,VSR,1
N0002411C2307,HII-Ingalls,20684456,2017-05-04,2017,91762.56,J6DMEL935CD1,J6DMEL935CD1,XYLEM INC.,BACK FIT CHANNEL,,,,BACK FIT CHANNEL,3
N0002411C2307,HII-Ingalls,20684455,2013-11-26,2014,25440.0,ZSJFXM833NA3,JB4NTVR9XMN4,Xerox Corporation,01056-09 (M1KJ-FE00-13),01056-09,,,,0
N0002411C2307,HII-Ingalls,20684454,2017-12-19,2018,166365.0,HMBSX7Z72UK4,JQTLH33SXNQ7,"WESTLAND TECHNOLOGIES, INC.",TILE HALF ROUND,,,,TILE HALF ROUND,3
N0002411C2307,HII-Ingalls,20684453,2014-01-27,2014,155357.5,HMBSX7Z72UK4,,"WESTLAND TECHNOLOGIES, INC.",05140-03,05140-03,,,,0
N0002411C2307,HII-Ingalls,20684452,2013-05-09,2013,106047.99,HMBSX7Z72UK4,,"WESTLAND TECHNOLOGIES, INC.",05149-01,05149-01,,,,0
N0002411C2307,HII-Ingalls,20684451,2017-04-05,2017,25852.81,LQP7LJVDX6M6,LU7KP9UJJ5L7,"WESCO DISTRIBUTION, INC.",LDD 5314-013,,,,,0
N0002411C2307,HII-Ingalls,20684450,2015-02-23,2015,74880.0,NGE4ALP2M661,,"WEAVER SUPPLY COMPANY, LLC",TRACK FACE DUAL DOUBLE(DDG114),,,DDG114,TRACK FACE DUAL DOUBLE,4
N0002411C2307,HII-Ingalls,20684449,2013-11-19,2014,33100.0,NGE4ALP2M661,,"WEAVER SUPPLY COMPANY, LLC",01050-01 HACKSAW,01050-01,,,HACKSAW,1
N0002411C2307,HII-Ingalls,20684448,2015-06-09,2015,34727.0,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA6721,,,,VSR,1
N0002411C2307,HII-Ingalls,20684447,2015-10-19,2016,29371.0,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA6767,,,,VSR,1
N0002411C2307,HII-Ingalls,20684446,2013-05-06,2013,39571.5,YVDFW51N3N61,,"WALDO BROTHERS, INC.",02509-01  (DDG-114),02509-01,,,,0
N0002411C2307,HII-Ingalls,20684445,2013-11-18,2014,33882.4,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002411C2307,HII-Ingalls,20684444,2014-01-31,2014,2200587.35,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002411C2307,HII-Ingalls,20684443,2014-02-28,2014,130872.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-01 COMMISSARY EQUIPMENT,01039-01,,,COMMISSARY EQUIPMENT,2
N0002411C2307,HII-Ingalls,20684442,2015-04-07,2015,67095.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-02 COMMISSARY EQUIPMENT,01039-02,,,COMMISSARY EQUIPMENT,2
N0002411C2307,HII-Ingalls,20684441,2014-10-27,2015,26235.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01080-01,01080-01,,,,0
N0002411C2307,HII-Ingalls,20684440,2013-12-13,2014,31329.0,SVHJHMJH65S8,SCWYXXK1EM13,ULTRA ELECTRONICS OCEAN SYSTEMS INC,08079-01,08079-01,,,,0
N0002411C2307,HII-Ingalls,20684439,2013-08-16,2013,35226.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002411C2307,HII-Ingalls,20684438,2015-08-31,2015,28908.0,H1PAVTLJBJ88,XEQ3L57D2J24,TYCO FIRE PRODUCTS LP,REBUY DDG114 A2-03174-91 IT.1,03174-91,,DDG114,,0
N0002411C2307,HII-Ingalls,20684437,2013-10-21,2014,81300.0,VD5WUGZUCJ44,,"Triple Son Wholesale Timber, Inc.",DDG 114 GROUND BLOCKING,,,DDG 114,GROUND BLOCKING,2
N0002411C2307,HII-Ingalls,20684436,2014-03-27,2014,112712.5,JFEWJZWTH4W4,JFEWJZWTH4W4,The Tool House Inc,05503-01,05503-01,,,,0
N0002411C2307,HII-Ingalls,20684435,2016-04-15,2016,77334.9,XGUEGCF761T9,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,05016-01(DDG114),05016-01,,DDG114,,0
N0002411C2307,HII-Ingalls,20684434,2013-06-11,2013,45500.0,D2J1SSHB5EB7,X99SLLWX4NV1,THE HELLAN STRAINER CO,03095-01,03095-01,,,,0
N0002411C2307,HII-Ingalls,20684433,2013-04-23,2013,34744.0,D2J1SSHB5EB7,X99SLLWX4NV1,THE HELLAN STRAINER CO,07094-02  STRAINER,07094-02,,,STRAINER,1
N0002411C2307,HII-Ingalls,20684432,2013-05-06,2013,27840.0,D2J1SSHB5EB7,X99SLLWX4NV1,THE HELLAN STRAINER CO,07094-01,07094-01,,,,0
N0002411C2307,HII-Ingalls,20684431,2013-07-19,2013,110184.0,JK16ZQ9FRJ51,,TAVERNIER DIDIER,D-04100-01 AESS & ASSFC,04100-01,,,AESS ASSFC,2
N0002411C2307,HII-Ingalls,20684430,2013-09-20,2013,62816.0,DQLZFV6PFCB9,,"TATE ANDALE, INC.","MANIFOLD,  VALVE",,,,MANIFOLD VALVE,2
N0002411C2307,HII-Ingalls,20684429,2017-03-15,2017,93787.93,CJ8CQLEM2RW3,HTHZV61C5DV8,"SYSCO USA II, LLC",GROCERIES DDG114 SEA TRIALS,,,DDG114,GROCERIES SEA TRIALS,3
N0002411C2307,HII-Ingalls,20684428,2015-08-19,2015,547250.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,01043-02 DECK COVERING,01043-02,,,DECK COVERING,2
N0002411C2307,HII-Ingalls,20684427,2016-12-09,2017,297820.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,01043-02 DECK COVERING,01043-02,,,DECK COVERING,2
N0002411C2307,HII-Ingalls,20684426,2017-07-05,2017,101100.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,01043-02 DECK COVERING,01043-02,,,DECK COVERING,2
N0002411C2307,HII-Ingalls,20684425,2018-01-31,2018,91357.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,VSR SA12154 - SURFACE TECH,,,,VSR SURFACE TECH,3
N0002411C2307,HII-Ingalls,20684424,2017-06-29,2017,80503.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,01043-02 DECK COVERING,01043-02,,,DECK COVERING,2
N0002411C2307,HII-Ingalls,20684423,2018-12-03,2019,66525.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,VSR SA12154 - SURFACE TECH,,,,VSR SURFACE TECH,3
N0002411C2307,HII-Ingalls,20684422,2017-12-05,2018,43397.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,01043-02 DECK COVERING,01043-02,,,DECK COVERING,2
N0002411C2307,HII-Ingalls,20684421,2016-10-19,2017,37458.0,ZA1KMNAJMVT3,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,01043-02 DECK COVERING,01043-02,,,DECK COVERING,2
N0002411C2307,HII-Ingalls,20684420,2016-04-26,2016,65438.65,RYYRAAAGPXB5,,"STOCKERT, LAURA",05262-01(DDG114),05262-01,,DDG114,,0
N0002411C2307,HII-Ingalls,20684419,2016-09-08,2016,107067.04,HNJDANSKDZK9,,"SPECTRONICS, INC.",SRI DDG114 FMR 159 COSAL,,,DDG114,,0
N0002411C2307,HII-Ingalls,20684418,2016-08-10,2016,32537.0,HNJDANSKDZK9,,"SPECTRONICS, INC.",OSI DDG114 FMR 159 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684417,2013-05-10,2013,76191.7,HUKGWGAFW4C7,HUKGWGAFW4C7,SOUNDOWN CORPORATION,05149-01,05149-01,,,,0
N0002411C2307,HII-Ingalls,20684416,2017-07-07,2017,64246.72,HNAECT5M9TM4,,"SOCAIL, LDA",SRI DDG114 FMR 272 COSAL,,,DDG114,,0
N0002411C2307,HII-Ingalls,20684415,2013-07-12,2013,41900.0,HNAECT5M9TM4,,"SOCAIL, LDA",03013-01 PS 450-234-01A,03013-01,,,,0
N0002411C2307,HII-Ingalls,20684414,2016-09-23,2016,157000.0,G15JF2TNVBL6,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,Tug Services for DDG114,,,DDG114,Tug Services,2
N0002411C2307,HII-Ingalls,20684413,2015-10-19,2016,30000.0,G15JF2TNVBL6,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,Tug Services for DDG114,,,DDG114,Tug Services,2
N0002411C2307,HII-Ingalls,20684412,2014-08-13,2014,49969.0,JZXZSN3BBL98,RDB2AM2GGHH8,SIEMENS INDUSTRY INC.,04016-01 IC CATHODIC PROT SYS,04016-01,,,CATHODIC PROT SYS,3
N0002411C2307,HII-Ingalls,20684411,2016-06-21,2016,64205.82,GJEXETZX4N96,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,OSI DDG114 FMR 159 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684410,2017-11-15,2018,380436.54,WQAKKCKH9LM8,JQTLH33SXNQ7,"SECURITAS CRITICAL INFRASTRUCTURE SERVICES, INC.",DDG114A - FORCE PROTECTION,,,,FORCE PROTECTION,2
N0002411C2307,HII-Ingalls,20684409,2018-04-05,2018,27150.51,WQAKKCKH9LM8,JQTLH33SXNQ7,"SECURITAS CRITICAL INFRASTRUCTURE SERVICES, INC.",DDG114A - FORCE PROTECTION,,,,FORCE PROTECTION,2
N0002411C2307,HII-Ingalls,20684408,2013-04-23,2013,32436.57,N16ET1YJ6QZ3,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",02021-01 VALVE BALANCING,02021-01,,,VALVE BALANCING,2
N0002411C2307,HII-Ingalls,20684407,2013-08-02,2013,922986.68,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,03019-01 SS GAS TURBINE GEN,03019-01,,,GAS TURBINE GEN,3
N0002411C2307,HII-Ingalls,20684406,2013-12-10,2014,227922.85,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,03017-01 CP PROP SYSTEM,03017-01,,,PROP SYSTEM,2
N0002411C2307,HII-Ingalls,20684405,2015-10-05,2016,80050.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO. SA6754,,,,VSR,1
N0002411C2307,HII-Ingalls,20684404,2016-08-02,2016,46760.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14046,,,,VSR,1
N0002411C2307,HII-Ingalls,20684403,2016-12-22,2017,38720.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14266,,,,VSR,1
N0002411C2307,HII-Ingalls,20684402,2016-09-29,2016,38720.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14054,,,,VSR,1
N0002411C2307,HII-Ingalls,20684401,2017-07-25,2017,35376.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14955,,,,VSR,1
N0002411C2307,HII-Ingalls,20684400,2017-03-17,2017,35376.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA13401,,,,VSR,1
N0002411C2307,HII-Ingalls,20684399,2017-09-18,2017,34848.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14339,,,,VSR,1
N0002411C2307,HII-Ingalls,20684398,2017-10-18,2018,33792.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14383,,,,VSR,1
N0002411C2307,HII-Ingalls,20684397,2017-09-14,2017,27390.0,HLVBPCA2LH41,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,VSR NO.SA14910,,,,VSR,1
N0002411C2307,HII-Ingalls,20684396,2016-12-12,2017,90157.0,V6JXCLR8QR37,K1K5EKJ2KK29,RHINESTAHL CORPORATION,OSI DDG114 FMR 159 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684395,2017-04-20,2017,29200.0,V6JXCLR8QR37,K1K5EKJ2KK29,RHINESTAHL CORPORATION,OSI DDG114 FMR 159 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684394,2014-01-24,2014,169388.0,V32LJNFLKBT7,E5J1EAQ21JR9,RFD BEAUFORT INC.,01019-01 LIFE RAFTS,01019-01,,,LIFE RAFTS,2
N0002411C2307,HII-Ingalls,20684393,2013-12-09,2014,30192.0,DYJZZ9DANLM3,,Ralph & Dorothy Moore,05242-01,05242-01,,,,0
N0002411C2307,HII-Ingalls,20684392,2013-08-12,2013,87960.4,NBM4G4SAFQM3,,"QUALITY PERFORMANCE, INC.",08160-01,08160-01,,,,0
N0002411C2307,HII-Ingalls,20684391,2013-11-08,2014,67182.0,NBM4G4SAFQM3,,"QUALITY PERFORMANCE, INC.",08160-01,08160-01,,,,0
N0002411C2307,HII-Ingalls,20684390,2013-06-26,2013,404314.0,D44RA79E3K57,,"PRECISION PRODUCTS, INC.",05246-01,05246-01,,,,0
N0002411C2307,HII-Ingalls,20684389,2014-08-04,2014,57350.0,D44RA79E3K57,,"PRECISION PRODUCTS, INC.","01010-04  LOCKER,  AMMUNITION",01010-04,,,LOCKER AMMUNITION,2
N0002411C2307,HII-Ingalls,20684388,2014-07-29,2014,36670.0,D44RA79E3K57,,"PRECISION PRODUCTS, INC.","01010-01 LOCKER, WEAPONS",01010-01,,,LOCKER WEAPONS,2
N0002411C2307,HII-Ingalls,20684387,2014-11-07,2015,30750.0,D44RA79E3K57,,"PRECISION PRODUCTS, INC.",05089-01 (DDG-114),05089-01,,,,0
N0002411C2307,HII-Ingalls,20684386,2013-04-17,2013,68846.0,FVFNV3NERP36,,"POWERSTAR, INC.",08404-01 (DDG114),08404-01,,DDG114,,0
N0002411C2307,HII-Ingalls,20684385,2017-04-27,2017,29175.0,FVFNV3NERP36,,"POWERSTAR, INC.",REPAIR DDG121,,,DDG121,REPAIR,1
N0002411C2307,HII-Ingalls,20684384,2013-08-20,2013,32388.0,HLVNZXU8EAM1,DTZJAQF8NZA1,POWER PARAGON INC,04020-01 60Hz TRANSFORMERS,04020-01,,,TRANSFORMERS,1
N0002411C2307,HII-Ingalls,20684383,2019-03-05,2019,91843.98,JEP5GQGFPUL9,U45EH8WMNF55,PORTLAND VALVE LLC,VALVE REGULATOR PRESSURE,,,,VALVE REGULATOR PRESSURE,3
N0002411C2307,HII-Ingalls,20684382,2017-07-13,2017,26267.0,JEP5GQGFPUL9,L8T4R3N7ACL6,PORTLAND VALVE LLC,REPAIR NCR 207865 DDG114,,,DDG114,REPAIR,1
N0002411C2307,HII-Ingalls,20684381,2018-04-05,2018,51345.0,NQKEVF8KEMP1,W8PTMRME1496,PIVOTAL POWER INC,"DDG 114 WARRAMTY, 114 60-66",,,DDG 114,WARRAMTY,1
N0002411C2307,HII-Ingalls,20684380,2018-04-05,2018,29340.0,NQKEVF8KEMP1,W8PTMRME1496,PIVOTAL POWER INC,REBUY DDG114 SO12,,,DDG114,,0
N0002411C2307,HII-Ingalls,20684379,2017-08-16,2017,283054.6,DW33W8L3N1P8,,"PHOENIX GROUP OF VIRGINIA, INC.",VSR SA12278 - PHOENIX - GROUP,,,,VSR PHOENIX GROUP,3
N0002411C2307,HII-Ingalls,20684378,2017-03-29,2017,154569.8,DW33W8L3N1P8,,"PHOENIX GROUP OF VIRGINIA, INC.",OSI DDG114 FMR 272 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684377,2015-08-03,2015,44401.28,N5KMLMXEPFM5,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,08517-01 (DDG114),08517-01,,DDG114,,0
N0002411C2307,HII-Ingalls,20684376,2014-10-28,2015,31124.0,SLTUM1DV4433,NPKVXNRA1XT3,"PARASENSE, INC",08348-01 (DDG114),08348-01,,DDG114,,0
N0002411C2307,HII-Ingalls,20684375,2019-01-23,2019,724429.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP/FCT CARDS,,,DDG114,PACSHIP/FCT CARDS,2
N0002411C2307,HII-Ingalls,20684374,2018-12-20,2019,405564.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684373,2018-04-26,2018,239028.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.","DDG 114 WARRANTY, VARIOUS",,,DDG 114,WARRANTY,1
N0002411C2307,HII-Ingalls,20684372,2018-09-14,2018,204463.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 -  PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684371,2018-03-16,2018,132760.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.","DDG 114 WARRANTY, VARIOUS",,,DDG 114,WARRANTY,1
N0002411C2307,HII-Ingalls,20684370,2018-06-18,2018,100000.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.","DDG 114 WARRANTY, VARIOUS",,,DDG 114,WARRANTY,1
N0002411C2307,HII-Ingalls,20684369,2018-06-12,2018,100000.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.","DDG 114 WARRANTY, VARIOUS",,,DDG 114,WARRANTY,1
N0002411C2307,HII-Ingalls,20684368,2019-01-10,2019,99164.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP/DD250 WORK,,,DDG114,PACSHIP/ WORK,2
N0002411C2307,HII-Ingalls,20684367,2018-09-27,2018,90938.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684366,2018-08-08,2018,83314.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 -  PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684365,2019-01-08,2019,80957.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684364,2014-09-08,2014,66000.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",01028-01 (DDG-114),01028-01,,,,0
N0002411C2307,HII-Ingalls,20684363,2019-04-15,2019,44550.48,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP/DD250 WORK,,,DDG114,PACSHIP/ WORK,2
N0002411C2307,HII-Ingalls,20684362,2018-06-08,2018,38651.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG 114 DD250 ITEMS,,,DDG 114,ITEMS,1
N0002411C2307,HII-Ingalls,20684361,2018-10-22,2019,38638.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684360,2018-11-27,2019,32578.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.","DDG 114 WARRANTY, VARIOUS",,,DDG 114,WARRANTY,1
N0002411C2307,HII-Ingalls,20684359,2018-11-27,2019,32578.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.","DDG 114 WARRANTY, VARIOUS",,,DDG 114,WARRANTY,1
N0002411C2307,HII-Ingalls,20684358,2018-12-05,2019,31914.0,EV4ZGUNNKMJ6,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",DDG114 - PACSHIP,,,DDG114,PACSHIP,1
N0002411C2307,HII-Ingalls,20684357,2013-04-18,2013,271280.15,JR3NDKLB4BH9,K8E4CQYCRJ25,PACIFIC MARINE SYSTEMS CORP,01061-01,01061-01,,,,0
N0002411C2307,HII-Ingalls,20684356,2013-12-17,2014,177509.8,JR3NDKLB4BH9,K8E4CQYCRJ25,PACIFIC MARINE SYSTEMS CORP,01055-01,01055-01,,,,0
N0002411C2307,HII-Ingalls,20684355,2014-11-05,2015,56734.2,JR3NDKLB4BH9,K8E4CQYCRJ25,PACIFIC MARINE SYSTEMS CORP,01130-02,01130-02,,,,0
N0002411C2307,HII-Ingalls,20684354,2013-05-28,2013,40666.83,JR3NDKLB4BH9,K8E4CQYCRJ25,PACIFIC MARINE SYSTEMS CORP,01061-02,01061-02,,,,0
N0002411C2307,HII-Ingalls,20684353,2016-12-22,2017,246050.0,T99DCLB5NRH7,T99DCLB5NRH7,"OCENCO, INCORPORATED",OSI DDG114 FMR 159(3) COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684352,2017-04-06,2017,35488.0,PQGNEEY9W5M3,NKVZLJL93QT6,NORTHROP GRUMMAN SYSTEMS CORPORATION,VSR NO.SA13377,,,,VSR,1
N0002411C2307,HII-Ingalls,20684351,2015-08-26,2015,35000.0,PQGNEEY9W5M3,NKVZLJL93QT6,NORTHROP GRUMMAN SYSTEMS CORPORATION,REPAIR NCR 22750 DDG114,,,DDG114,REPAIR,1
N0002411C2307,HII-Ingalls,20684350,2017-03-24,2017,31610.0,PQGNEEY9W5M3,NKVZLJL93QT6,NORTHROP GRUMMAN SYSTEMS CORPORATION,VSR NO.SA14940/SA14941,,,,VSR,1
N0002411C2307,HII-Ingalls,20684349,2017-08-17,2017,31180.0,PQGNEEY9W5M3,NKVZLJL93QT6,NORTHROP GRUMMAN SYSTEMS CORPORATION,VSR NO. 15000 AND 14999,,,,VSR,1
N0002411C2307,HII-Ingalls,20684348,2013-07-24,2013,31365.94,XECCFU26TTP9,,"Moniteq, Inc.",08365-01 (DDG114),08365-01,,DDG114,,0
N0002411C2307,HII-Ingalls,20684347,2014-03-19,2014,268950.0,JU2ME5ZK8VL3,,"MMC METROLOGY LAB, INC","03106-01  GAGES, PRESSURE",03106-01,,,GAGES PRESSURE,2
N0002411C2307,HII-Ingalls,20684346,2014-05-22,2014,32250.0,JU2ME5ZK8VL3,,"MMC METROLOGY LAB, INC",03120-01,03120-01,,,,0
N0002411C2307,HII-Ingalls,20684345,2014-05-15,2014,27750.0,JU2ME5ZK8VL3,,"MMC METROLOGY LAB, INC",03106-04,03106-04,,,,0
N0002411C2307,HII-Ingalls,20684344,2015-10-20,2016,41011.39,C6C8KS7Y1K76,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,VSR NO.SA11991,,,,VSR,1
N0002411C2307,HII-Ingalls,20684343,2017-09-27,2017,37003.46,C6C8KS7Y1K76,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,VSR NO.SA15068,,,,VSR,1
N0002411C2307,HII-Ingalls,20684342,2014-02-13,2014,40238.0,V72KJGHK3JF2,,MGR EQUIPMENT CORP,01039-02 COMMISSARY EQUIPMENT,01039-02,,,COMMISSARY EQUIPMENT,2
N0002411C2307,HII-Ingalls,20684341,2017-03-13,2017,674525.0,LCZDJ6YPNYG6,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,FUEL (DDG-114),,,,FUEL,1
N0002411C2307,HII-Ingalls,20684340,2017-10-27,2018,651758.0,LCZDJ6YPNYG6,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,FUEL (DDG-114),,,,FUEL,1
N0002411C2307,HII-Ingalls,20684339,2017-07-24,2017,537060.0,LCZDJ6YPNYG6,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,FUEL (DDG-114),,,,FUEL,1
N0002411C2307,HII-Ingalls,20684338,2016-05-25,2016,352700.0,LCZDJ6YPNYG6,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,FUEL (DDG-114),,,,FUEL,1
N0002411C2307,HII-Ingalls,20684337,2017-12-21,2018,107000.0,LCZDJ6YPNYG6,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,DEFUELING (DDG-114),,,,DEFUELING,1
N0002411C2307,HII-Ingalls,20684336,2017-10-05,2018,69971.68,LCZDJ6YPNYG6,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,FUEL (DDG-114),,,,FUEL,1
N0002411C2307,HII-Ingalls,20684335,2016-08-03,2016,199225.0,Q35JL9GFCAK3,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",OSI DDG114 FMR 159 COSAL,,,DDG114,OSI,1
N0002411C2307,HII-Ingalls,20684334,2013-04-11,2013,95202.1,Q35JL9GFCAK3,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",02004-02,02004-02,,,,0
N0002411C2307,HII-Ingalls,20684333,2014-04-22,2014,35500.0,Q35JL9GFCAK3,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",07197-01,07197-01,,,,0
N0002411C2307,HII-Ingalls,20684332,2013-09-25,2013,183190.45,S3GFGJ1QGAE6,,"M.S.M. INDUSTRIES, INC.",05149-01,05149-01,,,,0
N0002411C2307,HII-Ingalls,20684331,2017-08-18,2017,79750.0,S3GFGJ1QGAE6,,"M.S.M. INDUSTRIES, INC.",TILE FLAT & HALF ROUND,,,,TILE FLAT HALF ROUND,4
