piid,builder,sub_report_id,sub_date,fy,amount_usd,vendor_uei,parent_uei,vendor_name,raw_description,code,swbs_group,hull,component_text,n_component_words
N0002413C2307,HII-Ingalls,20701987,2017-07-07,2017,41190.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA14092,,,,VSR,1
N0002413C2307,HII-Ingalls,20701986,2017-07-07,2017,41190.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA14092,,,,VSR,1
N0002413C2307,HII-Ingalls,20701985,2019-02-20,2019,40317.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA16041,,,,VSR,1
N0002413C2307,HII-Ingalls,20701984,2018-04-24,2018,39920.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO.SA15139,,,,VSR,1
N0002413C2307,HII-Ingalls,20701983,2018-04-24,2018,39920.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA15140,,,,VSR,1
N0002413C2307,HII-Ingalls,20701982,2016-05-17,2016,39820.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA13858,,,,VSR,1
N0002413C2307,HII-Ingalls,20701981,2017-10-03,2018,39000.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO.SA15134,,,,VSR,1
N0002413C2307,HII-Ingalls,20701980,2017-02-16,2017,38970.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA13355,,,,VSR,1
N0002413C2307,HII-Ingalls,20701979,2021-03-19,2021,37635.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO.SA14630,,,,VSR,1
N0002413C2307,HII-Ingalls,20701978,2016-09-30,2016,32781.0,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA13354,,,,VSR,1
N0002413C2307,HII-Ingalls,20701977,2020-10-01,2021,26851.5,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",VSR NO. SA17030,,,,VSR,1
N0002413C2307,HII-Ingalls,20701976,2018-08-13,2018,25236.9,JA2KCX21NL48,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",S012 R-353589 5320 NCR 314337,,,,,0
N0002413C2307,HII-Ingalls,20701975,2023-07-03,2023,31214.66,JA2KCX21NL48,,WARTSILA DEFENSE INC,REBUY S012 R-388698 / NIS,,,,NIS,1
N0002413C2307,HII-Ingalls,20701974,2015-03-31,2015,588709.64,KYURG7LRSC89,L8T4R3N7ACL6,WARREN PUMPS LLC,03020-01 LUBE OIL SERV. PUMP,03020-01,,,LUBE OIL SERV PUMP,4
N0002413C2307,HII-Ingalls,20701973,2014-05-02,2014,574005.0,KYURG7LRSC89,L8T4R3N7ACL6,WARREN PUMPS LLC,03020-01 LUBE OIL SERV. PUMP,03020-01,,,LUBE OIL SERV PUMP,4
N0002413C2307,HII-Ingalls,20701972,2013-07-26,2013,561645.04,KYURG7LRSC89,L8T4R3N7ACL6,WARREN PUMPS LLC,03020-01 LUBE OIL SERV. PUMP,03020-01,,,LUBE OIL SERV PUMP,4
N0002413C2307,HII-Ingalls,20701971,2013-07-30,2013,560523.0,KYURG7LRSC89,L8T4R3N7ACL6,WARREN PUMPS LLC,03020-01 LUBE OIL SERV. PUMP,03020-01,,,LUBE OIL SERV PUMP,4
N0002413C2307,HII-Ingalls,20701970,2013-07-30,2013,560523.0,KYURG7LRSC89,L8T4R3N7ACL6,WARREN PUMPS LLC,03020-01 LUBE OIL SERV. PUMP,03020-01,,,LUBE OIL SERV PUMP,4
N0002413C2307,HII-Ingalls,20701969,2016-04-19,2016,31060.25,YVDFW51N3N61,,"WALDO BROTHERS, INC.",02509-01 (DIFFUSERS),02509-01,,,,0
N0002413C2307,HII-Ingalls,20701968,2013-07-24,2013,470978.8,S1LJCH88WHT5,,W.R. DAVIS ENGINEERING LIMITED,04077-01 ACTIVE SHAFT GRND SYS,04077-01,,,ACTIVE SHAFT GRND SYS,4
N0002413C2307,HII-Ingalls,20701967,2014-07-11,2014,464991.92,S1LJCH88WHT5,,W.R. DAVIS ENGINEERING LIMITED,04077-01 ACTIVE SHAFT GRND SYS,04077-01,,,ACTIVE SHAFT GRND SYS,4
N0002413C2307,HII-Ingalls,20701966,2017-09-20,2017,441587.0,S1LJCH88WHT5,,W.R. DAVIS ENGINEERING LIMITED,04077-01 ACTIVE SHAFT GRND SYS,04077-01,,,ACTIVE SHAFT GRND SYS,4
N0002413C2307,HII-Ingalls,20701965,2015-04-10,2015,407739.68,S1LJCH88WHT5,,W.R. DAVIS ENGINEERING LIMITED,04077-01 ACTIVE SHAFT GRND SYS,04077-01,,,ACTIVE SHAFT GRND SYS,4
N0002413C2307,HII-Ingalls,20701964,2016-04-08,2016,405908.0,S1LJCH88WHT5,,W.R. DAVIS ENGINEERING LIMITED,04077-01 ACTIVE SHAFT GRND SYS,04077-01,,,ACTIVE SHAFT GRND SYS,4
N0002413C2307,HII-Ingalls,20701963,2014-07-23,2014,906885.83,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07012-01,07012-01,,,,0
N0002413C2307,HII-Ingalls,20701962,2016-05-24,2016,861207.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07012-01,07012-01,,,,0
N0002413C2307,HII-Ingalls,20701961,2015-09-23,2015,861207.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07012-01,07012-01,,,,0
N0002413C2307,HII-Ingalls,20701960,2013-10-22,2014,840215.83,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","07012-01  VALVE, BUTTERFLY",07012-01,,,VALVE BUTTERFLY,2
N0002413C2307,HII-Ingalls,20701959,2017-03-29,2017,795453.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07012-01,07012-01,,,,0
N0002413C2307,HII-Ingalls,20701958,2018-02-23,2018,251568.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002413C2307,HII-Ingalls,20701957,2014-06-30,2014,155438.49,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701956,2016-05-03,2016,82005.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002413C2307,HII-Ingalls,20701955,2017-04-19,2017,72763.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701954,2015-09-14,2015,71855.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701953,2013-11-21,2014,66470.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","07012-01  VALVE, BUTTERFLY",07012-01,,,VALVE BUTTERFLY,2
N0002413C2307,HII-Ingalls,20701952,2013-11-14,2014,66000.0,LGVPVLMRHH51,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07280-01,07280-01,,,,0
N0002413C2307,HII-Ingalls,20701951,2014-09-22,2014,62592.0,LGVPVLMRHH51,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07280-01 (DDG-119),07280-01,,,,0
N0002413C2307,HII-Ingalls,20701950,2017-06-02,2017,57775.0,HUYTR5ZGSSN6,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002413C2307,HII-Ingalls,20701949,2016-09-21,2016,56625.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701948,2017-07-28,2017,52845.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002413C2307,HII-Ingalls,20701947,2017-07-28,2017,52845.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002413C2307,HII-Ingalls,20701946,2016-06-13,2016,42119.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701945,2015-08-13,2015,40754.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701944,2014-10-15,2015,37100.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.","02004-02  VALVE, SOLENOID",02004-02,,,VALVE SOLENOID,2
N0002413C2307,HII-Ingalls,20701943,2015-06-17,2015,29114.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07067-01 STRAINER SIMPLEX,07067-01,,,STRAINER SIMPLEX,2
N0002413C2307,HII-Ingalls,20701942,2016-06-15,2016,28250.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07067-01  STRAINER SIMPLEX,07067-01,,,STRAINER SIMPLEX,2
N0002413C2307,HII-Ingalls,20701941,2013-12-10,2014,28118.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07067-01 STRAINER SIMPLEX,07067-01,,,STRAINER SIMPLEX,2
N0002413C2307,HII-Ingalls,20701940,2014-12-12,2015,27438.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",07067-01  STRAINER SIMPLEX,07067-01,,,STRAINER SIMPLEX,2
N0002413C2307,HII-Ingalls,20701939,2017-04-19,2017,25070.0,LFVJABJDQVZ9,GGSLGRB5KXM6,"W. & O. SUPPLY, INC.",02004-02,02004-02,,,,0
N0002413C2307,HII-Ingalls,20701938,2015-04-24,2015,115882.48,N5RJW5NX32Y1,N5RJW5NX32Y1,W R SYSTEMS LTD.,04083-01 OWN SHIPS SPEED LOG,04083-01,,,OWN SHIPS SPEED LOG,4
N0002413C2307,HII-Ingalls,20701937,2014-06-16,2014,113920.13,N5RJW5NX32Y1,N5RJW5NX32Y1,W R SYSTEMS LTD.,04083-01 OWN SHIPS SPEED LOG,04083-01,,,OWN SHIPS SPEED LOG,4
N0002413C2307,HII-Ingalls,20701936,2013-08-14,2013,103303.37,N5RJW5NX32Y1,N5RJW5NX32Y1,W R SYSTEMS LTD.,04083-01 OWN SHIPS SPEED LOG,04083-01,,,OWN SHIPS SPEED LOG,4
N0002413C2307,HII-Ingalls,20701935,2013-08-14,2013,103303.37,N5RJW5NX32Y1,N5RJW5NX32Y1,W R SYSTEMS LTD.,04083-01 OWN SHIPS SPEED LOG,04083-01,,,OWN SHIPS SPEED LOG,4
N0002413C2307,HII-Ingalls,20701934,2013-07-22,2013,103303.37,N5RJW5NX32Y1,N5RJW5NX32Y1,W R SYSTEMS LTD.,04083-01 OWN SHIPS SPEED LOG,04083-01,,,OWN SHIPS SPEED LOG,4
N0002413C2307,HII-Ingalls,20701933,2016-08-12,2016,62550.84,ZTBRMLGP4JF5,J3DRM4537TG4,"VALLEN DISTRIBUTION, INC.",07214-01 NOZZLE FIRE HOSE,07214-01,,,NOZZLE FIRE HOSE,3
N0002413C2307,HII-Ingalls,20701932,2023-06-28,2023,65864.75,PW9GWUTL4KV5,,"US, INC.",VSR SA25209 WATER MIST/AFFF,,,,VSR WATER MIST/AFFF,3
N0002413C2307,HII-Ingalls,20701931,2022-10-19,2023,46571.0,PW9GWUTL4KV5,,"US, INC.","VSR SA22760, PUMPING, DDG123",,,DDG123,VSR PUMPING,2
N0002413C2307,HII-Ingalls,20701930,2022-12-02,2023,37425.0,PW9GWUTL4KV5,,"US, INC.","VSR SA22760, PUMPING, DDG123",,,DDG123,VSR PUMPING,2
N0002413C2307,HII-Ingalls,20701929,2023-03-20,2023,26510.0,PW9GWUTL4KV5,,"US, INC.","VSR SA20292,PUMP WATER, BILGES",,,,VSR PUMP WATER BILGES,4
N0002413C2307,HII-Ingalls,20701928,2017-11-17,2018,1878154.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701927,2015-02-27,2015,1722561.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701926,2015-03-13,2015,1711877.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701925,2016-08-26,2016,1683626.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701924,2016-02-26,2016,1501635.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701923,2015-09-16,2015,765571.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-03 COMMISSARY EQUIPMENT,01039-03,,,COMMISSARY EQUIPMENT,2
N0002413C2307,HII-Ingalls,20701922,2020-06-19,2020,431363.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701921,2015-08-26,2015,421534.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701920,2015-08-07,2015,400499.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701919,2017-04-25,2017,352553.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701918,2019-05-21,2019,202437.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701917,2021-05-13,2021,193420.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,MODULAR REEFERS 01041-01,01041-01,,,MODULAR REEFERS,2
N0002413C2307,HII-Ingalls,20701916,2017-06-08,2017,170851.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701915,2018-11-20,2019,160481.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701914,2018-11-20,2019,160481.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701913,2018-01-26,2018,159611.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01041-01,01041-01,,,,0
N0002413C2307,HII-Ingalls,20701912,2016-09-29,2016,155590.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701911,2016-08-08,2016,144073.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701910,2016-05-31,2016,143098.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701909,2016-01-22,2016,143098.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701908,2016-06-14,2016,117894.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701907,2019-02-07,2019,112790.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701906,2018-04-26,2018,99641.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701905,2018-04-20,2018,99641.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701904,2020-09-25,2020,96218.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701903,2016-12-13,2017,77748.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701902,2019-10-25,2020,77494.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-45 (M1KJ-FE00-13),01056-45,,,,0
N0002413C2307,HII-Ingalls,20701901,2018-01-11,2018,73754.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-02 COMMISSARY EQUIPMENT,01039-02,,,COMMISSARY EQUIPMENT,2
N0002413C2307,HII-Ingalls,20701900,2017-05-31,2017,72907.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701899,2015-09-11,2015,71148.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-02 COMMISSARY EQUIPMENT,01039-02,,,COMMISSARY EQUIPMENT,2
N0002413C2307,HII-Ingalls,20701898,2016-07-15,2016,71010.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-03 COMMISSARY EQUIPMENT,01039-03,,,COMMISSARY EQUIPMENT,2
N0002413C2307,HII-Ingalls,20701897,2015-08-11,2015,63542.22,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01010-01,01010-01,,,,0
N0002413C2307,HII-Ingalls,20701896,2015-12-10,2016,63525.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-02 COMMISSARY EQUIPMENT,01039-02,,,COMMISSARY EQUIPMENT,2
N0002413C2307,HII-Ingalls,20701895,2017-02-09,2017,58230.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701894,2022-06-06,2022,57500.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,MODULAR REEFERS 01041-01,01041-01,,,MODULAR REEFERS,2
N0002413C2307,HII-Ingalls,20701893,2016-04-04,2016,50352.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701892,2020-01-31,2020,45895.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701891,2015-08-10,2015,44085.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,"01018-01  LOCKER,  STOWAGE",01018-01,,,LOCKER STOWAGE,2
N0002413C2307,HII-Ingalls,20701890,2021-03-04,2021,43651.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-9A REBUY,,,,,0
N0002413C2307,HII-Ingalls,20701889,2018-03-02,2018,40630.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701888,2018-03-02,2018,40630.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701887,2016-04-28,2016,39852.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701886,2019-12-13,2020,39392.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701885,2016-11-15,2017,36840.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701884,2021-04-07,2021,36420.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-46 (M1KJ-FE00-13),01056-46,,,,0
N0002413C2307,HII-Ingalls,20701883,2018-08-01,2018,34931.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01050-01 HACKSAW,01050-01,,,HACKSAW,1
N0002413C2307,HII-Ingalls,20701882,2016-04-08,2016,33934.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01050-01 HACKSAW,01050-01,,,HACKSAW,1
N0002413C2307,HII-Ingalls,20701881,2020-01-24,2020,33236.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-46,01056-46,,,,0
N0002413C2307,HII-Ingalls,20701880,2018-08-17,2018,32687.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,REBUY PER EMAIL 7/25 @ 12:52,,,,EMAIL,1
N0002413C2307,HII-Ingalls,20701879,2018-08-17,2018,32687.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,REBUY PER EMAIL 7/25 @ 12:52,,,,EMAIL,1
N0002413C2307,HII-Ingalls,20701878,2017-03-31,2017,32112.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-01 (M1KJ-FE00-13),01056-01,,,,0
N0002413C2307,HII-Ingalls,20701877,2014-10-01,2015,31377.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01050-01 HACKSAW,01050-01,,,HACKSAW,1
N0002413C2307,HII-Ingalls,20701876,2015-11-18,2016,30745.18,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01039-03 COMMISSARY EQUIPMENT,01039-03,,,COMMISSARY EQUIPMENT,2
N0002413C2307,HII-Ingalls,20701875,2018-04-26,2018,27168.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01056-40 (M1KJ-FE00-13),01056-40,,,,0
N0002413C2307,HII-Ingalls,20701874,2015-07-23,2015,27153.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01080-01,01080-01,,,,0
N0002413C2307,HII-Ingalls,20701873,2020-01-22,2020,26941.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,REBUY S012 T-378557 DDG62A,,,,,0
N0002413C2307,HII-Ingalls,20701872,2015-04-10,2015,26878.0,KCYPSYNH1M94,KN4DLHTLNCS8,US JOINER LLC,01080-01,01080-01,,,,0
N0002413C2307,HII-Ingalls,20701871,2018-02-15,2018,39950.0,QFG7EC12DQK4,DZ4JXAPAU222,"UNITED RENTALS (NORTH AMERICA), INC.",P-UNR 020718-01,,,,P-UNR,1
N0002413C2307,HII-Ingalls,20701870,2019-04-17,2019,33602.0,QFG7EC12DQK4,DZ4JXAPAU222,"UNITED RENTALS (NORTH AMERICA), INC.","P-IND 04111-01, F16047",04111-01,,,P-IND,1
N0002413C2307,HII-Ingalls,20701869,2015-10-02,2016,82794.0,SVHJHMJH65S8,SCWYXXK1EM13,ULTRA ELECTRONICS OCEAN SYSTEMS INC,08079-01(DDG121),08079-01,,DDG121,,0
N0002413C2307,HII-Ingalls,20701868,2015-07-30,2015,41397.0,SVHJHMJH65S8,SCWYXXK1EM13,ULTRA ELECTRONICS OCEAN SYSTEMS INC,08079-01(DDG119),08079-01,,DDG119,,0
N0002413C2307,HII-Ingalls,20701867,2013-12-02,2014,31329.0,SVHJHMJH65S8,SCWYXXK1EM13,ULTRA ELECTRONICS OCEAN SYSTEMS INC,08079-01,08079-01,,,,0
N0002413C2307,HII-Ingalls,20701866,2014-09-19,2014,120448.54,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701865,2016-06-03,2016,117594.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701864,2015-07-29,2015,75908.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701863,2017-05-08,2017,67863.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701862,2014-05-20,2014,47488.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701861,2015-07-16,2015,40220.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701860,2015-01-23,2015,38104.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701859,2018-07-30,2018,32675.93,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08222-01,08222-01,,,,0
N0002413C2307,HII-Ingalls,20701858,2016-06-01,2016,26775.0,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",REBUY S012 R-316741,,,,,0
N0002413C2307,HII-Ingalls,20701857,2014-08-14,2014,26509.98,QEP4TKLKQDV3,,"U.S. PIONEER, L.L.C.",08284-01,08284-01,,,,0
N0002413C2307,HII-Ingalls,20701856,2019-08-05,2019,114269.09,PW9GWUTL4KV5,,U S INC,"VSR SA16487&16489, DDG121 TNKS",,,DDG121,VSR TNKS,2
N0002413C2307,HII-Ingalls,20701855,2021-07-27,2021,46627.0,PW9GWUTL4KV5,,U S INC,"VSR.SA20263, DDG125, BILGE CLN",,,DDG125,VSR BILGE CLN,3
N0002413C2307,HII-Ingalls,20701854,2020-12-17,2021,40680.0,PW9GWUTL4KV5,,U S INC,"VSR SA20243, DDG123, BILGE PUM",,,DDG123,VSR BILGE PUM,3
N0002413C2307,HII-Ingalls,20701853,2021-08-19,2021,38074.0,PW9GWUTL4KV5,,U S INC,"VSR.SA20263, DDG125, BILGE CLN",,,DDG125,VSR BILGE CLN,3
N0002413C2307,HII-Ingalls,20701852,2017-11-03,2018,28000.0,PW9GWUTL4KV5,,U S INC,VSR NO. SA15081,,,,VSR,1
