uei,name,dollars_total_$M,dollars_submarines_$M,dollars_ddg_$M,records,foreign,enriched,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
JLZUKW73FAM9,"Paradigm Precision Holdings, LLC",4.423,4.423,0.0,26,no,yes,NO_RECORD,,,,,0,,0,,,,,,
H8CSTCGGDD87,STRYTEN ENERGY LLC,4.365,4.365,0.0,1,no,yes,Active,Active,,335910,3359,1,335910,0,,,,20038,N,For Profit Organization;Business or Organization
RG8HFHKSV215,"PDS ENGINEERING & CONSTRUCTION, INC.",4.352,4.352,0.0,6,no,yes,Inactive,Inactive,,236210,2362,3,236210;236220;238120,0,,,,3BHM5,N,For Profit Organization;Business or Organization
JCXDK86FK3L5,FEDERAL METAL CO,4.308,4.308,0.0,3,no,yes,Active,Active,Manufacturer of Goods,331420,3314,1,331420,0,,,,5B438,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QF82VVEDYFC3,"PUROLATOR FACET, INC.",4.253,4.253,0.0,12,no,yes,Active,Active,Manufacturer of Goods,336413,3364,4,336412;336413;336419;336992,1,1680,PARKER-HANNIFIN CORPORATION,,90005,N,For Profit Organization;Business or Organization;Manufacturer of Goods
D1L2HV3GLLY3,TIOGA PIPE INC,4.242,4.242,0.0,8,no,yes,Active,Active,,423510,4235,1,423510,0,,,,4DWR2,N,For Profit Organization;Business or Organization
YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",4.17,4.17,0.0,42,no,yes,Active,Active,Manufacturer of Goods,325520,3255,1,325520,0,,"PRC-DESOTO INTERNATIONAL, INC.","PPG INDUSTRIES, INC",23354,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LFNVWPJYQKH4,COASTAL DESIGN LLC,4.078,4.078,0.0,65,no,yes,Active,Active,,541330,5413,1,541330,0,,,,3EAU9,N,For Profit Organization;Business or Organization
PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",4.04,4.04,0.0,3,no,yes,Active,Active,Limited Liability Company,336611,3366,9,236210;238190;238210;238220;238390;332710;332996;336611;811310,0,,RPG CO LLC,QUIET C RPG ACQUISITION I LLC,768C0,N,For Profit Organization;Business or Organization;Limited Liability Company
KQDAHF4VF266,"BEN M. RADCLIFF CONTRACTOR, INC.",4.028,0.0,4.028,1,no,yes,Active,Active,Subchapter S Corporation,236220,2362,2,236210;236220,0,,,,6D8R8,N,For Profit Organization;Business or Organization;Subchapter S Corporation
N6JZARL64EW5,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",4.0,4.0,0.0,1,no,yes,Active,Active,,541611,5416,21,332993;541219;541330;541511;541512;541513;541519;541611;541612;541614;541618;541620;541690;541714;541715;541720;541910;541990;611420;611430;611710,0,,"MCKINSEY & COMPANY, INC.",,438P1,N,For Profit Organization;Business or Organization;Self-Certified HUBZone Joint Venture
QVTKQ7LJE196,M.T. DAVIDSON COMPANY,3.986,0.0,3.986,27,no,yes,Active,Active,Manufacturer of Goods,333914,3339,1,333914,4,4320;4330;H343;J043,SUPERIOR-LIDGERWOOD-MUNDY CORPORATION,LIDGERWOOD MANUFACTURING COMPANY (INC),16062,N,For Profit Organization;Business or Organization;Manufacturer of Goods
D3QEMKB2X4N5,"LEXAIR, INC.",3.918,0.075,3.843,4,no,yes,Active,Active,Manufacturer of Goods,332912,3329,3,332911;332912;333912,0,,,,56607,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",3.873,1.054,2.82,52,no,yes,Active,Active,Manufacturer of Goods,334419,3344,11,332322;332999;334416;334417;334419;334511;334513;335313;335931;336320;336992,9,5935;5975;5999;6032;6110;6125;6150;6210;K062,,,44291,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",3.8,3.653,0.147,31,no,yes,Active,Active,Manufacturer of Goods,332911,3329,1,332911,0,,,,90800,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",3.793,0.0,3.793,38,no,yes,Active,Active,Subchapter S Corporation,334419,3344,2,334419;334519,21,5998;5999;6105;6115;6125;6320;6340;6620;6655;6660;6695;H163;H166;H263;H363;H963;J063;K063;L063;N063;W063,"VALKYRIE INTERMEDIATE, LLC","DC CAPITAL PARTNERS FUND III GP, LLC",0SJM3,N,For Profit Organization;Business or Organization;Subchapter S Corporation
HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",3.789,3.789,0.0,14,no,yes,Active,Active,Manufacturer of Goods,334511,3345,2,333310;334511,0,,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC.",34228,N,For Profit Organization;Business or Organization;Manufacturer of Goods
K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",3.771,3.771,0.0,8,no,yes,Inactive,Inactive,Manufacturer of Goods,333517,3335,2,333515;333517,6,3411;3416;3417;3426;3431;3450,,,15509,N,For Profit Organization;Business or Organization;Manufacturer of Goods
UE9QJD4KK1L6,"LEIDOS, INC.",3.756,3.756,0.0,7,no,yes,Active,Active,Manufacturer of Goods,541715,5417,66,236220;332311;334111;334112;334118;334290;334511;334512;334516;334517;334519;336411;336992;481211;488190;488999;493110;512110;517121;541330;541360;541370;541380;541420;541430;541511;541512;541513;541519;541611;541613;541614;541618;541620;541690;541715;541720;541810;541820;541850;541910;541922;541930;541990;561210;561422;561621;561920;561990;562112;562211;562910;611420;611430;611519;611630;611699;611710;621330;624110;624190;624221;624310;811111;811210;811310,0,,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",5UTE1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",3.752,0.0,3.752,20,no,yes,Active,Active,Manufacturer of Goods,335313,3353,1,335313,4,2090;5998;5999;6150,"BOLDEN, NEWBY & SONS, INC.",,6Z538,N,Minority-Owned Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Black American Owned;Service-Disabled Veteran-Owned Business
CG86N1ZC42B8,AMMCON CORP.,3.735,3.735,0.0,56,no,yes,NO_RECORD,,,,,0,,0,,,,,,
PWK4GDMMEAQ8,"AMETEK SCP, INC.",3.717,3.717,0.0,24,no,yes,Active,Active,Manufacturer of Goods,334417,3344,1,334417,0,,AMETEK INC,,0DNZ3,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NXGLEN3CK1N6,"DATACON, INC.",3.711,3.711,0.0,23,no,yes,Active,Active,Subchapter S Corporation,334418,3344,15,332322;334111;334412;334417;334418;334419;334510;334511;334519;336414;336415;336419;336992;541330;541519,0,,,,9M789,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Service-Disabled Veteran-Owned Business;Subchapter S Corporation
KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",3.711,3.62,0.091,7,no,yes,Active,Active,Manufacturer of Goods,336611,3366,5,332710;333515;336611;541330;811310,21,1270;1560;1620;1680;2010;2815;2825;2830;2835;2895;3411;3413;3416;3417;3419;3450;3615;3620;3695;3820;4140,"IPM HOLDINGS, LLC","LLCP GP HOLDINGS, LLC",0LC90,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",3.698,0.0,3.698,1,no,yes,Active,Active,Manufacturer of Goods,332999,3329,3,332999;541330;541715,0,,"FAIRBANKS MORSE, LLC",ARCLINE CAPITAL PARTNERS UGP LLC,07309,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
GFBTEVXB65X7,"PCC ROLLMET, INC.",3.689,3.689,0.0,22,no,yes,Active,Active,Manufacturer of Goods,336415,3364,2,331491;336415,0,,PRECISION CASTPARTS CORP,BERKSHIRE HATHAWAY INC,6GWD5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GYMLL74UL5Q8,"HYDRASEARCH CO., INC.",3.689,3.689,0.0,46,no,yes,Active,Active,Manufacturer of Goods,332912,3329,2,326220;332912,0,,"DVCC, LLC","THE DIXON GROUP, INC.",32142,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
M553NMG2GTR6,NORTECH SYSTEMS INCORPORATED,3.624,3.624,0.0,3,no,yes,Inactive,Inactive,Manufacturer of Goods,335931,3359,10,333618;334290;334418;334419;335921;335929;335931;336413;336419;336992,3,3670;5995;6150,,,24600,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KYFUJ83L3UY9,CONE DRIVE OPERATIONS INC.,3.621,3.621,0.0,10,no,yes,Inactive,Inactive,Manufacturer of Goods,333612,3336,1,333612,1,3010,THE TIMKEN CORPORATION,,97674,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FFL2MLNT4FN1,GARDNER DENVER NASH LLC,3.58,3.58,0.0,7,no,yes,Active,Active,Manufacturer of Goods,333912,3339,2,333413;333912,3,4320;4330;4820,INGERSOLL-RAND COMPANY,,42280,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
EYMMLMHBMSL5,"SGL AUTOMATION, LLC",3.543,3.543,0.0,3,no,yes,?,,,,,0,,0,,,,,,
T4RCBDVMPVM4,"MEGGITT DEFENSE SYSTEMS, INC.",3.527,0.0,3.527,14,no,yes,Active,Active,Manufacturer of Goods,333415,3334,11,332994;333413;333415;333912;333996;334511;336390;336413;336414;336992;541330,0,,PARKER-HANNIFIN CORPORATION,,62228,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",3.491,3.261,0.23,20,no,yes,Active,Active,Manufacturer of Goods,339113,3391,17,333912;334511;334512;334513;334515;334519;335314;339112;339113;339920;339999;423490;423690;541618;561210;611430;811310,0,,MSA WORLDWIDE LLC,MSA SAFETY INCORPORATED,8B9P7,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC",3.448,0.0,3.448,9,no,yes,Active,Active,Manufacturer of Goods,332312,3323,1,332312,0,,,,04NB1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NQKEVF8KEMP1,PIVOTAL POWER INC,3.424,0.0,3.424,57,yes,yes,Active,Active,Manufacturer of Goods,335999,3359,1,335999,0,,,,38370,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YHGHMGTME7A5,HOWDEN AMERICAN FAN COMPANY,3.415,0.0,3.415,20,no,yes,Inactive,Inactive,Manufacturer of Goods,333413,3334,2,333413;335312,8,3040;3110;3120;4140;5310;5330;5331;6105,"FAIRBANKS MORSE, LLC","ARCLINE FM HOLDINGS, LLC",53555,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",3.368,0.0,3.368,10,no,yes,Active,Active,Manufacturer of Goods,332111,3321,2,332111;332112,0,,"ELLWOOD GROUP, INC.",,6L572,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
VXJMLWN9XU18,"BRADKEN - ATLAS, LLC",3.325,1.911,1.415,21,no,yes,NO_RECORD,,,,,0,,0,,,,,,
U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",3.284,3.078,0.206,18,no,yes,Active,Active,Manufacturer of Goods,334515,3345,1,334515,0,,"COX & COMPANY, INC.",,0BHF9,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
QVJEVJHK3G31,"AGGREKO, LLC",3.267,3.267,0.0,55,no,yes,Active,Active,Limited Liability Company,532490,5324,1,532490,6,W030;W041;W043;W056;W059;W061,,,1L4C7,N,For Profit Organization;Business or Organization;Limited Liability Company
T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,3.25,3.25,0.0,13,no,yes,Active,Active,Manufacturer of Goods,332216,3322,4,332216;332710;333991;336413,3,4920;5120;5130,ENERPAC TOOL GROUP CORP,,87641,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XJWLF38U74P3,"FLUID HANDLING, LLC",3.246,3.205,0.041,4,no,yes,Active,Active,Manufacturer of Goods,332410,3324,1,332410,0,,XYLEM INC.,,6LE50,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
FYS6F3284LN3,VELAN VALVE CORP.,3.232,0.0,3.232,23,no,yes,NO_RECORD,,,,,0,,0,,,,,,
GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,3.227,3.227,0.0,32,no,yes,Active,Active,Subchapter S Corporation,423310,4233,1,423310,0,,,,1UZ52,N,For Profit Organization;Business or Organization;Subchapter S Corporation
S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",3.196,0.0,3.196,20,no,yes,Active,Active,Subchapter S Corporation,326291,3262,12,325211;325212;325991;326291;326299;335991;335999;336413;336419;336611;336992;339991,0,,TPS BUYER LLC,TCFV TPS LLC,3SKQ3,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",3.185,3.185,0.0,5,no,yes,Active,Active,Manufacturer of Goods,333992,3339,1,333992,0,,LINCOLN ELECTRIC HOLDINGS INC,,29677,N,For Profit Organization;Business or Organization;Manufacturer of Goods
RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,3.174,3.174,0.0,27,no,yes,Active,Active,Manufacturer of Goods,335999,3359,2,335311;335999,0,,,,04879,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QPB2M919LQM5,MATERION BRUSH INC,3.125,3.125,0.0,17,no,yes,Active,Active,Manufacturer of Goods,331529,3315,2,331523;331529,0,,MATERION CORPORATION,,4B151,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DDQCLD6FEJJ6,"TOG MANUFACTURING COMPANY, INC.",3.118,3.118,0.0,41,no,yes,Active,Active,Manufacturer of Goods,332721,3327,8,213112;332510;332710;332721;332722;332911;332999;333611,0,,,,63649,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",3.096,0.454,2.641,20,no,yes,Active,Active,Manufacturer of Goods,332911,3329,2,332911;333995,6,4810;4820;H248;H948;J048;L048,,,98032,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,3.087,2.267,0.82,22,no,yes,Active,Active,Manufacturer of Goods,334513,3345,1,334513,1,6680,CAMERON INTERNATIONAL CORPORATION MEASUREMENT SYSTEMS DBA DRILLING & PRODUCTION SYSTEMS,SCHLUMBERGER LTD,05991,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TAB4FBLR5UM1,ANIXTER INC.,3.076,2.62,0.455,13,no,yes,Active,Active,,423610,4236,18,237130;238210;334290;334417;334419;334512;334519;335921;335929;335931;335932;335999;423420;423510;423610;423690;423710;423850,0,,"WESCO DISTRIBUTION, INC.","WESCO INTERNATIONAL, INC",1MMD1,N,For Profit Organization;Business or Organization
ZU51LS7JZ8L5,FCX SYSTEMS INC,3.065,0.0,3.065,5,no,yes,Active,Active,Manufacturer of Goods,335311,3353,9,332322;334418;335311;335312;335314;335999;336413;336999;811310,3,6116;6125;6130,,,0C4B7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",3.039,2.995,0.043,52,no,yes,Active,Active,Manufacturer of Goods,332912,3329,1,332912,2,H147;H247,,,53159,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KXWXRYB3FBW3,FLOWSERVE CORPORATION,3.016,2.689,0.328,11,no,yes,Active,Active,Manufacturer of Goods,333995,3339,1,333995,0,,,,52374,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JR3NDKLB4BH9,PACIFIC MARINE SYSTEMS CORP,3.004,0.0,3.004,21,no,yes,NO_RECORD,,,,,0,,0,,,,,,
VGCPT3NSM831,HII FLEET SUPPORT GROUP LLC,2.984,0.0,2.984,5,no,yes,Active,Active,Limited Liability Company,541330,5413,23,236220;238990;334220;334511;336611;336999;488390;541330;541511;541512;541519;541611;541614;541713;541714;541715;541990;561210;611430;611519;611710;713930;811310,0,,HUNTINGTON INGALLS INC,"HUNTINGTON INGALLS INDUSTRIES, INC",1LT84,N,For Profit Organization;Business or Organization;Limited Liability Company
V627Y8NS1JM1,"MILCOTS, LLC",2.978,2.978,0.0,19,no,yes,Active,Active,Manufacturer of Goods,334118,3341,3,334111;334118;423430,0,,,,5ACD8,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
ZPZMCRH2JSA3,"EZEFLOW USA, INC.",2.95,2.95,0.0,42,no,yes,Active,Active,Manufacturer of Goods,332996,3329,1,332996,0,,EZEFLOW INTERNATIONAL LLC,,70KE7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LCYTE2L5JEP4,NAVAL ENGINEERING SUPPORT INC,2.94,0.0,2.94,13,no,yes,Active,Active,,336611,3366,2,336611;811310,0,,,,8LHZ1,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Hispanic American Owned
UR64LG5YKUE8,"LYNN LADDER AND SCAFFOLDING CO., INC.",2.933,2.933,0.0,17,no,yes,Active,Active,Manufacturer of Goods,332999,3329,5,321999;326199;332323;332999;532490,1,5419,,,0PR81,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Business;Business or Organization;DOT Certified DBE;Manufacturer of Goods
R2D6XY1EM6J8,SENSARAS,2.929,2.929,0.0,17,no,yes,Active,Active,Manufacturer of Goods,334513,3345,1,334513,0,,,,6XTK9,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods;Subcontinent Asian (Asian-Indian) American Owned
ZVKEBJ4HQHB8,"HEILIND MIL-AERO, LLC",2.923,2.006,0.917,65,no,yes,Active,Active,Limited Liability Company,423610,4236,9,331420;334417;334419;334517;335999;336413;423610;423690;423710,0,,"HEILIND ELECTRONICS, INC.",,1DJ61,N,For Profit Organization;Business or Organization;Limited Liability Company
UNG7G6S4JRA6,"5TH AXIS, LLC",2.918,2.918,0.0,38,no,yes,Active,Active,Subchapter S Corporation,339999,3399,7,326130;326199;336611;337212;339920;339999;541330,0,,,,4KCK3,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
K4GJKMQD4961,"BARBER-NICHOLS, LLC",2.9,2.9,0.0,1,no,yes,Active,Active,Manufacturer of Goods,333611,3336,7,332710;333611;333912;333914;334511;336413;541715,0,,GRAHAM CORP,,57377,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
MYKLJHTX3MM7,LEIDOS INNOVATIONS CORPORATION,2.871,2.871,0.0,7,no,yes,Active,Active,,541512,5415,51,334111;334112;334511;334512;334519;336611;481211;488111;488190;493110;512110;517410;524114;541330;541370;541380;541420;541430;541511;541512;541513;541519;541611;541612;541613;541614;541620;541690;541715;541810;541820;541850;541910;541922;541930;541990;561210;561422;561920;561990;562112;562910;611420;611430;611512;611699;611710;624110;624190;624221;624310,0,,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",7LQ18,N,For Profit Organization;Business or Organization
K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",2.857,0.0,2.857,1,no,yes,Active,Active,Manufacturer of Goods,336611,3366,11,238190;238320;238910;332312;332710;336611;336612;337127;488310;488320;488390,0,,PACIFIC MARINE & SUPPLY COMPANY LTD,,1U7K1,N,Minority-Owned Business;For Profit Organization;Business or Organization;Asian-Pacific American Owned;Limited Liability Company;Manufacturer of Goods
UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,2.85,0.0,2.85,13,no,yes,Active,Active,Limited Liability Company,336611,3366,6,333618;336611;336612;488390;541380;811490,0,,TECNICO CORPORATION,,8L827,N,For Profit Organization;Business or Organization;Limited Liability Company
K3URF4HUNQS5,"GLOBAL, INCORPORATED",2.831,0.0,2.831,25,no,yes,Active,Active,Manufacturer of Goods,332912,3329,1,332912,0,,,,7H596,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JNC1BUEVV3B9,"JGILS, LLC",2.831,0.0,2.831,33,no,yes,Active,Active,Limited Liability Company,425120,4251,2,423990;425120,0,,,,1N8T8,N,For Profit Organization;Business or Organization;Limited Liability Company
FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",2.788,1.322,1.466,32,no,yes,NO_RECORD,,,,,0,,0,,,,,,
FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",2.76,2.76,0.0,4,no,yes,Active,Active,Subchapter S Corporation,336419,3364,22,236210;237120;238120;238220;332312;332313;332420;332710;332812;332813;332912;332919;333120;333414;333415;333914;334513;336212;336413;336419;339999;541380,0,,"PRECISION RESOURCES, INC.",,66589,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
F2KSX22KK1E4,"BLOOMY CONTROLS, INC.",2.727,2.727,0.0,9,no,yes,Active,Active,Manufacturer of Goods,334515,3345,5,334515;423830;541511;541512;541715,0,,,,1ZG80,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KH1SMVPKSHY4,"GREAT LAKES SOUND & VIBRATION, INC.",2.7,0.0,2.7,4,no,yes,Active,Active,Subchapter S Corporation,541330,5413,28,326291;326299;331210;331315;332322;332420;332439;332710;332994;332996;332999;333413;333514;333611;333618;334290;335311;335312;336212;336390;336413;336419;336992;336999;541330;541380;541512;541690,0,,,,3B6V7,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",2.692,2.692,0.0,114,no,yes,Active,Active,Manufacturer of Goods,334417,3344,5,333132;334417;334511;335999;336415,0,,BRANTNER HOLDING LLC,TE CONNECTIVITY MOG LLC,15789,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KSZBH4K529U5,"CMI, INC.",2.692,2.692,0.0,19,no,yes,Active,Active,Subchapter S Corporation,423510,4235,1,423510,0,,,,7CA90,N,For Profit Organization;Business or Organization;Subchapter S Corporation
