ticker,fy,quarter,call_date,source,url,txt_size_chars,filename
BAE,2024,1,2025-02-20,insidermonkey,https://www.insidermonkey.com/blog/bae-systems-plc-pnkbaesy-q1-2024-earnings-call-transcript-1458293/,64997,FY2024_Q1_insidermonkey.txt
BAE,2025,1,2025-07-30,insidermonkey,https://www.insidermonkey.com/blog/bae-systems-plc-otcbaesy-q1-2025-earnings-call-transcript-1580438/,63007,FY2025_Q1_insidermonkey.txt
BAE,2025,4,2026-02-19,insidermonkey,https://www.insidermonkey.com/blog/bae-systems-plc-otcbaesy-q4-2025-earnings-call-transcript-1699061/,80970,FY2025_Q4_insidermonkey.txt
