generated_internal_id,piid,tier,award_amount,recipient,matched_axes
CONT_AWD_N0002417C2100_9700_-NONE-_-NONE-,N0002417C2100,broad_maritime,34664220619.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,N0002417C2117,broad_maritime,30825591803.0,ELECTRIC BOAT CORPORATION,psc:1905
CONT_AWD_N0002412C2115_9700_-NONE-_-NONE-,N0002412C2115,broad_maritime,20180072575.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002409C2104_9700_-NONE-_-NONE-,N0002409C2104,broad_maritime,16238775949.0,ELECTRIC BOAT CORPORATION,naics:336611
CONT_AWD_N0002416C2116_9700_-NONE-_-NONE-,N0002416C2116,broad_maritime,11895158670.85,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002406C2222_9700_-NONE-_-NONE-,N0002406C2222,broad_maritime,10029620274.96,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002403C2101_9700_-NONE-_-NONE-,N0002403C2101,broad_maritime,9397332305.22,ELECTRIC BOAT CORPORATION,naics:336611
CONT_AWD_N0002423C2307_9700_-NONE-_-NONE-,N0002423C2307,broad_maritime,6948190150.83,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,N0002418C2307,broad_maritime,6826680195.74,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002408C2110_9700_-NONE-_-NONE-,N0002408C2110,broad_maritime,6645710960.11,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002402C2300_9700_-NONE-_-NONE-,N0002402C2300,broad_maritime,5922645371.88,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002416C2229_9700_-NONE-_-NONE-,N0002416C2229,broad_maritime,5875634500.23,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002418C2305_9700_-NONE-_-NONE-,N0002418C2305,broad_maritime,5338956970.86,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002423C2305_9700_-NONE-_-NONE-,N0002423C2305,broad_maritime,5027580800.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002411C2300_9700_-NONE-_-NONE-,N0002411C2300,broad_maritime,4980508595.15,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002424C2110_9700_-NONE-_-NONE-,N0002424C2110,broad_maritime,4960017500.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002413C2305_9700_-NONE-_-NONE-,N0002413C2305,broad_maritime,4932453522.56,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002418C2406_9700_-NONE-_-NONE-,N0002418C2406,broad_maritime,4643553757.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002498C2104_9700_-NONE-_-NONE-,N0002498C2104,broad_maritime,4563665299.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002409C2116_9700_-NONE-_-NONE-,N0002409C2116,broad_maritime,4515735503.83,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002415C2114_9700_-NONE-_-NONE-,N0002415C2114,broad_maritime,4500863792.12,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002411C2301_9700_-NONE-_-NONE-,N0002411C2301,broad_maritime,4462893976.64,"AUSTAL USA, LLC",naics:336611; psc:1905
CONT_AWD_N0002420C2120_9700_-NONE-_-NONE-,N0002420C2120,broad_maritime,4315002657.5,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002421C2106_9700_-NONE-_-NONE-,N0002421C2106,broad_maritime,3718736971.67,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002402C2303_9700_-NONE-_-NONE-,N0002402C2303,broad_maritime,3405711408.0,BATH IRON WORKS CORPORATION,naics:336611
CONT_AWD_N0002418C2301_9700_-NONE-_-NONE-,N0002418C2301,broad_maritime,3358164279.83,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,N0002413C2307,broad_maritime,3345822881.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002416C2427_9700_-NONE-_-NONE-,N0002416C2427,broad_maritime,3319287897.4,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002406C2303_9700_-NONE-_-NONE-,N0002406C2303,broad_maritime,3309817048.63,BATH IRON WORKS CORPORATION,naics:336611
CONT_AWD_N0002420C2437_9700_-NONE-_-NONE-,N0002420C2437,broad_maritime,3155693794.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002413C2128_9700_-NONE-_-NONE-,N0002413C2128,broad_maritime,3145999614.0,ELECTRIC BOAT CORPORATION,psc:1905
CONT_AWD_N0002417C2105_9700_-NONE-_-NONE-,N0002417C2105,broad_maritime,3038709104.53,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002498C2107_9700_-NONE-_-NONE-,N0002498C2107,broad_maritime,3003693920.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002416C2431_9700_-NONE-_-NONE-,N0002416C2431,broad_maritime,2997306665.94,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002424C2115_9700_-NONE-_-NONE-,N0002424C2115,broad_maritime,2975601797.0,"BECHTEL PLANT MACHINERY, INC.",psc:1905
CONT_AWD_N0002420C2300_9700_-NONE-_-NONE-,N0002420C2300,broad_maritime,2957440821.0,MARINETTE MARINE CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002417C2301_9700_-NONE-_-NONE-,N0002417C2301,broad_maritime,2809873984.4,"AUSTAL USA, LLC",naics:336611; psc:1905
CONT_AWD_N0002410C2229_9700_-NONE-_-NONE-,N0002410C2229,broad_maritime,2704759379.0,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002413C2108_9700_-NONE-_-NONE-,N0002413C2108,broad_maritime,2676691465.0,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002404C2118_9700_-NONE-_-NONE-,N0002404C2118,broad_maritime,2626745869.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002409C2107_9700_-NONE-_-NONE-,N0002409C2107,broad_maritime,2574356598.29,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002411C2306_9700_-NONE-_-NONE-,N0002411C2306,broad_maritime,2551812435.0,BATH IRON WORKS CORPORATION,naics:336611
CONT_AWD_N0002424C2114_9700_-NONE-_-NONE-,N0002424C2114,broad_maritime,2542667076.0,"BECHTEL PLANT MACHINERY, INC.",psc:1905
CONT_AWD_N0002424C2301_9700_-NONE-_-NONE-,N0002424C2301,broad_maritime,2502010119.0,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002402C2304_9700_-NONE-_-NONE-,N0002402C2304,broad_maritime,2232096494.0,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002419C2210_9700_-NONE-_-NONE-,N0002419C2210,other_small,2019738356.06,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",naics:336611; psc:1925
CONT_AWD_N0002409C2229_9700_-NONE-_-NONE-,N0002409C2229,other_small,1965375702.1,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611; psc:1990
CONT_AWD_N0002406C2115_9700_-NONE-_-NONE-,N0002406C2115,broad_maritime,1957373076.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002419C2235_9700_-NONE-_-NONE-,N0002419C2235,broad_maritime,1868185638.07,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611; psc:1905
CONT_AWD_N0002424C2473_9700_-NONE-_-NONE-,N0002424C2473,broad_maritime,1747000000.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002400C2217_9700_-NONE-_-NONE-,N0002400C2217,broad_maritime,1736174889.18,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002408C2217_9700_-NONE-_-NONE-,N0002408C2217,broad_maritime,1650327235.1,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N0002418C2300_9700_-NONE-_-NONE-,N0002418C2300,broad_maritime,1627050048.52,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002415C4301_9700_-NONE-_-NONE-,N0002415C4301,broad_maritime,1514536394.0,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002423C2452_9700_-NONE-_-NONE-,N0002423C2452,broad_maritime,1436316386.0,TEXTRON SYSTEMS CORP,naics:336611; psc:1905
CONT_AWD_N0002410C2118_9700_-NONE-_-NONE-,N0002410C2118,broad_maritime,1418130936.0,ELECTRIC BOAT CORPORATION,psc:1905
CONT_AWD_N0002411C2305_9700_-NONE-_-NONE-,N0002411C2305,broad_maritime,1403317277.0,BATH IRON WORKS CORPORATION,naics:336611
CONT_AWD_N0002419C2125_9700_-NONE-_-NONE-,N0002419C2125,broad_maritime,1370352119.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002420C4312_9700_-NONE-_-NONE-,N0002420C4312,broad_maritime,1332958326.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002404C2204_9700_-NONE-_-NONE-,N0002404C2204,small_craft,1304530568.3,HUNTINGTON INGALLS INCORPORATED,naics:336612
CONT_AWD_N0002407C2100_9700_-NONE-_-NONE-,N0002407C2100,broad_maritime,1238780271.0,"BECHTEL PLANT MACHINERY, INC.",naics:336611
CONT_AWD_N0002419C2227_9700_-NONE-_-NONE-,N0002419C2227,broad_maritime,1234361803.0,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N0002406C2304_9700_-NONE-_-NONE-,N0002406C2304,broad_maritime,1228329900.66,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002418C4314_9700_-NONE-_-NONE-,N0002418C4314,broad_maritime,1218462083.27,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002424C2106_9700_-NONE-_-NONE-,N0002424C2106,broad_maritime,1214509016.0,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002407C2102_9700_-NONE-_-NONE-,N0002407C2102,broad_maritime,1179194023.0,"BECHTEL PLANT MACHINERY, INC.",naics:336611
CONT_AWD_N0002410C4308_9700_-NONE-_-NONE-,N0002410C4308,broad_maritime,1022574619.15,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002417C2480_9700_-NONE-_-NONE-,N0002417C2480,broad_maritime,974912313.18,TEXTRON SYSTEMS CORP,naics:336611; psc:1905
CONT_AWD_N0002413C2112_9700_-NONE-_-NONE-,N0002413C2112,broad_maritime,945341283.0,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002424C2135_9700_-NONE-_-NONE-,N0002424C2135,broad_maritime,923094823.0,BLUEFORGE ALLIANCE,naics:336611; psc:1905
CONT_AWD_N0002414C2104_9700_-NONE-_-NONE-,N0002414C2104,broad_maritime,921664216.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002411C2111_9700_-NONE-_-NONE-,N0002411C2111,broad_maritime,913382712.0,ELECTRIC BOAT CORPORATION,naics:336611
CONT_AWD_N0002407C4013_9700_-NONE-_-NONE-,N0002407C4013,broad_maritime,892369912.71,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002411C4408_9700_-NONE-_-NONE-,N0002411C4408,broad_maritime,875656172.98,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002418C2106_9700_-NONE-_-NONE-,N0002418C2106,broad_maritime,853909180.2,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002411C4407_9700_-NONE-_-NONE-,N0002411C4407,broad_maritime,848562244.28,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002411C4400_9700_-NONE-_-NONE-,N0002411C4400,broad_maritime,818631176.31,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002424C2467_9700_-NONE-_-NONE-,N0002424C2467,broad_maritime,806951059.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002414C2111_9700_-NONE-_-NONE-,N0002414C2111,broad_maritime,801147553.78,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002411C2309_9700_-NONE-_-NONE-,N0002411C2309,broad_maritime,794237018.0,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002419C4452_9700_-NONE-_-NONE-,N0002419C4452,broad_maritime,779034743.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002408C4410_9700_-NONE-_-NONE-,N0002408C4410,broad_maritime,770825663.82,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002410C2110_9700_-NONE-_-NONE-,N0002410C2110,broad_maritime,739105644.11,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002406C2212_9700_-NONE-_-NONE-,N0002406C2212,broad_maritime,711305769.63,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",naics:336611; psc:1905
CONT_AWD_N0002409C4416_9700_-NONE-_-NONE-,N0002409C4416,broad_maritime,705096106.38,METRO MACHINE CORP.,naics:336611
CONT_AWD_N0002411C2307_9700_-NONE-_-NONE-,N0002411C2307,broad_maritime,701510526.0,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002424C2124_9700_-NONE-_-NONE-,N0002424C2124,broad_maritime,699224966.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002408C2100_9700_-NONE-_-NONE-,N0002408C2100,broad_maritime,670736987.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002412C2401_9700_-NONE-_-NONE-,N0002412C2401,broad_maritime,663121382.84,TEXTRON SYSTEMS CORP,naics:336611; psc:1905
CONT_AWD_N0002412C4311_9700_-NONE-_-NONE-,N0002412C4311,broad_maritime,662371899.0,BATH IRON WORKS CORPORATION,naics:336611
CONT_AWD_N0002413C4404_9700_-NONE-_-NONE-,N0002413C4404,broad_maritime,653650419.25,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002423C2203_9700_-NONE-_-NONE-,N0002423C2203,other_small,631815731.0,"AUSTAL USA, LLC",naics:336611; psc:1925
CONT_AWD_N0002411C4403_9700_-NONE-_-NONE-,N0002411C4403,broad_maritime,625043904.99,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002409C2302_9700_-NONE-_-NONE-,N0002409C2302,broad_maritime,624654007.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002412C4323_9700_-NONE-_-NONE-,N0002412C4323,broad_maritime,620343963.91,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002414C4412_9700_-NONE-_-NONE-,N0002414C4412,broad_maritime,606407523.8,BAE SYSTEMS HAWAII SHIPYARDS INC.,naics:336611
CONT_AWD_N0002408C2118_9700_-NONE-_-NONE-,N0002408C2118,broad_maritime,594932062.0,"BECHTEL PLANT MACHINERY, INC.",naics:336611
CONT_AWD_N0002416C2227_9700_-NONE-_-NONE-,N0002416C2227,broad_maritime,585996657.0,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002405C4403_9700_-NONE-_-NONE-,N0002405C4403,broad_maritime,584277278.6,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002406C4408_9700_-NONE-_-NONE-,N0002406C4408,broad_maritime,545911921.87,BAE SYSTEMS HAWAII SHIPYARDS INC.,naics:336611
CONT_AWD_N0002407C2117_9700_-NONE-_-NONE-,N0002407C2117,broad_maritime,540372046.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002425C4135_9700_-NONE-_-NONE-,N0002425C4135,broad_maritime,533749731.0,"NORTHSTAR MARITIME DISMANTLEMENT SERVICES, LLC",naics:336611; psc:1905
CONT_AWD_N0002410C2119_9700_-NONE-_-NONE-,N0002410C2119,broad_maritime,527781301.0,"BECHTEL PLANT MACHINERY, INC.",naics:336611
CONT_AWD_N0002410C2102_9700_-NONE-_-NONE-,N0002410C2102,broad_maritime,518056845.07,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002423F4318_9700_N0002422G4304_9700,N0002423F4318,broad_maritime,517248825.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002424C2112_9700_-NONE-_-NONE-,N0002424C2112,broad_maritime,512997491.0,"BECHTEL PLANT MACHINERY, INC.",psc:1905
CONT_AWD_N0002410C4401_9700_-NONE-_-NONE-,N0002410C4401,broad_maritime,501903737.81,METRO MACHINE CORP.,naics:336611
CONT_AWD_N0002411C2109_9700_-NONE-_-NONE-,N0002411C2109,broad_maritime,480108883.81,ELECTRIC BOAT CORPORATION,psc:1905
CONT_AWD_N6279307C0001_9700_-NONE-_-NONE-,N6279307C0001,broad_maritime,454835584.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002406C4415_9700_-NONE-_-NONE-,N0002406C4415,broad_maritime,446410971.95,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002419C4447_9700_-NONE-_-NONE-,N0002419C4447,broad_maritime,443725248.51,VIGOR MARINE LLC,naics:336611
CONT_AWD_N0002420C2109_9700_-NONE-_-NONE-,N0002420C2109,broad_maritime,441590236.94,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002423C4424_9700_-NONE-_-NONE-,N0002423C4424,broad_maritime,437964260.87,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002416C4306_9700_-NONE-_-NONE-,N0002416C4306,broad_maritime,435748755.14,METRO MACHINE CORP.,naics:336611
CONT_AWD_N0002417C4444_9700_-NONE-_-NONE-,N0002417C4444,broad_maritime,427981199.35,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002418C2207_9700_-NONE-_-NONE-,N0002418C2207,other_small,423966036.65,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",naics:336611; psc:1925
CONT_AWD_N0002415C4313_9700_-NONE-_-NONE-,N0002415C4313,broad_maritime,420515951.95,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611; psc:1905
CONT_AWD_N0002415C4300_9700_-NONE-_-NONE-,N0002415C4300,broad_maritime,412423015.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002415C2105_9700_-NONE-_-NONE-,N0002415C2105,broad_maritime,409837509.12,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002424C4418_9700_-NONE-_-NONE-,N0002424C4418,broad_maritime,405500471.0,METRO MACHINE CORP.,naics:336611
CONT_AWD_N0002406C4402_9700_-NONE-_-NONE-,N0002406C4402,broad_maritime,400607587.0,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002421C2209_9700_-NONE-_-NONE-,N0002421C2209,other_small,383613133.75,"AUSTAL USA, LLC",naics:336611; psc:1925
CONT_AWD_N0002410C4406_9700_-NONE-_-NONE-,N0002410C4406,broad_maritime,373700471.64,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,naics:336611
CONT_AWD_N0002411C4303_9700_-NONE-_-NONE-,N0002411C4303,broad_maritime,366770927.79,METRO MACHINE CORP.,naics:336611
CONT_AWD_N0002412C4403_9700_-NONE-_-NONE-,N0002412C4403,broad_maritime,363614577.22,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002416C4316_9700_-NONE-_-NONE-,N0002416C4316,broad_maritime,353730962.82,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002421C4205_9700_-NONE-_-NONE-,N0002421C4205,broad_maritime,352445208.7,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002409C2108_9700_-NONE-_-NONE-,N0002409C2108,broad_maritime,349638474.0,"BECHTEL PLANT MACHINERY, INC.",naics:336611
CONT_AWD_N0002423C4408_9700_-NONE-_-NONE-,N0002423C4408,broad_maritime,349235995.0,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002416C2217_9700_-NONE-_-NONE-,N0002416C2217,broad_maritime,347366587.83,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N0002424C4212_9700_-NONE-_-NONE-,N0002424C4212,broad_maritime,342256581.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002424F4319_9700_N0002422G4304_9700,N0002424F4319,broad_maritime,338025124.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002418C2230_9700_-NONE-_-NONE-,N0002418C2230,broad_maritime,336504825.0,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",naics:336611
CONT_AWD_N0002423C2324_9700_-NONE-_-NONE-,N0002423C2324,broad_maritime,328854777.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002416C2415_9700_-NONE-_-NONE-,N0002416C2415,broad_maritime,307322850.98,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0002422C2300_9700_-NONE-_-NONE-,N0002422C2300,broad_maritime,305851639.0,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002418C2313_9700_-NONE-_-NONE-,N0002418C2313,broad_maritime,302900871.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002413C4315_9700_-NONE-_-NONE-,N0002413C4315,broad_maritime,301794890.23,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N0002404C2105_9700_-NONE-_-NONE-,N0002404C2105,broad_maritime,294179627.5,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002419C2322_9700_-NONE-_-NONE-,N0002419C2322,broad_maritime,286484091.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002407C2101_9700_-NONE-_-NONE-,N0002407C2101,broad_maritime,279836930.0,"BECHTEL PLANT MACHINERY, INC.",naics:336611
CONT_AWD_N0002410C4405_9700_-NONE-_-NONE-,N0002410C4405,broad_maritime,278821067.75,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N0002425C4402_9700_-NONE-_-NONE-,N0002425C4402,broad_maritime,273536166.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_N0002403C2200_9700_-NONE-_-NONE-,N0002403C2200,broad_maritime,270864509.0,TEXTRON SYSTEMS CORP,naics:336611
CONT_AWD_0004_9700_N0002404D4409_9700,0004,broad_maritime,268295888.04,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002410C4407_9700_-NONE-_-NONE-,N0002410C4407,broad_maritime,264549375.26,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002422C4490_9700_-NONE-_-NONE-,N0002422C4490,broad_maritime,258959199.0,METRO MACHINE CORP.,naics:336611
CONT_AWD_N0002425C4411_9700_-NONE-_-NONE-,N0002425C4411,broad_maritime,254899776.16,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002408C4416_9700_-NONE-_-NONE-,N0002408C4416,broad_maritime,252166375.65,"VIGOR SHIPYARDS, LLC",naics:336611
CONT_AWD_N0002422C2253_9700_-NONE-_-NONE-,N0002422C2253,broad_maritime,249648342.95,"CONRAD SHIPYARD, L.L.C",naics:336611
CONT_AWD_N0002423C4410_9700_-NONE-_-NONE-,N0002423C4410,broad_maritime,249095387.39,"CONTINENTAL MARITIME OF SAN DIEGO, LLC",naics:336611
CONT_AWD_N0002405C4404_9700_-NONE-_-NONE-,N0002405C4404,broad_maritime,248310283.01,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002407C4404_9700_-NONE-_-NONE-,N0002407C4404,broad_maritime,245117485.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0002419C6402_9700_-NONE-_-NONE-,N0002419C6402,other_small,242754694.06,"TELEDYNE BROWN ENGINEERING, INC.",naics:336611; psc:1990
CONT_AWD_N0002421C4404_9700_-NONE-_-NONE-,N0002421C4404,broad_maritime,240912112.0,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002409C2256_9700_-NONE-_-NONE-,N0002409C2256,small_craft,240117440.61,"SWIFTSHIPS SHIPBUILDERS, L.L.C.",naics:336612; psc:1940
CONT_AWD_N0002418C4321_9700_-NONE-_-NONE-,N0002418C4321,broad_maritime,238591322.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002422C4420_9700_-NONE-_-NONE-,N0002422C4420,broad_maritime,238535465.04,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002410C2203_9700_-NONE-_-NONE-,N0002410C2203,broad_maritime,236099646.04,HUNTINGTON INGALLS INCORPORATED,naics:336611; psc:1905
CONT_AWD_N0002418C4403_9700_-NONE-_-NONE-,N0002418C4403,broad_maritime,233139357.0,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002420C4308_9700_-NONE-_-NONE-,N0002420C4308,broad_maritime,231244669.22,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,naics:336611
CONT_AWD_N0002412C2313_9700_-NONE-_-NONE-,N0002412C2313,broad_maritime,230800854.0,BATH IRON WORKS CORPORATION,psc:1905
CONT_AWD_N0002420C4446_9700_-NONE-_-NONE-,N0002420C4446,broad_maritime,230292923.66,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002424C2331_9700_-NONE-_-NONE-,N0002424C2331,broad_maritime,224998619.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002407C4415_9700_-NONE-_-NONE-,N0002407C4415,broad_maritime,222455407.18,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002418C4404_9700_-NONE-_-NONE-,N0002418C4404,broad_maritime,221210547.1,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002422C2228_9700_-NONE-_-NONE-,N0002422C2228,broad_maritime,220537828.88,MARITIME APPLIED PHYSICS CORPORATION,naics:336611; psc:1905
CONT_AWD_N0002418C4301_9700_-NONE-_-NONE-,N0002418C4301,broad_maritime,218647437.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N4523A24C0551_9700_-NONE-_-NONE-,N4523A24C0551,broad_maritime,217043891.93,VIGOR MARINE LLC,naics:336611
CONT_AWD_N0002413C4308_9700_-NONE-_-NONE-,N0002413C4308,broad_maritime,214835473.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
