generated_internal_id,piid,tier,award_amount,recipient,matched_axes
CONT_AWD_N5523621F5229_9700_N0002416D4417_9700,N5523621F5229,broad_maritime,18941554.89,"CONTINENTAL MARITIME OF SAN DIEGO, LLC",naics:336611
CONT_AWD_N0002419F2238_9700_47QSWA18D009G_4732,N0002419F2238,small_craft,18940855.8,"SILVER SHIPS, INC",naics:336611; psc:1940
CONT_AWD_N3220517C4207_9700_-NONE-_-NONE-,N3220517C4207,broad_maritime,18900434.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_N3220523C4015_9700_-NONE-_-NONE-,N3220523C4015,broad_maritime,18893484.74,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N3220518C4253_9700_-NONE-_-NONE-,N3220518C4253,broad_maritime,18864865.12,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N3220525C4003_9700_-NONE-_-NONE-,N3220525C4003,broad_maritime,18862131.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N0002420C6318_9700_-NONE-_-NONE-,N0002420C6318,broad_maritime,18856418.19,"GIBBS & COX, INC.",naics:336611; psc:1905
CONT_AWD_N0002423F22C2_9700_N0002421D2205_9700,N0002423F22C2,small_craft,18827650.63,"SILVER SHIPS, INC",naics:336612; psc:1940
CONT_AWD_N3220525C4125_9700_-NONE-_-NONE-,N3220525C4125,broad_maritime,18822977.0,JAG ALASKA INC.,naics:336611
CONT_AWD_N6931618F4003_9700_N0002415G2304_9700,N6931618F4003,broad_maritime,18750387.0,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N3220518C4003_9700_-NONE-_-NONE-,N3220518C4003,broad_maritime,18748989.0,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N6931625F6000_9700_N0002425G2306_9700,N6931625F6000,broad_maritime,18730186.0,HUNTINGTON INGALLS INCORPORATED,naics:336611
CONT_AWD_N0016721F0120_9700_N0002420G4107_9700,N0016721F0120,broad_maritime,18694230.0,BAE SYSTEMS LAND & ARMAMENTS L.P.,naics:336611
CONT_AWD_N6278919F0007_9700_N0002416D4300_9700,N6278919F0007,broad_maritime,18677555.0,ELECTRIC BOAT CORPORATION,naics:336611
CONT_AWD_N0002425F4G02_9700_N0002423D4311_9700,N0002425F4G02,broad_maritime,18662122.0,"SEAWARD MARINE SERVICES, LLC",naics:336611
CONT_AWD_N4002724F0117_9700_N4002719D1001_9700,N4002724F0117,broad_maritime,18547908.89,"EAST COAST REPAIR & FABRICATION, LLC",naics:336611
CONT_AWD_N5005424FL005_9700_N0002422D4411_9700,N5005424FL005,broad_maritime,18488920.0,METRO MACHINE CORP.,naics:336611
CONT_AWD_N5005420FC027_9700_N0002416D4407_9700,N5005420FC027,broad_maritime,18482384.0,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N5005423FC024_9700_N0002422D4402_9700,N5005423FC024,broad_maritime,18471496.32,"EAST COAST REPAIR & FABRICATION, LLC",naics:336611
CONT_AWD_N5523621F8267_9700_N0002418D4331_9700,N5523621F8267,broad_maritime,18457882.18,LIFE CYCLE ENGINEERING INC,naics:336611
CONT_AWD_N4044624F0045_9700_N4044623D0002_9700,N4044624F0045,broad_maritime,18411452.61,GUAM INDUSTRIAL SERVICES INC,naics:336611
CONT_AWD_N5523619F4018_9700_N0002416D4418_9700,N5523619F4018,broad_maritime,18400112.77,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N5523624F8469_9700_N0002418D4331_9700,N5523624F8469,broad_maritime,18375032.88,LIFE CYCLE ENGINEERING INC,naics:336611
CONT_AWD_7F14_9700_N0002415G2304_9700,7F14,broad_maritime,18343065.0,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N4034519F0004_9700_N0002418D4328_9700,N4034519F0004,broad_maritime,18340136.85,"MARINE GROUP BOAT WORKS, LLC",naics:336611
CONT_AWD_N3220520C4006_9700_-NONE-_-NONE-,N3220520C4006,broad_maritime,18322249.0,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N6449822F3164_9700_N6449821D4028_9700,N6449822F3164,broad_maritime,18273902.75,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",naics:336611
CONT_AWD_N3220520C4002_9700_-NONE-_-NONE-,N3220520C4002,broad_maritime,18216697.0,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N3220526C1226_9700_-NONE-_-NONE-,N3220526C1226,broad_maritime,18205703.0,ALABAMA SHIPYARD LLC,naics:336611
CONT_AWD_N0002424F4G00_9700_N0002423D4311_9700,N0002424F4G00,broad_maritime,18167027.17,"SEAWARD MARINE SERVICES, LLC",naics:336611
CONT_AWD_N3220526C1204_9700_-NONE-_-NONE-,N3220526C1204,broad_maritime,18107935.0,ALABAMA SHIPYARD LLC,naics:336611
CONT_AWD_0182_9700_N0002411D4229_9700,0182,broad_maritime,18071359.0,VSE CORPORATION,naics:336611
CONT_AWD_0009_9700_N6554013D0009_9700,0009,broad_maritime,18036800.0,"QED SYSTEMS, INC.",naics:336611
CONT_AWD_N6817123C0003_9700_-NONE-_-NONE-,N6817123C0003,broad_maritime,18007870.17,PALUMBO SHIPYARD LIMITED,naics:336611
CONT_AWD_N6449823F4090_9700_N0002418G4113_9700,N6449823F4090,broad_maritime,17981800.0,GENERAL ELECTRIC COMPANY,naics:336611
CONT_AWD_N6279323F0006_9700_N0002421D4114_9700,N6279323F0006,broad_maritime,17963026.87,HII FLEET SUPPORT GROUP LLC,naics:336611; psc:1905
CONT_AWD_0039_9700_N6554009D0030_9700,0039,broad_maritime,17955295.0,"DELPHINUS ENGINEERING, INC.",naics:336611
CONT_AWD_N0002424C2222_9700_-NONE-_-NONE-,N0002424C2222,small_craft,17862720.0,SYNERGY PARTNERS LLC,naics:336612; psc:1940
CONT_AWD_N0060416C3014_9700_-NONE-_-NONE-,N0060416C3014,broad_maritime,17807104.46,"ADEPT PROCESS SERVICES, INC.",naics:336611
CONT_AWD_7F20_9700_N0002415G2304_9700,7F20,broad_maritime,17794690.0,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N5005419FL020_9700_N0002416D4412_9700,N5005419FL020,broad_maritime,17786658.0,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N0002414C2122_9700_-NONE-_-NONE-,N0002414C2122,broad_maritime,17751918.0,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N3220517C4209_9700_-NONE-_-NONE-,N3220517C4209,other_small,17740927.48,DETYENS SHIPYARDS INC,naics:336611; psc:1990
CONT_AWD_N5005418FC024_9700_N0002416D4406_9700,N5005418FC024,broad_maritime,17736190.15,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N6279323F7802_9700_N0002419D4306_9700,N6279323F7802,broad_maritime,17715658.0,HUNTINGTON INGALLS INC,naics:336611; psc:1905
CONT_AWD_N5005425F5308_9700_N5005420D0003_9700,N5005425F5308,broad_maritime,17648180.93,"COLONNA'S SHIP YARD, INCORPORATED",naics:336611
CONT_AWD_N5523622F2120_9700_N0002422D4469_9700,N5523622F2120,broad_maritime,17625212.54,PROPULSION CONTROLS ENGINEERING,naics:336611
CONT_AWD_N0002421F4100_9700_N0002420G4107_9700,N0002421F4100,broad_maritime,17576524.0,BAE SYSTEMS LAND & ARMAMENTS L.P.,naics:336611
CONT_AWD_N3220525C4148_9700_-NONE-_-NONE-,N3220525C4148,broad_maritime,17543838.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N6278619F0055_9700_N0002415G2303_9700,N6278619F0055,broad_maritime,17540193.0,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N3220516C4400_9700_-NONE-_-NONE-,N3220516C4400,broad_maritime,17523980.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_N5523626F5015_9700_N0002422D4447_9700,N5523626F5015,broad_maritime,17522574.93,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N3220526C1221_9700_-NONE-_-NONE-,N3220526C1221,broad_maritime,17517910.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N6817122F6185_9700_N6817121D6003_9700,N6817122F6185,broad_maritime,17513055.83,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_N3220521C4024_9700_-NONE-_-NONE-,N3220521C4024,broad_maritime,17510063.0,ALABAMA SHIPYARD LLC,naics:336611
CONT_AWD_N5523624F9880_9700_N5523621D0015_9700,N5523624F9880,broad_maritime,17488439.99,"MARINE GROUP BOAT WORKS, LLC",naics:336611
CONT_AWD_N3220522C4009_9700_-NONE-_-NONE-,N3220522C4009,broad_maritime,17448975.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N0002413C2315_9700_-NONE-_-NONE-,N0002413C2315,broad_maritime,17409080.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_0003_9700_N0002416D4418_9700,0003,broad_maritime,17403829.0,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N0002406C2310_9700_-NONE-_-NONE-,N0002406C2310,broad_maritime,17321439.0,BATH IRON WORKS CORPORATION,naics:336611
CONT_AWD_N6817123F6368_9700_N6817121D6003_9700,N6817123F6368,broad_maritime,17253675.65,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_N3220520C2048_9700_-NONE-_-NONE-,N3220520C2048,broad_maritime,17236419.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_0016_9700_N0002409G2300_9700,0016,broad_maritime,17235721.0,LOCKHEED MARTIN CORPORATION,naics:336611
CONT_AWD_N6339422C0004_9700_-NONE-_-NONE-,N6339422C0004,broad_maritime,17229081.46,"PRISM MARITIME, INC.",naics:336611
CONT_AWD_N0002418F6303_9700_N6133117D0001_9700,N0002418F6303,broad_maritime,17206336.0,RAYTHEON COMPANY,psc:2090
CONT_AWD_N0002414C2246_9700_-NONE-_-NONE-,N0002414C2246,small_craft,17194969.32,"WILLARD MARINE, INC.",naics:336612; psc:1940
CONT_AWD_N4523A15C0003_9700_-NONE-_-NONE-,N4523A15C0003,broad_maritime,17166638.0,"IMIA, LLC",naics:336611
CONT_AWD_N4033923CF017_9700_-NONE-_-NONE-,N4033923CF017,broad_maritime,17158689.0,DRY DOCKS WORLD - DUBAI FZCO,naics:336611
CONT_AWD_0054_9700_N0018913D0049_9700,0054,broad_maritime,17141478.69,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_N0002417F4246_9700_N0002411D4229_9700,N0002417F4246,broad_maritime,17083386.0,VSE CORPORATION,naics:336611
CONT_AWD_0071_9700_N0018913D0049_9700,0071,broad_maritime,17046659.53,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_N5523622F5340_9700_N0002416D4418_9700,N5523622F5340,broad_maritime,17002244.39,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N3220515C3008_9700_-NONE-_-NONE-,N3220515C3008,broad_maritime,16955557.0,BAE SYSTEMS SAN FRANCISCO SHIP REPAIR INC.,naics:336611
CONT_AWD_N6817124F6235_9700_N6817121D6003_9700,N6817124F6235,broad_maritime,16949312.71,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_N0002413C2400_9700_-NONE-_-NONE-,N0002413C2400,broad_maritime,16945552.37,L3HARRIS MARITIME SERVICES INC,naics:336611; psc:1905
CONT_AWD_L826_9700_N0002410G4304_9700,L826,broad_maritime,16942125.0,ELECTRIC BOAT CORPORATION,naics:336611; psc:1905
CONT_AWD_N6264923F0463_9700_N6264921G0002_9700,N6264923F0463,broad_maritime,16919391.0,"SUMITOMO HEAVY INDUSTRIES, LTD",naics:336611
CONT_AWD_0043_9700_N0018913D0049_9700,0043,broad_maritime,16888797.31,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_N4002718C0006_9700_-NONE-_-NONE-,N4002718C0006,broad_maritime,16880270.51,"COLONNA'S SHIP YARD, INCORPORATED",naics:336611
CONT_AWD_N5523625F9982_9700_N0002421D4114_9700,N5523625F9982,broad_maritime,16877711.0,HII FLEET SUPPORT GROUP LLC,naics:336611; psc:1905
CONT_AWD_N6279323F1001_9700_N0002421D4103_9700,N6279323F1001,broad_maritime,16858687.56,HII FLEET SUPPORT GROUP LLC,naics:336611; psc:1905
CONT_AWD_N3220526C0004_9700_-NONE-_-NONE-,N3220526C0004,broad_maritime,16840735.0,ALABAMA SHIPYARD LLC,naics:336611
CONT_AWD_N3220516C4311_9700_-NONE-_-NONE-,N3220516C4311,broad_maritime,16834181.0,BAE SYSTEMS SOUTHEAST SHIPYARDS ALABAMA LLC,naics:336611
CONT_AWD_N5523617F6001_9700_N0002416D4421_9700,N5523617F6001,broad_maritime,16827621.94,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_0070_9700_N0002405D4204_9700,0070,broad_maritime,16827266.38,VSE CORPORATION,naics:336611
CONT_AWD_N6817122F6202_9700_N6817121D6003_9700,N6817122F6202,broad_maritime,16807687.53,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_0023_9700_N6600109D0032_9700,0023,usv_core,16800000.0,EDO PROFESSIONAL SERVICES INC.,keyword
CONT_AWD_N5005417FC010_9700_N0002416D4407_9700,N5005417FC010,broad_maritime,16799028.0,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N4044621F0053_9700_N3220517D4904_9700,N4044621F0053,broad_maritime,16737235.65,CABRAS MARINE CORPORATION,naics:336611
CONT_AWD_L803_9700_N0002410G4314_9700,L803,broad_maritime,16720684.0,ELECTRIC BOAT CORPORATION,naics:336611
CONT_AWD_N5005423FC005_9700_N0002422D4404_9700,N5005423FC005,broad_maritime,16708892.0,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N3220525F1163_9700_N3220525D4050_9700,N3220525F1163,broad_maritime,16703875.17,GULF COPPER & MANUFACTURING CORPORATION,naics:336611
CONT_AWD_ER01_9700_N0002413G2316_9700,ER01,broad_maritime,16681406.0,BATH IRON WORKS CORPORATION,naics:336611; psc:1905
CONT_AWD_0289_9700_N0002411D4229_9700,0289,broad_maritime,16648160.0,VSE CORPORATION,naics:336611
CONT_AWD_N3220525C5001_9700_-NONE-_-NONE-,N3220525C5001,broad_maritime,16619254.0,ALABAMA SHIPYARD LLC,naics:336611
CONT_AWD_N0003313C7500_9700_-NONE-_-NONE-,N0003313C7500,broad_maritime,16617648.42,GE ENERGY POWER CONVERSION USA INC.,psc:2090
CONT_AWD_N3220516C4308_9700_-NONE-_-NONE-,N3220516C4308,broad_maritime,16608519.0,BAE SYSTEMS SAN FRANCISCO SHIP REPAIR INC.,naics:336611
CONT_AWD_N0002425F22B5_9700_N0002423D2224_9700,N0002425F22B5,small_craft,16596534.36,"RIBCRAFT USA, LLC",naics:336612; psc:1940
CONT_AWD_N6817118F6147_9700_N0018913D0049_9700,N6817118F6147,broad_maritime,16596102.82,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_N5005411C1106_9700_-NONE-_-NONE-,N5005411C1106,broad_maritime,16584593.65,"COLONNA'S SHIP YARD, INCORPORATED",naics:336611
CONT_AWD_N5005415C0005_9700_-NONE-_-NONE-,N5005415C0005,broad_maritime,16545739.0,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N6817125F6038_9700_N6817121D6003_9700,N6817125F6038,broad_maritime,16536978.65,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_N4034521F0051_9700_N4034521G0002_9700,N4034521F0051,broad_maritime,16528528.0,SEATRIUM REPAIRS & UPGRADES PTE. LTD.,naics:336611
CONT_AWD_N6817120F6189_9700_N0018913D0049_9700,N6817120F6189,broad_maritime,16520309.44,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_N3220518C4251_9700_-NONE-_-NONE-,N3220518C4251,broad_maritime,16494082.0,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N0016723F0035_9700_N0016723D0004_9700,N0016723F0035,broad_maritime,16493046.8,BAE SYSTEMS LAND & ARMAMENTS L.P.,naics:336611
CONT_AWD_N0002424F4G04_9700_N0002423D4311_9700,N0002424F4G04,broad_maritime,16470375.08,"SEAWARD MARINE SERVICES, LLC",naics:336611
CONT_AWD_N6278622F0021_9700_N0002419G2319_9700,N6278622F0021,broad_maritime,16456395.0,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N0016719F0175_9700_N0016719D0006_9700,N0016719F0175,broad_maritime,16429982.0,GENERAL ATOMICS,naics:336611
CONT_AWD_7F07_9700_N0002415G2304_9700,7F07,broad_maritime,16389417.0,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N0010424FZL05_9700_N0010423GZL01_9700,N0010424FZL05,small_craft,16387032.0,"DEFENSE MARITIME SOLUTIONS, INC.",naics:336612
CONT_AWD_N3220521C4110_9700_-NONE-_-NONE-,N3220521C4110,broad_maritime,16374706.0,ALABAMA SHIPYARD LLC,naics:336611
CONT_AWD_N0002423F4125_9700_N0002419D4114_9700,N0002423F4125,broad_maritime,16370119.24,"HEXAGON US FEDERAL, INC",psc:2090
CONT_AWD_N5523618F5030_9700_N0002416D4418_9700,N5523618F5030,broad_maritime,16358355.91,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_N3225326F0030_9700_N0002424D4236_9700,N3225326F0030,broad_maritime,16357928.21,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N5523618F4031_9700_N0002416D4418_9700,N5523618F4031,broad_maritime,16342524.5,NATIONAL STEEL AND SHIPBUILDING COMPANY,naics:336611
CONT_AWD_0006_9700_N0002416D4408_9700,0006,broad_maritime,16328437.0,METRO MACHINE CORP.,naics:336611
CONT_AWD_N6817119F6154_9700_N0018913D0049_9700,N6817119F6154,broad_maritime,16324451.03,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_0055_9700_N5005410D1003_9700,0055,broad_maritime,16289105.78,LYON SHIPYARD INC,naics:336611
CONT_AWD_0004_9700_N0002416D4407_9700,0004,broad_maritime,16280276.0,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N3220520C4015_9700_-NONE-_-NONE-,N3220520C4015,broad_maritime,16235334.0,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N6817121F6049_9700_N6817121D6003_9700,N6817121F6049,broad_maritime,16224215.74,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_N3220520C4067_9700_-NONE-_-NONE-,N3220520C4067,broad_maritime,16217685.19,"COLONNA'S SHIP YARD, INCORPORATED",naics:336611
CONT_AWD_N0002422C2223_9700_-NONE-_-NONE-,N0002422C2223,small_craft,16188160.06,"SILVER SHIPS, INC",naics:336612; psc:1940
CONT_AWD_N4002714C0010_9700_-NONE-_-NONE-,N4002714C0010,broad_maritime,16170093.58,"COLONNA'S SHIP YARD, INCORPORATED",naics:336611
CONT_AWD_N3225323F0054_9700_N0002420D4448_9700,N3225323F0054,broad_maritime,16128381.53,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N4034522F0243_9700_N4034521G0002_9700,N4034522F0243,broad_maritime,16124286.0,SEATRIUM REPAIRS & UPGRADES PTE. LTD.,naics:336611
CONT_AWD_N6278617F0065_9700_N0002415G2303_9700,N6278617F0065,broad_maritime,16092428.0,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N5523624F8419_9700_N0002418D4331_9700,N5523624F8419,broad_maritime,16069453.59,LIFE CYCLE ENGINEERING INC,naics:336611
CONT_AWD_N0002423F23A7_9700_N0002421D2255_9700,N0002423F23A7,small_craft,16030258.55,"SNOW & COMPANY, INC.",naics:336612; psc:1940
CONT_AWD_N3220522C2052_9700_-NONE-_-NONE-,N3220522C2052,broad_maritime,16027302.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N0002420C6316_9700_-NONE-_-NONE-,N0002420C6316,broad_maritime,16002067.15,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",naics:336611; psc:1905
CONT_AWD_N5005413C1305_9700_-NONE-_-NONE-,N5005413C1305,broad_maritime,15994477.6,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,naics:336611
CONT_AWD_N0002420C6320_9700_-NONE-_-NONE-,N0002420C6320,broad_maritime,15950015.57,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N3220523C4008_9700_-NONE-_-NONE-,N3220523C4008,broad_maritime,15944054.0,MARE ISLAND DRY DOCK LLC,naics:336611
CONT_AWD_N5005422C0006_9700_-NONE-_-NONE-,N5005422C0006,broad_maritime,15901242.0,LYON SHIPYARD INC,naics:336611
CONT_AWD_N5005423FC006_9700_N0002422D4404_9700,N5005423FC006,broad_maritime,15897107.0,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N3220515C3015_9700_-NONE-_-NONE-,N3220515C3015,broad_maritime,15881048.79,VIGOR MARINE LLC,naics:336611
CONT_AWD_N0002424C2204_9700_-NONE-_-NONE-,N0002424C2204,small_craft,15877254.0,"SAAB, INC",naics:336612; psc:1940
CONT_AWD_N3220519C6004_9700_-NONE-_-NONE-,N3220519C6004,broad_maritime,15860121.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_N3220518C4250_9700_-NONE-_-NONE-,N3220518C4250,broad_maritime,15835739.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N6660424FC844_9700_N6660418DC817_9700,N6660424FC844,small_craft,15834192.0,NORTHROP GRUMMAN SYSTEMS CORPORATION,psc:1940
CONT_AWD_0062_9700_N0018913D0049_9700,0062,broad_maritime,15813222.1,NAVANTIA REPARACIONES SAN FERNANDO,naics:336611
CONT_AWD_EHP6_9700_N0017804D4078_9700,EHP6,broad_maritime,15809241.78,NOBLIS MSD LLC,psc:2090
CONT_AWD_N6817124F6220_9700_N6817121D6003_9700,N6817124F6220,broad_maritime,15796626.52,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_7F18_9700_N0002415G2304_9700,7F18,broad_maritime,15722809.0,"AUSTAL USA, LLC",naics:336611
CONT_AWD_N5523624F9974_9700_N0002421D4114_9700,N5523624F9974,broad_maritime,15713879.0,HII FLEET SUPPORT GROUP LLC,naics:336611; psc:1905
CONT_AWD_N0025322F5013_9700_N0002422D4205_9700,N0025322F5013,broad_maritime,15640565.21,VECTRUS SYSTEMS LLC,naics:336611
CONT_AWD_N0002425F4G04_9700_N0002423D4311_9700,N0002425F4G04,broad_maritime,15632344.04,"SEAWARD MARINE SERVICES, LLC",naics:336611
CONT_AWD_N4002720F0015_9700_N4002717D1001_9700,N4002720F0015,broad_maritime,15590374.24,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,naics:336611
CONT_AWD_N6449818FBB47_9700_N6554015D0004_9700,N6449818FBB47,broad_maritime,15584452.92,"DELPHINUS ENGINEERING, INC.",naics:336611
CONT_AWD_N5005425FL000_9700_N0002422D4408_9700,N5005425FL000,broad_maritime,15564508.86,"EAST COAST REPAIR & FABRICATION, LLC",naics:336611
CONT_AWD_N4044210C5000_9700_-NONE-_-NONE-,N4044210C5000,other_small,15558595.2,BAE SYSTEMS SAN FRANCISCO SHIP REPAIR INC.,naics:336611; psc:1925
CONT_AWD_N5005419FC010_9700_N0002416D4407_9700,N5005419FC010,broad_maritime,15521961.86,"MARINE HYDRAULICS INTERNATIONAL, LLC",naics:336611
CONT_AWD_N3220518C4551_9700_-NONE-_-NONE-,N3220518C4551,broad_maritime,15383134.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_N4034522F0115_9700_N6264920G0003_9700,N4034522F0115,broad_maritime,15381118.24,"SUNJIN ENTECH CO.,LTD.",naics:336611
CONT_AWD_N3220521C4088_9700_-NONE-_-NONE-,N3220521C4088,broad_maritime,15379541.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N3220526C0005_9700_-NONE-_-NONE-,N3220526C0005,broad_maritime,15376216.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_4T17_9700_N0002405G4418_9700,4T17,broad_maritime,15364965.38,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N0016722F0023_9700_N0016719D0009_9700,N0016722F0023,broad_maritime,15323368.22,THE BOEING COMPANY,naics:336611
CONT_AWD_N4034523F0169_9700_N4034519G0014_9700,N4034523F0169,broad_maritime,15309317.4,UNITHAI SHIPYARD & ENGINEERING LIMITED - BRANCH,naics:336611
CONT_AWD_N6278621F0004_9700_N0002419G2319_9700,N6278621F0004,broad_maritime,15251886.0,LOCKHEED MARTIN CORPORATION,naics:336611; psc:1905
CONT_AWD_N5005421FL032_9700_N5005417D0004_9700,N5005421FL032,broad_maritime,15214520.41,TECNICO CORPORATION,naics:336611
CONT_AWD_N6449817FHB35_9700_N6554013D0009_9700,N6449817FHB35,broad_maritime,15210828.95,"QED SYSTEMS, INC.",naics:336611
CONT_AWD_N4002722F0025_9700_N4002719D1001_9700,N4002722F0025,broad_maritime,15204965.31,"EAST COAST REPAIR & FABRICATION, LLC",naics:336611
CONT_AWD_N6449820FBB19_9700_N6554015D0005_9700,N6449820FBB19,broad_maritime,15204698.33,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",naics:336611
CONT_AWD_N6817123F6112_9700_N6817121D6003_9700,N6817123F6112,broad_maritime,15192052.04,"NAVANTIA, S.A., S.M.E.",naics:336611
CONT_AWD_N0002414C2422_9700_-NONE-_-NONE-,N0002414C2422,broad_maritime,15172258.45,L3HARRIS MARITIME SERVICES INC,naics:336611; psc:1905
CONT_AWD_N6279324F0006_9700_N0002421D4114_9700,N6279324F0006,broad_maritime,15165770.31,HII FLEET SUPPORT GROUP LLC,naics:336611; psc:1905
CONT_AWD_N3220526C0008_9700_-NONE-_-NONE-,N3220526C0008,broad_maritime,15145663.0,DETYENS SHIPYARDS INC,naics:336611
CONT_AWD_N3220522C4174_9700_-NONE-_-NONE-,N3220522C4174,broad_maritime,15145199.48,MARE ISLAND DRY DOCK LLC,naics:336611
CONT_AWD_N6449821F3058_9700_N6449821D0015_9700,N6449821F3058,broad_maritime,15144206.04,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",naics:336611
CONT_AWD_N0016721F0230_9700_N0016719D0006_9700,N0016721F0230,broad_maritime,15134254.12,GENERAL ATOMICS,naics:336611
CONT_AWD_N0002409C2105_9700_-NONE-_-NONE-,N0002409C2105,broad_maritime,15131802.42,HUNTINGTON INGALLS INC,naics:336611
CONT_AWD_N3220519C4011_9700_-NONE-_-NONE-,N3220519C4011,broad_maritime,15129772.18,BOSTON SHIP REPAIR LLC,naics:336611
CONT_AWD_N0002424C2101_9700_-NONE-_-NONE-,N0002424C2101,broad_maritime,15106355.0,MILLS MARINE & SHIP REPAIR LLC,naics:336611; psc:1905
CONT_AWD_N4002722F0018_9700_N4002717D1009_9700,N4002722F0018,broad_maritime,15085870.79,METRO MACHINE CORP,naics:336611
CONT_AWD_N3220514C2001_9700_-NONE-_-NONE-,N3220514C2001,broad_maritime,15069091.0,VIGOR MARINE LLC,naics:336611
CONT_AWD_N6449821F4070_9700_N0002418G4113_9700,N6449821F4070,broad_maritime,15055043.2,GENERAL ELECTRIC COMPANY,naics:336611
CONT_AWD_N4002719F0013_9700_N4002717D1001_9700,N4002719F0013,broad_maritime,15048421.5,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,naics:336611
