prime_piid,prime,prime_uei,sub_key,sub_name,sub_uei,sub_amount,sub_date,capability,report_lag_mo,description
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,LV12LKK92Z99,ABRAMS AIRBORNE MANUFACTURING INC,LV12LKK92Z99,35856.0,2021-09-22,autonomy_software,31.0,NRE - All.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,LV12LKK92Z99,ABRAMS AIRBORNE MANUFACTURING INC,LV12LKK92Z99,35856.0,2021-09-22,autonomy_software,18.7,NRE - Other.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,35853.15,2021-04-20,propulsion_power,0.4,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,PEG3VG9ABYU3,ARNE AVIATION LLC,J6N5K6JKWEU1,35700.0,2022-07-05,other_unclassified,15.9,Services
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,PEG3VG9ABYU3,ARNE AVIATION LLC,J6N5K6JKWEU1,35700.0,2022-07-05,other_unclassified,15.9,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,PAH8M4BJACA5,35400.0,2021-04-01,propulsion_power,1.1,Engineering services/materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,"SYSTIMA TECHNOLOGIES, INC.",ME2BVJ4KGAM1,35332.0,2021-06-02,propulsion_power,1.8,"GasGenerator&Bottles, Pyrotechnic Devices."
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,RGD9DYZKCNT6,RYAN MARINE INC,RGD9DYZKCNT6,35284.0,2023-03-09,other_unclassified,7.8,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,T1DJK3F8H6V5,"METROPOLE PRODUCTS, INC.",T1DJK3F8H6V5,35235.0,2021-04-26,propulsion_power,0.2,Engineering services/materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,KZMKJTDQFM19,UNMANNED SYSTEMS SOURCE LLC,KZMKJTDQFM19,35200.0,2021-06-03,autonomy_software,1.8,Accelerometers.
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,RGD9DYZKCNT6,RYAN MARINE INC,RGD9DYZKCNT6,35114.98,2024-02-15,other_unclassified,1.4,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,UB85XFK12YE9,ADAMS AIR & HYDRAULICS INC,MLNJUA8KC2C5,34999.98,2024-08-09,autonomy_software,2.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,NZLPJ3WBMDA8,"PNEU-DRAULICS, INCORPORATED",NZLPJ3WBMDA8,34922.0,2022-08-10,propulsion_power,1.0,Engineering Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",CZKYJKB7H9J7,34892.68,2023-10-24,propulsion_power,1.3,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,WHITESBURG ELECTRONICS INC,RKXHNMJD8639,34866.0,2025-02-24,propulsion_power,1.2,Engineering Services and Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RU42J22YFWW5,"STS OPERATING, INC.",GEZPNX8Q2RM3,34785.0,2021-04-23,propulsion_power,0.3,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,34440.0,2024-10-01,platform_hull,1.2,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,M34VC7UDBDE6,ADL EMBEDDED SOLUTIONS INC,M34VC7UDBDE6,34416.0,2023-02-27,propulsion_power,0.2,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,34320.0,2021-08-04,platform_hull,1.0,Engineering materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,UZ6EFJJNEFT3,EACO CORPORATION,KEDSLQ7YAC95,34300.0,2021-11-01,other_unclassified,29.7,"Cylindricl Connector, Hermetic Connectors."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,UZ6EFJJNEFT3,EACO CORPORATION,KEDSLQ7YAC95,34300.0,2021-11-01,other_unclassified,17.3,"Cylindricl Connector, Hermetic Connectors."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,UZ6EFJJNEFT3,EACO CORPORATION,KEDSLQ7YAC95,34300.0,2021-11-01,other_unclassified,10.0,"Cylindricl Connector, Hermetic Connectors."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,UZ6EFJJNEFT3,EACO CORPORATION,KEDSLQ7YAC95,34300.0,2021-11-01,other_unclassified,1.4,"Cylindricl Connector, Hermetic Connectors."
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,34270.0,2022-05-13,platform_hull,0.7,Engineering services/materials
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MNDWMVCNEGC9,"PLASTOCOR, INC.",MNDWMVCNEGC9,34253.89,2018-01-24,other_unclassified,1.0,Plastocor #1 AGEC; ITEM #1
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,RGD9DYZKCNT6,RYAN MARINE INC,RGD9DYZKCNT6,34132.2,2022-09-12,other_unclassified,13.6,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,LWUJSY6EEMS5,CITY ELECTRIC SUPPLY COMPANY,KRAXBTD7QSS9,33838.25,2025-07-31,propulsion_power,1.2,Engineering Services/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XV7MNKF4D875,"VISHAY PRECISION GROUP, INC.",Y73ZMJYHJTZ5,33750.0,2022-02-22,propulsion_power,0.3,Engineering materials/services
N0003921F2173,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,"CKS TECHNOLOGIES, LLC",GNF1HLLEJDK3,33750.0,2021-09-30,propulsion_power,0.0,Engineering services
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,RGD9DYZKCNT6,RYAN MARINE INC,RGD9DYZKCNT6,33542.0,2023-04-25,other_unclassified,13.2,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,33500.0,2025-07-19,platform_hull,0.3,Engineering Services/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WSC2LAM3F749,HILLPRO LLC,CHKUMRQFRMT8,33493.0,2023-06-15,propulsion_power,1.5,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,33440.0,2021-10-04,platform_hull,1.2,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,33440.0,2021-03-10,platform_hull,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TF2HVUYPRMV1,"CHASE SUPPLY, INC.",TF2HVUYPRMV1,33435.0,2024-01-05,propulsion_power,1.5,Engineering services and materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,33271.0,2023-11-08,propulsion_power,1.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,UZ6EFJJNEFT3,EACO CORPORATION,TAHNTWE2BVN1,33009.5,2021-05-13,propulsion_power,0.7,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,33000.0,2019-02-14,other_unclassified,1.1,#2 REBOILER TUBE INSTALL; Item #2
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,YVBHN7GKLQ44,"Glenair, Inc.",YVBHN7GKLQ44,32932.92,2025-05-29,autonomy_software,0.9,Goods
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,32931.84,2020-08-07,propulsion_power,1.7,Consumable Fuel Service - CVN77PO item #5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,32931.84,2020-03-09,propulsion_power,3.6,Consumable Fuel Service - CVN77;item num#5
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,N5HGL94UC1D6,PIERCE ALUMINUM CO INC,N5HGL94UC1D6,32775.25,2022-10-07,platform_hull,1.1,Engineering Services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,XLDGHJ7SJQK8,"MONARCH SUPPLY COMPANY, INC.",XLDGHJ7SJQK8,32670.0,2019-02-13,other_unclassified,1.2,"JOINT,VARIOUS,1.250 HUB DIA.,UNIVERSAL; Item #1"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,APEX SPECIALTY METALS INC,CJGFRMQ3CDM4,32518.75,2023-02-28,propulsion_power,0.2,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",VDAPL9GBX7J4,32421.0,2020-12-01,propulsion_power,1.2,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",VDAPL9GBX7J4,32421.0,2020-09-21,propulsion_power,0.3,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,G1UFCBLM51D1,ASSESSMENT AND TRAINING SOLUTIONS CONSULTING CORP.,G1UFCBLM51D1,32240.0,2024-11-08,autonomy_software,2.7,Engineering Services/Materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,W8PTMRME1496,LEONARDO SPA,GXPHJRVG9MR7,32215.68,2018-06-15,other_unclassified,1.5,Vendor Service/ Lugs; Item #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,UZGNVGQVER16,"INTERNATIONAL FLOORING AND PROTECTIVE COATINGS, INC.",UZGNVGQVER16,32215.0,2019-03-01,other_unclassified,1.7,NON-SKID REMOVAL RCP; Item #1
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,SLF6QBVJAD25,"A A PRECISION MACHINE CO., INC.",SLF6QBVJAD25,32165.0,2022-04-13,other_unclassified,18.6,Goods
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,32160.0,2021-11-02,platform_hull,1.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,N5HGL94UC1D6,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,32130.0,2020-04-24,platform_hull,8.9,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,PAH8M4BJACA5,31742.0,2021-06-30,propulsion_power,0.3,Engineering services/materials
N6660425F3019,SERCO INC,DKJ1R5ABCN48,E4G7PDVYZS83,"PSI SYSTEMS, INC",XM6AWNS3GKW9,31671.19,2025-12-04,other_unclassified,1.5,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,FZLAJS2MPCF6,"AWC, INC.",FZLAJS2MPCF6,31624.8,2025-10-27,propulsion_power,1.0,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,C2X8XB6CJJQ8,FASTENAL COMPANY,C2X8XB6CJJQ8,31512.0,2021-05-11,propulsion_power,0.8,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,M3WTFLL92KZ3,"DBV TECHNOLOGY, LLC",M3WTFLL92KZ3,31500.0,2018-12-28,other_unclassified,64.1,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,DL6TM8X36D63,"HIGHSTAR INDUSTRIAL TECHNOLOGIES, INC.",DL6TM8X36D63,31392.0,2024-09-19,propulsion_power,1.6,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,31320.0,2025-02-13,platform_hull,1.5,Engineering Services/Materials 
N0002423F8046,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,GFKFBWG2TV98,WOODS HOLE OCEANOGRAPHIC INSTITUTION,GFKFBWG2TV98,31258.0,2023-10-19,other_unclassified,1.3,Subcontract Funding
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,HMX5FLZ22F92,TGCI,HMX5FLZ22F92,30900.6,2021-12-30,propulsion_power,0.2,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",PJRYS7EFXQD9,30810.0,2019-01-18,other_unclassified,0.9,"VLV,CUNI 70:30,3.000 NOM,BALL, 2-WAY, ST; Item #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,30800.0,2020-11-23,autonomy_software,1.5,"(2) Portable Air Comp. 8/21/19-9/16/20, PO item #5"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,30800.0,2020-05-05,autonomy_software,1.7,(2) Portable Air Comp. 8/21/19-9/16/20;PO Item#5
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,30720.0,2022-02-16,platform_hull,0.5,Engineering materials/services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,30390.73,2020-08-10,other_unclassified,1.6,PPT All UnitsPO item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,30390.73,2020-03-10,other_unclassified,3.5,"PPT All Units;item num#3
"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,30388.71,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 7 - (1) H250HD 10/22/19 - 8/24/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,30388.71,2020-05-21,other_unclassified,1.2,(1) H250HD 10/22/19 - 8/24/20;PO Item#7
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,UAC2KLJM4XY1,Transdigm Group Incorporated,KLN3SMHBL368,30036.0,2020-08-14,propulsion_power,0.7,Engineering materials/services
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,EGAVSJTA2D81,"ROCKWELL COLLINS, INC.",J4Q3HP6NHK47,30000.0,2018-12-03,other_unclassified,64.7,GPS Receivers.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,PPLZG8J3N9D4,RAYTHEON TECHNOLOGIES CORPORATION,J4Q3HP6NHK47,30000.0,2018-12-03,other_unclassified,52.3,GPS Receivers.
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,EBLBH4XW6JD7,"WHENEVER COMMUNICATIONS, LLC",EBLBH4XW6JD7,30000.0,2021-04-21,c2_comms,0.4,Support of the SeaHunter program.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,29361.09,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 5 - (1) H250HD Forklift 10/23/18-8/26/19
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,29361.09,2020-05-21,other_unclassified,1.2,(1) H250HD Forklift 10/23/18-8/26/19;PO Item#5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,28671.5,2020-09-28,autonomy_software,1.0,"PRC Repair,PO item #4"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,28671.5,2020-07-21,autonomy_software,1.2,PRC Repair; PO item# 4
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,28671.5,2020-05-08,autonomy_software,1.6,PRC Repair;PO Item#4
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,28600.0,2020-04-07,autonomy_software,1.6,(2) Portable Air Comp. 9/18/19-9/16/20; PO item #5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,25634.34,2020-08-10,other_unclassified,1.6,"Install shades, new locksPO item #8"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,25634.34,2020-03-10,other_unclassified,3.5,"Install shades, new locks;item num#8
"
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,JXUMFLGNSMP8,"UNITED STATES MARINE, INC.",JXUMFLGNSMP8,24000.0,2019-04-17,other_unclassified,9.4,PROCUREMENTS BETWEEN 12/1/2019-12/31/2019 IN SUPPORT OF CONTRACT SOW.
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,JXUMFLGNSMP8,"UNITED STATES MARINE, INC.",JXUMFLGNSMP8,24000.0,2019-04-17,other_unclassified,8.1,PROCURED SERVICES BETWEEN 11/1/2019-11/30/2019 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,23109.34,2020-08-10,other_unclassified,1.6,Remobilization CostsPO item #7
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,23109.34,2020-03-10,other_unclassified,3.5,"Remobilization Costs;item num#7
"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KAYUMJMKWDF9,"J. H. NORTON COMPANY, INC.",KAYUMJMKWDF9,22609.48,2022-07-12,other_unclassified,1.6,PO 4500596793 PO Item No. 4 - Blast Equipment 5/19/20-6/15/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,21300.0,2020-08-05,integration_eng_svcs,1.8,#2 Feed Heater Hydro TestingPO item #4
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,21060.0,2021-07-12,autonomy_software,1.6,PO Item No. 3 - Airgas Material & Service
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,21060.0,2020-09-01,autonomy_software,1.9,"Airgas Material & Service,PO item #3"
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,F8Z3EH848VJ1,FATHOM RESOURCES LLC,F8Z3EH848VJ1,20130.0,2022-04-01,other_unclassified,19.0,Services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,19956.41,2020-09-01,autonomy_software,1.9,"Airgas Material & Service,PO item #4"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,18556.0,2021-07-12,autonomy_software,1.6,PO Item No. 4 - Airgas Material & Service
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KAYUMJMKWDF9,"J. H. NORTON COMPANY, INC.",KAYUMJMKWDF9,17423.34,2022-07-12,other_unclassified,1.6,PO 4500596793 PO Item No. 6 - Blast Equipment 6/16/20-6/25/20 off rent
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MH4FDVBB4G88,Willscot Mobile Mini Holdings Corp.,FZG7JRH6SLX4,16900.0,2020-11-06,other_unclassified,2.0,"JLG 600SJ  9/3/19 -8/31/20, PO item #7"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,16900.0,2020-04-01,other_unclassified,1.8,JLG 600SJ  9/3/19 -8/31/20; PO item #7
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,15563.38,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 10 - (1) H250HD 11/01/20-5/31/21
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,JH3HEXTB3N33,"MARINE GROUP BOAT WORKS, LLC",JH3HEXTB3N33,15115.0,2019-10-24,platform_hull,3.7,PROCURED SERVICES BETWEEN 1/1/2020-1/31/2020 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,15000.0,2020-04-06,other_unclassified,1.7,Ext 4500597464 3/21/19 - 8/20/19; PO item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,14300.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 7-JLG 600SJ  9/3/19 -7/6/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,TWBUHJW83E77,"LEE-TELECOM, INC.",TWBUHJW83E77,13295.0,2020-06-11,autonomy_software,1.5,CVN77 - Trailer Setup to support PIA; item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,13200.0,2020-11-23,autonomy_software,1.5,"(2) Portable Air Comp. 9/16/20 - 3/15/21, PO item #8"
N0001418C2006,"LEIDOS, INC.",KTMAJCY6JXM3,P7K2FNTVMYB9,"BEIER RADIO, L.L.C.",P7K2FNTVMYB9,10960.0,2018-03-22,c2_comms,15.9,PROCURED SERVICES BETWEEN 6/1/2019-6/30/2019 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,10575.0,2020-08-05,other_unclassified,1.8,#2 RB FHDC HYDROPO item #8
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,10481.0,2020-09-28,other_unclassified,1.0,"Deck Covering removals,PO item #5"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,10481.0,2020-07-21,other_unclassified,1.2,Deck Covering removals; PO item# 5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,10481.0,2020-05-08,other_unclassified,1.6,Deck Covering removals;PO Item#5
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,JXUMFLGNSMP8,"UNITED STATES MARINE, INC.",JXUMFLGNSMP8,10000.0,2019-04-17,other_unclassified,23.9,PROCURED SERVICES BETWEEN 3/1/2021-3/30/2021 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,9100.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 1-JLG 600SJ  2/19/19-9/2/19
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",FZG7JRH6SLX4,9100.0,2020-11-06,other_unclassified,2.0,"JLG 600SJ  2/19/19-9/2/19, PO item #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,9100.0,2020-04-01,other_unclassified,1.8,JLG 600SJ  2/19/19-9/2/19; PO item #1
