generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_N0010420PCA51_9700_-NONE-_-NONE-,N0010420PCA51,"ADVANCED TURBINE SERVICES, L.L.C.",19557.52,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2835', 'description': 'GAS TURBINES AND JET ENGINES; NON-AIRCRAFT PRIME MOVER, AIRCRAFT NON-PRIME MOVER, AND COMPONENTS'}",2019-12-17,2020-04-15,yes,naics:336612,naics:336612,MANIFOLD ASSEMBLY
CONT_AWD_0049_9700_N6278910G0001_9700,0049,ELECTRIC BOAT CORPORATION,19346.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2012-03-15,2012-04-30,yes,psc:1905,psc:1905,N-NOSE PIECE-SSN 781-UCA
CONT_AWD_N6449821P5172_9700_-NONE-_-NONE-,N6449821P5172,ROLLS-ROYCE MARINE NORTH AMERICA INC.,19338.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2010', 'description': 'SHIP AND BOAT PROPULSION COMPONENTS'}",2021-04-12,2021-10-31,yes,naics:336612,naics:336612,"KIT, HUB INST (CG-66 & FUTURE)"
CONT_AWD_LH58_9700_N0003312D2100_9700,LH58,MCALLISTER TOWING OF VIRGINIA INC,19335.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '488330', 'description': 'NAVIGATIONAL SERVICES TO SHIPPING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2016-10-08,2016-10-08,yes,psc:1990,psc:1990,LH58. TUS SVCS SUPPORTING FLEET FORCES AFLOAT ASSETS IN JEBLCFS DURING PREDICTED HIGH WINDS.
CONT_AWD_N6133116P4593_9700_-NONE-_-NONE-,N6133116P4593,"BRUNSWICK COMMERCIAL & GOVERNMENT PRODUCTS, INC.",19288.32,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': 'J099', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- MISCELLANEOUS'}",2016-09-23,2016-11-18,yes,naics:336612,naics:336612,IGF::OT::IGF  ENGINE BRACKET AND INSTALL
CONT_AWD_N0016721F0038_9700_N0016720D0001_9700,N0016721F0038,"ANCHOR INNOVATION, INC.",19240.42,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-02-22,2021-05-17,yes,psc:1940,psc:1940,"WATERFRONT INDUSTRIAL SERVICES.  ACCOMPLISH REPAIRS, MAINTENANCE AND BOAT ALTERATIONS ON 11MRB0305."
CONT_AWD_N6133116P4532_9700_-NONE-_-NONE-,N6133116P4532,NVISION SOLUTIONS INC,19230.12,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '332999', 'description': 'ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2016-01-25,2016-06-30,yes,psc:1940,psc:1940,BUOY LINE ASSEMBLY
CONT_AWD_N0010423PCB64_9700_-NONE-_-NONE-,N0010423PCB64,H & P TECHNOLOGIES INC.,19160.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2990', 'description': 'MISCELLANEOUS ENGINE ACCESSORIES, NONAIRCRAFT'}",2023-03-20,2023-06-28,yes,naics:336612,naics:336612,"STARTER,ENGINE,AIR"
CONT_AWD_N0040615P2844_9700_-NONE-_-NONE-,N0040615P2844,"WILLARD MARINE, INC.",19020.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-06-12,2015-08-28,yes,naics:336612,naics:336612,"TUBE ASSEMBLY, INFLATABLE"
CONT_AWD_N4019216P7060_9700_-NONE-_-NONE-,N4019216P7060,INTERNATIONAL ROYAL INC,18998.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336999', 'description': 'ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2016-09-22,2016-10-21,yes,psc:1940,psc:1940,"N40192-16-P-7060; POWER WATER CRAFTS AND ACCESSORIES FOR FIRE DEPT, AAFB, GUAM"
CONT_AWD_N0010420PXB79_9700_-NONE-_-NONE-,N0010420PXB79,WING INFLATABLES INC,18937.37,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2020-07-01,2020-08-31,yes,naics:336612; psc:1940,naics:336612; psc:1940,"COLLAR, FOAM FILLED"
CONT_AWD_N6133115P0046_9700_-NONE-_-NONE-,N6133115P0046,ASTRO MACHINE WORKS INC,18920.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '332710', 'description': 'MACHINE SHOPS'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-06-12,2015-07-22,yes,psc:1940,psc:1940,BOW PLANE ASSEMBLY
CONT_AWD_N0010426PFA42_9700_-NONE-_-NONE-,N0010426PFA42,"MARMETAL INDUSTRIES, LLC",18887.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '9530', 'description': 'BARS AND RODS, NONFERROUS BASE METAL'}",2025-11-14,2025-12-26,yes,naics:336612,naics:336612,"BAR,METAL"
CONT_AWD_N3220518F2075_9700_N3220517D4700_9700,N3220518F2075,"LAKE SHORE SYSTEMS, INC.",18841.84,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '333921', 'description': 'ELEVATOR AND MOVING STAIRWAY MANUFACTURING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2017-11-22,2017-12-28,yes,psc:1990,psc:1990,N4104-A2/HINTON USNS SPEARHEAD STERN RAMP SHEAVES
CONT_AWD_N0040622P0569_9700_-NONE-_-NONE-,N0040622P0569,PIER SIDE SUPPLY INC,18840.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '5340', 'description': 'HARDWARE, COMMERCIAL'}",2022-06-27,2023-03-13,yes,naics:336612,naics:336612,DOG ASSEMBLY
CONT_AWD_N3220518P4475_9700_-NONE-_-NONE-,N3220518P4475,FASSMER SERVICE AMERICA LLC,18797.6,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-03-29,2018-06-05,yes,naics:336612,naics:336612,N104B1/GARDNER LIFE BOAT PARTS FOR USNS AMELIA EARHART
CONT_AWD_N0024423P0136_9700_-NONE-_-NONE-,N0024423P0136,"WING INFLATABLES, INC.",18792.89,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2023-04-13,2023-07-31,yes,naics:336612; psc:1940,naics:336612; psc:1940,ZODIAC 733-AIR GREY RUBSTRAKE
CONT_AWD_N0040620P0545_9700_-NONE-_-NONE-,N0040620P0545,CONTRACTOR SUPPLY SOLUTIONS LLC,18777.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2020-08-31,2021-03-12,yes,naics:336612,naics:336612,HATCH
CONT_AWD_N0040620P0274_9700_-NONE-_-NONE-,N0040620P0274,RAILWAY SPECIALTIES CORP,18770.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2020-04-17,2020-09-04,yes,naics:336612,naics:336612,HATCH WITH SCUTTLE
CONT_AWD_N5523618P0215_9700_-NONE-_-NONE-,N5523618P0215,THE ENTWISTLE COMPANY LLC,18709.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '332999', 'description': 'ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-09-29,2019-01-21,yes,psc:1905,psc:1905,CODE 410B: LLTM IN SUPPORT OF USS DEWEY (DDG-105) FOR REPAIR OF SLIDING PADEYE.
CONT_AWD_N0040615P3966_9700_-NONE-_-NONE-,N0040615P3966,"J.D.A. MARITIME, INC.",18675.0,PO,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2015-09-11,2015-12-18,yes,naics:336612,naics:336612,"DOOR, DOUBLE"
CONT_AWD_N0040619P0770_9700_-NONE-_-NONE-,N0040619P0770,JUNIPER ELBOW CO. INC.,18591.07,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2019-09-27,2020-03-25,yes,naics:336612,naics:336612,DOOR 26 X 66
CONT_AWD_N0040615P2993_9700_-NONE-_-NONE-,N0040615P2993,WING INFLATABLES INC,18550.0,PO,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-07-06,2015-09-08,yes,naics:336612,naics:336612,"TUBE ASSEMBLY, INFLATABLE"
CONT_AWD_M6890916P7620_9700_-NONE-_-NONE-,M6890916P7620,"KRUGER INDUSTRIES, INC.",18503.8,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2016-02-02,2016-04-22,yes,naics:336612,naics:336612,PROPELLERS
CONT_AWD_N6146319FLH86_9700_N6238715D2104_9700,N6146319FLH86,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",18492.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '488330', 'description': 'NAVIGATIONAL SERVICES TO SHIPPING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2019-05-30,2019-06-09,yes,psc:1990,psc:1990,LH86. TUG SERVICES TO SUPPORT USS BATAAN UNDERWAY FROM PIER 3E NAVWEPSTA EARLE NJ TO SEA 09JUN19.
CONT_AWD_N0010416PEA43_9700_-NONE-_-NONE-,N0010416PEA43,PEERLESS MFG CO,18440.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2016-03-23,2016-09-29,yes,naics:336612,naics:336612,"LOUVER, MS"
CONT_AWD_N0018919P0474_9700_-NONE-_-NONE-,N0018919P0474,SAFE BOATS INTERNATIONAL LLC,18434.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2019-06-13,2019-08-06,yes,naics:336612; psc:1990,naics:336612; psc:1990,SAFETY BOAT ENCLOSURE WITH FRAME
CONT_AWD_N0040620P0164_9700_-NONE-_-NONE-,N0040620P0164,THE ENTWISTLE COMPANY LLC,18420.5,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2020-02-06,2020-06-09,yes,naics:336612,naics:336612,DOG
CONT_AWD_N3220521P4118_9700_-NONE-_-NONE-,N3220521P4118,"WILLARD MARINE, INC.",18272.25,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '4220', 'description': 'MARINE LIFESAVING AND DIVING EQUIPMENT'}",2020-11-09,2021-01-11,yes,naics:336612,naics:336612,"N104A1 - A. CARTER - N7/PM1 - USNS TIPPECANOE (T-AO 199)INFLATABLE TUBE, 670-SOLAS ORANGE"
CONT_AWD_N0010421PDB96_9700_-NONE-_-NONE-,N0010421PDB96,TELEDYNE RESON INC,18259.5,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '6605', 'description': 'NAVIGATIONAL INSTRUMENTS'}",2021-06-11,2021-09-09,yes,naics:336612,naics:336612,GYRO COMPASS BUY
CONT_AWD_0037_9700_N6278913G0001_9700,0037,ELECTRIC BOAT CORPORATION,18210.0,DO,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2014-06-09,2015-06-16,yes,psc:1905,psc:1905,REFURB WEP SHIP HARN-SSN 719
CONT_AWD_0035_9700_N6278913G0001_9700,0035,ELECTRIC BOAT CORPORATION,18210.0,DO,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2014-06-03,2015-09-08,yes,psc:1905,psc:1905,FURNISH WEAPONS SHIPPING HARNESS SSN 720
CONT_AWD_N0040616P2236_9700_-NONE-_-NONE-,N0040616P2236,PACIFIC MARITIME INDUSTRIES CORP.,18200.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2016-06-02,2016-12-02,yes,naics:336612,naics:336612,"DOOR WATERTIGHT, CARGO"
CONT_AWD_0058_9700_N3220513D2000_9700,0058,ROLLS-ROYCE SOLUTIONS AMERICA INC,18174.3,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '811310', 'description': 'COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2015-09-21,2015-10-05,yes,psc:1990,psc:1990,USNS MILLINOCKET DIESEL ENG PARTS
CONT_AWD_N0017816V0015_9700_-NONE-_-NONE-,N0017816V0015,GOLDSBOROUGH INC,18155.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '441222', 'description': 'BOAT DEALERS'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2016-02-18,2016-05-03,yes,psc:1940,psc:1940,MERCURY 350 XXL VERADO FOUR STROKE ENGINE
CONT_AWD_N0010425PLA23_9700_-NONE-_-NONE-,N0010425PLA23,HOWDEN NORTH AMERICA INC,18131.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '6105', 'description': 'MOTORS, ELECTRICAL'}",2024-10-21,2025-10-21,yes,naics:336612,naics:336612,"MOTOR,ALTERNATING C"
CONT_AWD_N0010426PBN89_9700_-NONE-_-NONE-,N0010426PBN89,ADIRONDACK ELECTRONICS INC,18112.5,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '3695', 'description': 'MISCELLANEOUS SPECIAL INDUSTRY MACHINERY'}",2026-03-20,2026-07-20,yes,naics:336612,naics:336612,"TAPE,VINYL,1-1/2 IN"
CONT_AWD_N0016420P0068_9700_-NONE-_-NONE-,N0016420P0068,"POSEIDON,LLC",18090.96,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2020-01-06,2020-01-17,yes,naics:336612,naics:336612,REPAIR OF BARGE
CONT_AWD_N3220520F2432_9700_N3220517D4700_9700,N3220520F2432,"LAKE SHORE SYSTEMS, INC.",18064.36,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '333921', 'description': 'ELEVATOR AND MOVING STAIRWAY MANUFACTURING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2020-07-28,2020-08-31,yes,psc:1990,psc:1990,PM8 N10 SERDIUK USNS PUERTO RICO LAKE SHORE OEM
CONT_AWD_N4019215P7038_9700_-NONE-_-NONE-,N4019215P7038,INTERNATIONAL ROYAL INC,17998.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336999', 'description': 'ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-09-23,2015-11-22,yes,psc:1940,psc:1940,SEARCH AND RESCUE JET SKI
CONT_AWD_0042_9700_N6278910G0001_9700,0042,ELECTRIC BOAT CORPORATION,17994.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2011-10-25,2011-12-07,yes,psc:1905,psc:1905,N-SSN 720-REFURB WEAPON SHIP HARNESS-UCA
CONT_AWD_N6600122P6111_9700_-NONE-_-NONE-,N6600122P6111,EVERGREEN FIRE ALARMS LLC,17956.58,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '334290', 'description': 'OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING'}","{'code': '6350', 'description': 'MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS'}",2022-02-04,2023-07-31,yes,keyword,sea hunter,IDS SYSTEM AND INSTALL - SEA HUNTER EC3
CONT_AWD_M6890916P7657_9700_-NONE-_-NONE-,M6890916P7657,"WILLARD MARINE, INC.",17928.24,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2016-07-25,2016-10-12,yes,naics:336612; psc:1940,naics:336612; psc:1940,SUN CANOPY
CONT_AWD_N0010421PXB62_9700_-NONE-_-NONE-,N0010421PXB62,WING INFLATABLES INC,17920.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-07-06,2021-10-04,yes,naics:336612; psc:1940,naics:336612; psc:1940,"COLLAR, FOAM FILLED"
CONT_AWD_0041_9700_N6278910G0001_9700,0041,ELECTRIC BOAT CORPORATION,17902.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2011-10-20,2012-01-31,yes,psc:1905,psc:1905,N-WEAPON SHIP HARNESS-SSN769-UCA
CONT_AWD_N0010420PED73_9700_-NONE-_-NONE-,N0010420PED73,"AQUAPHOENIX SCIENTIFIC, LLC",17890.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '6810', 'description': 'CHEMICALS'}",2020-05-14,2020-09-11,yes,naics:336612,naics:336612,"AMPOULE,DISSOLVED O"
CONT_AWD_N0018916P0691_9700_-NONE-_-NONE-,N0018916P0691,"STIDD SYSTEMS, INC.",17818.27,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2016-05-06,2016-05-19,yes,naics:336612,naics:336612,HIGH BACK ADMIRAL
CONT_AWD_N0040624P0130_9700_-NONE-_-NONE-,N0040624P0130,"PACIFIC MARINE DISTRIBUTORS ACQUISITION, LLC",17750.01,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '4220', 'description': 'MARINE LIFESAVING AND DIVING EQUIPMENT'}",2024-01-10,2024-03-29,yes,naics:336612,naics:336612,LIFE RAFTS FOR T-AKE VESSEL
CONT_AWD_N0040621P0599_9700_-NONE-_-NONE-,N0040621P0599,BLACKBERRY SERVICES LLC,17742.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2021-09-02,2022-03-01,yes,naics:336612,naics:336612,"REPAIR, ROLL-UP DOOR"
CONT_AWD_N0010426PQA58_9700_-NONE-_-NONE-,N0010426PQA58,"CORNET TECHNOLOGY, INC.",17732.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '5975', 'description': 'ELECTRICAL HARDWARE AND SUPPLIES'}",2026-01-23,2026-10-20,yes,naics:336612,naics:336612,INT CONTROL ASSY
CONT_AWD_N0010421PDD87_9700_-NONE-_-NONE-,N0010421PDD87,TIMKEN GEARS & SERVICES INC.,17716.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2010', 'description': 'SHIP AND BOAT PROPULSION COMPONENTS'}",2021-09-24,2022-02-22,yes,naics:336612,naics:336612,"BEARING,LOW SPEED S"
CONT_AWD_0016_9700_N6278913G0001_9700,0016,ELECTRIC BOAT CORPORATION,17677.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2013-05-15,2013-07-03,yes,psc:1905,psc:1905,RENTAL OF MAIN CONDENSER DEHUMIDIFICATION&LOW PRESSURE AIR COMPRESSOR FOR WORK EFFORTS ON SSN 719
CONT_AWD_0048_9700_N6278910G0001_9700,0048,ELECTRIC BOAT CORPORATION,17642.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2012-02-03,2012-03-26,yes,psc:1905,psc:1905,"N6278910G0001, , AA, 6200004558"
CONT_AWD_N0016722P0170_9700_-NONE-_-NONE-,N0016722P0170,WING INFLATABLES INC,17615.36,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2050', 'description': 'BUOYS'}",2022-07-27,2022-09-30,yes,naics:336612,naics:336612,"INFLATABLE HYBRID RUB RAIL, SPONSON"
CONT_AWD_N0040617P0249_9700_-NONE-_-NONE-,N0040617P0249,PACIFIC MARITIME INDUSTRIES CORP.,17600.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2016-11-21,2017-03-10,yes,naics:336612,naics:336612,DOOR
CONT_AWD_N0010422PNC74_9700_-NONE-_-NONE-,N0010422PNC74,CHESAPEAKE MARINE REFRIGERATION CORP,17600.0,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '4310', 'description': 'COMPRESSORS AND VACUUM PUMPS'}",2022-07-18,2023-01-17,yes,naics:336612,naics:336612,"SEPA COMPRESSOR,RECIPROC"
CONT_AWD_N0060420P4039_9700_-NONE-_-NONE-,N0060420P4039,WING INFLATABLES INC,17490.35,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2020-03-25,2020-05-26,yes,naics:336612,naics:336612,REPLACEMENT SPONSON
CONT_AWD_N0024422P0265_9700_-NONE-_-NONE-,N0024422P0265,"WING INFLATABLES, INC.",17415.36,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2022-08-15,2022-12-11,yes,naics:336612,naics:336612,METAL SHARK SPONSON
CONT_AWD_N0010419PCA18_9700_-NONE-_-NONE-,N0010419PCA18,KONRAD MARINE INC,17413.97,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2010', 'description': 'SHIP AND BOAT PROPULSION COMPONENTS'}",2018-10-11,2019-05-20,yes,naics:336612,naics:336612,"PROPELLING UNIT,OUT"
CONT_AWD_N0010420PBQ85_9700_-NONE-_-NONE-,N0010420PBQ85,NASCO AEROSPACE AND ELECTRONICS LLC,17406.6,PURCHASE ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '4730', 'description': 'HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS'}",2020-02-11,2020-07-10,yes,naics:336612,naics:336612,"CAP,PLAS,2.5IN,IPS"
