generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_N0002417C2100_9700_-NONE-_-NONE-,N0002417C2100,ELECTRIC BOAT CORPORATION,34664220619.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-02-14,2036-06-02,yes,naics:336611; psc:1905,naics:336611; psc:1905,SSN 802 AND 803 LONG LEAD TIME MATERIAL
CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,N0002417C2117,ELECTRIC BOAT CORPORATION,30825591803.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '541330', 'description': 'ENGINEERING SERVICES'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-09-21,2031-12-31,yes,psc:1905,psc:1905,COLUMBIA CLASS DESIGN COMPLETION
CONT_AWD_N0002412C2115_9700_-NONE-_-NONE-,N0002412C2115,ELECTRIC BOAT CORPORATION,20180072575.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2012-04-13,2026-03-23,yes,naics:336611; psc:1905,naics:336611; psc:1905,SSN 792 LONG LEAD TIME MATERIAL
CONT_AWD_N0002409C2104_9700_-NONE-_-NONE-,N0002409C2104,ELECTRIC BOAT CORPORATION,16238775949.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1904', 'description': 'SUBMARINES'}",2008-12-22,2023-08-31,yes,naics:336611,naics:336611,CONSTRUCTION OF VIRGINIA CLASS BLOCK III SUBMARINES.
CONT_AWD_N0002416C2116_9700_-NONE-_-NONE-,N0002416C2116,HUNTINGTON INGALLS INC,11895158670.85,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2016-05-23,2036-06-02,yes,naics:336611; psc:1905,naics:336611; psc:1905,CVN 80 ENGINEERING EFFORTS AND STEEL
CONT_AWD_N0002406C2222_9700_-NONE-_-NONE-,N0002406C2222,HUNTINGTON INGALLS INCORPORATED,10029620274.96,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1911', 'description': 'AMPHIBIOUS ASSAULT SHIPS'}",2006-06-01,2022-09-30,yes,naics:336611,naics:336611,DETAIL DESIGN AND CONSTRUCTION OF LPD 17 CLASS SHIP (LPD 22)
CONT_AWD_N0002403C2101_9700_-NONE-_-NONE-,N0002403C2101,ELECTRIC BOAT CORPORATION,9397332305.22,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1904', 'description': 'SUBMARINES'}",2003-08-14,2025-05-06,yes,naics:336611,naics:336611,
CONT_AWD_N0002423C2307_9700_-NONE-_-NONE-,N0002423C2307,HUNTINGTON INGALLS INCORPORATED,6948190150.83,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-08-01,2034-02-28,yes,naics:336611; psc:1905,naics:336611; psc:1905,CONSTRUCTION OF DDG 51 SHIPS FY23-27
CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,N0002418C2307,HUNTINGTON INGALLS INCORPORATED,6826680195.74,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-09-27,2032-07-09,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION
CONT_AWD_N0002408C2110_9700_-NONE-_-NONE-,N0002408C2110,HUNTINGTON INGALLS INC,6645710960.11,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",2008-08-01,2022-09-30,yes,naics:336611,naics:336611,TAS::17 1611::TAS CVN 78 SHIP CONSTRUCTION
CONT_AWD_N0002402C2300_9700_-NONE-_-NONE-,N0002402C2300,NATIONAL STEEL AND SHIPBUILDING COMPANY,5922645371.88,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2001-10-18,2017-03-31,yes,naics:336611,naics:336611,
CONT_AWD_N0002416C2229_9700_-NONE-_-NONE-,N0002416C2229,NATIONAL STEEL AND SHIPBUILDING COMPANY,5875634500.23,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2016-06-30,2028-03-22,yes,naics:336611,naics:336611,DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR T-AO 205
CONT_AWD_N0002418C2305_9700_-NONE-_-NONE-,N0002418C2305,BATH IRON WORKS CORPORATION,5338956970.86,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-09-27,2030-12-20,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION
CONT_AWD_N0002423C2305_9700_-NONE-_-NONE-,N0002423C2305,BATH IRON WORKS CORPORATION,5027580800.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-08-01,2034-02-28,yes,naics:336611; psc:1905,naics:336611; psc:1905,CONSTRUCTION OF DDG 51 SHIPS FY23-27
CONT_AWD_N0002411C2300_9700_-NONE-_-NONE-,N0002411C2300,LOCKHEED MARTIN CORPORATION,4980508595.15,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2010-12-29,2026-12-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,BASIC AWARD
CONT_AWD_N0002424C2110_9700_-NONE-_-NONE-,N0002424C2110,ELECTRIC BOAT CORPORATION,4960017500.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-10-13,2035-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,SSN 814 & SSN 815 LONG LEAD TIME MATERIAL
CONT_AWD_N0002413C2305_9700_-NONE-_-NONE-,N0002413C2305,BATH IRON WORKS CORPORATION,4932453522.56,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2013-06-03,2027-01-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.
CONT_AWD_N0002418C2406_9700_-NONE-_-NONE-,N0002418C2406,HUNTINGTON INGALLS INCORPORATED,4643553757.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-08-02,2031-03-01,yes,naics:336611; psc:1905,naics:336611; psc:1905,LPD 30 LLTM
CONT_AWD_N0002498C2104_9700_-NONE-_-NONE-,N0002498C2104,HUNTINGTON INGALLS INC,4563665299.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",1999-11-03,2023-05-17,yes,naics:336611,naics:336611,
CONT_AWD_N0002409C2116_9700_-NONE-_-NONE-,N0002409C2116,HUNTINGTON INGALLS INC,4515735503.83,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",2009-01-15,2025-07-31,yes,naics:336611,naics:336611,TAS::17 1611::TAS CVN79 CONSTRUCTION PREPARATION EFFORTS FY09
CONT_AWD_N0002415C2114_9700_-NONE-_-NONE-,N0002415C2114,HUNTINGTON INGALLS INC,4500863792.12,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2015-06-05,2025-07-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,DETAIL DESIGN AND CONSTRUCTION CVN 79
CONT_AWD_N0002411C2301_9700_-NONE-_-NONE-,N0002411C2301,"AUSTAL USA, LLC",4462893976.64,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2010-12-29,2024-03-28,yes,naics:336611; psc:1905,naics:336611; psc:1905,BASIC CONTRACT
CONT_AWD_N0002420C2120_9700_-NONE-_-NONE-,N0002420C2120,ELECTRIC BOAT CORPORATION,4315002657.5,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2019-10-13,2028-06-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,LEAD YARD SUPPORT
CONT_AWD_N0002421C2106_9700_-NONE-_-NONE-,N0002421C2106,HUNTINGTON INGALLS INC,3718736971.67,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2021-02-19,2026-10-06,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY21 RCOH ACCOMPLISHMENT
CONT_AWD_N0002402C2303_9700_-NONE-_-NONE-,N0002402C2303,BATH IRON WORKS CORPORATION,3405711408.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2002-08-01,2011-12-30,yes,naics:336611,naics:336611,200212!025207!1700!BZ002 !NAVAL SEA SYSTEMS COMMAND       !N0002402C2303  !A!N! !N!                   !20020801!20080426!045953718!045953718!001381284!N!BATH IRON WORKS CORPORATION   !700 WASHINGTON ST STOP 1  !BATH                !ME!04530!03355!023!23!BATH                !SAGADAHOC             !MAINE     !+000464373508!N!N!000000000000!1903!DESTROYERS                                        !A3 !
CONT_AWD_N0002418C2301_9700_-NONE-_-NONE-,N0002418C2301,LOCKHEED MARTIN CORPORATION,3358164279.83,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-03-02,2029-02-28,yes,naics:336611; psc:1905,naics:336611; psc:1905,MMSC DETAILED DESIGN AND CONSTRUCTION
CONT_AWD_N0002413C2307_9700_-NONE-_-NONE-,N0002413C2307,HUNTINGTON INGALLS INCORPORATED,3345822881.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2013-06-03,2027-03-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.
CONT_AWD_N0002416C2427_9700_-NONE-_-NONE-,N0002416C2427,HUNTINGTON INGALLS INCORPORATED,3319287897.4,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2016-06-30,2026-12-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,"DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR LHA 8 (INITIAL EFFORT LIMITED TO PLANNING, ADVANCED ENGINEERING AND PROCUREMENT OF LONG LEAD TIME MATERIAL)"
CONT_AWD_N0002406C2303_9700_-NONE-_-NONE-,N0002406C2303,BATH IRON WORKS CORPORATION,3309817048.63,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2006-08-08,2021-12-26,yes,naics:336611,naics:336611,DDG 1000 DETAIL DESIGN
CONT_AWD_N0002420C2437_9700_-NONE-_-NONE-,N0002420C2437,HUNTINGTON INGALLS INCORPORATED,3155693794.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2020-04-30,2030-12-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,LHA 9 ADVANCE PROCUREMENT
CONT_AWD_N0002413C2128_9700_-NONE-_-NONE-,N0002413C2128,ELECTRIC BOAT CORPORATION,3145999614.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '541330', 'description': 'ENGINEERING SERVICES'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2012-12-21,2022-01-11,yes,psc:1905,psc:1905,SUBMARINE RDT&E
CONT_AWD_N0002417C2105_9700_-NONE-_-NONE-,N0002417C2105,HUNTINGTON INGALLS INC,3038709104.53,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-09-01,2021-08-13,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY17 RCOH ACCOMPLISHMENT
CONT_AWD_N0002498C2107_9700_-NONE-_-NONE-,N0002498C2107,HUNTINGTON INGALLS INC,3003693920.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",1998-02-06,2005-03-25,yes,naics:336611,naics:336611,199806!1700!2211!BZ002!NAVAL SEA SYSTEMS COMMAND       !N0002498C2107  !A!*!*                  !19980206!20030930!001307495!149899957!149899957!N!43689!NEWPORT NEWS SHIPBUILDING AND !4101 WASHINGTON AVE       !NEWPORT NEWS        !VA!23607!56000!700!51!NEWPORT NEWS        !NEWPORT NEWS (CITY)   !VIRGINIA  !0001!+000017697599!N!N!000000000000!1901!AIRCRAFT CARRIERS                                 !
CONT_AWD_N0002416C2431_9700_-NONE-_-NONE-,N0002416C2431,HUNTINGTON INGALLS INCORPORATED,2997306665.94,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2015-12-04,2025-12-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,LPD 28 LONG LEAD TIME MATERIAL
CONT_AWD_N0002424C2115_9700_-NONE-_-NONE-,N0002424C2115,"BECHTEL PLANT MACHINERY, INC.",2975601797.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '332410', 'description': 'POWER BOILER AND HEAT EXCHANGER MANUFACTURING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-12-21,2035-09-30,yes,psc:1905,psc:1905,S1B
CONT_AWD_N0002420C2300_9700_-NONE-_-NONE-,N0002420C2300,MARINETTE MARINE CORPORATION,2957440821.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2020-04-30,2034-05-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,DETAIL DESIGN AND CONSTRUCTION OF FFG(X) GUIDED MISSILE FRIGATE
CONT_AWD_N0002417C2301_9700_-NONE-_-NONE-,N0002417C2301,"AUSTAL USA, LLC",2809873984.4,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-06-23,2030-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,CONSTRUCTION OF LCS FLIGHT 0+ SHIP
CONT_AWD_N0002410C2229_9700_-NONE-_-NONE-,N0002410C2229,HUNTINGTON INGALLS INCORPORATED,2704759379.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1911', 'description': 'AMPHIBIOUS ASSAULT SHIPS'}",2010-06-30,2019-12-04,yes,naics:336611,naics:336611,"PROCURE LONG LEAD TIME MATERIAL (LLTM), ADVANCED ENGINEERING AND PLANNING SERVICES AND SPECIAL STUDIES."
CONT_AWD_N0002413C2108_9700_-NONE-_-NONE-,N0002413C2108,HUNTINGTON INGALLS INC,2676691465.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2013-03-29,2016-11-29,yes,naics:336611; psc:1905,naics:336611; psc:1905,RCOH DELIVERY PERFORMANCE INCENTIVE
CONT_AWD_N0002404C2118_9700_-NONE-_-NONE-,N0002404C2118,HUNTINGTON INGALLS INC,2626745869.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",2004-05-21,2024-05-07,yes,naics:336611,naics:336611,
CONT_AWD_N0002409C2107_9700_-NONE-_-NONE-,N0002409C2107,HUNTINGTON INGALLS INC,2574356598.29,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",2009-08-26,2013-09-25,yes,naics:336611,naics:336611,CVN 71 REFUELING COMPLEX OVERHAUL ACCOMPLISHMENT.
CONT_AWD_N0002411C2306_9700_-NONE-_-NONE-,N0002411C2306,BATH IRON WORKS CORPORATION,2551812435.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2011-09-15,2025-06-29,yes,naics:336611,naics:336611,DDG 1001/1002 CONSTRUCTION AND FY11 CLASS SERVICES
CONT_AWD_N0002424C2114_9700_-NONE-_-NONE-,N0002424C2114,"BECHTEL PLANT MACHINERY, INC.",2542667076.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '332410', 'description': 'POWER BOILER AND HEAT EXCHANGER MANUFACTURING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-12-22,2035-09-30,yes,psc:1905,psc:1905,S9G
CONT_AWD_N0002424C2301_9700_-NONE-_-NONE-,N0002424C2301,NATIONAL STEEL AND SHIPBUILDING COMPANY,2502010119.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2024-09-09,2036-01-17,yes,naics:336611,naics:336611,T-AO 214 - 221 DD&C BLOCK BUY
CONT_AWD_N0002402C2304_9700_-NONE-_-NONE-,N0002402C2304,HUNTINGTON INGALLS INCORPORATED,2232096494.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2002-09-13,2019-09-25,yes,naics:336611,naics:336611,
CONT_AWD_N0002419C2210_9700_-NONE-_-NONE-,N0002419C2210,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",2019738356.06,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2019-04-23,2030-05-01,yes,naics:336611; psc:1925,naics:336611; psc:1925,POLAR SECURITY CUTTER #1 (FORMERLY HPIB) DETAIL DESIGN AND CONSTRUCTION
CONT_AWD_N0002409C2229_9700_-NONE-_-NONE-,N0002409C2229,NATIONAL STEEL AND SHIPBUILDING COMPANY,1965375702.1,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2009-02-13,2020-07-14,yes,naics:336611; psc:1990,naics:336611; psc:1990,MLP SYSTEM DESIGN PART 1 (SD1) WITH PRICED OPTION FOR SD2
CONT_AWD_N0002406C2115_9700_-NONE-_-NONE-,N0002406C2115,HUNTINGTON INGALLS INC,1957373076.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",2005-11-29,2009-03-13,yes,naics:336611,naics:336611,
CONT_AWD_N0002419C2235_9700_-NONE-_-NONE-,N0002419C2235,NATIONAL STEEL AND SHIPBUILDING COMPANY,1868185638.07,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-10-16,2026-03-24,yes,naics:336611; psc:1905,naics:336611; psc:1905,EXPEDITIONARY SEA BASE (ESB) HULL 6 LLTM UCA
CONT_AWD_N0002424C2473_9700_-NONE-_-NONE-,N0002424C2473,HUNTINGTON INGALLS INCORPORATED,1747000000.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2024-09-20,2035-09-01,yes,naics:336611; psc:1905,naics:336611; psc:1905,"LPD 33, 34, AND 35 DD&CS"
CONT_AWD_N0002400C2217_9700_-NONE-_-NONE-,N0002400C2217,HUNTINGTON INGALLS INCORPORATED,1736174889.18,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1911', 'description': 'AMPHIBIOUS ASSAULT SHIPS'}",2000-08-02,2016-06-28,yes,naics:336611,naics:336611,
CONT_AWD_N0002408C2217_9700_-NONE-_-NONE-,N0002408C2217,"AUSTAL USA, LLC",1650327235.1,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1910', 'description': 'TRANSPORT VESSELS, PASSENGER AND TROOP'}",2008-01-31,2019-09-28,yes,naics:336611,naics:336611,PHASE I: PRELIMINARY CONCEPT DESIGN FOR THE JOINT HIGH SPEED VESSEL.
CONT_AWD_N0002418C2300_9700_-NONE-_-NONE-,N0002418C2300,LOCKHEED MARTIN CORPORATION,1627050048.52,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-10-06,2027-04-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,CONSTRUCTION OF LCS FLIGHT 0+ SHIP
CONT_AWD_N0002415C4301_9700_-NONE-_-NONE-,N0002415C4301,HUNTINGTON INGALLS INC,1514536394.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2015-08-14,2026-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,USS COLUMBUS (SSN 762) EOH PLANNING
