fy,uei,vendor,foreign,amount_M,records
2023,ZLUHGKPKVUK1,AMERICAN SCAFFOLD LLC,,-0.0133,5
2023,LT8MNGK1EL34,LEIDOS INNOVATIONS CORPORATION,,-0.0151,1
2023,L4MAMGG8KA31,"AMBIPAR RESPONSE FLORIDA, LLC",,-0.0156,1
2023,ELA3HTZ25FJ3,PACIFIC MOBILE STRUCTURES INC,,-0.0202,1
2023,MZGNC7QAMPA7,"JOHNSON CONTROLS FEDERAL SYSTEMS, LLC",,-0.0275,5
2023,EEWGU1CLYAF5,ASHTEAD GROUP PUBLIC LIMITED COMPANY,,-0.0283,1
2023,QEHMNH93DYH6,"INNOVATIVE DEFENSE TECHNOLOGIES, LLC",,-0.0303,2
2023,NSD2F5HGDPY5,"MOBRO MARINE, INC.",,-0.0304,1
2023,CBMZJ3Z5SC89,GOODRICH CORP,,-0.0456,1
2023,F32RBQ3CHAG9,ROLLS-ROYCE MARINE NORTH AMERICA INC.,,-0.0631,2
2023,YHCKC93MG135,BOB TURNER'S CRANE SERVICE INCORPORATED,,-0.1147,1
2023,WQ6KK3G6K2M1,"RTI REMMELE ENGINEERING, INC.",,-0.1160,1
2023,CF35WM68N343,RAYCO ELECTRONIC MFG.INC.,,-0.1803,1
2023,ZRBPR96JCE93,PACIFIC MARITIME GROUP INC,,-0.7225,2
2023,UXEGD3WECED5,"EXTREME ENGINEERING SOLUTIONS, INC.",,-9.9472,4
2024,GA9GS8RRMSS9,MAJOR TOOL & MACHINE INC,,96.5105,5
2024,FZPYZ11SFNA6,TIMKEN GEARS & SERVICES INC.,,81.6674,3
2024,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,,50.1870,8
2024,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,,48.7441,7
2024,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,39.9096,9
2024,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,27.9764,15
2024,HLE1E2KALJA5,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",,23.3286,15
2024,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",,23.0328,54
2024,P5HAV87RFNP1,BARNES GROUP INC.,,20.0061,1
2024,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,,16.0466,9
2024,FPCZK4D8LXU5,HOWDEN NORTH AMERICA INC,,15.3175,16
2024,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,,15.0377,22
2024,SVXNHLLWX953,ELLWOOD CITY FORGE COMPANY,,14.8156,3
2024,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,14.4374,13
2024,E582KXT4RVH6,"SUPERIOR ELECTROMECHANICAL COMPONENT SERVICE, INC.",,14.2963,2
2024,SNP5XVVL5896,ELLWOOD NATIONAL FORGE COMPANY,,14.2596,3
2024,WJZCK5XK7UC7,GOLDEN STAR TECHNOLOGY INC,,13.7012,2
2024,J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",,13.3095,7
2024,PLYSMJBAYE42,PARKER-HANNIFIN CORPORATION,,13.2301,23
2024,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",,11.8900,12
2024,MKXMUFJJYLY5,WARD LEONARD CT LLC,,11.7182,9
2024,HJR5VDSHMMX5,"NEVADA HEAT TREATING, LLC",,11.5613,2
2024,GU5YDKH7GPF1,"LESLIE CONTROLS, INC.",,10.8617,24
2024,GXAYGRWJPQK6,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,10.2447,1
2024,SVKAW6129JL5,OPTIMA STANTRON CORP,,9.9956,1
2024,F4XLUSKN1KX1,"ADVANCED INDUSTRIES, LLC",,9.4119,10
2024,M4ELQDG7JLM5,AIR & LIQUID SYSTEMS CORPORATION,,9.3422,8
2024,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,8.8748,16
2024,VVQ8NPGU36B7,MISSION SOLUTIONS LLC,,7.5150,16
2024,CD2FBNHK3ME1,"ARROW ELECTRONICS, INC.",,7.3163,8
2024,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,,7.2483,4
2024,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",,6.8289,24
2024,F295NQHTL3F9,"APPLIED COMPOSITES HOLDINGS, LLC",,6.7432,2
2024,U6JRN865H4E3,TTI INC.,,6.5389,15
2024,ZC5JNMHPHWA9,"TECHNOLOGY DYNAMICS, INC.",,6.4551,3
2024,Q8Y9N1NF7N33,"FONTAINE COMMERCIAL TRAILER, INC.",,6.3997,1
2024,E57FS3E4CQ19,ENGINEERED COIL COMPANY,,6.2837,6
2024,C1E2GZE3JAE3,"WESTERN INDUSTRIAL MACHINING, INC.",,5.9557,56
2024,MDTGPS4LMMR5,NCS TECHNOLOGIES INC,,5.9382,2
2024,CY16XXPHX213,ARCTIC SLOPE REGIONAL CORPORATION,,5.9140,12
2024,FBRSJB6V4LW8,"TELEDYNE BROWN ENGINEERING, INC.",,5.8593,1
2024,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC",,5.1681,5
2024,GC7MKAN5DG35,IN-DEPTH ENGINEERING CORPORATION,,4.9996,29
2024,K442K4T21K53,BECON INC,,4.8208,1
2024,SCWYXXK1EM13,EMS DEVELOPMENT CORPORATION,,4.6163,3
2024,QMSEC7DE98U6,FCN INC,,4.4557,4
2024,XZQMCCC6P5T6,"BRAZONICS, INC.",,4.4052,1
2024,W8PTMRME1496,LEONARDO SPA,,4.0742,34
2024,E86GJS762JJ5,TOTAL SA,,3.9650,3
2024,JCBMC726D155,BOGUE SYSTEMS INC,,3.8965,11
2024,FARLM1J6SB25,PRODUCTION ENGINEERING CORPORATION,,3.6397,13
2024,CKNVB8P26F26,ALFA LAVAL INC,,3.5801,3
2024,UVFUAL43AP15,SCIOTEQ LLC,,3.5398,4
2024,L2WVLS5L4WS3,FUTURAMIC TOOL & ENGINEERING CO,,3.4339,38
2024,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,3.3881,11
2024,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,3.3390,2
2024,E3YNKWRANZ18,"AQUA-CHEM, INC.",,3.3085,7
2024,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,3.2149,11
2024,HWLGUR28KMS6,APPLETON MARINE INC,,3.1720,3
2024,Q9CEKRN3B2U8,"CRISTEK INTERCONNECTS, LLC",,3.1346,1
2024,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",,3.0665,3
2024,Q35JL9GFCAK3,MAROTTA CONTROLS INC,,2.9858,19
2024,V1MVHTMMJNV5,"TACTICAL ENGINEERING & ANALYSIS, INC.",,2.9580,4
2024,VBRHLB2HLEM4,PEERLESS MFG CO,,2.8734,3
2024,G3SBJN2AB4L3,REGAL REXNORD CORPORATION,,2.8593,2
2024,J9V9SJL4CW97,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,2.7636,5
2024,DNA8LAUX38G8,"SCHLEIFRING NORTH AMERICA, LLC",,2.7321,2
2024,PM2FDF7CCNC2,"MARISCO, LTD.",,2.7094,3
2024,N5KEKMFCWUR1,AMETEK INC,,2.6114,5
2024,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",,2.5991,10
2024,KH1SMVPKSHY4,GREAT LAKES SOUND & VIBRATION INC,,2.5504,3
2024,KZA5CX3J8KE8,"IMIA, LLC",,2.4949,11
2024,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,,2.4458,8
2024,FDWTUR78MKR9,"PAYTON AMERICA, INC.",,2.3974,3
2024,XL9BYN8K3L61,"DEMUSZ MFG. CO., INC.",,2.2440,1
2024,Q5DRWXKQP299,NAVAL ENGINEERING SUPPORT INC.,,2.1977,6
2024,K48HS3521BC4,EVAC NORTH AMERICA INC,,2.1188,2
2024,J8WCYWJQKJE9,AVNET INC,,2.0765,9
2024,G3KMHX33NMQ8,CARTRIDGE ACTUATED DEVICES INC,,2.0654,2
2024,HNBVLFD51NM9,MTK ELECTRONICS INC,,2.0566,10
2024,J5FTSL9NDLN5,M & S MACHINING INC,,2.0529,20
2024,GV95CCPKRQX1,FEDTECH INC,,2.0139,22
2024,UAU7A9AJADY9,"SIEMENS INDUSTRY, INC.",,1.9923,2
2024,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,,1.9754,8
2024,S6KEGRLJSRZ4,"MIDCON CABLES CO, INC.",,1.9699,1
2024,MM1NRCJ1YZL3,MACKAY CONSOLIDATED INDUSTRIES PTY. LIMITED,Yes,1.8680,1
2024,Q9HFNQQM2AD9,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,,1.6822,2
2024,ZTPLJJTAD2F4,HOWDEN AMERICAN FAN COMPANY,,1.6677,16
2024,EUY1C3NM2WN3,"ARKWIN INDUSTRIES, INC.",,1.6608,6
2024,WNDYZX3ALFB1,COMARK LLC,,1.6597,3
2024,C6JLNHMRYZ84,"TTM TECHNOLOGIES, INC.",,1.6258,2
2024,PU6TDFGSJQA3,DYNALEC CORPORATION,,1.6174,15
2024,GFJRAJF46NN4,"TRIUMPH GROUP, INC.",,1.5004,2
2024,Q6U3PVL5BND8,"N T M, INC.",,1.4850,6
2024,E4LKQUJEKEU6,APPLIED COMPANIES,,1.4841,1
2024,S7HXJ97WWKT5,"FIBER SYSTEMS INTERNATIONAL, INC.",,1.4747,2
2024,QATEDMDR46E4,GEMS SENSORS INC.,,1.4558,3
2024,VXL2Z4ELBJL1,PARKER-HANNIFIN CORPORATION,,1.4229,3
2024,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",,1.4214,2
2024,LRNPUBGWKNA1,PORT ELECTRONICS CORPORATION,,1.3966,8
2024,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,1.3915,6
2024,JA2KCX21NL48,WARTSILA DEFENSE INC,,1.3825,10
2024,MC77SUMRLXY5,MILWAUKEE VALVE CO INC,,1.3309,8
2024,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,1.3206,7
2024,T5CFQAL52L76,KATO ENGINEERING INC.,,1.2926,6
2024,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",,1.2900,1
2024,PU9QMDF6FYC6,"TTM TECHNOLOGIES, INC.",,1.2778,6
2024,C194DZAJCFA3,"BOMCO, INC",,1.2624,1
2024,FKFNNKJ38MG8,KYOCERA AVX COMPONENTS CORPORATION,,1.2543,1
2024,RJGEKQDTZKT8,ELECTRIC HEATER CO,,1.2511,4
2024,W3JAYMPSP864,REMTEC INC,,1.2227,1
2024,EW85V83V4MT7,TRANSDIGM GROUP INC,,1.1981,2
2024,S2L2MCGC1XM3,GENERAL DYNAMICS CORPORATION,,1.1782,12
2024,D5MKKBGXFN54,HERMETIC SOLUTIONS GROUP INC.,,1.1652,2
2024,E3VLQ35ALNP3,"ALL FLEX SOLUTIONS, INC.",,1.0750,1
2024,NUL8Z35S3LJ5,"CENTURY TOOL, INC.",,1.0714,9
2024,QVTKQ7LJE196,M.T. DAVIDSON COMPANY,,1.0690,3
2024,UK6NAHCH8459,CAROLINA POWER SYSTEMS OF SUMTER INC,,1.0690,3
2024,HCL7JA5646X9,"MAGNOLIA ADVANCED MATERIALS, INC.",,1.0564,2
2024,HHBLV49BQUY5,"ADVANCED SCIENCES AND TECHNOLOGIES, LLC",,1.0536,28
2024,R2AVDXVQ4BC5,TTI INC,,1.0530,2
2024,SMLSDML8NKE4,ELECTROMET CORPORATION,,1.0489,8
2024,N8XXNTTKKU55,"ARROW ELECTRONICS, INC.",,1.0359,4
2024,CPNJM695NH15,"CDP FASTENER GROUP, INC.",,1.0254,2
2024,QFAKS4WUGES3,TCLAD INC,,1.0226,1
2024,YFAZLMPNXQ91,JONATHAN MFG DE MEXICO S. DE R.L. DE C.V.,Yes,1.0218,2
2024,LYBAK1CL2JK3,KAPCO INC,,1.0053,3
2024,SEZ7PS2YGJ47,"HANWHA SYSTEMS CO.,LTD.",Yes,0.9947,1
2024,FMHAF7KDLFD5,SYSTEL INC,,0.9665,9
2024,MS9XWCRV8XD8,"RICHLIND METAL FABRICATORS, LLC",,0.9356,14
2024,JEKASJ7K4PJ1,BAUER COMPRESSORS INC,,0.9247,3
2024,FAZSFFE6CST9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Yes,0.9057,7
2024,K2Q2GFN466F5,"HUBER+SUHNER ASTROLAB, INC.",,0.8945,4
2024,YVBHN7GKLQ44,GLENAIR INC,,0.8848,9
2024,X5BQPZ4DJ8J5,"PRODUCT DEVELOPMENT ASSOCIATES, INC.",,0.8739,2
2024,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,0.8725,2
2024,HFALSP1F9ZD3,UNITED PRECISION CORP.,,0.8171,1
2024,PR7QMALR6TN4,COMPUTER CONVERSIONS CORPORATION,,0.8147,2
2024,Z7LGBTU7DC42,TEVET LLC,,0.7896,3
2024,LCZDJ6YPNYG6,"MARTIN ENERGY SERVICES, LLC",,0.7725,1
2024,EACJHXZR3C75,CATALINA INSTRUMENT CORP.,,0.7702,18
2024,YNYEUML5QHF5,MAGNATROL VALVE CORP,,0.7698,3
2024,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,,0.7654,3
2024,GWM1STZBHWP7,MASTER INTERNATIONAL CORP,,0.7541,8
2024,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",,0.7524,2
2024,CDYFHMTAZWN9,"AYON CYBERSECURITY, INC.",,0.7416,1
2024,V32LJNFLKBT7,RFD BEAUFORT INC.,,0.7406,2
2024,Q4J5MACCLQR3,"MICRO-MODE PRODUCTS, INC.",,0.7316,1
2024,FW1UZ1LGHAX6,"TRANSCON TECHNOLOGIES, LLC",,0.7308,1
2024,DJ7MS9GQWDC8,CDM ELECTRONICS INC,,0.7207,1
2024,Z41NS9V1TZH7,D & G MACHINE PRODUCTS INC,,0.7178,2
2024,K8FRQA4T3TM8,"OROLIA GOVERNMENT SYSTEMS, INC.",,0.7145,3
2024,N1UBBGCNNB38,ABC APPLICATORS INC,,0.7108,3
2024,XM8XQNB8HDR5,KYOCERA AVX COMPONENTS CORPORATION,,0.6701,1
2024,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC",,0.6689,3
2024,LNZRL5H3F315,"SAFRAN POWER USA, LLC",,0.6666,1
2024,TJCDPVN6RNP7,DELL FEDERAL SYSTEMS L.P.,,0.6470,2
2024,JCAZB4Y7FTW2,WHITING DOOR MANUFACTURING CORP.,,0.6400,2
2024,UR1EVYZH84D5,"ARC TECHNOLOGY SOLUTIONS, LLC",,0.6346,2
2024,PBK1J5QBTXB1,SNR SYSTEMS LLC,,0.6321,2
2024,SKKACASET588,DYNALEC CORPORATION,,0.6317,7
2024,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,,0.6268,8
2024,DWMEGPGHBGY5,GENERAL DIGITAL CORP,,0.6179,2
2024,HX6NMRNXGGL5,"BASIC ELECTRONICS, INC.",,0.6116,1
2024,N9UNRN3F79J1,"LESLIE CONTROLS, INC.",,0.6068,7
2024,ZZ5VXE7DFR51,SAWSTREET LLC,,0.6000,1
2024,HPDLRXR4FYX5,BAE SYSTEMS NORFOLK SHIP REPAIR INC.,,0.5989,2
2024,UNBUG7BAWZL3,DANTE VALVE COMPANY,,0.5966,2
2024,NY66W8KMH427,WALZ & KRENZER INC,,0.5906,1
2024,L2EDH4DX27J5,WILLIAM E WILLIAMS VALVE CORP,,0.5893,7
2024,UAC2KLJM4XY1,TRANSDIGM INC,,0.5787,1
2024,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",,0.5514,1
2024,M1LQD44NEJ56,"APPLIED COMPOSITE STRUCTURES, INC.",,0.5394,1
2024,LZ74CKFCJGA6,"TRIUMPH THERMAL SYSTEMS, LLC",,0.5361,1
2024,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",,0.5306,5
2024,CGM7BR92JT89,"THE FLINCHBAUGH COMPANY, INC.",,0.5299,4
2024,C8RHMP5H2FR7,PNY TECHNOLOGIES INC,,0.5267,1
2024,RNDDKACH69Z4,MAGNETIKA EAST LIMITED PARTNERSHIP,,0.5128,1
2024,H293LTV8R2U3,"REAL-TIME INNOVATIONS, INC.",,0.5035,3
2024,MU3CM1145E44,"PROGENY SYSTEMS, LLC",,0.4936,2
2024,MXTJBDD1L4T4,TAYLOR DEVICES INC,,0.4800,2
2024,KMNEP97KAG75,OMEGA PRECISION,,0.4784,4
2024,JGSNSER23GR6,DELL FEDERAL SYSTEMS L.P,,0.4677,1
2024,PJFNTRXKVBN3,"JADE MANUFACTURING CO, INC",,0.4668,4
2024,CF35WM68N343,RAYCO ELECTRONIC MFG.INC.,,0.4609,2
2024,PMF1EBLSLUJ3,"X-MICROWAVE, LLC",,0.4539,2
2024,W8KBUNSXE2Y6,"ADVANTECH INDUSTRIES, INC.",,0.4484,5
2024,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",,0.4434,5
2024,J3TKCN6S76D6,"ORACLE AMERICA, INC.",,0.4363,3
2024,PJJPF3BKD7L4,HYDRAFLOW,,0.4327,2
2024,YN8EW4XM28Z1,"WASHINGTON CHAIN & SUPPLY, INC.",,0.4280,1
2024,F32RBQ3CHAG9,ROLLS-ROYCE MARINE NORTH AMERICA INC.,,0.4234,6
2024,MDC5LDZKQAM4,BLUE TECH INC.,,0.4085,4
2024,LR2HQKYJLDZ7,ESI ACQUISITION CORP,,0.4065,4
2024,FLU4K8MGMZX7,"HITACHI, LTD.",,0.3999,1
2024,XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",,0.3992,4
2024,DQJGYPJARP66,"TCS INDUSTRIES, INC.",,0.3946,1
2024,CJ1ZQVEWNVY3,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,0.3936,5
2024,KSNCG291YU48,"CRISTEK INTERCONNECTS, LLC",,0.3928,1
2024,SU2FJ9TDBL98,"HUTCHINSON MANUFACTURING, LLC",,0.3798,3
2024,MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,,0.3737,1
2024,ZQK7N3KY4UF8,"MACHINISTS, INC.",,0.3729,4
2024,RGFBAKWWL465,MARITIME APPLIED PHYSICS CORPORATION,,0.3645,3
2024,G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC.",,0.3638,3
2024,X82AS93C28H7,DANVILLE METAL STAMPING CO INC,,0.3596,1
2024,PNE9R5EJMWK8,L-3 COMMUNICATIONS WESTWOOD CORPORATION,,0.3576,3
2024,PJRYS7EFXQD9,B N L INDUSTRIES INC,,0.3479,3
2024,MPCXJJQJAL83,TE CONNECTIVITY CORPORATION,,0.3446,1
2024,MN6SDLV9AZQ7,J & E MANUFACTURING LLC,,0.3369,3
2024,DT1KM4G6SLK7,"CORTRON, INC.",,0.3354,1
2024,K4UDDD22R9Z7,E-Z FASTENING SOLUTIONS INC,,0.3277,3
2024,RAQHTGX88MN4,SIOUX MANUFACTURING CORPORATION,,0.3240,1
2024,YBGVF28MA725,TROY TUBE & MANUFACTURING CO,,0.3230,2
2024,N6BAAYHLH8G7,TTM PRINTED CIRCUIT GROUP LLC,,0.3226,1
2024,CT5WNUADNZ44,AMPHENOL CORPORATION,,0.3162,3
2024,D44RA79E3K57,PRECISION PRODUCTS INC,,0.3051,3
2024,KNEFNMWXBK39,JO-KELL INC.,,0.3042,2
2024,EG67WFES7DT3,"CONCURRENT REAL-TIME, INC.",,0.2912,3
2024,D7FGJHTABSH8,"LANZEN, INCORPORATED",,0.2897,3
2024,VCENN7TCUMY8,PARKER FASTENERS LLC,,0.2864,1
2024,Y8UGX3KLADE3,"NEW AGE PRECISION TECHNOLOGIES, INC.",,0.2855,3
2024,KNJ1EQ8L47U3,"RIGGS DISTLER & COMPANY, INC.",,0.2833,2
2024,KH1WNH8NJR56,VELAN VALVE CORP.,,0.2813,2
2024,NU2UC8MX6NK1,THE BOEING COMPANY,,0.2766,3
2024,FLMQAKFEMG64,INDEECO LLC,,0.2764,1
2024,J2DMF1YRKD96,STANDARD CALIBRATIONS INC,,0.2756,6
2024,YVA4Y44DEC15,DYSOL INC,,0.2755,1
2024,W547TUQXJ8Y4,CARVER PUMP COMPANY,,0.2717,7
2024,TJ8GZV9Y1N54,VELOCITY ELECTRONICS CORP,,0.2684,1
2024,WUQGPNATWJM3,"C. MACHINE CO., INC.",,0.2680,1
2024,HRGDKWHPPU52,CORFIN TINNING SERVICES INC,,0.2659,2
2024,LGVPVLMRHH51,"W. & O. SUPPLY, INC.",,0.2632,6
2024,LG8PRS9MR697,SFC VALVE CORPORATION,,0.2603,2
2024,GHTVLPBYFPV4,"MID-ATLANTIC COMPUTER SERVICES, LLC",,0.2601,1
2024,DUBENSKH21G8,"WOOLF AIRCRAFT PRODUCTS, INC",,0.2585,1
2024,K1K5EKJ2KK29,RHINESTAHL CORPORATION,,0.2548,3
2024,FYS6F3284LN3,VELAN VALVE CORP.,,0.2537,3
2024,Q98EVCAE4SB8,"R.E. DARLING CO., INC.",,0.2475,1
2024,CZZNRBJ1HUM4,"SOUTH BAY SAND BLASTING AND TANK CLEANING, INC.",,0.2443,14
2024,LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC",,0.2440,2
2024,XWWGV5ZMALW1,CHROMALOX INC,,0.2433,1
2024,M8ZHL8ZXGQP5,CHROMALOX INC,,0.2383,2
2024,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",,0.2371,3
2024,ZNF9TR5FKT76,"CARMIN INDUSTRIES, INC.",,0.2359,4
2024,GH1DGHNNHS58,MISTRAS GROUP INC,,0.2302,3
2024,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, LLC",,0.2301,5
2024,EPK7A98BB4B6,"HEILIND MIL-AERO, LLC",,0.2300,3
2024,D2J1SSHB5EB7,THE HELLAN STRAINER CO,,0.2282,3
2024,XBHNYVTCDQH8,UNIFIED2 GLOBAL PACKAGING GROUP LLC,,0.2268,1
2024,UADFAUDS5Q14,STAR LAB CORP,,0.2200,1
2024,NTREK31GP8N3,KSARIA CORPORATION,,0.2176,3
2024,Y2Y9A5LJ6K28,"MINNESOTA WATERJET, INC.",,0.2155,1
2024,J8CAKJ6WMNB3,"ASSURANCE MFG. CO., INC.",,0.2124,5
2024,G9JTK7A4JL35,ELECTRO ADAPTER INC,,0.2110,1
2024,FG94WVL9BLS7,PAS TECHNOLOGIES INC,,0.2105,1
2024,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,,0.2105,2
2024,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",,0.2088,4
2024,LRGLM5X3XQ65,MAGNA MACHINE CO.,,0.2057,2
2024,H7DBZ25EQ9F6,"DIVERSIFIED MACHINING, INC.",,0.2031,2
2024,HPJ7F85GUDR4,"CHARDAM GEAR COMPANY, INC.",,0.2029,1
2024,G9KGAU9Q4D97,"AIR COMPONENTS, INC.",,0.2020,3
2024,KHN9PQ6VZ756,MIDSTATE INDUSTRIAL SUPPLY INC,,0.2011,2
2024,V9R2CLBD15V4,QPC FIBER OPTIC LLC,,0.1992,3
2024,MHLAKM2LUBN8,"JOHNSTOWN WELDING & FABRICATION, INC.",,0.1971,2
2024,HQDAAL1XU6E4,METLFAB INC,,0.1938,1
2024,E7XWKERHVVD9,"TVAR SOLUTIONS, LLC",,0.1907,2
2024,LGEFMM39NGN4,ANIXTER INC,,0.1901,1
2024,F7CFMN9ANKK3,"THERMA, LLC",,0.1831,1
2024,CK4FF75JLQS8,ELECTRO SWITCH CORP.,,0.1824,5
2024,YHCKC93MG135,BOB TURNER'S CRANE SERVICE INCORPORATED,,0.1822,6
2024,MMLKPW9JLX64,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,0.1806,5
2024,WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,,0.1784,1
2024,F1KGBDG9RSA7,"MOTION & FLOW CONTROL PRODUCTS, INC.",,0.1738,3
2024,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC",,0.1709,2
2024,RKXSWB6ETDJ3,PRIME TIME COATINGS INC,,0.1681,5
2024,S1TGQ9L36486,"TOOL-SMITH COMPANY, INC",,0.1661,3
2024,NR7CPKGJP5Y1,TE CONNECTIVITY CORPORATION,,0.1608,1
2024,VP7EM3WJPGF3,"WACO PRODUCTS, INC",,0.1608,3
2024,T2PGFX9RZJH9,"ASCO POWER TECHNOLOGIES, L..P.",,0.1605,1
2024,SLEPYXMKG1H4,"FLAME ENTERPRISES, INC.",,0.1601,3
2024,NW8HMUTVNTN7,ROLLING ENTERPRISES INC,,0.1580,2
2024,V6MCMV4KM841,ELECTRO ENTERPRISES INC,,0.1541,2
2024,NSKMMF7BY2K7,RELLI TECHNOLOGY INC,,0.1540,1
2024,RBDJQE5KY6N9,"FAIRMOUNT AUTOMATION, INC",,0.1528,1
2024,LRQPMCVWPTD5,"WIREMASTERS, INC.",,0.1513,3
2024,CKNWBLHCB9L4,"LENTROS ENGINEERING, INC.",,0.1473,3
2024,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",,0.1452,5
2024,HME8LJBLMUU3,"JET-TEK, LLC",,0.1429,2
2024,ME2HWYNQNHH5,"WIND RIVER SYSTEMS, INC.",,0.1403,2
2024,LQJ8L3UFTVX3,FREQUENCY ELECTRONICS INC,,0.1387,1
2024,W9DNU9K3MJE5,"ARROW ELECTRONICS, INC.",,0.1364,2
2024,J8ATNVMEGLK1,CHAND LLC,,0.1358,3
2024,MF1LU8RPCMB8,RANOR INC.,,0.1341,1
2024,MVJ8VFHHZ9J1,THE INDIUM CORPORATION OF AMERICA,,0.1305,2
2024,K88JMQ5QWFT1,PTC PRECISION LLC,,0.1287,2
2024,H12PZPAGKSZ8,TECH GLOBAL INC.,,0.1282,2
2024,ZVFUENFF77T1,"HUTCHINSON INDUSTRIES, INC",,0.1280,3
2024,TR37Q6FZ57V9,MEADOWGATE TECHNOLOGIES LLC,,0.1276,3
2024,ND5LUA2V4JM5,MURPHY WAREHOUSE COMPANY,,0.1269,1
2024,SBXLQDRBH8Q8,MERSEN USA EP CORP.,,0.1266,1
2024,J51ULX3CNCZ4,MERCURY SYSTEMS INC,,0.1256,1
2024,SUVFEBMU4DA5,ATI LADISH LLC,,0.1251,1
2024,H2UKHSXNJ2K5,"PREMIER SCAFFOLD, INC.",,0.1245,12
2024,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO,,0.1244,1
2024,C5DYFZEMMLE5,CABLE ASSOCIATES INC,,0.1214,1
2024,CELUQLJ64TZ9,"MARCH ELECTRONICS, INC.",,0.1201,3
2024,SKP7U7LZMV41,ATF AEROSPACE LLC,,0.1200,2
2024,DZ6DK62GRZ39,KAYDON CORPORATION,,0.1199,1
2024,K3FUWNCH1SK6,KOLLMORGEN CORP,,0.1197,1
2024,EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",,0.1186,1
2024,RM4TFABVLPX4,"CP INDUSTRIES HOLDINGS, INC",,0.1179,1
2024,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",,0.1174,1
2024,Z2VAJVVHTKD5,"AVNET, INC.",,0.1151,3
2024,DUAYW5R6MXY5,S & K ELECTRONICS INC,,0.1143,2
2024,XX2WFHJEFB45,KAMPI COMPONENTS CO INC,,0.1123,1
2024,JE1BMK3T9FN1,CASEMER TOOL & MACHINE INC,,0.1122,2
2024,VFLXP2A8AH33,ACCRABOND CORP,,0.1114,1
