fy,uei,vendor,foreign,amount_M,records
2019,HNBVLFD51NM9,"MTK ELECTRONICS, INC.",,1.3006,12
2019,N5KEKMFCWUR1,AMETEK INC.,,1.2073,16
2019,S6MCFRNAKXG3,ELECTRO IMPULSE LABORATORY INC.,,1.2072,3
2019,V1MVHTMMJNV5,"TACTICAL ENGINEERING & ANALYSIS, INC.",,1.2029,2
2019,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,1.1981,7
2019,Q6U3PVL5BND8,"N T M, INC.",,1.1462,6
2019,RMLGMBGNPCC8,"KINGSBURY, INC.",,1.0969,4
2019,L4MDD6LHS8G9,ALTRA INDUSTRIAL MOTION CORP.,,1.0271,2
2019,YFV9G5K6JJ39,SMITHS GROUP PLC,,1.0062,2
2019,QEHMNH93DYH6,"INNOVATIVE DEFENSE TECHNOLOGIES, LLC",,0.9979,3
2019,DD7KGPMP93C1,HEH HOLDINGS LLC,,0.9818,5
2019,KVXZKEKUX3Q8,"BUNN INDUSTRIES, INCORPORATED",,0.9759,19
2019,J5FTSL9NDLN5,"M & S MACHINING, INC.",,0.9667,3
2019,YC2MMREDU3N1,RUGGED INFORMATION TECHNOLOGY EQUIPMENT CORPORATION,,0.9629,4
2019,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",,0.9280,10
2019,U6F2GHCNNH47,HEXCEL CORPORATION,,0.9200,4
2019,EYXEF9DML9L7,LIDGERWOOD MANUFACTURING COMPANY (INC),,0.9193,6
2019,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",,0.9091,10
2019,ZA7HPV7XXUE3,MERRILL TOOL HOLDING COMPANY,,0.8733,3
2019,FJ8NY24LFMM8,LYTRON INCORPORATED,,0.8714,3
2019,ZLF9ZLAAMKW5,RF1 HOLDING COMPANY,,0.8628,4
2019,NUL8Z35S3LJ5,"CENTURY TOOL, INC.",,0.8156,10
2019,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC",,0.8006,2
2019,SL6NLJ9UC1Y3,FALSTROM COMPANY,,0.7989,2
2019,N6BAAYHLH8G7,TTM PRINTED CIRCUIT GROUP LLC,,0.7793,2
2019,KVFKXMDCMEK1,CORNING INCORPORATED,,0.7750,7
2019,C1UKFVCAPFB6,GLOBAL INNOVATION CORP.,,0.7525,2
2019,T3WALEGF6NQ2,"MUELLER INDUSTRIES, INC.",,0.7481,3
2019,FMMAEB6M4C29,SEA WIRE AND CABLE INC,,0.7316,2
2019,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",,0.7287,2
2019,D57NSHMC6Z47,"HUTCHINSON MANUFACTURING, INC.",,0.7099,3
2019,J8WCYWJQKJE9,"AVNET, INC.",,0.6930,3
2019,H293LTV8R2U3,"REAL-TIME INNOVATIONS, INC.",,0.6781,2
2019,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,0.6778,5
2019,EP2TN3E6Z624,"COASTAL MECHANICAL SYSTEMS, LLC",,0.6721,3
2019,EREJZHBM5MU1,SPIRAX-SARCO ENGINEERING PLC,,0.6645,7
2019,ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,,0.6523,4
2019,CELUQLJ64TZ9,"MARCH ELECTRONICS, INC.",,0.6513,8
2019,QRMQQ2U1LVJ3,"SAVINE HOLDING COMPANY, INC.",,0.6078,2
2019,J4Q2NPUKSL66,MARKI MICROWAVE INC,,0.6000,4
2019,MMDRDDVELDX8,DANTE VALVE COMPANY INC,,0.6000,8
2019,JVPJXP6A4DF8,ONEX CORPORATION,,0.5970,4
2019,V1MQFNQB56Z5,RIX INDUSTRIES,,0.5751,3
2019,NFUUN26M2SK7,KUDZU INTERNATIONAL INCORPORATED,,0.5726,3
2019,VFQMKHY7C5J3,WARREN FABRICATING CORPORATION,,0.5578,2
2019,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,0.5532,1
2019,RYK1M4NGA3V3,"WESCO AIRCRAFT HOLDINGS, INC.",,0.5426,1
2019,K3URF4HUNQS5,"GLOBAL, INCORPORATED",,0.5422,5
2019,U8LNE16562Z5,COMTECH TELECOMMUNICATIONS CORP.,,0.5390,3
2019,UTLBMJZK7M61,"MID-CONTINENT ENGINEERING, INC.",,0.5285,12
2019,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,,0.5264,3
2019,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",,0.5204,13
2019,DLLNRGT5NFX1,"SPARTON PARENT, INC.",,0.5195,5
2019,MPCXJJQJAL83,TE CONNECTIVITY LTD.,,0.5167,3
2019,NY2RNWDENUG7,THE JORDAN COMPANY L P,,0.5151,3
2019,WJWTB4K7RQW5,"ASPEC, INC.",,0.5062,7
2019,L4ZMKLM4MPL3,MOOG INC.,,0.5061,4
2019,UWCTLUZ1VT88,BROTHERS MECHANICAL LLC,,0.4963,2
2019,FSCFKJMXU1X8,API TECHNOLOGIES CORP.,,0.4950,3
2019,VCFNC31LV829,CRANE CO,,0.4930,4
2019,JB3FU6NKW1M3,"KRAYDEN, INC.",,0.4846,3
2019,H7DBZ25EQ9F6,"DIVERSIFIED MACHINING, INC.",,0.4798,6
2019,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,,0.4759,1
2019,C1E2GZE3JAE3,"WESTERN INDUSTRIAL MACHINING, INC.",,0.4727,8
2019,CPSRQJC6C379,"SECURE COMPONENTS, LLC",,0.4625,1
2019,E12JMWJACSZ6,"AMI SEMICONDUCTOR, INC.",,0.4425,2
2019,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",,0.4424,3
2019,KLH4CY7HF3S5,KONGSBERG GRUPPEN ASA,Yes,0.4400,1
2019,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,0.4308,4
2019,MX63C2VRKCJ6,HOUDSTERMAATSCHAPPIJ WILG B.V.,,0.4130,4
2019,U2W4ZCG9WJA7,"MYTHICS, INC.",,0.4128,1
2019,RB1NHMLR5BX9,DUCOMMUN INCORPORATED,,0.4114,6
2019,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,0.4036,4
2019,J6G2YP3QZMZ3,"A TO Z MACHINE COMPANY, INC.",,0.3888,1
2019,C8CDF5YWF583,THE CAPTOR CORPORATION,,0.3826,4
2019,KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",,0.3814,1
2019,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,,0.3797,5
2019,E5K9VR2A1MW9,BAE SYSTEMS PLC,,0.3770,3
2019,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,0.3768,3
2019,GZKZJF8DBJJ2,"BRANFORD CASTLE, INC.",,0.3685,1
2019,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,,0.3613,3
2019,CK4FF75JLQS8,ELECTRO SWITCH BUSINESS TRUST,,0.3582,2
2019,JBMKQ8ZH6FN9,DOVER CORPORATION,,0.3551,3
2019,X99SLLWX4NV1,"SUMMA HOLDINGS, INC.",,0.3412,3
2019,VYX7EB53JLK5,KEY TRONIC CORPORATION,,0.3373,3
2019,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,0.3372,2
2019,GJU6WW45U4F4,ARROWHEAD GLOBAL LLC,,0.3349,2
2019,KLLANFLBFBA3,HACKFORTH HOLDING GMBH & CO. KG,,0.3337,1
2019,GRFDMDJVVU36,RAVE GEAR LLC,,0.3278,3
2019,SRYMAMZMUVC8,ITRON CORPORATION (DEL),,0.3267,3
2019,JK12LG7ZPSY5,"SECTOR MICROWAVE INDUSTRIES, INC.",,0.3212,1
2019,KHJBQNXK37Q5,"ROCHESTER ELECTRONICS, LLC",,0.3185,4
2019,QT9LCNSYE637,MATERION CORPORATION,,0.3119,4
2019,JNC1BUEVV3B9,"JGILS, LLC",,0.3069,5
2019,LRGLM5X3XQ65,MAGNA MACHINE CO.,,0.3034,3
2019,JCVKA8HHMMT5,"FOX VALLEY METAL TECH, INCORPORATED",,0.3032,1
2019,Y2Y9A5LJ6K28,"MINNESOTA WATERJET, INC.",,0.3008,2
2019,SLEPYXMKG1H4,"FLAME ENTERPRISES, INC.",,0.3008,5
2019,FQ9ECUGUSKZ8,"HARMONY ENGINEERING, CORP",,0.2934,5
2019,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,,0.2771,2
2019,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,,0.2654,3
2019,EACJHXZR3C75,CATALINA INSTRUMENT CORP.,,0.2633,4
2019,N62LME8FBJL6,"QED SYSTEMS, INC.",,0.2594,2
2019,LDH8HL9GJD89,GROUPE SOCOMORE,,0.2570,1
2019,G3ZKBEBM7Z61,AERO METALS INC,,0.2537,1
2019,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,,0.2535,5
2019,DQJGYPJARP66,"TCS INDUSTRIES, INC.",,0.2534,5
2019,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",,0.2530,1
2019,S6LCKJZGKFZ5,PIONEER MACHINE & TOOL CO. INC.,,0.2513,5
2019,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,0.2495,1
2019,GUDSCKALM855,CIZION LLC,,0.2436,4
2019,J9XEK2AAZMW3,SUPER RADIATOR COILS LIMITED PARTNERSHIP,,0.2421,6
2019,VN78DKXXYG27,FIKE CORPORATION,,0.2409,2
2019,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",,0.2402,4
2019,L6V2CGVQP844,RDF CORPORATION,,0.2397,2
2019,ENB7FA8442H6,"ADI AMERICAN DISTRIBUTORS, LLC",,0.2383,4
2019,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,,0.2350,1
2019,TCCLSQU7ZMW5,ITT INC.,,0.2347,3
2019,D49RVJRMCSJ8,"HABERMAN MACHINE, INC.",,0.2340,4
2019,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC.",,0.2316,6
2019,ZL86GKAMNA57,GEORGE INDUSTRIES LLC,,0.2306,2
2019,NU2UC8MX6NK1,"BOEING COMPANY, THE",,0.2295,3
2019,SEJVKETJB4G6,QUANTUMVISION CORP.,,0.2286,1
2019,LGL5G33FJ6D5,"COMMAND TECHNOLOGY, INC.",,0.2200,1
2019,NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",,0.2160,2
2019,QVVVKBXLM7A1,PACIFIC ALLIANCE CAPITAL INC.,,0.2127,1
2019,WF9TN8AWH8K5,HEICO CORPORATION,,0.2082,4
2019,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,0.2070,2
2019,C1B6X8AADFB1,"COMSACO, INC.",,0.1896,1
2019,QZDVJJHSMJK1,"ONEXIA, INC.",,0.1890,2
2019,N8XXNTTKKU55,"ARROW ELECTRONICS, INC.",,0.1888,1
2019,N7B7PME54JZ9,SURVITEC GROUP LIMITED,,0.1864,1
2019,DTXMJMGMQ655,SPARTON CORPORATION,,0.1749,3
2019,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,,0.1720,1
2019,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",,0.1701,1
2019,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",,0.1678,5
2019,NUXWEBNLQA27,MAGNATROL VALVE CORPORATION,,0.1666,3
2019,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",,0.1621,2
2019,RJBXUNF9XYX5,THUNDERBOLT SOFTWARE LLC,,0.1601,1
2019,LQJ8L3UFTVX3,"FREQUENCY ELECTRONICS, INC.",,0.1590,1
2019,K1K5EKJ2KK29,RHINESTAHL CORPORATION,,0.1561,1
2019,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",,0.1554,4
2019,E7XWKERHVVD9,"TVAR SOLUTIONS, LLC",,0.1554,1
2019,YLQMY5SGNE55,3M COMPANY,,0.1546,2
2019,CMANNFGEFNP6,WARD LEONARD HOLDINGS LLC,,0.1539,1
2019,GV95CCPKRQX1,"FEDTECH, INC.",,0.1537,2
2019,EZVMH8VEGL34,"BAUER COMPRESSORS, INC.",,0.1525,1
2019,PJJPF3BKD7L4,HYDRAFLOW,,0.1513,1
2019,HMJML9M8QC13,SHIPBOARD ELECTRICAL SUPPLY INC,,0.1500,1
2019,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",,0.1477,2
2019,U6JRN865H4E3,TTI INC,,0.1475,1
2019,JQ22KVJNANT9,SAFRAN,,0.1441,1
2019,MLZGT2BJ4J13,"ENPRO INDUSTRIES, INC.",,0.1419,1
2019,D46ZNPBMTU79,"BAM ENTERPRISES, INC.",,0.1417,3
2019,T6HMTJ6CTRF5,PTC INC.,,0.1405,1
2019,GKMQFZNVUCF2,"SOLID STATE DEVICES, INC.",,0.1385,2
2019,KQZ6EABE3Y37,ABRASIVE-FORM INC.,,0.1359,2
2019,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",,0.1341,3
2019,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",,0.1337,4
2019,HJR5VDSHMMX5,"NEVADA HEAT TREATING, LLC",,0.1329,1
2019,RF2BMJ23CUK5,"E & A PRODUCTS, INC.",,0.1303,3
2019,J7JJKMJGC7K1,"NAC GROUP, INC.",,0.1287,3
2019,MDQZKU7HV7L8,"EBY GROUP, LLC, THE",,0.1259,1
2019,KMRUJJMRJSV6,CAPARO INTERNATIONAL CORP,,0.1248,2
2019,GGEPLJ95RSR7,MATHESON SERVICES LIMITED,,0.1235,1
2019,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",,0.1198,1
2019,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,0.1196,1
2019,Z5S4RT2CF3L3,"MAGNETIKA, INC.",,0.1176,2
2019,XFWNM6S1JML3,"AEROSPACE ELITE ELECTRONICS, INC.",,0.1171,2
2019,K2XQUFJHV4M1,FULL CIRCLE COMPOSITES LLC,,0.1170,1
2019,PW9GWUTL4KV5,U S INC,,0.1143,1
2019,YJKHH5R1J9P5,"MODULAR COMPONENTS NATIONAL, INC.",,0.1134,1
2019,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",,0.1129,1
2019,F1RLRDZK2KC9,"CRENLO CAB PRODUCTS, INC",,0.1117,1
2019,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",,0.1112,2
2019,L2EDH4DX27J5,"WILLIAM E WILLIAMS, VALVE CORP",,0.1103,2
2019,C196SJZ6X6M8,"CIS SECURE COMPUTING, INC.",,0.1102,1
2019,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,0.1090,1
2019,H3VYQFQRD1D6,"INDUSTRIAL GROUP HOLDINGS, LLC",,0.1061,3
2019,KWAYELLKNP86,GET ENGINEERING CORP.,,0.1006,2
2019,S7WJMUUALPN7,"VERITAS CAPITAL MANAGEMENT, L.L.C.",,0.1000,1
2019,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",,0.0993,2
2019,H6BWMHGJ5AF5,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",,0.0990,2
2019,X5BQPZ4DJ8J5,"PRODUCT DEVELOPMENT ASSOCIATES, INC.",,0.0980,1
2019,U5DEVLMH9KR8,"FEDERAL DEFENSE SOLUTIONS, INC.",,0.0960,1
2019,RBANKF6MUJS9,"EFG HOLDINGS, INC.",,0.0948,1
2019,SQKNZVLF27Q4,"KENNETH INDUSTRIAL PRODUCTS, INC.",,0.0929,2
2019,K1M4HECUHKR4,AEA EUROPE FUND L.P.,,0.0916,1
2019,VJYSTMJME536,TRP INC,,0.0902,1
2019,HTHZV61C5DV8,SYSCO CORPORATION,,0.0892,1
2019,J3TKCN6S76D6,ORACLE CORPORATION,,0.0891,1
2019,WUQGPNATWJM3,"C MACHINE CO, INC",,0.0884,1
2019,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,0.0880,1
2019,J6DMEL935CD1,XYLEM INC.,,0.0869,3
2019,UADFAUDS5Q14,STAR LAB CORP.,,0.0853,1
2019,E3NJQ3BDHW89,"FARRELL EQUIPMENT & CONTROLS, INC.",,0.0824,2
2019,GME7GBC2EXU9,"MB AEROSPACE STERLING HEIGHTS, INC.",,0.0810,1
2019,JN9ZDAFJ93C8,"WIRELESS TELECOM GROUP, INC.",,0.0809,2
2019,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,,0.0801,1
2019,MAKYNVTMNZX1,TRAC REGULATORS INC,,0.0786,1
2019,PWYQJP152BE5,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",,0.0782,1
2019,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",,0.0756,1
2019,JHRUTRMQGW17,GENERAL DYNAMICS CANADA LTD,Yes,0.0752,1
2019,SGR5M2YHL6H9,"REGAL MACHINE, INC.",,0.0747,1
2019,DCEMQDTD7XM9,"TOZOUR ENERGY SYSTEMS, INC.",,0.0722,2
2019,DQLZFV6PFCB9,"TATE ANDALE, INC.",,0.0715,1
2019,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",,0.0713,2
2019,F1KGBDG9RSA7,CONTROLLED MOTION SOLUTIONS INC,,0.0705,1
2019,JPCKG37A8VS8,PARK-OHIO HOLDINGS CORP.,,0.0704,1
2019,XK8VBJ94L4E9,ASI MARINE & INDUSTRIAL INC,,0.0699,1
2019,T2FBBL2MHN31,"MURPHY RIGGING AND ERECTING, INC.",,0.0698,1
2019,NLXHHB71VMK5,REPUBBLICA ITALIANA,,0.0696,1
2019,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,,0.0688,2
2019,LVSBF1JHVJG5,"QUALASTAT ELECTRONICS, INC.",,0.0683,2
2019,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",,0.0682,2
2019,RE7WMNV9L719,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,0.0677,1
2019,KK62PWHW5ZR8,"CRITICAL IO, LLC",,0.0676,2
2019,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",,0.0675,1
2019,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",,0.0675,2
2019,EBVDXESS8KZ3,"TECHNICORP INTERNATIONAL II, INC.",,0.0673,2
2019,YE33G9AY9DB8,"APPLIED POWER PRODUCTS, INC.",,0.0666,1
2019,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",,0.0661,1
2019,SPJDDHTQBSY9,"HUNTER DEFENSE TECHNOLOGIES, INC.",,0.0660,1
2019,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,,0.0660,1
2019,YVBHN7GKLQ44,"GLENAIR, INC.",,0.0660,2
2019,VVWBUNAVPF34,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,,0.0648,1
2019,LCNCK3DFQW57,"MID-STATE AEROSPACE, INC.",,0.0645,1
2019,V16LFA3JDR14,LIMITORQUE CORPORATION,,0.0633,1
2019,E5NZAXG4MNB7,"MURRAY BENJAMIN ELECTRIC COMPANY, LIMITED PARTNERSHIP",,0.0610,2
2019,WAK3LFCLKJR4,BELL STEEL COMPANY,,0.0608,1
2019,E5PDQFYJJD43,ESSAR GLOBAL LIMITED,,0.0602,1
2019,GD5RJ5JTUJ83,"RIVERSIDE MACHINE AND ENGINEERING, INC.",,0.0586,1
2019,C2E5XKE6U313,"DYCO ELECTRONICS, INC",,0.0584,1
2019,YEARMS9NL8Q8,"COMPONENTS DISTRIBUTORS, INC.",,0.0582,1
2019,JDDMPNDNQ3L5,USBID INCORPORATED,,0.0570,2
2019,EWUTYZ9KJMG4,BEL FUSE INC.,,0.0565,2
2019,JMG3R5M8XZH5,FRONTIER ELECTRONIC SYSTEMS CORP.,,0.0564,1
2019,H5LMK955XVK1,"TPG CAPITAL MANAGEMENT, L.P.",,0.0561,1
2019,ENBFG8HHWTA9,"WAVELINE, INCORPORATED",,0.0558,2
2019,DV6YQV71ME11,MAR-VAC PRODUCTS INC,,0.0556,1
2019,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, INC.",,0.0544,2
2019,JLQEV9MULTF3,SAGINAW PRODUCTS CORPORATION,,0.0537,1
2019,JK5EDBJR5U15,"STERLING SUPPLY, INC.",,0.0530,1
2019,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,,0.0528,1
2019,WWMME88ERQG5,"BESTWELD, INC.",,0.0522,1
2019,QVMYLK59N3G2,INTEGRITS CORPORATION,,0.0518,1
2019,XECCFU26TTP9,"MONITEQ, INC.",,0.0507,1
2019,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,,0.0490,1
2019,G9KGAU9Q4D97,AIR COMPONENTS INC,,0.0486,1
2019,KUKPX32K6YM1,TWIN CITY GEAR CO.,,0.0486,1
2019,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",,0.0481,1
2019,YJBYQBNZDJJ7,"TERADYNE, INC.",,0.0479,1
2019,G8LMKLVVNSS4,CELLTRON INC,,0.0476,1
2019,GD3ZJ14RSKH9,"ROLLED ALLOYS, INC.",,0.0470,1
2019,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,,0.0469,1
2019,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,,0.0459,1
2019,K4GKNFJVSB15,"MC KEOWN, ROBERT CO INC",,0.0456,1
2019,EELNFQLNS977,"PHOENIX LOGISTICS, INC.",,0.0449,1
2019,HCL7JA5646X9,"MAGNOLIA ADVANCED MATERIALS, INC.",,0.0445,1
2019,LBP6VZX2ZBV4,"JC MACHINE, INC.",,0.0442,1
2019,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",,0.0441,1
2019,CUJ1W7C1DTJ7,"TAMPA BAY MACHINING, INC.",,0.0430,1
2019,KSNCG291YU48,"CRISTEK INTERCONNECTS, LLC",,0.0430,1
2019,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,,0.0427,1
2019,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,,0.0426,1
2019,P6PCQLBY8JF3,"SIFCO APPLIED SURFACE CONCEPTS, LLC",,0.0426,1
2019,HFLCXAGYK4U7,GSI CORPORATION,,0.0423,1
2019,GSBVJ9K2EJY5,"B.J.G. ELECTRONICS, INC.",,0.0423,1
2019,P4XPJNTCHB68,"SCHOELLHORN - ALBRECHT MACHINE CO., INC.",,0.0418,1
2019,X37XWB4L7ZM9,"ARSENAL HOLDINGS, LLC",,0.0403,1
2019,D8LCXTGXHJJ3,"MASTER MACHINE, INC.",,0.0393,1
2019,F78NG1ANBSN4,"JAMES WALKER CO.,THE",,0.0390,1
2019,QN84GSHNM1M7,"BACHARACH, INC.",,0.0387,1
2019,H7LXDNB9UAY8,"FIBER INSTRUMENT SALES, INC.",,0.0382,1
2019,E89QVPKN2XH6,"SYNERGIS TECHNOLOGIES, LLC",,0.0372,1
2019,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",,0.0372,1
2019,CEFCD41CLDJ8,SHI INTERNATIONAL CORP.,,0.0367,1
2019,TV7DV4DWF5H1,INNOVATIVE RACK & GEAR COMPANY,,0.0365,1
2019,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",,0.0365,1
2019,DE9JM6NXYJG5,PNC INC.,,0.0364,1
2019,DCN4LJGUGEL5,TECH DATA CORPORATION,,0.0361,1
2019,TJCDPVN6RNP7,DELL TECHNOLOGIES INC.,,0.0359,1
2019,YBGVF28MA725,TROY TUBE & MANUFACTURING CO.,,0.0357,1
2019,JTC4HGKH6PJ1,PRECISION GASKET COMPANY,,0.0346,1
2019,KAMDTHMU3Z83,"ACTRON ENTITIES, INC.",,0.0342,1
2019,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",,0.0337,1
2019,DZ4JXAPAU222,"UNITED RENTALS, INC.",,0.0336,1
2019,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",,0.0334,1
2019,UXLBKCMVY819,FLOWORKS INTERNATIONAL LLC,,0.0333,1
2019,M4GAZLHBK7W5,AEA INVESTORS LP,,0.0324,1
2019,HG3VKBQEG5K4,"MOBILEMATICS, INC.",,0.0322,1
2019,GCXXVQ87VUA8,INTRITEC,,0.0321,1
2019,YA3DC9SN4J23,OMNETICS CONNECTOR CORPORATION,,0.0320,1
2019,EKBRGQ6L48L8,"BRIARTEK, INC.",,0.0317,1
2019,GRP8YMBS4297,SHAPCO INC.,,0.0312,1
2019,N1SELKJY2JK6,LANDSCAPE MANAGEMENT CONSULTANTS,,0.0312,1
2019,VKKVV42GH294,"EXPERIOR LABORATORIES, INC.",,0.0307,1
2019,EM1ZJ3TXF729,JRH ELECTRONICS LLC,,0.0305,1
2019,CS7UG7SC6MF5,BRANDYWINE COMMUNICATIONS,,0.0300,1
2019,FK4DADNKNCR5,"ATLAS MACHINE COMPANY, INC.",,0.0281,1
2019,F4TYC1N7UEH3,"ELECTROWEAVE, INC.",,0.0278,1
2019,JJRDPJY9GQA8,"FLETCHER CONSTRUCTION COMPANY, INC.",,0.0275,1
2019,GU9WXNREUPZ1,FORENTA L.P.,,0.0272,1
2019,LRNPUBGWKNA1,PORT ELECTRONICS CORP.,,0.0264,1
2019,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,0.0259,1
2019,W6SWKAS2DBE5,"SHILOH INDUSTRIES, INC.",,0.0253,1
2019,L8T4R3N7ACL6,COLFAX CORPORATION,,0.0252,1
2020,W8PTMRME1496,LEONARDO SPA,Yes,665.9520,78
2020,CY16XXPHX213,ARCTIC SLOPE REGIONAL CORPORATION,,242.7477,92
2020,YHJESY2TDP23,MAJOR TOOL AND MACHINE INC,,200.5161,17
2020,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,,89.1346,13
2020,HHBLV49BQUY5,"ADVANCED SCIENCES AND TECHNOLOGIES, LLC",,52.4141,75
2020,HMN8Q5FPFFD3,COBHAM PLC,,46.1628,35
2020,ZTD6PU46ALU3,"INDRA SISTEMAS, SOCIEDAD ANONIMA",Yes,26.1453,11
2020,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",,22.5058,5
2020,E582KXT4RVH6,"SUPERIOR ELECTROMECHANICAL COMPONENT SERVICE, INC.",,22.4454,7
2020,GU4MZLMEJN94,"SEYER INDUSTRIES, INC.",,19.4914,39
2020,JHWNUX2YXN31,ARCONIC INC.,,18.9058,9
2020,NXGLEN3CK1N6,"DATACON, INC.",,18.7969,23
2020,GC7MKAN5DG35,IN-DEPTH ENGINEERING CORPORATION,,18.5833,23
2020,KQYHKJS57J76,SENER AEROESPACIAL SOCIEDAD ANONIMA.,Yes,18.2282,7
2020,DCV2KUEL85Z4,SENER GRUPO DE INGENIERIA SOCIEDAD ANONIMA,Yes,16.5388,3
2020,YGXMYQKELLZ4,"HANWHA SYSTEMS CO., LTD.",Yes,16.1551,4
2020,LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC",,15.3798,20
2020,E86GJS762JJ5,TOTAL SA,,13.9343,3
2020,YKYBK6MSAKX5,GMT CORPORATION,,13.7413,9
2020,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,,13.0926,20
2020,J51ULX3CNCZ4,"MERCURY SYSTEMS, INC.",,12.6093,27
2020,PQNBC8KG93R3,AMPHENOL CORPORATION,,12.1795,17
2020,UXEGD3WECED5,"EXTREME ENGINEERING SOLUTIONS, INC.",,12.0440,5
2020,F295NQHTL3F9,"AC&A ENTERPRISES HOLDINGS, LLC",,10.5298,2
2020,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,,10.4643,46
