generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_W912DQ15C1114_9700_-NONE-_-NONE-,W912DQ15C1114,WILLIAM E. MUNSON COMPANY,231175.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-09-28,2016-02-16,yes,naics:336612; psc:1940,naics:336612; psc:1940,NEW SURVEY VESSEL 23 TO 26 FT ALUMINUM
CONT_AWD_W912BU16P0107_9700_-NONE-_-NONE-,W912BU16P0107,"CHESAPEAKE MACHINING & FABRICATION, INC.",230500.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2016-08-22,2016-12-01,yes,naics:336611; psc:2090,naics:336611; psc:2090,FABRICATE TWO (2) NEW BALL JOINTS FOR DREDGE MCFARLAND
CONT_AWD_W911S015P0091_9700_-NONE-_-NONE-,W911S015P0091,BAY SHIP & YACHT CO,230228.5,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2015-09-23,2016-12-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,REPAIRS TO THE US ARMY RESERVE VESSELS
CONT_AWD_W912P821P0008_9700_-NONE-_-NONE-,W912P821P0008,"PROPULSION SYSTEMS, INC.",229658.39,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2020-12-21,2022-12-28,yes,naics:336611,naics:336611,PROVIDE SHOP SERVICES TO DISASSEMBLE HUB
CONT_AWD_W912P919F0119_9700_W912P917G0002_9700,W912P919F0119,"FABICK POWER SYSTEMS, INC.",228866.25,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '6115', 'description': 'GENERATORS AND GENERATOR SETS, ELECTRICAL'}",2019-03-14,2019-10-10,yes,naics:336611,naics:336611,GENERATOR WITH SUPPLIES FOR DELONG BARGE
CONT_AWD_W912EK15P0141_9700_-NONE-_-NONE-,W912EK15P0141,"SUNFLOWER ENTERPRISES, INC",228225.85,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2015-07-10,2015-09-30,yes,naics:336611,naics:336611,"IGF::OT::IGF EMERGENCY DRY DOCKING AND REPAIR SERVICES FOR MV BETTENDORF AND MV MOLINE. DUBUQUE COUNTY, DUBUQUE IA, 52001."
CONT_AWD_W9127N16C0056_9700_-NONE-_-NONE-,W9127N16C0056,SISCO MARINE LLC,228213.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2016-09-30,2017-02-06,yes,naics:336612; psc:2090,naics:336612; psc:2090,TRUCKABLE TOWBOAT JOHN DAY
CONT_AWD_W9127N25PA027_9700_-NONE-_-NONE-,W9127N25PA027,"PROPULSION SYSTEMS, INC.",228056.01,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-07-14,2025-11-28,yes,naics:336611,naics:336611,ESSAYONS CPP HUB REPAIR
CONT_AWD_W912P415P0023_9700_-NONE-_-NONE-,W912P415P0023,METAL CRAFT MARINE INCORPORATED,228000.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2015-06-19,2015-09-28,yes,naics:336612; psc:1925,naics:336612; psc:1925,IGF::OI::IGF METALCRAFT MARINE SAMPLING BOAT
CONT_AWD_W912DW19P0047_9700_-NONE-_-NONE-,W912DW19P0047,"STABBERT MARINE & INDUSTRIAL, LLC",227643.2,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2019-05-17,2019-08-27,yes,naics:336611,naics:336611,FY19 BARGE NWS 1-12-2  DRY-DOCK
CONT_AWD_W912EF25P0025_9700_-NONE-_-NONE-,W912EF25P0025,AUDREY HSU,227524.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '6105', 'description': 'MOTORS, ELECTRICAL'}",2025-07-01,2025-08-01,yes,naics:336611,naics:336611,DWA OUTBOARD MOTORS
CONT_AWD_W912EK22C0031_9700_-NONE-_-NONE-,W912EK22C0031,"SUPPLIED INDUSTRIAL SOLUTIONS, INC.",227223.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'N046', 'description': 'INSTALLATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT'}",2022-09-15,2022-11-30,yes,naics:336611,naics:336611,DRESDEN BOILER REPAIRS
CONT_AWD_W912P818C0030_9700_-NONE-_-NONE-,W912P818C0030,"PROPULSION SYSTEMS, INC.",226988.3,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2018-06-21,2020-03-30,yes,naics:336611,naics:336611,"TRANSPORTATION, INSPECTION AND REPORT WHEELER PROPULSION HUB"
CONT_AWD_W9123722F0322_9700_47QSWA22D006M_4732,W9123722F0322,WILLIAM E. MUNSON COMPANY,226874.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2022-09-15,2022-09-30,yes,naics:336612,naics:336612,2022 MAR LANDING CRAFT
CONT_AWD_W9123722F0299_9700_47QSWA22D006M_4732,W9123722F0299,WILLIAM E. MUNSON COMPANY,226874.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2022-09-07,2024-09-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,"LANDING CRAFT FOR MELDAHL LOCK AND DAM, US ARMY CORPS OF ENGINEERS, HUNTINGTON DISTRICT"
CONT_AWD_W56HZV23F0481_9700_W56HZV17D0086_9700,W56HZV23F0481,VIGOR WORKS LLC,226378.34,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2023-09-30,2026-09-30,yes,keyword; naics:336611; psc:1990,maneuver support vessel; maneuver support vessel light; naics:336611; psc:1990,THE CONTRACTOR SHALL COMPLETE AND MAINTAIN THE MANEUVER SUPPORT VESSEL (LIGHT) (MSV(L)) LOGISTICS INTEGRATED PRODUCT SUPPORT (IPS) DELIVERABLES.
CONT_AWD_W9127N19C0027_9700_-NONE-_-NONE-,W9127N19C0027,VIGOR ALASKA LLC,225440.8,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2019-07-09,2019-07-19,yes,naics:336611,naics:336611,ESSAYONS PORT CPP SYSTEM LEAK REPAIRS
CONT_AWD_W912EE25FA001_9700_W912EE24A0002_9700,W912EE25FA001,BIG RIVER SHIPBUILDERS INC,224835.06,BPA CALL,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2025-01-28,2025-05-31,yes,naics:336611,naics:336611,DRY DOCK AND REPAIR POWER BARGE 5014
CONT_AWD_W9127N21P0040_9700_-NONE-_-NONE-,W9127N21P0040,"WCT MARINE & CONSTRUCTION, INC.",224297.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2021-04-29,2022-04-29,yes,naics:336611,naics:336611,SV REDLINGER OVERHAUL
CONT_AWD_W912P522F0028_9700_W912P519A0004_9700,W912P522F0028,"NATIONAL MAINTENANCE & REPAIR OF KENTUCKY, INC.",223890.0,BPA CALL,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2022-03-01,2022-03-18,yes,naics:336611,naics:336611,DRY DOCKING AND REPAIRING THE MV IROQUOIS AND ND-40 IN ACCORDANCE WITH THE PERFORMANCE WORK STATEMENT.
CONT_AWD_W912EP24F0130_9700_47QSWA22D006M_4732,W912EP24F0130,WILLIAM E. MUNSON COMPANY,223368.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2024-09-13,2026-11-02,yes,naics:336612; psc:1925,naics:336612; psc:1925,24' NOMINAL WORKBOAT & TRAILER / IIJA3-1
CONT_AWD_W912QR23P0110_9700_-NONE-_-NONE-,W912QR23P0110,"MCGINNIS, INC.",222654.5,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2023-09-20,2023-12-18,yes,naics:336611; psc:1990,naics:336611; psc:1990,INSPECT VESSEL - MV AUSTIN
CONT_AWD_W912HP19P5002_9700_-NONE-_-NONE-,W912HP19P5002,MARINE PROPULSION CORP,222381.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2019-05-20,2025-03-31,yes,naics:336611,naics:336611,ANNUAL SURVEY VESSEL SHIPYARD SERVICES
CONT_AWD_BR08_9700_W911S015D0038_9700,BR08,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,222046.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2016-06-23,2016-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,THIS IS TASK ORDER BR08 FOR CONTRACT W911SO-15-D-0038 FOR UNPROGRAMMED REPAIRS FOR US ARMY VESSEL LCU-2013.
CONT_AWD_W912DW22P0003_9700_-NONE-_-NONE-,W912DW22P0003,WILLIAM E. MUNSON COMPANY,221997.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Energy,Department of Energy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-11-30,2023-03-01,yes,naics:336612; psc:1940,naics:336612; psc:1940,LANDING CRAFT
CONT_AWD_W9127N23F0041_9700_47QSWA18D004E_4732,W9127N23F0041,"WORKSKIFF, INC.",221698.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2023-06-30,2023-11-01,yes,naics:336612; psc:1940,naics:336612; psc:1940,"BOAT, UTILITY"
CONT_AWD_W912EQ24P0060_9700_-NONE-_-NONE-,W912EQ24P0060,"SPI MOBILE PULLEY WORKS, LLC",220995.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '333914', 'description': 'MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2024-05-24,2025-05-30,yes,psc:2090,psc:2090,DREDGE HURLEY LADDER PIPELINE PARTS
CONT_AWD_0005_9700_W911S016D0010_9700,0005,"COLONNA'S SHIP YARD, INCORPORATED",220911.81,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2016-08-24,2017-11-20,yes,naics:336611; psc:1905,naics:336611; psc:1905,SLWT 28 OCCM   IT::OT::IT
CONT_AWD_W9123720P0081_9700_-NONE-_-NONE-,W9123720P0081,"AMHERST MADISON, INC.",219963.29,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2020-08-19,2020-12-31,yes,naics:336611,naics:336611,BARGE DRY DOCK AND REPAIR
CONT_AWD_W912BU16C0003_9700_-NONE-_-NONE-,W912BU16C0003,"SILVER SHIPS, INC",218754.95,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-11-13,2016-10-10,yes,naics:336611; psc:1940,naics:336611; psc:1940,V-HULL HYDROGRAPHIC SURVEY BOAT
CONT_AWD_W9127N19P0009_9700_-NONE-_-NONE-,W9127N19P0009,ADI TECHNOLOGIES INC.,217797.76,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '332999', 'description': 'ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2019-01-09,2019-10-28,yes,psc:2090,psc:2090,YAQUINA WATERTIGHT DOORS
CONT_AWD_W912BU15P0079_9700_-NONE-_-NONE-,W912BU15P0079,ALLIED SYSTEMS COMPANY,217533.74,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '441222', 'description': 'BOAT DEALERS'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-06-12,2015-12-05,yes,psc:2090,psc:2090,SOLAS APPROVED RESCUR BOAT DAVIT ASSEMBLY IN ACCORDANCE WITH SPECIFICATIOS
CONT_AWD_W912EF23P0028_9700_-NONE-_-NONE-,W912EF23P0028,WILLIAM E. MUNSON COMPANY,216693.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2023-07-07,2026-01-06,yes,naics:336612; psc:1940,naics:336612; psc:1940,WORK BOAT
CONT_AWD_0005_9700_W912P909G0601_9700,0005,"J.B. MARINE SERVICE, INC.",215842.06,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2014-04-10,2014-12-31,yes,naics:336611,naics:336611,IGF::OT::IGF  MASTERSHIP AGREEMENT FOR SERVICE BASE.
CONT_AWD_W911WN16P3027_9700_-NONE-_-NONE-,W911WN16P3027,"AMHERST MADISON, INC.",214979.92,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1930', 'description': 'BARGES AND LIGHTERS, CARGO'}",2016-09-14,2017-01-24,yes,naics:336611,naics:336611,IGF::OT::IGF DRYDOCK AND REPAIR SERVICE BARGE 101
CONT_AWD_W912BU15P0083_9700_-NONE-_-NONE-,W912BU15P0083,"WILLARD MARINE, INC.",214538.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '441222', 'description': 'BOAT DEALERS'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2015-06-26,2015-12-25,yes,psc:1925,psc:1925,PROVIDE ONE NEW USCG-APPROVED SOLAS FAST RESCUE BOAT
CONT_AWD_W912CH25FA063_9700_W912CH25DL001_9700,W912CH25FA063,"ASRC FEDERAL ADVANCED RESEARCH, LLC",214436.91,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '541330', 'description': 'ENGINEERING SERVICES'}","{'code': 'AC13', 'description': 'NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT'}",2025-07-02,2025-09-30,yes,keyword,landing craft utility,COMMON REMOTELY OPERATED WEAPON SYSTEMS LANDING CRAFT UTILITY BOAD 2009 FIRE DETECTION SYSTEMS
CONT_AWD_W912EE25F0033_9700_W912EE24A0002_9700,W912EE25F0033,BIG RIVER SHIPBUILDERS INC,214250.0,BPA CALL,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'P300', 'description': 'SALVAGE- MARINE VESSELS'}",2025-06-06,2025-06-30,yes,naics:336611,naics:336611,THIS REQUIREMENT IS FOR THE SALVAGE OF A DILAPIDATED FLAT MATERIAL BARGE LODGED AGAINST THE DAVID D. TERRY DAM AT NAVIGATIONAL MILE 108.1 ON THE MKARNS.
CONT_AWD_W912EF22P0002_9700_-NONE-_-NONE-,W912EF22P0002,WILLIAM E. MUNSON COMPANY,213796.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-11-18,2022-09-29,yes,naics:336612; psc:1940,naics:336612; psc:1940,HLD - WORK BOAT
CONT_AWD_W912P920F0192_9700_W912P917G0001_9700,W912P920F0192,NATIONAL MAINTENANCE & REPAIR INC,213585.33,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2020-05-01,2021-08-01,yes,naics:336611,naics:336611,ANCHOR 6 DRY-DOCKING
CONT_AWD_W912ES18P0009_9700_-NONE-_-NONE-,W912ES18P0009,BRENNAN MARINE INC,213483.35,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2017-11-29,2018-04-30,yes,naics:336611,naics:336611,"IGF::OT::IGF DRY DOCK CLEANING, INSPECTION, REPAIR AND PAINTING OF TWO RIVER CARGO BARGES"
CONT_AWD_W912ES18P0125_9700_-NONE-_-NONE-,W912ES18P0125,BRENNAN MARINE INC,213100.22,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2018-09-14,2019-04-01,yes,naics:336611,naics:336611,"DRY DOCK, INSPECTION, AND REPAIR OF BARGE 719"
CONT_AWD_W912P919F0105_9700_W912P917G0001_9700,W912P919F0105,NATIONAL MAINTENANCE & REPAIR INC,212450.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2019-02-22,2019-09-22,yes,naics:336611,naics:336611,DRY DOCKING
CONT_AWD_W912PM19P0072_9700_-NONE-_-NONE-,W912PM19P0072,JARRETT BAY BOATWORKS INC,212300.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2019-08-12,2020-01-15,yes,naics:336611,naics:336611,REPAIR OF SURVEY VESSEL BEAUFORT
CONT_AWD_W912CH26FA079_9700_W912CH26DA057_9700,W912CH26FA079,"MID ATLANTIC ENGINEERING TECHNICAL SERVICES, INC.",211357.68,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '488390', 'description': 'OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2026-03-11,2026-04-10,yes,keyword,army watercraft,ARMY WATERCRAFT SUSTAINMENT MAINTENANCE PROGRAM (AWSM) ZONE 3: PIER SIDELOGISTICS SUPPORT VESSEL (LSV) 8
CONT_AWD_W912HZ21P0118_9700_-NONE-_-NONE-,W912HZ21P0118,"LIFE SAFETY GROUP, LLC",211000.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-08-23,2021-09-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,FY21 CIP #1 COASTAL BOAT - PARKER BOAT 25-FT PARKER 2520 XLD SC
CONT_AWD_0006_9700_W912QM12D0001_9700,0006,MISCELLANEOUS FOREIGN AWARDEES,209326.76,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2014-06-13,2014-08-27,yes,naics:336612; psc:1940,naics:336612; psc:1940,REFURBISHMENT OF EDUARDONO-TYPE 32 FOOT
CONT_AWD_W9127N15P0110_9700_-NONE-_-NONE-,W9127N15P0110,"NW BEND BOATS, LLC",208727.6,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-09-19,2016-03-19,yes,naics:336612; psc:1940,naics:336612; psc:1940,IGF::OT::IGF
CONT_AWD_W911SD24P0136_9700_-NONE-_-NONE-,W911SD24P0136,BAYONNE DRYDOCK & REPAIR CORP.,208651.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2024-09-18,2025-04-15,yes,naics:336611,naics:336611,REPOWER-ENGINES AND TRANSMISSIONS
CONT_AWD_W912CH25F0047_9700_W56HZV23D0064_9700,W912CH25F0047,NOBLIS MSD LLC,208342.7,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '541330', 'description': 'ENGINEERING SERVICES'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2024-11-22,2025-11-24,yes,keyword,army watercraft,PROVIDE A FULL-TIME JBLE TEST SUPPORT ENGINEER TO SUPPORT PRODUCT DIRECTOR (PD) ARMY WATERCRAFT SYSTEMS (AWS).
CONT_AWD_W912EE24F0095_9700_W912EE24A0002_9700,W912EE24F0095,BIG RIVER SHIPBUILDERS INC,207676.17,BPA CALL,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2024-06-21,2024-12-23,yes,naics:336611,naics:336611,DREDGE DUBUQUE DRY DOCK REPAIR
