generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_W912BU23C0020_9700_-NONE-_-NONE-,W912BU23C0020,"EASTERN SHIPBUILDING GROUP, INC.",258506273.63,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1955', 'description': 'DREDGES'}",2023-07-24,2027-11-17,yes,naics:336611,naics:336611,3010 MEDIUM CLASS HOPPER DREDGE
CONT_AWD_W56HZV14C0015_9700_-NONE-_-NONE-,W56HZV14C0015,BIRDON AMERICA INC,140797043.55,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2013-11-18,2020-09-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,PRODUCTION OF BRIDGE ERECTION BOATS (BEB)
CONT_AWD_0001_9700_W56HZV17D0086_9700,0001,VIGOR WORKS LLC,97165770.6,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2017-09-28,2025-09-30,yes,naics:336611; psc:1990,naics:336611; psc:1990,"DELIVERY ORDER 0001 FOR MSV(L) EMD PHASE, CLIN 0002"
CONT_AWD_W911S014C0004_9700_-NONE-_-NONE-,W911S014C0004,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,68646575.7,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2014-09-08,2021-11-28,yes,naics:336611; psc:1905,naics:336611; psc:1905,COSIS
CONT_AWD_W56HZV22F0057_9700_W56HZV19D0093_9700,W56HZV22F0057,BIRDON AMERICA INC,66003730.33,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-12-09,2025-09-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,THIS CONTRACT IS FOR THE PURCHASE OF THE BRIDGE ERECTION BOAT (BEB) TO INCLUDE BOTH HARDWARE AND SERVICES. THIS DELIVERY ORDER IS IN THE THIRD ORDERING YEAR TO PROCURE BEBS AND CREW PROTECTION KITS (CPKS)
CONT_AWD_W56HZV21F0381_9700_W56HZV17D0086_9700,W56HZV21F0381,VIGOR WORKS LLC,63673420.76,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2021-09-16,2026-09-30,yes,naics:336611; psc:1990,naics:336611; psc:1990,LOW RATE INITIAL PRODUCTION - 1 VESSEL
CONT_AWD_W56HZV21F0040_9700_W56HZV19D0093_9700,W56HZV21F0040,BIRDON AMERICA INC,61739429.69,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2020-11-17,2022-06-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,"THIS CONTRACT IS FOR THE PURCHASE OF THE BRIDGE ERECTION BOAT(BEB) TO INCLUDE BOTH HARDWARE AND SERVICES. THIS DELIVERY ORDER IS IN THE SECOND YEAR TO PROCURE BEBS, CREW PROTECTION KITS, AUTHORIZED STOCK LIST AND SPECIAL TOOLING TEST EQUIPMENT."
CONT_AWD_W56HZV23F0479_9700_W56HZV17D0086_9700,W56HZV23F0479,VIGOR WORKS LLC,61451667.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2023-09-29,2027-10-01,yes,naics:336611; psc:1990,naics:336611; psc:1990,LOW-RATE INITIAL PRODUCTION (LRIP) - 2 VESSEL
CONT_AWD_W912CH24F0171_9700_W56HZV17D0086_9700,W912CH24F0171,VIGOR WORKS LLC,60745751.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2024-07-25,2028-04-28,yes,naics:336611; psc:1990,naics:336611; psc:1990,LRIP 3
CONT_AWD_W912CH24F0172_9700_W56HZV17D0086_9700,W912CH24F0172,VIGOR WORKS LLC,59861557.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2024-07-25,2028-10-08,yes,naics:336611; psc:1990,naics:336611; psc:1990,LRIP 4
CONT_AWD_W912CH25F0041_9700_W56HZV17D0086_9700,W912CH25F0041,VIGOR WORKS LLC,59630930.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2024-10-28,2029-05-13,yes,naics:336611; psc:1990,naics:336611; psc:1990,MSV-L FRP 1
CONT_AWD_W56HZV22FL181_9700_W56HZV21DL002_9700,W56HZV22FL181,BAY SHIP & YACHT CO,55146693.95,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2022-09-12,2026-12-26,yes,keyword; naics:336611,landing craft utility; naics:336611,LANDING CRAFT UTILITY 2035 SERVICE LIFE EXTENSION PROGRAM
CONT_AWD_W912BU24C0046_9700_-NONE-_-NONE-,W912BU24C0046,GUNDERSON MARINE LLC,49793885.55,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1935', 'description': 'BARGES AND LIGHTERS, SPECIAL PURPOSE'}",2023-11-07,2026-07-01,yes,naics:336611,naics:336611,MCMURDO STEEL DECK BARGE
CONT_AWD_W52P1J09C0049_9700_-NONE-_-NONE-,W52P1J09C0049,"MAERSK LINE, LIMITED",47831720.26,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2009-09-17,2014-11-10,yes,naics:336611,naics:336611,"APS WATERCRAFT COSIS AT YOKOHAMA NORTH DOCK, JAPAN"
CONT_AWD_W56HZV20F0083_9700_W56HZV19D0093_9700,W56HZV20F0083,BIRDON AMERICA INC,46437971.35,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2019-12-09,2021-04-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,BRIDGE ERECTION BOAT (BEB) AND CREW PROTECTION KIT (CPK) PRODUCTION.  THIS IS A HARDWARE DELIVERY ORDER.
CONT_AWD_W912BU25CA018_9700_-NONE-_-NONE-,W912BU25CA018,"CONRAD SHIPYARD, L.L.C",45830000.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1935', 'description': 'BARGES AND LIGHTERS, SPECIAL PURPOSE'}",2025-09-29,2028-09-27,yes,naics:336611,naics:336611,CRANE BARGE FOR THE DETROIT DISTRICT OF THE U.S. ARMY CORPS OF ENGINEERS AND WILL BE USED BY THE DISTRICT IN SUPPORT OF LOCK MAINTENANCE AT THE SOO LOCKS OFFICE.
CONT_AWD_W56HZV21FL147_9700_W56HZV21DL002_9700,W56HZV21FL147,BAY SHIP & YACHT CO,41523843.02,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2021-05-13,2024-03-22,yes,keyword; naics:336611,landing craft utility; naics:336611,LANDING CRAFT UTILITY 2025 SERVICE LIFE EXTENSION PROGRAM
CONT_AWD_W56HZV23FL163_9700_W56HZV21DL024_9700,W56HZV23FL163,"YOKOHAMA ENGINEERING WORKS, LTD.",41039287.32,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2023-08-17,2026-07-31,yes,naics:336611,naics:336611,LCU 2022 SLEP
CONT_AWD_W912P824C0031_9700_-NONE-_-NONE-,W912P824C0031,ALABAMA SHIPYARD LLC,39202272.96,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2024-12-06,2026-03-03,yes,naics:336611,naics:336611,U.S. WHEELER DRYDOCKING AND REPAIRS 2024
CONT_AWD_W912BU19C0042_9700_-NONE-_-NONE-,W912BU19C0042,"THOMA-SEA MARINE CONSTRUCTORS, L.L.C.",38139690.17,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1935', 'description': 'BARGES AND LIGHTERS, SPECIAL PURPOSE'}",2019-09-23,2026-06-07,yes,naics:336611,naics:336611,SPECIALTY STEEL BARGE
CONT_AWD_W56HZV20FL171_9700_W911S016D0001_9700,W56HZV20FL171,BAY SHIP & YACHT CO,37695017.82,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2020-08-14,2023-11-22,yes,naics:336611,naics:336611,LCU 2030 SLEP
CONT_AWD_0001_9700_W56HZV16D0061_9700,0001,SERCO INC,30341201.73,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2016-09-27,2022-09-01,yes,keyword; naics:336611,landing craft utility; naics:336611,LANDING CRAFT UTILITY (LCU) 2000 SERVICE LIFE EXTENSION PROGRAM (SLEP) AND ON-CONDITION CYCLIC MAINTENANCE (OCCM)
CONT_AWD_W912BU25C0001_9700_-NONE-_-NONE-,W912BU25C0001,"SUPERIOR MARINE WAYS, INC",30000000.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2024-11-06,2027-07-19,yes,naics:336611; psc:1925,naics:336611; psc:1925,TWO (2) TRIPLE SCREW TOWBOATS
CONT_AWD_W56HZV21C0130_9700_-NONE-_-NONE-,W56HZV21C0130,GENERAL DYNAMICS EUROPEAN LAND SYSTEMS-BRIDGE SYSTEMS GMBH,29067882.74,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '5420', 'description': 'BRIDGES, FIXED AND FLOATING'}",2021-09-28,2026-07-24,yes,naics:336612,naics:336612,M3 AMPHIBIOUS BRIDGING SYSTEM
CONT_AWD_W912CH24F0063_9700_W56HZV19D0093_9700,W912CH24F0063,BIRDON AMERICA INC,27979890.21,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '5420', 'description': 'BRIDGES, FIXED AND FLOATING'}",2024-06-28,2027-09-23,yes,naics:336612,naics:336612,BRIDGE ELECTRON BOAT (BEB). CONTRACT TO PROCURE SYSTEMS. DELIVERY ORDER TO PROCURE 34 BEBS.
CONT_AWD_W912BU21C0064_9700_-NONE-_-NONE-,W912BU21C0064,"COLONNA'S SHIP YARD, INCORPORATED",27797240.38,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2021-09-24,2023-05-22,yes,naics:336611,naics:336611,FY21 OVERHAUL OF DREDGE MCFARLAND
CONT_AWD_W912CH25FA120_9700_W56HZV21DL002_9700,W912CH25FA120,BAY SHIP & YACHT CO,27683826.09,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2025-09-08,2027-09-08,yes,keyword; naics:336611,landing craft utility; naics:336611,"PROGRAMMED DRYDOCKING, CLEANING, PAINTING, REPAIRS, MODIFICATION AND MODERNIZATION TO U.S. ARMY VESSEL LANDING CRAFT UTILITY 2023, STATIONED AT JBLE FORT EUSTIS, VIRGINIA."
CONT_AWD_W912CH24FL143_9700_W56HZV21DL024_9700,W912CH24FL143,"YOKOHAMA ENGINEERING WORKS, LTD.",26851509.71,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2024-09-06,2026-12-20,yes,keyword; naics:336611,landing craft utility; naics:336611,"PROGRAMMED DRY-DOCKING, CLEANING, PAINTING, REPAIRS AND MODIFICATION AND MODERNIZATION TO THE U.S. ARMY VESSEL LANDING CRAFT UTILITY (LCU) 2009"
CONT_AWD_W912CH25F0348_9700_W56HZV19D0093_9700,W912CH25F0348,BIRDON AMERICA INC,25666005.73,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '5420', 'description': 'BRIDGES, FIXED AND FLOATING'}",2025-07-15,2027-09-30,yes,naics:336612,naics:336612,BRIDGE ERECTION BOAT (BEB). CONTRACT TO PROCURE SYSTEMS. DO TO PROCURE 28 BEBS
CONT_AWD_W912CH25FA109_9700_W56HZV21DL024_9700,W912CH25FA109,"YOKOHAMA ENGINEERING WORKS, LTD.",25478444.7,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-09-03,2027-09-03,yes,naics:336611,naics:336611,U.S. ARMY VESSEL LCU 2020 SPECIFICATIONS
CONT_AWD_W912BU21C0012_9700_-NONE-_-NONE-,W912BU21C0012,"THOMA-SEA MARINE CONSTRUCTORS, L.L.C.",24767828.36,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2021-03-12,2026-10-11,yes,naics:336611,naics:336611,2801 NAN DRIFTMASTER REPLACEMENT
CONT_AWD_W58RGZ19F0500_9700_W58RGZ18D0001_9700,W58RGZ19F0500,DEFENSE SYSTEMS AND SOLUTIONS,22587951.92,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336413', 'description': 'OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2019-09-17,2024-07-15,yes,psc:1905,psc:1905,BUILD&INTEGRATE AUTONOMOUS UNDERWATER VEHICLE SYSTEM COMPONENTS FOR THE NEXT GENERATION MARK 18 FAMILY REMUS 600 AUV.
CONT_AWD_W912BU24C0042_9700_-NONE-_-NONE-,W912BU24C0042,"THOMA-SEA MARINE CONSTRUCTORS, L.L.C.",21283724.31,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2024-10-07,2026-06-15,yes,naics:336611,naics:336611,PHASE 1 : SHIPYARD PREPERATION
CONT_AWD_W912BU22C0014_9700_-NONE-_-NONE-,W912BU22C0014,"CONRAD SHIPYARD, L.L.C",20302696.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2022-04-04,2025-12-24,yes,naics:336611; psc:1925,naics:336611; psc:1925,TUGBOATS
CONT_AWD_W58RGZ19F0632_9700_W58RGZ18D0001_9700,W58RGZ19F0632,DEFENSE SYSTEMS AND SOLUTIONS,19240153.23,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336413', 'description': 'OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2019-09-24,2023-11-30,yes,psc:1905,psc:1905,"THE PURPOSE OF THIS STATEMENT OF WORK (SOW) IS TO DELINEATE IN GENERAL TERMS, THE OVERALL REQUIREMENTS OF THE H-60V MEDEVAC DESIGN AND INTEGRATION, INCLUDING THE INTEGRATION OF A NOSE MOUNTED FORWARD LOOKING INFRARED (FLIR"
CONT_AWD_W912BU16C0046_9700_-NONE-_-NONE-,W912BU16C0046,"CONRAD SHIPYARD, L.L.C",18725759.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1990', 'description': 'MISCELLANEOUS VESSELS'}",2016-09-09,2019-08-23,yes,naics:336611; psc:1990,naics:336611; psc:1990,"CONSTRUCT, TEST, AND DELIVER"
CONT_AWD_W56HZV24F0026_9700_W56HZV23D0017_9700,W56HZV24F0026,DCS CORPORATION,17378755.95,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '541330', 'description': 'ENGINEERING SERVICES'}","{'code': 'AC33', 'description': 'NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT'}",2023-11-08,2028-04-27,yes,keyword,army watercraft,"TECHNICAL AND ENGINEERING SERVICES (TES) SUPPORT FOR THE COMBAT CAPABILITIES DEVELOPMENT COMMAND GROUND VEHICLE SYSTEMS CENTER (DEVCOM GVSC) LABORATORIES AND ITS CUSTOMER, ARMY WATERCRAFT SYSTEMS (AWS)"
CONT_AWD_W912P820C0004_9700_-NONE-_-NONE-,W912P820C0004,DETYENS SHIPYARDS INC,17027363.24,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'Z1ED', 'description': 'MAINTENANCE OF SHIP CONSTRUCTION AND REPAIR FACILITIES'}",2019-11-25,2020-03-19,yes,naics:336611,naics:336611,DRYDOCK AND REPAIR OF THE DREDGE WHEELER
CONT_AWD_W912BU19P0051_9700_-NONE-_-NONE-,W912BU19P0051,"POSEIDON,LLC",17007595.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1945', 'description': 'PONTOONS AND FLOATING DOCKS'}",2019-09-26,2025-03-01,yes,naics:336611,naics:336611,3054 EEY STRING OUT - MODULAR PONTOONS
CONT_AWD_W912BU19F0055_9700_W912BU07G0001_9700,W912BU19F0055,"COLONNA'S SHIP YARD, INCORPORATED",16318344.31,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2019-05-31,2020-04-16,yes,naics:336611,naics:336611,DREDGE MCFARLAND OVERHAUL 2019
CONT_AWD_0002_9700_W56HZV16D0061_9700,0002,SERCO INC,15999676.03,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2017-09-26,2022-01-21,yes,naics:336611,naics:336611,DELIVERY ORDER 0002 ON LCU SLEP PROGRAM
CONT_AWD_W912P815C0064_9700_-NONE-_-NONE-,W912P815C0064,DETYENS SHIPYARDS INC,15894902.31,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2015-09-25,2016-02-17,yes,naics:336611,naics:336611,"DREDGE WHEELER DRY DOCK, BERTHING AND REPAIR IGF::OT::IGF FOR OTHER FUNCTIONS"
CONT_AWD_W912CH25FL021_9700_W56HZV21DL003_9700,W912CH25FL021,"COLONNA'S SHIP YARD, INCORPORATED",15775718.33,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2024-12-18,2026-03-13,yes,keyword; naics:336611,logistic support vessel; naics:336611,"PROGRAMMED DRY-DOCKING, CLEANING, PAINTING, REPAIRS AND MODIFICATION TO THE U.S. ARMY LOGISTICS SUPPORT VESSEL (LSV) 6"
CONT_AWD_W9127N18F0178_9700_W9127N18G0002_9700,W9127N18F0178,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",15534560.37,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2018-09-25,2019-04-30,yes,naics:336611,naics:336611,FY19 DREDGE ESSAYONS OVERHAUL
CONT_AWD_W912P817C0043_9700_-NONE-_-NONE-,W912P817C0043,"WORLD MARINE OF ALABAMA, LLC",14788652.76,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2017-08-11,2018-03-28,yes,naics:336611,naics:336611,DRYDOCK AND REPAIR OF DREDGE WHEELER IGF::OT::IGF
CONT_AWD_W912P820C0078_9700_-NONE-_-NONE-,W912P820C0078,"MODERN AMERICAN RECYCLING & REPAIR SERVICES OF ALABAMA, LLC",14430806.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2020-09-30,2021-03-19,yes,naics:336611,naics:336611,DREDGE WHEELER DRYDOCK AND REPAIR
CONT_AWD_W912BU25CA034_9700_-NONE-_-NONE-,W912BU25CA034,SOUTHWEST SHIPYARD LP,14384084.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1935', 'description': 'BARGES AND LIGHTERS, SPECIAL PURPOSE'}",2025-09-29,2027-08-28,yes,naics:336611,naics:336611,3251 MVS CRANE BARGE REPLACEMENT
CONT_AWD_W912BU23C0036_9700_-NONE-_-NONE-,W912BU23C0036,STERLING SHIPYARD LLC,14284287.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1935', 'description': 'BARGES AND LIGHTERS, SPECIAL PURPOSE'}",2023-09-25,2026-11-30,yes,naics:336611,naics:336611,EXCAVATOR BARGE
CONT_AWD_W56HZV23FL045_9700_W56HZV21DL003_9700,W56HZV23FL045,"COLONNA'S SHIP YARD, INCORPORATED",13960271.8,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2023-03-07,2024-09-23,yes,keyword; naics:336611,logistic support vessel; naics:336611,LOGISTIC SUPPORT VESSEL 8 ON CONDITION CYCLIC MAINTENANCE
CONT_AWD_W912ES26PA044_9700_-NONE-_-NONE-,W912ES26PA044,"TAI HOLDINGS, INC",13742900.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2026-03-04,2026-11-10,yes,naics:336612; psc:1925,naics:336612; psc:1925,INLAND RIVER TOWBOAT
CONT_AWD_W9127N20F0100_9700_W9127N20G0002_9700,W9127N20F0100,VIGOR MARINE LLC,12920926.11,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2020-09-29,2021-11-30,yes,naics:336611,naics:336611,ESSAYONS SHIP REPAIR AND OVERHAUL
